sample_ID_full,nanodrop_ngul,wc_country
tLIMS14462l1s90I038toI056WCSctrl,0.001,India
tLIMS14462l1s91I038toI056MSctrl,NA,NA
tLIMS14462l1s92I038toI056BSctrl,NA,NA
tLIMS14462l1s93I038toI056MCQiactrl,NA,NA
tLIMS14462l1s94I038toI056MCctrl,NA,NA
tLIMS14462l1s95I038toI056PCRctrl,0.001,NA
tLIMS14462l1s96I098BS1,48.1,NA
tLIMS14462l1s97I098MS1,183.9,NA
tLIMS14462l1s98I098BS2,43.8,NA
tLIMS14462l1s99I098BS3,158,NA
tLIMS14462l1s9I039MS1,85.2,NA
tLIMS14462l2s100I201BS1,71.1,NA
tLIMS14462l2s101I202MS1,1368.5,NA
tLIMS14462l2s102I202BS1,58.6,NA
tLIMS14462l2s103I202BS2,34.7,NA
tLIMS14462l2s104I202BS3,252.7,NA
tLIMS14462l2s105I204MS1,2145,NA
tLIMS14462l2s106I204BS1,26.1,NA
tLIMS14462l2s107I204BS2,112.3,NA
tLIMS14462l2s108I204BS3,91.5,NA
tLIMS14462l2s109I205BS1,255,NA
tLIMS14462l2s10I124BS3,19,NA
tLIMS14462l2s110I205MS1,614.4,NA
tLIMS14462l2s111I205BS2,28,NA
tLIMS14462l2s112I205BS3,21,NA
tLIMS14462l2s113I205BS5,106.3,NA
tLIMS14462l2s114I206MS1,1414.9,NA
tLIMS14462l2s115I206BS1,139.6,NA
tLIMS14462l2s116I206BS2,78.8,NA
tLIMS14462l2s117I206BS3,88,NA
tLIMS14462l2s118I206BS5,70.9,NA
tLIMS14462l2s119I207BS1,407.1,NA
tLIMS14462l2s11I125BS5,102.6,NA
tLIMS14462l2s120I207MS1,1405.3,NA
tLIMS14462l2s121I207BS2,49,NA
tLIMS14462l2s122I207BS3,23.1,NA
tLIMS14462l2s123I207BS5,58.3,NA
tLIMS14462l2s124I209MS1,685.6,NA
tLIMS14462l2s125I209BS2,126.4,NA
tLIMS14462l2s126I209BS3,192.1,NA
tLIMS14462l2s127I209BS5,142.2,NA
tLIMS14462l2s128I209BS1,62.5,NA
tLIMS14462l2s129I210MS1,406.1,NA
tLIMS14462l2s12I125BS1,97.9,NA
tLIMS14462l2s130I210BS1,136.5,NA
tLIMS14462l2s131I210BS2,204.9,NA
tLIMS14462l2s132I210BS3,413.4,NA
tLIMS14462l2s133I210BS5,64.1,NA
tLIMS14462l2s134I211MS1,1005.4,NA
tLIMS14462l2s135I211BS1,86.5,NA
tLIMS14462l2s136I211BS2,126,NA
tLIMS14462l2s137I211BS5,23,NA
tLIMS14462l2s138I211BS3,57.5,NA
tLIMS14462l2s139I212MS1,88.2,NA
tLIMS14462l2s13I125MS1,301.8,NA
tLIMS14462l2s140I212BS1,69.6,NA
tLIMS14462l2s141I212BS2,50.5,NA
tLIMS14462l2s142I212BS3,10,NA
tLIMS14462l2s143I213BS1,221.5,NA
tLIMS14462l2s144I213MS1,839,NA
tLIMS14462l2s145I213BS2,40.3,NA
tLIMS14462l2s146I213BS3,89.4,NA
tLIMS14462l2s147I215MS1,1092.5,NA
tLIMS14462l2s148I215BS1,103.3,NA
tLIMS14462l2s149I215BS2,18,NA
tLIMS14462l2s14I125BS2,23.9,NA
tLIMS14462l2s150I215BS3,105.1,NA
tLIMS14462l2s151I216MS1,384.5,NA
tLIMS14462l2s152I216BS2,323.3,NA
tLIMS14462l2s153I216BS3,50.2,NA
tLIMS14462l2s154I216BS5,560,NA
tLIMS14462l2s155I216BS1,41.9,NA
tLIMS14462l2s156I217BS1,188.9,NA
tLIMS14462l2s157I217MS1,1301.8,NA
tLIMS14462l2s158I217BS2,59.2,NA
tLIMS14462l2s159I217BS3,32.8,NA
tLIMS14462l2s15I125BS3,90.3,NA
tLIMS14462l2s160I218MS1,902.8,NA
tLIMS14462l2s161I218BS2,37.1,NA
tLIMS14462l2s162I218BS3,217.6,NA
tLIMS14462l2s163I218BS5,12.8,NA
tLIMS14462l2s164I219MS1,704.9,NA
tLIMS14462l2s165I219BS1,157.4,NA
tLIMS14462l2s166I219BS2,39,NA
tLIMS14462l2s167I219BS3,336,NA
tLIMS14462l2s168I220MS1,181.1,NA
tLIMS14462l2s169I220BS1,188.7,NA
tLIMS14462l2s16I126BS5,50.7,NA
tLIMS14462l2s170I220BS2,153.8,NA
tLIMS14462l2s171I220BS3,235.4,NA
tLIMS14462l2s172I220BS5,68.8,NA
tLIMS14462l2s173I221MS1,826.2,NA
tLIMS14462l2s174I221BS2,44.9,NA
tLIMS14462l2s175I221BS3,290,NA
tLIMS14462l2s176I221BS1,219.5,NA
tLIMS14462l2s177I199toI221MCctrl,NA,NA
tLIMS14462l2s178I199toI221MCQiactrl,NA,NA
tLIMS14462l2s179carryover,NA,NA
tLIMS14462l2s17I126BS1,127.2,NA
tLIMS14462l2s180carryover,NA,NA
tLIMS14462l2s181I199toI221PCRctrl,0.001,NA
tLIMS14462l2s182I199toI221WCSctrl,0.001,India
tLIMS14462l2s183I201BS3,168,NA
tLIMS14462l2s184I147MS1,103.5,NA
tLIMS14462l2s185I147BS1,66.9,NA
tLIMS14462l2s186I147BS2,201.3,NA
tLIMS14462l2s187I147BS3,316.9,NA
tLIMS14462l2s188I147BS5,263.4,NA
tLIMS14462l2s189I149MS1,1097.7,NA
tLIMS14462l2s18I126MS1,177.6,NA
tLIMS14462l2s190I149BS1,281.1,NA
tLIMS14462l2s191I149BS2,94.8,NA
tLIMS14462l2s192I149BS3,46.2,NA
tLIMS14462l2s193I149BS5,177.3,NA
tLIMS14462l2s194I150MS1,244.5,NA
tLIMS14462l2s195I150BS1,33.7,NA
tLIMS14462l2s196I150BS2,42.8,NA
tLIMS14462l2s197I150BS3,32.8,NA
tLIMS14462l2s198I150BS5,973.9,NA
tLIMS14462l2s19I126BS2,149.6,NA
tLIMS14462l2s1I123BS5,160.6,NA
tLIMS14462l2s201I152MS1,146.9,NA
tLIMS14462l2s202I152BS1,46.6,NA
tLIMS14462l2s203I152BS2,470.8,NA
tLIMS14462l2s204I152BS3,98.8,NA
tLIMS14462l2s205I152BS5,193.6,NA
tLIMS14462l2s206I153MS1,43.2,NA
tLIMS14462l2s207I153BS1,10,NA
tLIMS14462l2s208I153BS2,13.5,NA
tLIMS14462l2s209I153BS3,14.3,NA
tLIMS14462l2s20I126BS3,178.9,NA
tLIMS14462l2s210I153BS5,12.8,NA
tLIMS14462l2s211I156MS1,2006,NA
tLIMS14462l2s212I156BS1,23.4,NA
tLIMS14462l2s213I156BS2,17.1,NA
tLIMS14462l2s214I156BS3,13.3,NA
tLIMS14462l2s215I157BS1,263.2,NA
tLIMS14462l2s216I157MS1,416.9,NA
tLIMS14462l2s217I157BS2,57.6,NA
tLIMS14462l2s218I157BS3,28.6,NA
tLIMS14462l2s219I157BS5,26.2,NA
tLIMS14462l2s21I127MS1,110.8,NA
tLIMS14462l2s220I158BS1,10.7,NA
tLIMS14462l2s221I158MS1,126.3,NA
tLIMS14462l2s222I158BS2,54.7,NA
tLIMS14462l2s223I158BS3,73.2,NA
tLIMS14462l2s224I158BS5,92.9,NA
tLIMS14462l2s225I161MS1,405.6,NA
tLIMS14462l2s226I161BS1,45.6,NA
tLIMS14462l2s227I161BS2,85.6,NA
tLIMS14462l2s228I161BS5,82.3,NA
tLIMS14462l2s229I161BS3,111.3,NA
tLIMS14462l2s22I127BS1,52.8,NA
tLIMS14462l2s230I162BS1,63.5,NA
tLIMS14462l2s231I162BS2,107.2,NA
tLIMS14462l2s232I162BS3,80.7,NA
tLIMS14462l2s233I162BS5,170.7,NA
tLIMS14462l2s234I164MS1,197,NA
tLIMS14462l2s235I164BS1,48.3,NA
tLIMS14462l2s236I164BS2,17.3,NA
tLIMS14462l2s237I164BS3,181,NA
tLIMS14462l2s238I164BS5,115.9,NA
tLIMS14462l2s239I165MS1,213.1,NA
tLIMS14462l2s23I127BS2,137.4,NA
tLIMS14462l2s240I165BS1,27.7,NA
tLIMS14462l2s241I165BS2,85,NA
tLIMS14462l2s242I165BS3,30.3,NA
tLIMS14462l2s243I165BS5,18.9,NA
tLIMS14462l2s244I166MS1,139.5,NA
tLIMS14462l2s245I166BS1,21,NA
tLIMS14462l2s246I166BS2,12.4,NA
tLIMS14462l2s247I166BS3,132.2,NA
tLIMS14462l2s248I166BS5,108.7,NA
tLIMS14462l2s249I167BS1,291.3,NA
tLIMS14462l2s24I127BS3,247.6,NA
tLIMS14462l2s250I167MS1,294.1,NA
tLIMS14462l2s251I167BS2,16,NA
tLIMS14462l2s252I167BS3,39.8,NA
tLIMS14462l2s253I167BS5,59.1,NA
tLIMS14462l2s254I169BS1,16.1,NA
tLIMS14462l2s255I169MS1,284.4,NA
tLIMS14462l2s256I169BS2,63.4,NA
tLIMS14462l2s257I169BS3,39.2,NA
tLIMS14462l2s258I169BS5,98.5,NA
tLIMS14462l2s259I170MS1,1960,NA
tLIMS14462l2s25I127BS5,294.8,NA
tLIMS14462l2s260I170BS1,297.1,NA
tLIMS14462l2s261I170BS3,96,NA
tLIMS14462l2s262I170BS5,14.1,NA
tLIMS14462l2s263I171MS1,303.6,NA
tLIMS14462l2s264I171BS1,459.1,NA
tLIMS14462l2s265I171BS2,96.9,NA
tLIMS14462l2s266I171BS3,92,NA
tLIMS14462l2s267I171BS5,20,NA
tLIMS14462l2s268I147toI171MCctrl,NA,NA
tLIMS14462l2s269I147toI171MCQiactrl,NA,NA
tLIMS14462l2s26I128BS5,53.1,NA
tLIMS14462l2s270I147toI171MSctrl,NA,NA
tLIMS14462l2s271I147toI171BSctrl,NA,NA
tLIMS14462l2s272I147toI171WCSctrl,0.001,India
tLIMS14462l2s273I147toI171PCRctrl,0.001,NA
tLIMS14462l2s274I172BS1,396.9,NA
tLIMS14462l2s275I172MS1,1316.6,NA
tLIMS14462l2s276I172BS5,58.1,NA
tLIMS14462l2s277I172BS2,75.9,NA
tLIMS14462l2s278I172BS3,75.5,NA
tLIMS14462l2s279I174MS1,87.2,NA
tLIMS14462l2s27I128MS1,571.1,NA
tLIMS14462l2s280I174BS1,54.2,NA
tLIMS14462l2s281I174BS2,51.1,NA
tLIMS14462l2s282I174BS3,291.7,NA
tLIMS14462l2s283I174BS5,70.7,NA
tLIMS14462l2s284I175MS1,1144.3,NA
tLIMS14462l2s285I175BS1,270.3,NA
tLIMS14462l2s286I175BS2,108.5,NA
tLIMS14462l2s287I175BS3,162.3,NA
tLIMS14462l2s288I175BS5,179,NA
tLIMS14462l2s289I176MS1,1711.8,NA
tLIMS14462l2s28I128BS1,113.7,NA
tLIMS14462l2s290I176BS1,300.1,NA
tLIMS14462l2s291I176BS3,303.4,NA
tLIMS14462l2s292I176BS5,83.6,NA
tLIMS14462l2s293I176BS2,274.8,NA
tLIMS14462l2s294I177MS1,133,NA
tLIMS14462l2s295I177BS1,46,NA
tLIMS14462l2s296I177BS2,90.9,NA
tLIMS14462l2s297I177BS3,411.2,NA
tLIMS14462l2s298I177BS5,598.7,NA
tLIMS14462l2s299I179MS1,15.4,NA
tLIMS14462l2s29I128BS2,71.9,NA
tLIMS14462l2s2I123BS1,316.4,NA
tLIMS14462l2s300I179BS1,52.8,NA
tLIMS14462l2s301I179BS2,9.5,NA
tLIMS14462l2s302I179BS3,141.4,NA
tLIMS14462l2s303I179BS5,74.6,NA
tLIMS14462l2s304I181BS1,68.1,NA
tLIMS14462l2s305I181BS3,26.2,NA
tLIMS14462l2s306I181BS5,326.4,NA
tLIMS14462l2s307I181MS1,63.9,NA
tLIMS14462l2s308I183BS1,56.1,NA
tLIMS14462l2s309I183MS1,45.3,NA
tLIMS14462l2s30I128BS2,143.2,NA
tLIMS14462l2s310I183BS2,102.1,NA
tLIMS14462l2s311I183BS3,73.2,NA
tLIMS14462l2s312I183BS5,81.5,NA
tLIMS14462l2s313I185MS1,233.2,NA
tLIMS14462l2s314I185BS1,4.9,NA
tLIMS14462l2s315I185BS2,31.5,NA
tLIMS14462l2s316I185BS3,11.4,NA
tLIMS14462l2s317I185BS5,5.1,NA
tLIMS14462l2s318I186MS1,119.8,NA
tLIMS14462l2s319I186BS1,126,NA
tLIMS14462l2s31I128BS3,290.8,NA
tLIMS14462l2s320I186BS2,58.5,NA
tLIMS14462l2s321I186BS3,26.9,NA
tLIMS14462l2s322I187MS1,1281.2,NA
tLIMS14462l2s323I187BS1,148.7,NA
tLIMS14462l2s324I187BS2,9.7,NA
tLIMS14462l2s325I187BS3,103.4,NA
tLIMS14462l2s326I187BS5,152.7,NA
tLIMS14462l2s327I188BS1,89.3,NA
tLIMS14462l2s328I188MS1,120.8,NA
tLIMS14462l2s329I188BS2,9.1,NA
tLIMS14462l2s32I129BS5,21.1,NA
tLIMS14462l2s330I188BS3,3.3,NA
tLIMS14462l2s331I188BS5,70.4,NA
tLIMS14462l2s332I189MS1,116.4,NA
tLIMS14462l2s333I189BS1,183.5,NA
tLIMS14462l2s334I189BS3,0.001,NA
tLIMS14462l2s335I189BS5,11.7,NA
tLIMS14462l2s336I189BS2,260.8,NA
tLIMS14462l2s337I190BS1,21.1,NA
tLIMS14462l2s338I190MS1,958.2,NA
tLIMS14462l2s339I190BS2,17.2,NA
tLIMS14462l2s33I129MS1,290.3,NA
tLIMS14462l2s340I190BS3,37.1,NA
tLIMS14462l2s341I190BS5,28.1,NA
tLIMS14462l2s342I192BS1,137.2,NA
tLIMS14462l2s343I192BS1,28,NA
tLIMS14462l2s344I192MS1,184.2,NA
tLIMS14462l2s345I192BS2,2.7,NA
tLIMS14462l2s346I192BS3,26.3,NA
tLIMS14462l2s347I195MS1,663.5,NA
tLIMS14462l2s348I195BS1,73.4,NA
tLIMS14462l2s349I195BS2,7.7,NA
tLIMS14462l2s34I129BS1,431.3,NA
tLIMS14462l2s350I195BS3,18.4,NA
tLIMS14462l2s351I195BS5,110.6,NA
tLIMS14462l2s352I196MS1,1214.2,NA
tLIMS14462l2s353I196BS1,197.3,NA
tLIMS14462l2s354I196BS3,115.3,NA
tLIMS14462l2s355I196BS5,433.9,NA
tLIMS14462l2s356I196BS2,72.1,NA
tLIMS14462l2s357I197BS1,298.2,NA
tLIMS14462l2s358I197MS1,413.7,NA
tLIMS14462l2s359I197BS2,27.8,NA
tLIMS14462l2s35I129BS2,343.3,NA
tLIMS14462l2s360I197BS3,56.7,NA
tLIMS14462l2s361I172toI197MCctrl,NA,NA
tLIMS14462l2s362I172toI197MCQiactrl,NA,NA
tLIMS14462l2s363I172toI197BSctrl,NA,NA
tLIMS14462l2s364I172toI197WCSctrl,0.001,India
tLIMS14462l2s365I172toI197MSctrl,NA,NA
tLIMS14462l2s366I172toI197PCRctrl,0.001,NA
tLIMS14462l2s36I129BS3,18.3,NA
tLIMS14462l2s37I130BS5,303,NA
tLIMS14462l2s38I130BS1,81.4,NA
tLIMS14462l2s39I130MS1,488.2,NA
tLIMS14462l2s3I123MS1,358.6,NA
tLIMS14462l2s40I130BS2,80.6,NA
tLIMS14462l2s41I130BS3,79.7,NA
tLIMS14462l2s42I131BS5,9.8,NA
tLIMS14462l2s43I131MS1,1763,NA
tLIMS14462l2s44I131BS1,55.8,NA
tLIMS14462l2s45I131BS2,22.4,NA
tLIMS14462l2s46I131BS3,5.9,NA
tLIMS14462l2s47I133BS2,226.9,NA
tLIMS14462l2s48I133BS3,290.4,NA
tLIMS14462l2s49I133BS5,217.9,NA
tLIMS14462l2s4I123BS2,59.7,NA
tLIMS14462l2s50I133MS1,1086.1,NA
tLIMS14462l2s51I133BS1,56,NA
tLIMS14462l2s52I136BS3,24.7,NA
tLIMS14462l2s53I136BS5,14.5,NA
tLIMS14462l2s54I136BS1,15.2,NA
tLIMS14462l2s55I136MS1,263.9,NA
tLIMS14462l2s56I136BS2,3.2,NA
tLIMS14462l2s57I138BS3,32.4,NA
tLIMS14462l2s58I138BS5,74.1,NA
tLIMS14462l2s59I138BS1,87,NA
tLIMS14462l2s5I123BS3,22,NA
tLIMS14462l2s60I138MS1,313.6,NA
tLIMS14462l2s61I138BS2,28.5,NA
tLIMS14462l2s62I140BS5,42.4,NA
tLIMS14462l2s63I140MS1,462.2,NA
tLIMS14462l2s64I140BS1,42.4,NA
tLIMS14462l2s65I140BS1,79.6,NA
tLIMS14462l2s66I140BS2,48,NA
tLIMS14462l2s67I140BS2,59.8,NA
tLIMS14462l2s68I140BS3,141.8,NA
tLIMS14462l2s69I143BS1,101.4,NA
tLIMS14462l2s6I124BS5,54.6,NA
tLIMS14462l2s70I143MS1,1392.1,NA
tLIMS14462l2s71I143BS2,181.1,NA
tLIMS14462l2s72I143BS3,199,NA
tLIMS14462l2s73I144BS2,151.8,NA
tLIMS14462l2s74I144BS3,118.9,NA
tLIMS14462l2s75I144BS5,143,NA
tLIMS14462l2s76I144BS1,283,NA
tLIMS14462l2s77I144MS1,606.3,NA
tLIMS14462l2s78I145BS5,110.4,NA
tLIMS14462l2s79I145BS1,25,NA
tLIMS14462l2s7I124MS1,197.6,NA
tLIMS14462l2s80I145MS1,1097.5,NA
tLIMS14462l2s81I145BS2,141.3,NA
tLIMS14462l2s82I145BS3,181,NA
tLIMS14462l2s83I146BS3,72.1,NA
tLIMS14462l2s84I146BS5,120.4,NA
tLIMS14462l2s85I146BS1,166.9,NA
tLIMS14462l2s86I146MS1,889.3,NA
tLIMS14462l2s87I146BS1,294,NA
tLIMS14462l2s88I146BS2,46.2,NA
tLIMS14462l2s89I123toI146MCctrl,NA,NA
tLIMS14462l2s8I124BS1,29.4,NA
tLIMS14462l2s90I123toI146MCQiactrl,NA,NA
tLIMS14462l2s91I122toI146MSctrl,NA,NA
tLIMS14462l2s92I123toI146BSctrl,NA,NA
tLIMS14462l2s93I123toI146WCSctrl,0.001,India
tLIMS14462l2s94I199BS1,195.5,NA
tLIMS14462l2s95I199MS1,1964,NA
tLIMS14462l2s96I199BS2,23.5,NA
tLIMS14462l2s97I199BS3,18.9,NA
tLIMS14462l2s98I201MS1,1443.4,NA
tLIMS14462l2s99I201BS2,101.6,NA
tLIMS14462l2s9I124BS2,9.4,NA
tLIMS14801s10U002BS4,183.6,NA
tLIMS14801s11U003BS1,0.7,NA
tLIMS14801s12U003MS1,203.2,NA
tLIMS14801s13U004MS1,343.2,NA
tLIMS14801s14U004BS1,189.5,NA
tLIMS14801s15U004BS2,153.4,NA
tLIMS14801s16U004BS3,31.7,NA
tLIMS14801s17U004BS4,57.7,NA
tLIMS14801s18U004BS5,344.2,NA
tLIMS14801s19U004BS6,154.8,NA
tLIMS14801s1U001MS1,425,NA
tLIMS14801s20U005MS1,354.2,NA
tLIMS14801s21U005BS1,64.9,NA
tLIMS14801s22U005BS2,0.001,NA
tLIMS14801s23U005BS3,5.5,NA
tLIMS14801s24U005BS4,0.5,NA
tLIMS14801s25U005BS5,0.3,NA
tLIMS14801s26U005BS6,4.5,NA
tLIMS14801s27U006BS1,72.9,NA
tLIMS14801s28U007BS1,7.2,NA
tLIMS14801s29U007MS1,216.3,NA
tLIMS14801s2U001BS1,120.9,NA
tLIMS14801s30U009MS1,442.8,NA
tLIMS14801s31U009BS1,20.4,NA
tLIMS14801s32U009BS2,1.4,NA
tLIMS14801s33U009BS3,17.3,NA
tLIMS14801s34U009BS4,42.1,NA
tLIMS14801s35U009BS5,8,NA
tLIMS14801s36U010MS1,553.1,NA
tLIMS14801s37U010BS1,0.001,NA
tLIMS14801s38U010BS2,0.001,NA
tLIMS14801s39U010BS3,51.7,NA
tLIMS14801s3U001BS2,2.8,NA
tLIMS14801s40U010BS4,85.7,NA
tLIMS14801s41U010BS5,75.1,NA
tLIMS14801s42U010BS6,264.8,NA
tLIMS14801s43U012MS1,184.7,NA
tLIMS14801s44U012BS1,6.4,NA
tLIMS14801s45U014MS1,951.2,NA
tLIMS14801s46U014BS1,129,NA
tLIMS14801s47U014BS3,321.2,NA
tLIMS14801s48U014BS4,456.6,NA
tLIMS14801s49U014BS5,154.6,NA
tLIMS14801s4U001BS3,427.9,NA
tLIMS14801s50U014BS6,671.1,NA
tLIMS14801s51U014BS2,118.6,NA
tLIMS14801s52U015BS1,13.2,NA
tLIMS14801s53U015MS1,361.9,NA
tLIMS14801s54U015BS2,3.5,NA
tLIMS14801s55U015BS3,17.2,NA
tLIMS14801s56U015BS5,12.5,NA
tLIMS14801s57U015BS6,0.001,NA
tLIMS14801s58U017BS1,267.1,NA
tLIMS14801s59U017MS1,356.2,NA
tLIMS14801s5U001BS4,5.7,NA
tLIMS14801s60U017BS2,109.7,NA
tLIMS14801s61U017BS4,56.6,NA
tLIMS14801s62U017BS5,24.8,NA
tLIMS14801s63U017BS6,21.6,NA
tLIMS14801s64U018BS1,3.7,NA
tLIMS14801s65U018MS1,1242.6,NA
tLIMS14801s66U018BS2,37.7,NA
tLIMS14801s67U018BS3,42.1,NA
tLIMS14801s68U018BS4,32.3,NA
tLIMS14801s69U018BS5,154.6,NA
tLIMS14801s6U001BS5,53.8,NA
tLIMS14801s70U018BS6,268.1,NA
tLIMS14801s71U019BS1,4.8,NA
tLIMS14801s72U019MS1,582.5,NA
tLIMS14801s73U019BS2,272.1,NA
tLIMS14801s74U019BS3,39.9,NA
tLIMS14801s75U019BS4,372.4,NA
tLIMS14801s76U019BS5,159.8,NA
tLIMS14801s77U019BS6,176.8,NA
tLIMS14801s78U020BS1,130.6,NA
tLIMS14801s79U020MS1,206.7,NA
tLIMS14801s7U001BS6,27.6,NA
tLIMS14801s80U020BS2,0.001,NA
tLIMS14801s81U020BS3,31.3,NA
tLIMS14801s82U020BS4,72.1,NA
tLIMS14801s83U020BS5,76.6,NA
tLIMS14801s84U020BS6,35.6,NA
tLIMS14801s85U021MS1,355.7,NA
tLIMS14801s86U021BS1,72.5,NA
tLIMS14801s87U022MS1,748.9,NA
tLIMS14801s88U022BS1,6.2,NA
tLIMS14801s89U022BS2,48.5,NA
tLIMS14801s8U002BS1,2,NA
tLIMS14801s90WCSctrl,0.001,UK
tLIMS14801s91MSctrl,NA,NA
tLIMS14801s92BSctrl,NA,NA
tLIMS14801s93MCctrl,NA,NA
tLIMS14801s94MCQiactrl,NA,NA
tLIMS14801s95PCRctrl,0.001,NA
tLIMS14801s9U002BS3,156,NA
tLIMS15089s100I042BM3,7,NA
tLIMS15089s101I042BM1,288.9,NA
tLIMS15089s102I042BM2,44.8,NA
tLIMS15089s103I043BM2,46.7,NA
tLIMS15089s104I043BM3,82.7,NA
tLIMS15089s105I043BM1,7.2,NA
tLIMS15089s106I044BM2,27.7,NA
tLIMS15089s107I044BM3,151.8,NA
tLIMS15089s108I044BM1,150.8,NA
tLIMS15089s109I045BM2,65.8,NA
tLIMS15089s10I004BM2,14,NA
tLIMS15089s110I045BM3,21.4,NA
tLIMS15089s111I045BM1,8.7,NA
tLIMS15089s112I046BM2,5.4,NA
tLIMS15089s113I046BM3,0.6,NA
tLIMS15089s114I046BM1,73.8,NA
tLIMS15089s115I047BM2,1.2,NA
tLIMS15089s116I047BM3,225.5,NA
tLIMS15089s117I047BM1,16.2,NA
tLIMS15089s118I048BM1,158.7,NA
tLIMS15089s119I048BM2,15.7,NA
tLIMS15089s11I006BM3,1.6,NA
tLIMS15089s120I048BM3,134.6,NA
tLIMS15089s121I049BM2,6.8,NA
tLIMS15089s122I049BM3,11.3,NA
tLIMS15089s123I049BM1,130.3,NA
tLIMS15089s124I050BM3,9.5,NA
tLIMS15089s125I050BM1,96.3,NA
tLIMS15089s126I050BM2,50.1,NA
tLIMS15089s127I052BM2,1.9,NA
tLIMS15089s128I052BM3,2.2,NA
tLIMS15089s129I052BM3,1.5,NA
tLIMS15089s12I006BM1,62.6,NA
tLIMS15089s130I052BM1,13.5,NA
tLIMS15089s131I053BM1,139.9,NA
tLIMS15089s132I053BM2,126.5,NA
tLIMS15089s133I053BM3,89.3,NA
tLIMS15089s134I054BM2,5.1,NA
tLIMS15089s135I054BM3,21.1,NA
tLIMS15089s136I054BM1,85.3,NA
tLIMS15089s137I055BM2,8.2,NA
tLIMS15089s138I055BM3,11.8,NA
tLIMS15089s139I055BM1,61.2,NA
tLIMS15089s13I006BM2,21.4,NA
tLIMS15089s140I056BM2,188.7,NA
tLIMS15089s141I056BM3,93.7,NA
tLIMS15089s142I056BM1,122.1,NA
tLIMS15089s143I058BM2,2.2,NA
tLIMS15089s144I058BM3,6.9,NA
tLIMS15089s145I058BM1,3.7,NA
tLIMS15089s146I059BM2,13.6,NA
tLIMS15089s147I059BM3,93.1,NA
tLIMS15089s148I059BM1,28.7,NA
tLIMS15089s149I060BM2,1.7,NA
tLIMS15089s14I007BM3,7.8,NA
tLIMS15089s150I060BM3,1.5,NA
tLIMS15089s151I060BM1,56.4,NA
tLIMS15089s152I061BM1,180.5,NA
tLIMS15089s153I061BM2,8.9,NA
tLIMS15089s154I061BM3,43.4,NA
tLIMS15089s155I062BM2,14.6,NA
tLIMS15089s156I062BM3,1.5,NA
tLIMS15089s157I062BM1,18.2,NA
tLIMS15089s158I063BM2,27.6,NA
tLIMS15089s159I063BM3,16.6,NA
tLIMS15089s15I007BM1,59.4,NA
tLIMS15089s160I063BM1,59.1,NA
tLIMS15089s161I064BM1,120.2,NA
tLIMS15089s162I064BM2,21.2,NA
tLIMS15089s163I064BM3,0.9,NA
tLIMS15089s164I065BM2,11,NA
tLIMS15089s165I065BM3,1.1,NA
tLIMS15089s166I065BM3,9.9,NA
tLIMS15089s167I065BM1,102,NA
tLIMS15089s168I066BM2,12.1,NA
tLIMS15089s169I066BM3,1.8,NA
tLIMS15089s16I007BM2,12.7,NA
tLIMS15089s170I066BM1,52.1,NA
tLIMS15089s171I067BM2,18.7,NA
tLIMS15089s172I067BM3,16.9,NA
tLIMS15089s173I067BM1,3.1,NA
tLIMS15089s174I068BM1,9.9,NA
tLIMS15089s175I068BM2,45,NA
tLIMS15089s176I068BM3,8.1,NA
tLIMS15089s177I069BM1,55.5,NA
tLIMS15089s178I069BM2,0.8,NA
tLIMS15089s179I069BM3,2.2,NA
tLIMS15089s17I008BM3,6.7,NA
tLIMS15089s180I070BM1,78,NA
tLIMS15089s181I070BM2,10,NA
tLIMS15089s182I070BM3,5,NA
tLIMS15089s183I039toI070WCBMctrl,0.001,India
tLIMS15089s184I039toI070BMctrl,NA,NA
tLIMS15089s185I039toI070MCctrlBM,NA,NA
tLIMS15089s186I039toI070MCQiactrlBM,NA,NA
tLIMS15089s187I039toI070PCRctrlBM,0.001,NA
tLIMS15089s188I071BM1,49.2,NA
tLIMS15089s189I071BM2,36.5,NA
tLIMS15089s18I008BM1,210.8,NA
tLIMS15089s190I071BM3,4.8,NA
tLIMS15089s191I072BM1,50.7,NA
tLIMS15089s192I072BM2,98.3,NA
tLIMS15089s193I072BM3,1.5,NA
tLIMS15089s194I073BM1,11.2,NA
tLIMS15089s195I073BM2,5.3,NA
tLIMS15089s196I073BM3,3.8,NA
tLIMS15089s197I076BM1,3.7,NA
tLIMS15089s198I076BM2,2.1,NA
tLIMS15089s199I076BM3,3.3,NA
tLIMS15089s19I008BM2,28.4,NA
tLIMS15089s1I001BM1,124.7,NA
tLIMS15089s200I077BM1,85.2,NA
tLIMS15089s201I077BM2,3,NA
tLIMS15089s202I077BM3,15.7,NA
tLIMS15089s203I078BM2,2.7,NA
tLIMS15089s204I078BM3,2,NA
tLIMS15089s205I078BM1,25.2,NA
tLIMS15089s206I079BM1,6.9,NA
tLIMS15089s207I079BM2,1.3,NA
tLIMS15089s208I079BM3,46.1,NA
tLIMS15089s209I080BM2,14.2,NA
tLIMS15089s20I009BM2,15.9,NA
tLIMS15089s210I080BM3,13.9,NA
tLIMS15089s211I080BM1,330.4,NA
tLIMS15089s212I082BM1,441.1,NA
tLIMS15089s213I082BM2,36.8,NA
tLIMS15089s214I082BM3,5.1,NA
tLIMS15089s215I083BM1,128.6,NA
