sample_ID_full,nanodrop_ngul,wc_country
tLIMS15089s216I083BM2,2.9,NA
tLIMS15089s217I083BM3,3,NA
tLIMS15089s218I084BM1,6.9,NA
tLIMS15089s219I084BM2,2.3,NA
tLIMS15089s21I009BM3,1.6,NA
tLIMS15089s220I084BM3,29.9,NA
tLIMS15089s221I086BM1,3.4,NA
tLIMS15089s222I086BM2,3.4,NA
tLIMS15089s223I086BM3,6,NA
tLIMS15089s224I087BM1,3.4,NA
tLIMS15089s225I087BM2,41.3,NA
tLIMS15089s226I087BM3,18.6,NA
tLIMS15089s227I089BM1,24.1,NA
tLIMS15089s228I089BM2,21,NA
tLIMS15089s229I089BM3,3.8,NA
tLIMS15089s22I009BM1,187.6,NA
tLIMS15089s230I091BM1,16.7,NA
tLIMS15089s231I091BM2,16.5,NA
tLIMS15089s232I091BM2,120.1,NA
tLIMS15089s233I091BM3,6,NA
tLIMS15089s234I092BM1,38.8,NA
tLIMS15089s235I092BM2,38.8,NA
tLIMS15089s236I092BM3,150.6,NA
tLIMS15089s237I093BM1,4.8,NA
tLIMS15089s238I093BM2,4.9,NA
tLIMS15089s239I093BM3,7.3,NA
tLIMS15089s23I011BM3,16.8,NA
tLIMS15089s240I094BM1,21.5,NA
tLIMS15089s241I094BM2,6.8,NA
tLIMS15089s242I094BM3,4.8,NA
tLIMS15089s243I095BM1,7.1,NA
tLIMS15089s244I095BM2,1.8,NA
tLIMS15089s245I095BM3,2.8,NA
tLIMS15089s246I096BM1,7.9,NA
tLIMS15089s247I096BM2,114.9,NA
tLIMS15089s248I096BM3,4.4,NA
tLIMS15089s249I098BM1,4,NA
tLIMS15089s24I011BM1,13.3,NA
tLIMS15089s250I098BM2,122.7,NA
tLIMS15089s251I098BM3,25.3,NA
tLIMS15089s252I099BM1,4.3,NA
tLIMS15089s253I099BM2,2,NA
tLIMS15089s254I099BM3,4.6,NA
tLIMS15089s255I102BM1,7,NA
tLIMS15089s256I102BM2,52.5,NA
tLIMS15089s257I102BM3,93.8,NA
tLIMS15089s258I104BM1,6.7,NA
tLIMS15089s259I104BM2,4.8,NA
tLIMS15089s25I011BM1,111.3,NA
tLIMS15089s260I104BM3,9.7,NA
tLIMS15089s261I105BM1,78.8,NA
tLIMS15089s262I105BM2,25.9,NA
tLIMS15089s263I105BM3,89.3,NA
tLIMS15089s264I106BM1,7.6,NA
tLIMS15089s265I106BM2,3.1,NA
tLIMS15089s266I106BM3,6.6,NA
tLIMS15089s267I109BM1,63.2,NA
tLIMS15089s268I109BM2,5.6,NA
tLIMS15089s269I109BM3,5.2,NA
tLIMS15089s26I012BM3,3.8,NA
tLIMS15089s270I110BM1,15.1,NA
tLIMS15089s271I110BM2,31,NA
tLIMS15089s272I110BM3,7.2,NA
tLIMS15089s273I111BM1,20.8,NA
tLIMS15089s274I111BM2,15.2,NA
tLIMS15089s275I112BM1,246.4,NA
tLIMS15089s276I112BM2,6.5,NA
tLIMS15089s277I112BM3,1.9,NA
tLIMS15089s278I071toI112WCBMctrl,0.001,India
tLIMS15089s279I071toI112BMctrl,NA,NA
tLIMS15089s27I012BM1,495.9,NA
tLIMS15089s280I071toI112MCctrlBM,NA,NA
tLIMS15089s281I071toI112MCQiactrlBM,NA,NA
tLIMS15089s282I071toI112PCRctrlBM,0.001,NA
tLIMS15089s283I113BM1,5.4,NA
tLIMS15089s284I113BM2,84.3,NA
tLIMS15089s285I113BM3,11.3,NA
tLIMS15089s286I115BM1,150.9,NA
tLIMS15089s287I115BM2,10.2,NA
tLIMS15089s288I115BM3,21.5,NA
tLIMS15089s289I117BM1,34.1,NA
tLIMS15089s28I012BM2,22.5,NA
tLIMS15089s290I117BM2,7,NA
tLIMS15089s291I117BM3,53.9,NA
tLIMS15089s292I118BM1,4.7,NA
tLIMS15089s293I118BM2,2.3,NA
tLIMS15089s294I118BM3,8.8,NA
tLIMS15089s295I119BM1,8.1,NA
tLIMS15089s296I119BM2,7.8,NA
tLIMS15089s297I119BM3,0.8,NA
tLIMS15089s298I121BM1,10,NA
tLIMS15089s299I121BM2,2.5,NA
tLIMS15089s29I013BM3,11.6,NA
tLIMS15089s2I001BM3,15.2,NA
tLIMS15089s300I121BM3,22.3,NA
tLIMS15089s301I122BM1,32.8,NA
tLIMS15089s302I122BM2,3.1,NA
tLIMS15089s303I122BM3,4.4,NA
tLIMS15089s304I123BM1,168.8,NA
tLIMS15089s305I123BM2,2.4,NA
tLIMS15089s306I123BM3,8.6,NA
tLIMS15089s307I124BM1,23.1,NA
tLIMS15089s308I124BM3,4.2,NA
tLIMS15089s309I125BM2,2.5,NA
tLIMS15089s30I013BM1,41.7,NA
tLIMS15089s310I125BM3,6.3,NA
tLIMS15089s311I126BM2,20.8,NA
tLIMS15089s312I126BM3,3.9,NA
tLIMS15089s313I127BM1,21.9,NA
tLIMS15089s314I127BM2,2.2,NA
tLIMS15089s315I127BM3,4.6,NA
tLIMS15089s316I128BM1,39.4,NA
tLIMS15089s317I128BM2,1,NA
tLIMS15089s318I128BM3,6.3,NA
tLIMS15089s319I129BM1,51.9,NA
tLIMS15089s31I013BM2,12.7,NA
tLIMS15089s320I129BM2,2.9,NA
tLIMS15089s321I129BM3,2.2,NA
tLIMS15089s322I130BM1,162.5,NA
tLIMS15089s323I130BM2,90.4,NA
tLIMS15089s324I130BM2,90.4,NA
tLIMS15089s325I130BM3,15.4,NA
tLIMS15089s326I131BM1,20.4,NA
tLIMS15089s327I131BM2,10.2,NA
tLIMS15089s328I131BM3,1.4,NA
tLIMS15089s329I133BM1,7.8,NA
tLIMS15089s32I014BM1,495.9,NA
tLIMS15089s330I133BM2,0.9,NA
tLIMS15089s331I133BM3,56.1,NA
tLIMS15089s332I136BM1,50.2,NA
tLIMS15089s333I136BM2,6.5,NA
tLIMS15089s334I136BM3,14.2,NA
tLIMS15089s335I138BM1,1.8,NA
tLIMS15089s336I138BM2,26.8,NA
tLIMS15089s337I138BM3,3.3,NA
tLIMS15089s338I140BM1,7.9,NA
tLIMS15089s339I140BM2,1.9,NA
tLIMS15089s33I014BM3,305.7,NA
tLIMS15089s340I140BM3,2.7,NA
tLIMS15089s341I143BM1,3.2,NA
tLIMS15089s342I143BM2,9,NA
tLIMS15089s343I143BM3,10.2,NA
tLIMS15089s344I144BM1,144,NA
tLIMS15089s345I144BM2,1.1,NA
tLIMS15089s346I144BM3,12.2,NA
tLIMS15089s347I145BM1,70.7,NA
tLIMS15089s348I145BM2,2.7,NA
tLIMS15089s349I145BM3,16.4,NA
tLIMS15089s34I017BM3,114.8,NA
tLIMS15089s350I146BM1,104.7,NA
tLIMS15089s351I146BM2,33,NA
tLIMS15089s352I146BM3,3.8,NA
tLIMS15089s353I147BM1,260.9,NA
tLIMS15089s354I147BM2,2.6,NA
tLIMS15089s355I147BM3,6.8,NA
tLIMS15089s356I149BM1,14.7,NA
tLIMS15089s357I149BM2,14.3,NA
tLIMS15089s358I149BM3,5.6,NA
tLIMS15089s359I150BM1,5.5,NA
tLIMS15089s35I017BM1,196.6,NA
tLIMS15089s360I150BM3,28.4,NA
tLIMS15089s362I152BM1,194.8,NA
tLIMS15089s363I152BM2,10.3,NA
tLIMS15089s364I152BM3,129.7,NA
tLIMS15089s365I153BM1,110.9,NA
tLIMS15089s366I153BM2,23.6,NA
tLIMS15089s367I153BM3,7.7,NA
tLIMS15089s368I113toI153WCBMctrl,0.001,India
tLIMS15089s369I113toI153BMctrl,NA,NA
tLIMS15089s36I017BM2,325.8,NA
tLIMS15089s370I113toI153MCctrlBM,NA,NA
tLIMS15089s371I113toI153MCQiactrlBM,NA,NA
tLIMS15089s372I150BM2,1.4,NA
tLIMS15089s373I113toI153PCRctrlBM,0.001,NA
tLIMS15089s37I018BM1,146.2,NA
tLIMS15089s38I018BM3,8.7,NA
tLIMS15089s39I018BM2,46.6,NA
tLIMS15089s3I001BM2,2.2,NA
tLIMS15089s40I020BM1,63.6,NA
tLIMS15089s41I020BM3,45.4,NA
tLIMS15089s42I020BM2,6.9,NA
tLIMS15089s43I021BM2,20.2,NA
tLIMS15089s44I021BM3,10.6,NA
tLIMS15089s45I021BM1,463.8,NA
tLIMS15089s46I024BM3,4.6,NA
tLIMS15089s47I024BM1,56.5,NA
tLIMS15089s48I024BM2,26.4,NA
tLIMS15089s49I025BM2,174.6,NA
tLIMS15089s4I003BM1,24.9,NA
tLIMS15089s50I025BM3,115.6,NA
tLIMS15089s51I025BM1,45.2,NA
tLIMS15089s52I026BM1,86.6,NA
tLIMS15089s53I026BM3,3.8,NA
tLIMS15089s54I026BM2,8.8,NA
tLIMS15089s55I027BM3,14.5,NA
tLIMS15089s56I027BM1,27.9,NA
tLIMS15089s57I027BM1,25,NA
tLIMS15089s58I027BM2,49.8,NA
tLIMS15089s59I028BM3,6,NA
tLIMS15089s5I003BM3,21.7,NA
tLIMS15089s60I028BM1,22,NA
tLIMS15089s61I028BM1,303.3,NA
tLIMS15089s62I028BM2,10.3,NA
tLIMS15089s63I030BM1,330.4,NA
tLIMS15089s64I030BM2,1,NA
tLIMS15089s65I031BM2,118.1,NA
tLIMS15089s66I031BM3,4.3,NA
tLIMS15089s67I031BM1,192,NA
tLIMS15089s6I003BM1,146.6,NA
tLIMS15089s70I034BM2,20.7,NA
tLIMS15089s71I034BM3,1.5,NA
tLIMS15089s72I034BM1,5.9,NA
tLIMS15089s73I035BM2,9,NA
tLIMS15089s74I035BM3,14.8,NA
tLIMS15089s75I035BM1,62.7,NA
tLIMS15089s76I036BM1,222.2,NA
tLIMS15089s77I036BM3,163.4,NA
tLIMS15089s78I036BM2,14.5,NA
tLIMS15089s79I037BM2,267.3,NA
tLIMS15089s7I003BM2,3.9,NA
tLIMS15089s80I037BM3,37.1,NA
tLIMS15089s81I037BM1,3.2,NA
tLIMS15089s82I038BM2,5.3,NA
tLIMS15089s83I038BM3,4.3,NA
tLIMS15089s84I038BM1,3.2,NA
tLIMS15089s85I038BM1,19.1,NA
tLIMS15089s86I001toI038WCBMctrl,0.001,India
tLIMS15089s87I001toI038BMctrl,NA,NA
tLIMS15089s88I001toI038MCctrlBM,NA,NA
tLIMS15089s89I001toI038MCQiactrlBM,NA,NA
tLIMS15089s8I004BM1,115.1,NA
tLIMS15089s90carryover,NA,NA
tLIMS15089s91carryover,NA,NA
tLIMS15089s92carryoverBM,NA,NA
tLIMS15089s93I039BM2,17.6,NA
tLIMS15089s94I039BM3,135.3,NA
tLIMS15089s95I039BM1,23.2,NA
tLIMS15089s96I040BM3,4.9,NA
tLIMS15089s97I040BM1,456.7,NA
tLIMS15089s98I040BM2,7.8,NA
tLIMS15089s99I041BM1,3.9,NA
tLIMS15089s9I004BM3,4.8,NA
tLIMS15168s100U023BS6,22.3,NA
tLIMS15168s101U023MS1,396.7,NA
tLIMS15168s102U024BS1,0.001,NA
tLIMS15168s103U024BS2,184.2,NA
tLIMS15168s104U024BS3,134.3,NA
tLIMS15168s105U024BS4,145.7,NA
tLIMS15168s106U024BS5,184.3,NA
tLIMS15168s107U024BS6,194.4,NA
tLIMS15168s108U024MS1,310.9,NA
tLIMS15168s109U025BS1,129.1,NA
tLIMS15168s110U025MS1,1037.9,NA
tLIMS15168s111U026BS1,19,NA
tLIMS15168s112U026BS2,30.6,NA
tLIMS15168s113U026BS3,NA,NA
tLIMS15168s114U026BS4,370.2,NA
tLIMS15168s115U026BS5,47.1,NA
tLIMS15168s116U026BS6,204.1,NA
tLIMS15168s117U026MS1,100,NA
tLIMS15168s118U027BS1,76.7,NA
tLIMS15168s119U027BS2,6.3,NA
tLIMS15168s120U027BS3,54.8,NA
tLIMS15168s121U027BS4,84,NA
tLIMS15168s122U027BS5,36.4,NA
tLIMS15168s123U027BS6,20.9,NA
tLIMS15168s124U027MS1,89.9,NA
tLIMS15168s125U028BS1,249.9,NA
tLIMS15168s126U028BS2,205.2,NA
tLIMS15168s127U028BS3,2,NA
tLIMS15168s128U028BS4,28.2,NA
tLIMS15168s129U028BS5,30.4,NA
tLIMS15168s130U028BS6,25.2,NA
tLIMS15168s131U028MS1,1286.5,NA
tLIMS15168s132U029BS1,271.2,NA
tLIMS15168s133U029BS2,44.4,NA
tLIMS15168s134U029BS3,33.4,NA
tLIMS15168s135U029BS4,20.6,NA
tLIMS15168s136U029BS5,45.5,NA
tLIMS15168s137U029BS6,63.2,NA
tLIMS15168s138U029MS1,443.8,NA
tLIMS15168s139U030BS1,44.8,NA
tLIMS15168s140U030BS3,66.5,NA
tLIMS15168s141U030BS5,22.7,NA
tLIMS15168s142U030BS6,30,NA
tLIMS15168s143U030MS1,1753.7,NA
tLIMS15168s144U031BS1,41.4,NA
tLIMS15168s145U031BS2,5.3,NA
tLIMS15168s146U031BS3,9.6,NA
tLIMS15168s147U031BS4,23.3,NA
tLIMS15168s148U031BS5,42.2,NA
tLIMS15168s149U031BS6,21.3,NA
tLIMS15168s150U031MS1,349.1,NA
tLIMS15168s151U032BS1,229.1,NA
tLIMS15168s152U032BS2,464.3,NA
tLIMS15168s153U032BS3,99,NA
tLIMS15168s154U032BS4,67.3,NA
tLIMS15168s155U032BS5,24.8,NA
tLIMS15168s156U032BS6,54.2,NA
tLIMS15168s157U032MS1,70.2,NA
tLIMS15168s158U033BS1,NA,NA
tLIMS15168s159U033BS2,767,NA
tLIMS15168s160U033BS3,152,NA
tLIMS15168s161U033BS4,258.6,NA
tLIMS15168s162U033BS5,86.3,NA
tLIMS15168s163U033BS6,73.4,NA
tLIMS15168s164U033MS1,475.4,NA
tLIMS15168s165U034BS1,57.1,NA
tLIMS15168s166U034BS2,62,NA
tLIMS15168s167U034BS3,34.8,NA
tLIMS15168s168U034BS4,74.3,NA
tLIMS15168s169U034BS5,17.8,NA
tLIMS15168s170U034BS6,3.1,NA
tLIMS15168s171U034MS1,124.6,NA
tLIMS15168s172U035BS1,112.4,NA
tLIMS15168s173U035BS2,211.8,NA
tLIMS15168s174U035BS3,290.2,NA
tLIMS15168s175U035BS4,164.6,NA
tLIMS15168s176U035BS5,180.3,NA
tLIMS15168s177U035BS6,408.3,NA
tLIMS15168s178U035MS1,281.4,NA
tLIMS15168s179U023toU035WCSctrl,0.001,UK
tLIMS15168s180U023toU035MSctrl,NA,NA
tLIMS15168s181U023toU035BSctrl,NA,NA
tLIMS15168s182U023toU035MCctrl,NA,NA
tLIMS15168s183U023toU035MCQiactrl,NA,NA
tLIMS15168s184U023toU035PCRctrl,0.001,NA
tLIMS15168s96U023BS1,129,NA
tLIMS15168s97U023BS2,119,NA
tLIMS15168s98U023BS4,88.1,NA
tLIMS15168s99U023BS5,15.1,NA
tLIMS15350s100M033BS3,6.5,NA
tLIMS15350s101M033BS6,7.3,NA
tLIMS15350s102M034MS1,35.8,NA
tLIMS15350s103M034BS3,4.3,NA
tLIMS15350s104M034BS4,6.4,NA
tLIMS15350s105M034BS5,4.5,NA
tLIMS15350s106M034BS6,7.9,NA
tLIMS15350s107M035BS1,3.3,NA
tLIMS15350s108M035MS1,34.6,NA
tLIMS15350s109M035BS2,153.6,NA
tLIMS15350s10M005BS4,3.8,NA
tLIMS15350s110M035BS3,53.2,NA
tLIMS15350s111M035BS4,45.3,NA
tLIMS15350s112M035BS5,79.5,NA
tLIMS15350s113M035BS6,17.7,NA
tLIMS15350s114M036BS2,NA,NA
tLIMS15350s115M036BS3,5.1,NA
tLIMS15350s116M036BS4,3.1,NA
tLIMS15350s117M036BS6,9.6,NA
tLIMS15350s118M039BS1,NA,NA
tLIMS15350s119M039BS2,69.5,NA
tLIMS15350s11M007BS1,NA,NA
tLIMS15350s120M039BS3,4.4,NA
tLIMS15350s121M039BS4,38.5,NA
tLIMS15350s122M039BS6,42.3,NA
tLIMS15350s123M040BS2,35.9,NA
tLIMS15350s124M040BS3,210,NA
tLIMS15350s125M040BS4,15,NA
tLIMS15350s126M040BS5,1.2,NA
tLIMS15350s127M040BS6,41,NA
tLIMS15350s128M042BS1,17.2,NA
tLIMS15350s129M042MS1,27.5,NA
tLIMS15350s12M007MS1,65.5,NA
tLIMS15350s130M042BS3,NA,NA
tLIMS15350s131M042BS4,13.7,NA
tLIMS15350s132M042BS5,33.8,NA
tLIMS15350s133M042BS6,93.4,NA
tLIMS15350s134M043BS1,25.9,NA
tLIMS15350s135M043MS1,50.6,NA
tLIMS15350s136M043BS2,56.9,NA
tLIMS15350s137M043BS3,6.8,NA
tLIMS15350s138M043BS5,18.3,NA
tLIMS15350s139M044BS1,14.5,NA
tLIMS15350s13M007BS2,56.8,NA
tLIMS15350s140M044BS2,4.5,NA
tLIMS15350s141M044BS5,16.7,NA
tLIMS15350s142M044BS6,12.7,NA
tLIMS15350s143M045BS1,2.8,NA
tLIMS15350s144M045MS1,34.3,NA
tLIMS15350s145M045BS2,0.3,NA
tLIMS15350s146M045BS3,1.1,NA
tLIMS15350s147M045BS5,13.1,NA
tLIMS15350s148M045BS6,NA,NA
tLIMS15350s149M047BS1,160.4,NA
tLIMS15350s14M007BS3,137.6,NA
tLIMS15350s150M047MS1,205.7,NA
tLIMS15350s151M047BS2,6,NA
tLIMS15350s152M047BS5,12.7,NA
tLIMS15350s153M047BS6,179.6,NA
tLIMS15350s154M048BS1,118,NA
tLIMS15350s155M048MS1,74.9,NA
tLIMS15350s156M048BS4,10.3,NA
tLIMS15350s157M048BS5,23.5,NA
tLIMS15350s158M048BS6,4.1,NA
tLIMS15350s159M026toM048MSctrl,NA,NA
tLIMS15350s15M007BS4,3,NA
tLIMS15350s160M026toM048BSctrl,NA,NA
tLIMS15350s161M026toM048MCctrl,NA,NA
tLIMS15350s162M026toM048MCQiactrl,NA,NA
tLIMS15350s163M026toM048PCRctrl,0.001,NA
tLIMS15350s164M052BS1,221.7,NA
tLIMS15350s165M052MS1,109.1,NA
tLIMS15350s166M052BS2,36,NA
tLIMS15350s167M052BS3,19.8,NA
tLIMS15350s168M052BS4,15.7,NA
tLIMS15350s169M054BS2,16.9,NA
tLIMS15350s16M008BS1,5.3,NA
tLIMS15350s170M054BS4,2.8,NA
tLIMS15350s171M052BM1,7.9,NA
tLIMS15350s172M052BM2,48.4,NA
tLIMS15350s173M052BM3,1.3,NA
tLIMS15350s174M054BM1,127.9,NA
tLIMS15350s175M054BS5,9.6,NA
tLIMS15350s176M054BS6,0.3,NA
tLIMS15350s177M055BS1,65.1,NA
tLIMS15350s178M055MS1,143,NA
tLIMS15350s179M055BS4,7.8,NA
tLIMS15350s17M008BS2,49.4,NA
tLIMS15350s180M057BS1,4.1,NA
tLIMS15350s181M054BM2,14.6,NA
tLIMS15350s182M054BM3,0.5,NA
tLIMS15350s183M055BM1,7.5,NA
tLIMS15350s184M055BM2,67.8,NA
tLIMS15350s185M057BS3,11.6,NA
tLIMS15350s186M057BS4,10.8,NA
tLIMS15350s187M057BS6,NA,NA
tLIMS15350s188M060BS1,28.1,NA
tLIMS15350s189M060MS1,102.6,NA
tLIMS15350s18M008BS3,2.5,NA
tLIMS15350s190M060BS2,4.3,NA
tLIMS15350s191M060BS3,108.9,NA
tLIMS15350s192M055BM3,2.7,NA
tLIMS15350s193M057BM1,3.8,NA
tLIMS15350s194M057BM2,2.6,NA
tLIMS15350s195M060BS4,8.4,NA
tLIMS15350s196M060BS5,NA,NA
tLIMS15350s197M060BS6,NA,NA
tLIMS15350s198M062BS1,50.1,NA
tLIMS15350s199M062MS1,44.4,NA
tLIMS15350s19M008BS4,26,NA
tLIMS15350s1M001BS1,NA,NA
tLIMS15350s201M062BS3,22.1,NA
tLIMS15350s202M062BS4,211.2,NA
tLIMS15350s203M060BM1,13.9,NA
tLIMS15350s204M060BM2,5.7,NA
tLIMS15350s205M060BM3,NA,NA
tLIMS15350s206M062BM1,39.5,NA
tLIMS15350s207M062BS5,NA,NA
tLIMS15350s208M062BS6,NA,NA
tLIMS15350s209M064BS1,8.2,NA
tLIMS15350s20M008BS5,4.2,NA
tLIMS15350s210M064MS1,123.8,NA
tLIMS15350s211M064BS2,43.8,NA
tLIMS15350s212M064BS3,38.1,NA
tLIMS15350s213M064BS4,3.8,NA
tLIMS15350s214M062BM2,10.1,NA
tLIMS15350s215M062BM3,NA,NA
tLIMS15350s216M064BM1,4.8,NA
tLIMS15350s217M064BM2,1.3,NA
tLIMS15350s218M067BS2,11.2,NA
tLIMS15350s219M067BS4,41.3,NA
tLIMS15350s21M008BS6,2.3,NA
tLIMS15350s220M067BS5,NA,NA
tLIMS15350s221M067BS6,9.6,NA
tLIMS15350s222M068BS1,129.3,NA
tLIMS15350s223M068MS1,8.6,NA
tLIMS15350s224M068BS2,6.5,NA
tLIMS15350s225M064BM3,1.6,NA
tLIMS15350s226M067BM1,14.3,NA
tLIMS15350s227M067BM2,1.8,NA
tLIMS15350s228M067BM3,9,NA
tLIMS15350s229M068BS3,30,NA
tLIMS15350s22M010BS1,8.5,NA
tLIMS15350s230M068BS4,17.8,NA
tLIMS15350s231M068BS5,NA,NA
tLIMS15350s232M068BS6,5.5,NA
tLIMS15350s233M052toM068MSctrl,NA,NA
tLIMS15350s234M052toM068BSctrl,NA,NA
tLIMS15350s235M052toM068MCctrl,NA,NA
tLIMS15350s236M052toM068MCQiactrl,NA,NA
tLIMS15350s237M068BM1,84.1,NA
tLIMS15350s238M068BM2,NA,NA
tLIMS15350s239M068BM3,1.3,NA
tLIMS15350s23M010MS1,38.7,NA
tLIMS15350s240M052toM068BMctrl,NA,NA
tLIMS15350s241M052toM068MCctrlBM,NA,NA
tLIMS15350s242M052toM068MCQiactrlBM,NA,NA
tLIMS15350s243M052toM068PCRctrlBM,0.001,NA
tLIMS15350s244M001BM1,3,NA
tLIMS15350s245M001BM2,9.9,NA
tLIMS15350s246M001BM3,49.3,NA
tLIMS15350s247M005BM3,3.5,NA
tLIMS15350s248M007BM1,5.9,NA
tLIMS15350s249M007BM2,3.7,NA
tLIMS15350s24M010BS2,1.7,NA
tLIMS15350s250M007BM3,3.9,NA
tLIMS15350s251M008BM1,3.8,NA
tLIMS15350s252M008BM2,4.6,NA
tLIMS15350s253M008BM3,3.8,NA
tLIMS15350s254M010BM2,NA,NA
tLIMS15350s255M010BM3,2.4,NA
tLIMS15350s256M012BM1,79.8,NA
tLIMS15350s257M012BM2,4.9,NA
tLIMS15350s258M012BM3,5.1,NA
tLIMS15350s259M013BM1,6.6,NA
tLIMS15350s25M010BS3,3.3,NA
tLIMS15350s260M013BM2,3.3,NA
tLIMS15350s261M013BM3,3,NA
tLIMS15350s262M014BM1,6.7,NA
tLIMS15350s263M014BM2,4,NA
tLIMS15350s264M016BM1,4.8,NA
tLIMS15350s265M017BM1,14.2,NA
tLIMS15350s266M017BM3,3.3,NA
tLIMS15350s267M018BM1,1.9,NA
tLIMS15350s268M018BM3,2.4,NA
tLIMS15350s269M021BM1,3.3,NA
tLIMS15350s26M010BS4,8.2,NA
tLIMS15350s270M021BM2,6.1,NA
tLIMS15350s271M021BM3,7.4,NA
tLIMS15350s272M023BM1,1.2,NA
tLIMS15350s273M023BM2,5.9,NA
tLIMS15350s274M023BM3,29.2,NA
tLIMS15350s275M024BM1,2.6,NA
tLIMS15350s276M026BM1,28.5,NA
tLIMS15350s277M032BM3,25.5,NA
tLIMS15350s278M026BM3,27.1,NA
tLIMS15350s279M028BM1,10.6,NA
tLIMS15350s27M010BS5,2.6,NA
tLIMS15350s280M028BM2,5.4,NA
tLIMS15350s281M028BM3,1.6,NA
tLIMS15350s282M029BM1,9.1,NA
tLIMS15350s283M029BM2,8.7,NA
tLIMS15350s284M029BM3,2.3,NA
tLIMS15350s285M032BM1,9.3,NA
tLIMS15350s286M032BM2,9,NA
tLIMS15350s287M033BM1,10.3,NA
tLIMS15350s288M033BM2,2.3,NA
tLIMS15350s289M033BM3,10.8,NA
tLIMS15350s28M010BS6,13.7,NA
tLIMS15350s290M034BM1,5.3,NA
tLIMS15350s291M034BM2,3.9,NA
tLIMS15350s292M035BM1,6.2,NA
tLIMS15350s293M035BM2,2.8,NA
tLIMS15350s294M035BM3,9.5,NA
tLIMS15350s295M036BM1,3.5,NA
tLIMS15350s296M036BM2,4.3,NA
tLIMS15350s297M036BM3,4.1,NA
tLIMS15350s298M039BM1,3.6,NA
tLIMS15350s299M039BM3,8.7,NA
tLIMS15350s29M011BS1,8.6,NA
tLIMS15350s2M001MS1,29.3,NA
tLIMS15350s300M040BM1,2.2,NA
tLIMS15350s301M040BM2,1,NA
tLIMS15350s302M040BM3,27.5,NA
tLIMS15350s303M042BM1,0.6,NA
tLIMS15350s304M042BM2,5.2,NA
tLIMS15350s305M042BM3,9.8,NA
tLIMS15350s306M043BM1,3.5,NA
tLIMS15350s307M043BM2,9.2,NA
tLIMS15350s308M044BM1,7.2,NA
tLIMS15350s309M044BM2,9.6,NA
tLIMS15350s30M011MS1,346.6,NA
tLIMS15350s310M044BM3,8.3,NA
tLIMS15350s311M045BM1,5.1,NA
tLIMS15350s312M045BM2,27.5,NA
tLIMS15350s313M047BM1,6.3,NA
tLIMS15350s314M047BM2,15.5,NA
tLIMS15350s315M047BM3,4.6,NA
tLIMS15350s316M048BM1,4.1,NA
tLIMS15350s317M048BM2,18.2,NA
tLIMS15350s318M048BM3,20.3,NA
tLIMS15350s319M001toM048BMctrl,NA,NA
tLIMS15350s31M011BS2,82.4,NA
tLIMS15350s320M001toM048MCctrlBM,NA,NA
tLIMS15350s321M001toM048MCQiactrlBM,NA,NA
tLIMS15350s322M045BM3,NA,NA
tLIMS15350s323M034BM3,2.6,NA
tLIMS15350s324M024BM3,3.4,NA
tLIMS15350s325M001toM048PCRctrlBM,0.001,NA
tLIMS15350s32M011BS3,12.4,NA
tLIMS15350s33M011BS6,3.5,NA
tLIMS15350s34M012BS1,9.8,NA
tLIMS15350s35M012MS1,18.8,NA
tLIMS15350s36M012BS6,70.5,NA
tLIMS15350s37M013BS1,25.6,NA
tLIMS15350s38M013MS1,144.6,NA
tLIMS15350s39M013BS2,24.1,NA
tLIMS15350s3M001BS2,16.8,NA
tLIMS15350s40M013BS4,3.8,NA
tLIMS15350s41M013BS6,2.2,NA
tLIMS15350s42M014BS1,16.3,NA
tLIMS15350s43M014MS1,150.7,NA
tLIMS15350s44M014BS2,26.7,NA
tLIMS15350s45M014BS4,2.3,NA
tLIMS15350s46M014BS5,4.9,NA
tLIMS15350s47M014BS6,58.6,NA
tLIMS15350s48M016BS1,26.4,NA
tLIMS15350s49M016MS1,92.1,NA
tLIMS15350s4M001BS3,NA,NA
tLIMS15350s51M016BS5,6.6,NA
tLIMS15350s52M016BS6,94.5,NA
tLIMS15350s53M017BS1,37.7,NA
tLIMS15350s54M017MS1,17.9,NA
tLIMS15350s55M017BS4,2.7,NA
tLIMS15350s56M017BS6,46.5,NA
tLIMS15350s57M018BS1,29.5,NA
tLIMS15350s58M018MS1,79.9,NA
tLIMS15350s59M018BS2,4.7,NA
tLIMS15350s5M001BS4,2.2,NA
tLIMS15350s60M018BS4,2.1,NA
tLIMS15350s61M018BS5,23,NA
tLIMS15350s62M018BS6,4.5,NA
tLIMS15350s63M021BS1,3.3,NA
tLIMS15350s64M021MS1,3.3,NA
tLIMS15350s65M021BS2,2.4,NA
tLIMS15350s66M021BS3,40.4,NA
tLIMS15350s67M021BS4,3.6,NA
tLIMS15350s68M021BS5,3.8,NA
tLIMS15350s69M021BS6,6.9,NA
tLIMS15350s6M005BS1,3.2,NA
tLIMS15350s70M023BS1,2.4,NA
tLIMS15350s71M023MS1,7.2,NA
tLIMS15350s72M023BS5,5.1,NA
tLIMS15350s73M023BS6,5.3,NA
tLIMS15350s74M024MS1,4.2,NA
tLIMS15350s75M024BS4,121.4,NA
tLIMS15350s76M024BS5,44.3,NA
tLIMS15350s77M001toM024MSctrl,NA,NA
tLIMS15350s78M001toM024BSctrl,NA,NA
