sample_ID_full,input,filtered,denoised,merged,nonchimeric
tLIMS15089s280I071toI112MCctrlBM,153229,135873,135873,130774,77640
tLIMS15089s281I071toI112MCQiactrlBM,191364,169979,169979,167508,127448
tLIMS15089s282I071toI112PCRctrlBM,1412,1175,1175,1166,1166
tLIMS15089s283I113BM1,88992,77251,77251,75008,73645
tLIMS15089s284I113BM2,124175,109713,109713,108737,106707
tLIMS15089s285I113BM3,139259,119401,119401,119031,118942
tLIMS15089s286I115BM1,104013,89201,89201,88646,88409
tLIMS15089s287I115BM2,117981,98967,98967,97644,97273
tLIMS15089s288I115BM3,96402,82234,82234,81781,81692
tLIMS15089s289I117BM1,130682,111962,111962,110869,110262
tLIMS15089s28I012BM2,142263,121034,121034,119616,116854
tLIMS15089s290I117BM2,704388,603699,603699,601318,593711
tLIMS15089s291I117BM3,183137,160329,160329,156667,140016
tLIMS15089s292I118BM1,152491,133649,133649,133130,130801
tLIMS15089s293I118BM2,103594,89517,89517,89366,89322
tLIMS15089s294I118BM3,56076,48657,48657,48553,48548
tLIMS15089s295I119BM1,324931,284367,284367,283641,277984
tLIMS15089s296I119BM2,134014,118262,118262,117875,117589
tLIMS15089s297I119BM3,419396,356477,356477,356183,356147
tLIMS15089s298I121BM1,110197,95768,95768,93911,93444
tLIMS15089s299I121BM2,147797,127545,127545,127440,127423
tLIMS15089s29I013BM3,156965,134974,134974,134003,133855
tLIMS15089s2I001BM3,152766,133149,133149,131896,121591
tLIMS15089s300I121BM3,107026,92283,92283,91325,90839
tLIMS15089s301I122BM1,93865,81689,81689,79697,79582
tLIMS15089s302I122BM2,220261,184304,184304,179200,179022
tLIMS15089s303I122BM3,128328,110069,110069,109921,109030
tLIMS15089s304I123BM1,173377,143096,143096,141729,137857
tLIMS15089s305I123BM2,101262,83341,83341,83133,83015
tLIMS15089s306I123BM3,210929,178510,178510,177331,176546
tLIMS15089s307I124BM1,146887,127828,127828,126882,126768
tLIMS15089s308I124BM3,212327,186423,186423,186321,184860
tLIMS15089s309I125BM2,168693,146913,146913,146742,144761
tLIMS15089s30I013BM1,218190,183488,183488,182497,180074
tLIMS15089s310I125BM3,148218,126614,126614,126330,126309
tLIMS15089s311I126BM2,227758,198382,198382,194378,184831
tLIMS15089s312I126BM3,258985,221123,221123,219824,217089
tLIMS15089s313I127BM1,251502,221520,221520,220381,218872
tLIMS15089s314I127BM2,148227,130268,130268,130135,129926
tLIMS15089s315I127BM3,290603,255825,255825,253593,244262
tLIMS15089s316I128BM1,137214,116771,116771,114710,113975
tLIMS15089s317I128BM2,221503,186425,186425,186278,183373
tLIMS15089s318I128BM3,229794,187895,187895,182964,181069
tLIMS15089s319I129BM1,157496,133498,133498,132240,132110
tLIMS15089s31I013BM2,226742,194052,194052,193246,192524
tLIMS15089s320I129BM2,155850,126984,126984,126506,126427
tLIMS15089s321I129BM3,144752,121394,121394,121141,120992
tLIMS15089s322I130BM1,130587,111973,111973,111205,107699
tLIMS15089s323I130BM2,183971,153318,153318,152369,151850
tLIMS15089s324I130BM2,143837,117145,117145,117130,117130
tLIMS15089s325I130BM3,204226,174287,174287,173951,173851
tLIMS15089s326I131BM1,160064,134968,134968,133949,133716
tLIMS15089s327I131BM2,195179,167138,167138,165403,165375
tLIMS15089s328I131BM3,133167,115538,115538,114514,113354
tLIMS15089s329I133BM1,145709,128715,128715,128390,126970
tLIMS15089s32I014BM1,127916,108512,108512,107318,106349
tLIMS15089s330I133BM2,201039,167759,167759,167421,166283
tLIMS15089s331I133BM3,228462,200369,200369,195480,182210
tLIMS15089s332I136BM1,268489,236746,236746,233458,218074
tLIMS15089s333I136BM2,164214,144069,144069,143584,143447
tLIMS15089s334I136BM3,120891,103516,103516,102481,101949
tLIMS15089s335I138BM1,120104,103008,103008,102733,102433
tLIMS15089s336I138BM2,227094,195447,195447,194822,193341
tLIMS15089s337I138BM3,154842,133027,133027,132903,132886
tLIMS15089s338I140BM1,145165,126084,126084,125780,122591
tLIMS15089s339I140BM2,173769,154837,154837,154532,152435
tLIMS15089s33I014BM3,220076,190779,190779,188903,185713
tLIMS15089s340I140BM3,162264,137388,137388,137264,136143
tLIMS15089s341I143BM1,144450,126436,126436,126168,125553
tLIMS15089s342I143BM2,165395,140242,140242,139921,139863
tLIMS15089s343I143BM3,164688,141973,141973,141759,141531
tLIMS15089s344I144BM1,288650,252488,252488,249259,215718
tLIMS15089s345I144BM2,212948,178699,178699,178619,178607
tLIMS15089s346I144BM3,167646,146083,146083,144781,143421
tLIMS15089s347I145BM1,179093,149533,149533,147513,143197
tLIMS15089s348I145BM2,194736,168092,168092,167546,166746
tLIMS15089s349I145BM3,149968,126927,126927,126807,126778
tLIMS15089s34I017BM3,152270,132518,132518,131328,129412
tLIMS15089s350I146BM1,261637,228410,228410,225889,213797
tLIMS15089s351I146BM2,393757,343409,343409,339799,329334
tLIMS15089s352I146BM3,176652,149273,149273,148925,148251
tLIMS15089s353I147BM1,219030,189208,189208,186555,146177
tLIMS15089s354I147BM2,223973,193083,193083,192664,192643
tLIMS15089s355I147BM3,175818,151286,151286,151055,151032
tLIMS15089s356I149BM1,160843,138058,138058,137534,137515
tLIMS15089s357I149BM2,141096,120137,120137,119917,119784
tLIMS15089s358I149BM3,102723,87180,87180,87088,87031
tLIMS15089s359I150BM1,214948,184934,184934,184253,184089
tLIMS15089s35I017BM1,131463,117175,117175,115829,110588
tLIMS15089s360I150BM3,154571,132282,132282,132037,131427
tLIMS15089s362I152BM1,419806,360691,360691,354606,332704
tLIMS15089s363I152BM2,155214,131982,131982,130609,128451
tLIMS15089s364I152BM3,163082,140384,140384,137902,135678
tLIMS15089s365I153BM1,268927,237862,237862,234156,209144
tLIMS15089s366I153BM2,193226,171259,171259,170136,167552
tLIMS15089s367I153BM3,150281,131050,131050,129350,129272
tLIMS15089s368I113toI153WCBMctrl,219760,187218,187218,187142,185719
tLIMS15089s369I113toI153BMctrl,139140,124705,124705,124624,124546
tLIMS15089s36I017BM2,248902,218196,218196,214647,203470
tLIMS15089s370I113toI153MCctrlBM,199599,177244,177244,170553,99189
tLIMS15089s371I113toI153MCQiactrlBM,236973,209298,209298,207437,171291
tLIMS15089s372I150BM2,3377,2692,2692,2685,2474
tLIMS15089s373I113toI153PCRctrlBM,83,19,19,15,15
tLIMS15089s37I018BM1,144090,125919,125919,120839,120165
tLIMS15089s38I018BM3,157630,136143,136143,135917,135656
tLIMS15089s39I018BM2,136417,118508,118508,118250,117044
tLIMS15089s3I001BM2,81480,70036,70036,69865,69490
tLIMS15089s40I020BM1,125374,108368,108368,103382,100182
tLIMS15089s41I020BM3,212838,185294,185294,181295,180562
tLIMS15089s42I020BM2,153633,132195,132195,129608,128611
tLIMS15089s43I021BM2,166928,147902,147902,146607,139165
tLIMS15089s44I021BM3,57484,49140,49140,48855,48847
tLIMS15089s45I021BM1,246560,213908,213908,210919,177565
tLIMS15089s46I024BM3,139789,115717,115717,111828,111828
tLIMS15089s47I024BM1,76126,62813,62813,62333,61981
tLIMS15089s48I024BM2,171215,145251,145251,145194,144745
tLIMS15089s49I025BM2,180883,156946,156946,156584,155838
tLIMS15089s4I003BM1,46392,39573,39573,38981,38401
tLIMS15089s50I025BM3,157591,136692,136692,134521,134448
tLIMS15089s51I025BM1,38691,33508,33508,33427,33308
tLIMS15089s52I026BM1,553035,472324,472324,470263,465264
tLIMS15089s53I026BM3,174116,145883,145883,145675,145555
tLIMS15089s54I026BM2,189270,161385,161385,161292,161128
tLIMS15089s55I027BM3,139195,116821,116821,113800,113271
tLIMS15089s56I027BM1,123832,103700,103700,102861,102328
tLIMS15089s57I027BM1,134179,116878,116878,116219,116040
tLIMS15089s58I027BM2,138001,114889,114889,114085,113891
tLIMS15089s59I028BM3,89006,76630,76630,76304,76234
tLIMS15089s5I003BM3,155838,134272,134272,131230,123515
tLIMS15089s60I028BM1,130139,109880,109880,108085,107600
tLIMS15089s61I028BM1,284039,250209,250209,247660,219902
tLIMS15089s62I028BM2,142398,121773,121773,121623,121076
tLIMS15089s63I030BM1,207762,174739,174739,172335,161262
tLIMS15089s64I030BM2,170355,140570,140570,139771,138366
tLIMS15089s65I031BM2,161360,140238,140238,139678,138694
tLIMS15089s66I031BM3,420030,361268,361268,360658,360651
tLIMS15089s67I031BM1,210176,180911,180911,179611,178945
tLIMS15089s6I003BM1,123684,109011,109011,106425,101866
tLIMS15089s70I034BM2,128138,110304,110304,109434,108620
tLIMS15089s71I034BM3,93706,82657,82657,82529,82360
tLIMS15089s72I034BM1,212807,187914,187914,187324,186121
tLIMS15089s73I035BM2,153969,135073,135073,133906,133860
tLIMS15089s74I035BM3,49415,43684,43684,43600,43536
tLIMS15089s75I035BM1,641504,570010,570010,565552,522406
tLIMS15089s76I036BM1,187815,165373,165373,164518,163164
tLIMS15089s77I036BM3,208451,184482,184482,182909,174235
tLIMS15089s78I036BM2,155871,134519,134519,130581,128682
tLIMS15089s79I037BM2,129398,113661,113661,110728,99273
tLIMS15089s7I003BM2,108491,91324,91324,89523,88389
tLIMS15089s80I037BM3,207299,180312,180312,179427,176047
tLIMS15089s81I037BM1,144582,122509,122509,121676,121275
tLIMS15089s82I038BM2,149164,128388,128388,128314,128218
tLIMS15089s83I038BM3,424,316,316,304,304
tLIMS15089s84I038BM1,150682,127522,127522,126810,126464
tLIMS15089s85I038BM1,198869,170793,170793,170145,169440
tLIMS15089s86I001toI038WCBMctrl,176870,152725,152725,152668,152666
tLIMS15089s87I001toI038BMctrl,140051,124815,124815,124513,124497
tLIMS15089s88I001toI038MCctrlBM,310691,275514,275514,266824,157528
tLIMS15089s89I001toI038MCQiactrlBM,271736,238368,238368,235665,185988
tLIMS15089s8I004BM1,108337,92345,92345,91790,91370
tLIMS15089s90carryover,138,60,60,48,48
tLIMS15089s91carryover,107,24,24,3,3
tLIMS15089s92carryoverBM,76,15,15,4,4
tLIMS15089s93I039BM2,69858,60851,60851,60421,59823
tLIMS15089s94I039BM3,82821,72134,72134,70619,70142
tLIMS15089s95I039BM1,86903,76016,76016,74321,74032
tLIMS15089s96I040BM3,80666,70230,70230,70009,69886
tLIMS15089s97I040BM1,701272,614221,614221,609010,603436
tLIMS15089s98I040BM2,102455,87954,87954,87668,87609
tLIMS15089s99I041BM1,94848,82939,82939,82570,82559
tLIMS15089s9I004BM3,227312,193162,193162,192556,192382
tLIMS15168s100U023BS6,629717,535860,535860,534451,525773
tLIMS15168s101U023MS1,629117,537571,537571,531197,457185
tLIMS15168s102U024BS1,549119,472181,472181,472073,471740
tLIMS15168s103U024BS2,752191,660651,660651,656494,552468
tLIMS15168s104U024BS3,757849,661427,661427,658387,609869
tLIMS15168s105U024BS4,543996,468082,468082,464927,398145
tLIMS15168s106U024BS5,691275,601541,601541,598087,545261
tLIMS15168s107U024BS6,571515,504443,504443,502159,470958
tLIMS15168s108U024MS1,453907,391179,391179,388857,352475
tLIMS15168s109U025BS1,1190339,1048910,1048910,1039311,927958
tLIMS15168s110U025MS1,645656,554663,554663,511822,325656
tLIMS15168s111U026BS1,459063,389384,389384,388521,376065
tLIMS15168s112U026BS2,528993,461402,461402,460853,459585
tLIMS15168s113U026BS3,571498,496362,496362,491316,386356
tLIMS15168s114U026BS4,498918,437306,437306,434530,344153
tLIMS15168s115U026BS5,550109,487136,487136,482753,429625
tLIMS15168s116U026BS6,675113,593388,593388,590224,494436
tLIMS15168s117U026MS1,430227,362100,362100,355441,330973
tLIMS15168s118U027BS1,447653,378764,378764,376956,334755
tLIMS15168s119U027BS2,560504,480009,480009,479371,470243
tLIMS15168s120U027BS3,931666,792288,792288,791998,775038
tLIMS15168s121U027BS4,1169782,1014172,1014172,1013850,1006395
tLIMS15168s122U027BS5,737898,639215,639215,638386,621387
tLIMS15168s123U027BS6,552429,477128,477128,475914,469023
tLIMS15168s124U027MS1,673722,579608,579608,565026,496935
tLIMS15168s125U028BS1,672040,587710,587710,584969,451132
tLIMS15168s126U028BS2,513571,453123,453123,452480,431025
tLIMS15168s127U028BS3,620433,529731,529731,529007,523665
tLIMS15168s128U028BS4,631897,546057,546057,544073,502672
tLIMS15168s129U028BS5,775451,660571,660571,658245,621282
tLIMS15168s130U028BS6,409324,348387,348387,346790,333421
tLIMS15168s131U028MS1,661539,570146,570146,544202,380945
tLIMS15168s132U029BS1,551948,478214,478214,478053,467629
tLIMS15168s133U029BS2,647833,536883,536883,536420,526089
tLIMS15168s134U029BS3,767286,625315,625315,623462,616710
tLIMS15168s135U029BS4,1295045,1064065,1064065,1063685,1060421
tLIMS15168s136U029BS5,701191,593056,593056,592595,573710
tLIMS15168s137U029BS6,670439,555250,555250,553685,536267
tLIMS15168s138U029MS1,665339,563382,563382,549982,442235
tLIMS15168s139U030BS1,808244,699391,699391,699034,591427
tLIMS15168s140U030BS3,823938,703519,703519,702965,683924
tLIMS15168s141U030BS5,695192,576595,576595,575220,558220
tLIMS15168s142U030BS6,648790,542759,542759,541523,522342
tLIMS15168s143U030MS1,790573,680290,680290,655054,483536
tLIMS15168s144U031BS1,456235,392697,392697,391625,373877
tLIMS15168s145U031BS2,658146,574790,574790,574042,563149
tLIMS15168s146U031BS3,630753,538058,538058,536857,527322
tLIMS15168s147U031BS4,538859,474003,474003,473548,467587
tLIMS15168s148U031BS5,740694,649586,649586,648529,612108
tLIMS15168s149U031BS6,543666,470901,470901,470520,467595
tLIMS15168s150U031MS1,779137,693580,693580,687973,604001
tLIMS15168s151U032BS1,519652,467445,467445,466861,442621
tLIMS15168s152U032BS2,937142,833260,833260,832592,776154
tLIMS15168s153U032BS3,543098,473864,473864,473423,462773
tLIMS15168s154U032BS4,615821,538464,538464,537511,509280
tLIMS15168s155U032BS5,842727,752607,752607,751609,725217
tLIMS15168s156U032BS6,543098,471246,471246,470634,449244
tLIMS15168s157U032MS1,782535,664513,664513,643824,553443
tLIMS15168s158U033BS1,781787,679450,679450,674422,522400
tLIMS15168s159U033BS2,592646,509183,509183,503670,422180
tLIMS15168s160U033BS3,816687,712096,712096,707220,608932
tLIMS15168s161U033BS4,697760,600970,600970,597954,565017
tLIMS15168s162U033BS5,759039,657928,657928,654493,601510
tLIMS15168s163U033BS6,644180,549787,549787,548694,543024
tLIMS15168s164U033MS1,787510,680441,680441,675426,640837
tLIMS15168s165U034BS1,636033,547518,547518,545229,513390
tLIMS15168s166U034BS2,655594,558470,558470,556208,485841
tLIMS15168s167U034BS3,734526,640945,640945,638913,587545
tLIMS15168s168U034BS4,549186,465417,465417,463087,433285
tLIMS15168s169U034BS5,818565,703614,703614,702370,690236
tLIMS15168s170U034BS6,769800,659399,659399,658406,652988
tLIMS15168s171U034MS1,620055,534131,534131,527970,495835
tLIMS15168s172U035BS1,796505,687939,687939,686131,636031
tLIMS15168s173U035BS2,768043,663322,663322,659254,575495
tLIMS15168s174U035BS3,654990,569793,569793,566760,496188
tLIMS15168s175U035BS4,623605,547272,547272,545346,527321
tLIMS15168s176U035BS5,790434,690193,690193,687082,625768
tLIMS15168s177U035BS6,762846,641229,641229,638480,597438
tLIMS15168s178U035MS1,621823,532115,532115,523852,416786
tLIMS15168s179U023toU035WCSctrl,960,628,628,593,582
tLIMS15168s180U023toU035MSctrl,461463,401225,401225,400823,372664
tLIMS15168s181U023toU035BSctrl,712879,635514,635514,634167,622092
tLIMS15168s182U023toU035MCctrl,593407,525442,525442,524418,520530
tLIMS15168s183U023toU035MCQiactrl,524850,467537,467537,467267,466836
tLIMS15168s184U023toU035PCRctrl,205,39,39,32,32
tLIMS15168s96U023BS1,551298,469368,469368,466847,418076
tLIMS15168s97U023BS2,981151,866389,866389,862526,809169
tLIMS15168s98U023BS4,780288,683039,683039,680076,623992
tLIMS15168s99U023BS5,531597,456537,456537,455091,447242
tLIMS15350s100M033BS3,165653,141378,141378,141256,141049
tLIMS15350s101M033BS6,156870,134652,134652,134416,133289
tLIMS15350s102M034MS1,157880,132232,132232,126356,116442
tLIMS15350s103M034BS3,186249,157832,157832,157613,156637
tLIMS15350s104M034BS4,204419,173205,173205,172707,172322
tLIMS15350s105M034BS5,165488,142532,142532,142349,142336
tLIMS15350s106M034BS6,158071,135345,135345,135262,135216
tLIMS15350s107M035BS1,104504,88792,88792,88700,88647
tLIMS15350s108M035MS1,169337,143696,143696,138279,130035
tLIMS15350s109M035BS2,194942,164004,164004,163376,151388
tLIMS15350s10M005BS4,225015,192829,192829,192698,192609
tLIMS15350s110M035BS3,201585,169261,169261,168756,160719
tLIMS15350s111M035BS4,193923,167036,167036,166673,164161
tLIMS15350s112M035BS5,223281,191628,191628,190536,186151
tLIMS15350s113M035BS6,247281,215032,215032,214577,209716
tLIMS15350s114M036BS2,190485,164422,164422,164307,164256
tLIMS15350s115M036BS3,179425,152319,152319,152214,152107
tLIMS15350s116M036BS4,151203,130101,130101,129901,129700
tLIMS15350s117M036BS6,193393,167581,167581,167285,165638
tLIMS15350s118M039BS1,170480,149172,149172,148978,147078
tLIMS15350s119M039BS2,203538,180779,180779,180073,167328
tLIMS15350s11M007BS1,249500,219662,219662,219420,216608
tLIMS15350s120M039BS3,178611,153020,153020,152867,152763
tLIMS15350s121M039BS4,233719,203659,203659,202230,188697
tLIMS15350s122M039BS6,180985,150209,150209,140723,123195
tLIMS15350s123M040BS2,281949,248522,248522,247740,241460
tLIMS15350s124M040BS3,191818,165874,165874,165341,159833
tLIMS15350s125M040BS4,218527,189183,189183,188906,188758
tLIMS15350s126M040BS5,176651,154491,154491,154392,154286
tLIMS15350s127M040BS6,190009,163157,163157,162402,152531
tLIMS15350s128M042BS1,189116,160446,160446,160345,160080
tLIMS15350s129M042MS1,210833,178790,178790,174815,168136
tLIMS15350s12M007MS1,257936,219617,219617,208163,171633
tLIMS15350s130M042BS3,169049,147517,147517,146960,141441
tLIMS15350s131M042BS4,226194,193801,193801,193612,189060
tLIMS15350s132M042BS5,189095,163888,163888,163540,161113
tLIMS15350s133M042BS6,218570,187333,187333,186718,176895
tLIMS15350s134M043BS1,201176,172622,172622,171825,159922
tLIMS15350s135M043MS1,249586,211271,211271,200465,182073
tLIMS15350s136M043BS2,175258,152481,152481,151804,146719
tLIMS15350s137M043BS3,196383,170057,170057,169776,169444
tLIMS15350s138M043BS5,194664,168822,168822,168507,165554
tLIMS15350s139M044BS1,149973,124005,124005,123703,121655
tLIMS15350s13M007BS2,209060,184478,184478,184323,184005
tLIMS15350s140M044BS2,142805,122677,122677,122537,122221
tLIMS15350s141M044BS5,136299,117136,117136,117028,115694
tLIMS15350s142M044BS6,149132,128631,128631,128529,127708
tLIMS15350s143M045BS1,149784,126369,126369,126106,126067
tLIMS15350s144M045MS1,360062,300852,300852,297186,287423
tLIMS15350s145M045BS2,147274,123704,123704,123640,123570
tLIMS15350s146M045BS3,278088,247410,247410,247262,247211
tLIMS15350s147M045BS5,223367,191741,191741,191625,189718
tLIMS15350s148M045BS6,184914,161052,161052,160971,160955
tLIMS15350s149M047BS1,212403,186834,186834,186276,173428
tLIMS15350s14M007BS3,178226,154064,154064,153036,140508
tLIMS15350s150M047MS1,212774,182552,182552,176385,158652
tLIMS15350s151M047BS2,201829,180177,180177,180058,179903
tLIMS15350s152M047BS5,184868,160538,160538,160180,159096
tLIMS15350s153M047BS6,228732,200891,200891,200385,197744
tLIMS15350s154M048BS1,192854,167627,167627,166484,147630
tLIMS15350s155M048MS1,224674,194975,194975,186996,172123
tLIMS15350s156M048BS4,185811,160965,160965,160348,157727
tLIMS15350s157M048BS5,226909,196566,196566,196204,191277
tLIMS15350s158M048BS6,203913,177371,177371,177082,176745
tLIMS15350s159M026toM048MSctrl,58875,50581,50581,50472,50390
tLIMS15350s15M007BS4,254370,216739,216739,216315,216075
tLIMS15350s160M026toM048BSctrl,185113,165806,165806,165620,165246
tLIMS15350s161M026toM048MCctrl,184567,163910,163910,163543,162949
tLIMS15350s162M026toM048MCQiactrl,85,31,31,22,22
tLIMS15350s163M026toM048PCRctrl,345,261,261,255,255
tLIMS15350s164M052BS1,170774,149645,149645,149274,145885
tLIMS15350s165M052MS1,279952,236519,236519,216925,182160
tLIMS15350s166M052BS2,235153,199640,199640,198641,182583
tLIMS15350s167M052BS3,129826,110241,110241,110107,108116
tLIMS15350s168M052BS4,227268,191258,191258,191025,187951
tLIMS15350s169M054BS2,184066,160749,160749,160710,160277
tLIMS15350s16M008BS1,240649,211455,211455,211215,209690
tLIMS15350s170M054BS4,198646,173391,173391,173173,173136
tLIMS15350s171M052BM1,159991,141813,141813,140458,130765
tLIMS15350s172M052BM2,178594,155056,155056,153993,146223
tLIMS15350s173M052BM3,204173,175466,175466,175241,170158
tLIMS15350s174M054BM1,213191,185996,185996,184970,180132
tLIMS15350s175M054BS5,150008,125039,125039,124404,122521
tLIMS15350s176M054BS6,249361,214158,214158,213601,213583
tLIMS15350s177M055BS1,178080,150249,150249,149159,140066
tLIMS15350s178M055MS1,135028,113905,113905,109997,104502
tLIMS15350s179M055BS4,207656,177049,177049,176898,176743
tLIMS15350s17M008BS2,221734,196619,196619,196107,193061
tLIMS15350s180M057BS1,262088,229644,229644,229065,228554
tLIMS15350s181M054BM2,152668,129331,129331,128828,127708
tLIMS15350s182M054BM3,169172,145800,145800,145530,144863
tLIMS15350s183M055BM1,201419,174853,174853,174756,174675
tLIMS15350s184M055BM2,215388,186640,186640,186534,186529
tLIMS15350s185M057BS3,136286,118082,118082,118042,117855
tLIMS15350s186M057BS4,198310,170373,170373,169988,168360
tLIMS15350s187M057BS6,168333,142116,142116,141816,136794
tLIMS15350s188M060BS1,272131,231098,231098,230265,222940
tLIMS15350s189M060MS1,234941,200390,200390,189301,156555
tLIMS15350s18M008BS3,246387,214654,214654,214480,214015
tLIMS15350s190M060BS2,131158,112336,112336,112094,108818
tLIMS15350s191M060BS3,165885,142635,142635,141429,129536
tLIMS15350s192M055BM3,167207,143469,143469,143400,142576
tLIMS15350s193M057BM1,215696,185318,185318,183839,159154
tLIMS15350s194M057BM2,201195,175697,175697,175629,173395
tLIMS15350s195M060BS4,126026,107113,107113,106830,106719
tLIMS15350s196M060BS5,216006,185267,185267,184902,184694
tLIMS15350s197M060BS6,158227,136287,136287,136088,136069
tLIMS15350s198M062BS1,144203,118900,118900,118474,114153
tLIMS15350s199M062MS1,221386,183647,183647,176601,156857
tLIMS15350s19M008BS4,211683,186227,186227,185860,184352
tLIMS15350s1M001BS1,168966,146617,146617,146531,146497
tLIMS15350s201M062BS3,168901,145696,145696,145403,140743
tLIMS15350s202M062BS4,125460,108409,108409,107850,101464
tLIMS15350s203M060BM1,125256,108072,108072,107991,107825
tLIMS15350s204M060BM2,189602,165959,165959,164821,155576
tLIMS15350s205M060BM3,167521,144593,144593,143949,142780
tLIMS15350s206M062BM1,179195,158703,158703,157180,132537
tLIMS15350s207M062BS5,150791,131207,131207,131013,130142
tLIMS15350s208M062BS6,209628,182716,182716,182274,179007
tLIMS15350s209M064BS1,194470,171464,171464,171259,168861
tLIMS15350s20M008BS5,227819,198302,198302,198068,197574
tLIMS15350s210M064MS1,150407,128456,128456,125081,115910
tLIMS15350s211M064BS2,248348,207991,207991,207129,194030
tLIMS15350s212M064BS3,259973,228921,228921,226677,212090
tLIMS15350s213M064BS4,208103,181309,181309,181076,181026
tLIMS15350s214M062BM2,145082,127190,127190,126946,126321
tLIMS15350s215M062BM3,223729,197531,197531,194734,185932
tLIMS15350s216M064BM1,293736,254460,254460,252354,219767
tLIMS15350s217M064BM2,162308,141646,141646,141569,141497
tLIMS15350s218M067BS2,194774,167909,167909,167695,167543
tLIMS15350s219M067BS4,210804,181081,181081,180046,175670
tLIMS15350s21M008BS6,191727,165487,165487,165283,165080
tLIMS15350s220M067BS5,144349,121891,121891,121832,121827
tLIMS15350s221M067BS6,225133,193110,193110,192723,190169
tLIMS15350s222M068BS1,204084,175187,175187,174649,173498
tLIMS15350s223M068MS1,234448,199033,199033,196828,188432
tLIMS15350s224M068BS2,168634,145318,145318,145157,142264
tLIMS15350s225M064BM3,406124,348552,348552,348524,348520
tLIMS15350s226M067BM1,256105,223170,223170,222491,217706
tLIMS15350s227M067BM2,167691,144172,144172,144041,142628
tLIMS15350s228M067BM3,198214,170712,170712,170268,169012
tLIMS15350s229M068BS3,200227,173607,173607,173272,170781
tLIMS15350s22M010BS1,234719,198818,198818,198641,196197
tLIMS15350s230M068BS4,253970,222653,222653,222261,209676
tLIMS15350s231M068BS5,228643,195974,195974,195272,185535
tLIMS15350s232M068BS6,139160,118348,118348,117610,108056
tLIMS15350s233M052toM068MSctrl,235463,198737,198737,198468,198021
tLIMS15350s234M052toM068BSctrl,248408,220946,220946,220324,216205
tLIMS15350s235M052toM068MCctrl,197508,173165,173165,172746,171348
tLIMS15350s236M052toM068MCQiactrl,167216,147808,147808,147672,147517
tLIMS15350s237M068BM1,124640,105347,105347,90613,66733
tLIMS15350s238M068BM2,215450,187507,187507,187099,186808
tLIMS15350s239M068BM3,181738,157047,157047,155891,148927
tLIMS15350s23M010MS1,235869,199038,199038,195409,183436
tLIMS15350s240M052toM068BMctrl,162026,142388,142388,142295,141532
tLIMS15350s241M052toM068MCctrlBM,145504,128710,128710,125447,87237
tLIMS15350s242M052toM068MCQiactrlBM,297504,264650,264650,262004,208843
tLIMS15350s243M052toM068PCRctrlBM,3524,3051,3051,3042,3042
tLIMS15350s244M001BM1,137400,119260,119260,119222,118722
tLIMS15350s245M001BM2,197634,170868,170868,170790,168866
tLIMS15350s246M001BM3,183473,158837,158837,158693,158606
tLIMS15350s247M005BM3,146030,122713,122713,122531,122529
tLIMS15350s248M007BM1,156959,136261,136261,135970,135681
tLIMS15350s249M007BM2,413522,353818,353818,353610,353558
tLIMS15350s24M010BS2,135260,115252,115252,115120,115120
tLIMS15350s250M007BM3,185876,162016,162016,161879,161560
tLIMS15350s251M008BM1,182670,156989,156989,156903,156889
tLIMS15350s252M008BM2,258337,222519,222519,222462,220526
tLIMS15350s253M008BM3,183494,161495,161495,161402,160051
tLIMS15350s254M010BM2,194912,168453,168453,168221,167372
tLIMS15350s255M010BM3,148480,127888,127888,127854,119251
tLIMS15350s256M012BM1,116589,100532,100532,100234,98992
tLIMS15350s257M012BM2,267082,232303,232303,232233,232175
tLIMS15350s258M012BM3,138092,118549,118549,118446,118392
tLIMS15350s259M013BM1,81,19,19,0,0
tLIMS15350s25M010BS3,246527,207310,207310,207155,206909
tLIMS15350s260M013BM2,139530,120895,120895,120795,120406
tLIMS15350s261M013BM3,298795,255804,255804,255616,255234
tLIMS15350s262M014BM1,165183,144241,144241,144154,143293
tLIMS15350s263M014BM2,207436,182382,182382,182269,181904
tLIMS15350s264M016BM1,310539,277945,277945,276110,238059
tLIMS15350s265M017BM1,130737,115322,115322,114757,114599
tLIMS15350s266M017BM3,96,37,37,26,26
tLIMS15350s267M018BM1,208184,183593,183593,183022,172361
tLIMS15350s268M018BM3,349386,305251,305251,305123,305094
tLIMS15350s269M021BM1,165525,143890,143890,143836,143487
tLIMS15350s26M010BS4,42047,36551,36551,36506,36396
tLIMS15350s270M021BM2,163758,143399,143399,143311,142625
tLIMS15350s271M021BM3,167448,140315,140315,130389,111229
tLIMS15350s272M023BM1,186892,161723,161723,161650,161650
tLIMS15350s273M023BM2,135301,113732,113732,113349,112367
tLIMS15350s274M023BM3,187950,163157,163157,161956,154602
tLIMS15350s275M024BM1,131583,112731,112731,112328,112042
tLIMS15350s276M026BM1,111448,94248,94248,92819,85613
tLIMS15350s277M032BM3,77,21,21,0,0
tLIMS15350s278M026BM3,112532,96893,96893,96419,95363
tLIMS15350s279M028BM1,209661,183080,183080,182953,182812
tLIMS15350s27M010BS5,211001,182093,182093,181944,181829
tLIMS15350s280M028BM2,173502,153909,153909,153773,153772
tLIMS15350s281M028BM3,252727,222026,222026,221921,214737
