sample_ID_full,input,filtered,denoised,merged,nonchimeric
tLIMS15990s170I350BS2,181818,160037,160037,158553,120866
tLIMS15990s171I350BS3,159628,141027,141027,138376,108191
tLIMS15990s172I350BS5,151770,135585,135585,134708,123174
tLIMS15990s173I351BS3,145618,132796,132796,132628,131405
tLIMS15990s174I351BS5,159236,144598,144598,144469,143481
tLIMS15990s175I352MS1,155001,137297,137297,131646,118509
tLIMS15990s176I352BS1,168541,153232,153232,151944,138634
tLIMS15990s177I352BS2,131966,116536,116536,115217,101464
tLIMS15990s178I352BS3,117579,105051,105051,103694,90606
tLIMS15990s179I352BS5,187560,168084,168084,166248,144719
tLIMS15990s17I313MS1,160151,146294,146294,145527,133265
tLIMS15990s180I333toI353WCSctrl,111,57,57,40,40
tLIMS15990s181I333toI353MSctrl,156334,137448,137448,137307,136669
tLIMS15990s182I333toI353BSctrl,175708,159639,159639,158987,155144
tLIMS15990s183I333toI353MCctrl,172585,157519,157519,157222,156910
tLIMS15990s184I333toI353MCQiactrl,145899,133321,133321,133242,133107
tLIMS15990s185I333toI353PCRctrl,107,21,21,11,11
tLIMS15990s18I313BS1,147591,132109,132109,131883,126428
tLIMS15990s195I355MS1,651840,570549,570549,537288,385081
tLIMS15990s196I355BS1,264791,236698,236698,235732,223407
tLIMS15990s197I355BS2,326674,285861,285861,284823,261948
tLIMS15990s198I355BS3,147329,129438,129438,128743,121098
tLIMS15990s199I355BS5,160385,142911,142911,142081,130775
tLIMS15990s19I313BS2,92678,82300,82300,81975,78758
tLIMS15990s1I309MS1,113722,101438,101438,100928,99842
tLIMS15990s200I356BS1,161505,146108,146108,144169,126017
tLIMS15990s201I356MS1,156455,140452,140452,139626,125774
tLIMS15990s202I356BS2,196773,175029,175029,174866,168226
tLIMS15990s203I356BS3,194369,175073,175073,174323,159055
tLIMS15990s204I356BS5,123949,109023,109023,108824,105690
tLIMS15990s205I358MS1,131752,115149,115149,107813,90625
tLIMS15990s206I358BS1,157373,138952,138952,137993,122200
tLIMS15990s207I358BS2,175384,157544,157544,156920,147708
tLIMS15990s208I358BS3,325219,293361,293361,293033,292516
tLIMS15990s209I358BS5,127386,114500,114500,114317,110496
tLIMS15990s20I313BS3,119681,106914,106914,106234,95926
tLIMS15990s210I359BS1,190995,171596,171596,171057,168114
tLIMS15990s211I359MS1,188204,165584,165584,158808,135702
tLIMS15990s212I359BS1,219625,198954,198954,197940,187082
tLIMS15990s213I359BS2,184299,163028,163028,162533,159150
tLIMS15990s214I359BS3,245380,214932,214932,214240,203493
tLIMS15990s215I359BS5,174465,157502,157502,156525,147922
tLIMS15990s216I360MS1,231108,201820,201820,192362,167988
tLIMS15990s217I360BS1,156257,139235,139235,138217,128007
tLIMS15990s218I360BS2,152611,135981,135981,135697,128127
tLIMS15990s219I360BS3,212649,189548,189548,188723,170610
tLIMS15990s21I313BS5,154460,139054,139054,138184,132595
tLIMS15990s220I360BS5,179193,159553,159553,158671,145805
tLIMS15990s221I361BS1,155902,139971,139971,139648,133443
tLIMS15990s222I361MS1,150230,129972,129972,126143,105111
tLIMS15990s223I361BS2,163358,146062,146062,144493,125137
tLIMS15990s224I361BS3,168550,152102,152102,151138,145324
tLIMS15990s225I361BS5,140177,125643,125643,124959,120616
tLIMS15990s226I362BS1,191720,168352,168352,167298,155781
tLIMS15990s227I362MS1,199544,173604,173604,166772,137355
tLIMS15990s228I362BS2,138097,120152,120152,118871,107419
tLIMS15990s229I362BS3,155734,138728,138728,138393,135323
tLIMS15990s22I314BS2,73998,66805,66805,66732,66587
tLIMS15990s230I362BS5,203972,182429,182429,182232,181023
tLIMS15990s231I363MS1,185539,164348,164348,159739,137265
tLIMS15990s232I363BS1,151051,135907,135907,134878,119487
tLIMS15990s233I363BS2,138223,124171,124171,123955,122168
tLIMS15990s234I363BS3,132385,119457,119457,119306,118041
tLIMS15990s235I363BS5,311647,282433,282433,281446,272352
tLIMS15990s236I364MS1,183126,163610,163610,158764,134570
tLIMS15990s237I364BS2,182395,164574,164574,163690,158468
tLIMS15990s238I364BS3,138988,124146,124146,122697,107301
tLIMS15990s239I364BS5,162701,144689,144689,143203,119795
tLIMS15990s23I314BS3,142184,128298,128298,128091,124673
tLIMS15990s240I364BS1,231664,210849,210849,210368,207100
tLIMS15990s241I366BS1,129119,117640,117640,117412,112098
tLIMS15990s242I366MS1,251505,222820,222820,218963,213016
tLIMS15990s243I366BS2,259693,237665,237665,237343,228544
tLIMS15990s244I366BS3,220737,202219,202219,201775,191478
tLIMS15990s245I366BS5,219831,199027,199027,198739,196811
tLIMS15990s246I367BS1,235548,210562,210562,208956,191500
tLIMS15990s247I367MS1,219345,198345,198345,196619,178309
tLIMS15990s248I367BS2,242291,217444,217444,215197,184131
tLIMS15990s249I367BS3,156491,139723,139723,139133,132364
tLIMS15990s24I314BS5,126373,112510,112510,112160,109728
tLIMS15990s250I367BS5,220411,194787,194787,192568,160523
tLIMS15990s251I369BS1,211152,186422,186422,184345,145086
tLIMS15990s252I369MS1,213566,186613,186613,177550,156727
tLIMS15990s253I369BS2,157966,138753,138753,137700,121486
tLIMS15990s254I369BS5,130184,117177,117177,116276,106296
tLIMS15990s255I369BS3,221790,194301,194301,191544,149696
tLIMS15990s256I370MS1,422454,370413,370413,354005,283256
tLIMS15990s257I370BS1,288679,259383,259383,257988,234917
tLIMS15990s258I370BS2,140342,126896,126896,126583,122863
tLIMS15990s259I370BS3,173752,157011,157011,154831,131580
tLIMS15990s25I316MS1,367801,332036,332036,331271,324936
tLIMS15990s260I370BS5,181503,162978,162978,161367,144165
tLIMS15990s261I371MS1,201998,176496,176496,174179,171381
tLIMS15990s262I371BS1,190044,169841,169841,168104,156861
tLIMS15990s263I371BS2,272883,242663,242663,240876,212747
tLIMS15990s264I371BS3,173500,153189,153189,152282,140616
tLIMS15990s265I371BS5,143896,130052,130052,129667,124807
tLIMS15990s266I372MS1,161746,143921,143921,141396,134693
tLIMS15990s267I372BS1,193277,175224,175224,174410,155883
tLIMS15990s268I372BS2,138236,124355,124355,124017,118606
tLIMS15990s269I372BS3,180658,161669,161669,160848,144941
tLIMS15990s26I316BS2,176238,159716,159716,159532,157229
tLIMS15990s270I372BS5,139318,125307,125307,124419,111367
tLIMS15990s271I353toI372WCSctrl,96,44,44,31,31
tLIMS15990s272I353toI372MSctrl,4978,4393,4393,4366,4354
tLIMS15990s273I353toI372BSctrl,208171,189036,189036,188612,187764
tLIMS15990s274I353toI372MCctrl,431391,388498,388498,388127,387881
tLIMS15990s275I353toI372MCQiactrl,451789,413201,413201,412845,412427
tLIMS15990s276I353toI372PCRctrl,59,22,22,0,0
tLIMS15990s277I373MS1,156891,139779,139779,139241,127918
tLIMS15990s278I373BS1,174835,158850,158850,158677,154927
tLIMS15990s279I373BS2,136100,122905,122905,122666,117445
tLIMS15990s27I316BS3,103491,92708,92708,92027,83589
tLIMS15990s280I373BS3,143609,129026,129026,128216,119434
tLIMS15990s281I373BS5,169565,151268,151268,150377,138116
tLIMS15990s282I375BS1,148135,132755,132755,132165,127130
tLIMS15990s283I375MS1,138834,121487,121487,118577,108202
tLIMS15990s284I375BS2,186272,167303,167303,167082,165020
tLIMS15990s285I375BS3,157376,140974,140974,140677,135802
tLIMS15990s286I375BS5,142254,128133,128133,127905,123589
tLIMS15990s287I376MS1,166642,145807,145807,141198,124625
tLIMS15990s288I376BS1,173101,156453,156453,155999,146439
tLIMS15990s289I376BS2,150483,134529,134529,134067,127910
tLIMS15990s28I316BS5,158506,140719,140719,138872,120299
tLIMS15990s290I376BS3,158535,141964,141964,141289,131417
tLIMS15990s291I376BS5,170867,152666,152666,151365,141386
tLIMS15990s292I379BS1,126029,113617,113617,112567,101845
tLIMS15990s293I379MS1,246979,215148,215148,208846,194419
tLIMS15990s294I379BS2,155834,139015,139015,137884,126300
tLIMS15990s295I379BS3,203133,180597,180597,180473,179245
tLIMS15990s296I379BS5,213781,192726,192726,192115,183730
tLIMS15990s297I380MS1,211599,186211,186211,184964,181180
tLIMS15990s298I380BS1,171448,151335,151335,149893,139545
tLIMS15990s299I380BS2,144791,126584,126584,125959,119714
tLIMS15990s29I317BS2,29830,26646,26646,26450,25101
tLIMS15990s2I309BS1,134389,122403,122403,121747,112757
tLIMS15990s300I380BS3,179345,159000,159000,158093,151284
tLIMS15990s301I380BS5,171168,153467,153467,152348,136425
tLIMS15990s302I381MS1,294286,258973,258973,253865,232477
tLIMS15990s303I381BS1,234822,213635,213635,213127,192245
tLIMS15990s304I381BS2,174227,158319,158319,158034,153340
tLIMS15990s305I381BS3,152784,138348,138348,137867,130728
tLIMS15990s306I381BS5,149857,135251,135251,134883,130908
tLIMS15990s307I384MS1,153587,135854,135854,131528,115294
tLIMS15990s308I384BS1,227461,206256,206256,204348,189035
tLIMS15990s309I384BS2,163016,144325,144325,143383,134971
tLIMS15990s30I317BS3,155024,138620,138620,137488,114709
tLIMS15990s310I384BS3,169475,151463,151463,151165,151023
tLIMS15990s311I384BS3,339120,304487,304487,303897,299701
tLIMS15990s312I384BS5,360759,326003,326003,325462,323389
tLIMS15990s313I384BS5,130,45,45,31,31
tLIMS15990s314I385BS1,203556,184638,184638,184249,182719
tLIMS15990s315I385BS1,200142,180408,180408,180131,178029
tLIMS15990s316I385MS1,234092,203780,203780,189396,156220
tLIMS15990s317I385BS2,168817,151415,151415,151095,147492
tLIMS15990s318I385BS3,124310,112329,112329,112134,108617
tLIMS15990s319I385BS5,127009,113808,113808,111829,89606
tLIMS15990s31I317BS5,153368,136809,136809,136116,126929
tLIMS15990s320I386MS1,215267,186333,186333,176057,141385
tLIMS15990s321I386BS1,181398,161616,161616,161457,155500
tLIMS15990s322I386BS2,370926,331963,331963,331603,331535
tLIMS15990s323I386BS3,140767,126063,126063,125501,117212
tLIMS15990s324I386BS5,220969,199542,199542,198917,191599
tLIMS15990s325I387MS1,159095,140489,140489,129648,102874
tLIMS15990s326I387BS1,133368,121587,121587,121145,110994
tLIMS15990s327I387BS2,202545,183637,183637,183221,178970
tLIMS15990s328I387BS3,151674,136922,136922,135258,114499
tLIMS15990s329I387BS5,149860,134088,134088,132833,121094
tLIMS15990s32I318BS1,127115,114519,114519,114323,114119
tLIMS15990s330I388MS1,153821,137294,137294,131847,118496
tLIMS15990s331I388BS1,125325,114063,114063,113696,103446
tLIMS15990s332I388BS2,311248,283436,283436,283104,282774
tLIMS15990s333I388BS3,202896,181618,181618,181000,178071
tLIMS15990s334I388BS5,204828,185762,185762,184456,169430
tLIMS15990s335I389MS1,150658,132811,132811,128843,113307
tLIMS15990s336I389BS1,237658,214272,214272,213020,205089
tLIMS15990s337I389BS2,161273,144878,144878,144453,137582
tLIMS15990s338I389BS3,164283,148238,148238,147516,139673
tLIMS15990s339I389BS5,126722,114029,114029,113691,106678
tLIMS15990s33I318MS1,157257,137560,137560,129210,109511
tLIMS15990s340I392MS1,216316,188364,188364,170246,131044
tLIMS15990s341I392BS1,157039,139065,139065,137629,116742
tLIMS15990s342I392BS2,153963,135595,135595,133695,119000
tLIMS15990s343I392BS3,143862,128981,128981,128394,117980
tLIMS15990s344I392BS5,255112,230037,230037,229297,222490
tLIMS15990s345I393MS1,196994,170346,170346,162567,150779
tLIMS15990s346I393BS1,181446,163746,163746,163263,155630
tLIMS15990s347I393BS2,226527,203066,203066,202581,200307
tLIMS15990s348I394BS3,186268,168240,168240,167579,156651
tLIMS15990s349I393BS3,138884,124166,124166,122791,109744
tLIMS15990s34I318BS2,140646,126670,126670,126373,125967
tLIMS15990s350I393BS3,526466,474090,474090,472379,422886
tLIMS15990s351I393BS3,142830,129366,129366,128791,117761
tLIMS15990s352I393BS5,143110,128920,128920,128338,120344
tLIMS15990s353I394MS1,152077,132461,132461,123873,107314
tLIMS15990s354I394BS1,142016,128729,128729,127207,116482
tLIMS15990s355I394BS2,119310,108121,108121,107739,100859
tLIMS15990s356I394BS5,162170,145334,145334,144011,123307
tLIMS15990s357I395MS1,197445,172206,172206,164019,143248
tLIMS15990s358I395BS1,220677,199145,199145,198659,191491
tLIMS15990s359I395BS2,172068,155719,155719,155129,150587
tLIMS15990s35I318BS3,338504,304303,304303,303152,285287
tLIMS15990s360I395BS3,222588,200307,200307,199566,194457
tLIMS15990s361I395BS3,140723,126651,126651,125214,112785
tLIMS15990s362I395BS5,143236,129885,129885,128597,116474
tLIMS15990s363I373toI395WCSctrl,88,53,53,29,29
tLIMS15990s364I373toI395MSctrl,287,226,226,223,223
tLIMS15990s365I373toI395BSctrl,204665,184910,184910,184358,182477
tLIMS15990s366I373toI395MCctrl,162607,147957,147957,147396,146379
tLIMS15990s367I373toI395MCQiactrl,167663,153420,153420,153258,153101
tLIMS15990s368I373toI395MSctrl,303691,268403,268403,267737,263415
tLIMS15990s369I373toI395PCRctrl,66,15,15,0,0
tLIMS15990s36I318BS5,158150,140522,140522,140185,132551
tLIMS15990s37I319BS2,182992,165106,165106,163948,147966
tLIMS15990s38I319BS3,180053,162820,162820,161199,141381
tLIMS15990s39I319BS5,131212,116964,116964,115881,101150
tLIMS15990s3I309BS3,102008,92221,92221,91762,86975
tLIMS15990s40I320MS1,184115,165068,165068,164862,164698
tLIMS15990s41I320BS1,144150,130099,130099,129384,115071
tLIMS15990s42I320BS2,161699,145037,145037,144268,132541
tLIMS15990s43I320BS3,134699,120397,120397,120262,119316
tLIMS15990s44I320BS5,145691,130999,130999,129718,113796
tLIMS15990s45I321MS1,210605,186559,186559,176531,138304
tLIMS15990s46I321BS1,145976,131897,131897,130285,112705
tLIMS15990s47I321BS3,155790,139895,139895,137591,117411
tLIMS15990s48I321BS5,129838,116111,116111,114129,99456
tLIMS15990s49I324MS1,132525,116274,116274,109874,85265
tLIMS15990s4I309BS5,150952,136021,136021,135539,130398
tLIMS15990s50I324BS1,144771,131393,131393,131086,127558
tLIMS15990s51I324BS2,82184,73364,73364,73172,71428
tLIMS15990s52I324BS3,174489,156227,156227,155729,148129
tLIMS15990s53I324BS5,138090,123937,123937,123187,104987
tLIMS15990s54I325MS1,156053,136236,136236,129783,111809
tLIMS15990s55I325BS1,122865,111429,111429,110233,100311
tLIMS15990s56I325BS2,126119,111815,111815,111233,100974
tLIMS15990s57I325BS3,149314,134808,134808,133121,112288
tLIMS15990s58I325BS5,124253,110355,110355,109273,96408
tLIMS15990s59I326BS1,140866,126447,126447,125421,104751
tLIMS15990s5I310MS1,134655,119127,119127,115933,96313
tLIMS15990s60I326MS1,118343,102615,102615,92030,67122
tLIMS15990s61I326BS2,133882,121057,121057,120512,109851
tLIMS15990s62I326BS3,174466,159027,159027,158839,157614
tLIMS15990s63I326BS5,114729,101704,101704,99816,79664
tLIMS15990s64I327BS1,389692,345181,345181,342451,293504
tLIMS15990s65I327MS1,164544,143658,143658,134970,113720
tLIMS15990s66I327BS2,116637,104111,104111,103122,91050
tLIMS15990s67I327BS3,105024,94070,94070,93269,81350
tLIMS15990s68I327BS5,133516,119401,119401,118509,101070
tLIMS15990s69I328BS2,174863,157128,157128,156412,140974
tLIMS15990s6I310BS1,119161,106770,106770,105752,95107
tLIMS15990s70I328BS3,129289,115758,115758,114855,105393
tLIMS15990s71I328BS5,146032,129372,129372,128270,110426
tLIMS15990s72I329BS1,164775,149740,149740,148895,125450
tLIMS15990s73I329MS1,149936,132640,132640,125457,108985
tLIMS15990s74I329BS2,145751,133392,133392,133256,133148
tLIMS15990s75I329BS3,108435,98977,98977,98874,98860
tLIMS15990s76I329BS5,163560,147491,147491,147252,145927
tLIMS15990s77I330BS1,167904,153577,153577,151515,131277
tLIMS15990s78I330MS1,91059,80596,80596,74959,56901
tLIMS15990s79I330BS2,442766,402381,402381,400333,338110
tLIMS15990s7I310BS2,86789,77982,77982,77031,65448
tLIMS15990s80I330BS3,138043,125841,125841,124212,109773
tLIMS15990s81I330BS5,186641,169093,169093,168169,139804
tLIMS15990s82I332BS1,149282,136446,136446,135763,127226
tLIMS15990s83I332MS1,147738,131564,131564,122310,90640
tLIMS15990s84I332BS2,123942,112215,112215,111800,107924
tLIMS15990s85I332BS3,139696,126784,126784,125727,115436
tLIMS15990s86I332BS5,137766,125343,125343,124747,118277
tLIMS15990s87I309toI332WCSctrl,94,46,46,38,38
tLIMS15990s88I309toI332MSctrl,84192,73362,73362,73247,72890
tLIMS15990s89I309toI332BSctrl,122504,111930,111930,111771,111570
tLIMS15990s8I310BS3,110514,98392,98392,97224,80798
tLIMS15990s90I309toI332MCctrl,132226,119884,119884,119593,119043
tLIMS15990s91I309toI332MCQiactrl,105362,96326,96326,96264,96158
tLIMS15990s92I309toI332MCQiactrl,130048,119121,119121,118861,116394
tLIMS15990s93I309toI332PCRctrl,65,7,7,0,0
tLIMS15990s94I333BS1,158255,142439,142439,142154,139846
tLIMS15990s95I333MS1,181460,160745,160745,153250,120621
tLIMS15990s96I333BS2,138832,126172,126172,125941,122193
tLIMS15990s97I333BS3,119379,108659,108659,108505,107853
tLIMS15990s98I333BS5,169136,154376,154376,154321,147859
tLIMS15990s99I334BS1,142813,128606,128606,126119,100051
tLIMS15990s9I310BS5,112950,100394,100394,99599,90393
tLIMS16518s100I206BM1,9797,8676,8676,8665,8654
tLIMS16518s101I206BM2,43233,38686,38686,38622,38621
tLIMS16518s102I206BM3,213681,190352,190352,189395,187533
tLIMS16518s103I207BM1,62037,55443,55443,54910,54159
tLIMS16518s104I207BM2,30370,27035,27035,26994,26992
tLIMS16518s105I207BM3,50160,44293,44293,44131,44060
tLIMS16518s106I209BM1,36301,32293,32293,32072,31934
tLIMS16518s107I209BM2,66474,59077,59077,58893,58888
tLIMS16518s108I210BM1,207808,187981,187981,187252,179642
tLIMS16518s109I210BM2,22158,19533,19533,19497,19421
tLIMS16518s10I161BM1,36957,32638,32638,31809,31690
tLIMS16518s110I210BM3,16451,14592,14592,14545,14531
tLIMS16518s111I211BM1,33228,29777,29777,29641,29464
tLIMS16518s112I211BM2,34477,29882,29882,29695,29565
tLIMS16518s113I211BM3,202238,179667,179667,175769,149792
tLIMS16518s114I212BM1,96856,87139,87139,87038,86545
tLIMS16518s115I212BM2,29278,25836,25836,25723,25721
tLIMS16518s116I212BM3,33197,29347,29347,29310,29305
tLIMS16518s117I213BM1,22887,19972,19972,19872,19830
tLIMS16518s118I213BM2,33345,29046,29046,29005,29001
tLIMS16518s119I213BM3,24079,20918,20918,20893,20846
tLIMS16518s11I161BM2,41193,36369,36369,35897,35795
tLIMS16518s120I215BM1,109596,96455,96455,95983,94535
tLIMS16518s121I215BM2,34447,30682,30682,30595,30547
tLIMS16518s122I215BM3,10159,8672,8672,8663,8663
tLIMS16518s123I216BM1,49866,45267,45267,45071,44681
tLIMS16518s124I216BM2,70528,62898,62898,62733,62683
tLIMS16518s125I216BM3,25485,22632,22632,22615,22615
tLIMS16518s126I217BM1,88617,79913,79913,79698,79405
tLIMS16518s127I217BM2,154697,137928,137928,137616,137455
tLIMS16518s128I217BM3,334739,290893,290893,289609,282634
tLIMS16518s129I218BM1,159060,141543,141543,140607,137813
tLIMS16518s12I161BM3,41369,36348,36348,36071,35590
tLIMS16518s130I218BM2,10334,9051,9051,9028,8622
tLIMS16518s131I218BM3,80040,70743,70743,70641,70602
tLIMS16518s132I219BM1,51885,44695,44695,44462,44019
tLIMS16518s133I219BM2,14912,13116,13116,13091,13088
tLIMS16518s134I219BM3,29627,26027,26027,25961,25787
tLIMS16518s135I220BM1,17143,15158,15158,14981,14979
tLIMS16518s136I220BM2,27889,24299,24299,24181,24062
tLIMS16518s137I220BM3,120173,107837,107837,107615,106827
tLIMS16518s138I221BM1,349163,316100,316100,313700,293737
tLIMS16518s139I221BM2,15384,13438,13438,13373,13373
tLIMS16518s13I162BM1,46067,40203,40203,39449,38187
tLIMS16518s140I221BM3,112446,96331,96331,96246,95749
tLIMS16518s141I222BM1,167062,147789,147789,147184,145864
tLIMS16518s142I222BM2,49219,43151,43151,43065,43007
tLIMS16518s143I222BM3,127298,112872,112872,112437,111616
tLIMS16518s146I224BM1,70038,61928,61928,61723,61621
tLIMS16518s147I224BM2,125845,112891,112891,111969,106154
tLIMS16518s148I224BM3,1108,883,883,882,882
tLIMS16518s149I225BM1,118920,107549,107549,107223,107000
tLIMS16518s14I162BM2,44223,39186,39186,37273,35901
tLIMS16518s150I225BM2,17437,15454,15454,15432,15423
tLIMS16518s151I225BM3,11815,10134,10134,10115,10115
tLIMS16518s152I226BM1,320755,287570,287570,286051,277225
tLIMS16518s153I226BM2,58204,51345,51345,51271,51267
tLIMS16518s154I226BM3,159159,140999,140999,140401,138185
tLIMS16518s155I227BM1,206345,185523,185523,184235,179463
tLIMS16518s156I227BM2,127489,112636,112636,111970,111384
tLIMS16518s157I227BM3,25145,22018,22018,21846,21768
tLIMS16518s158I228BM1,21975,19671,19671,19628,19625
tLIMS16518s159I228BM2,24010,21534,21534,21515,21513
tLIMS16518s15I162BM3,39330,34582,34582,33395,33334
tLIMS16518s160I228BM3,8406,7429,7429,7409,7409
tLIMS16518s161I229BM1,80579,73764,73764,73659,73591
tLIMS16518s162I229BM2,64676,58703,58703,58604,58122
tLIMS16518s163I229BM3,15741,14050,14050,14022,13999
tLIMS16518s164I230BM1,176312,161053,161053,160385,158630
tLIMS16518s165I230BM2,74757,67486,67486,67101,66852
tLIMS16518s166I230BM3,88702,80453,80453,80195,79600
tLIMS16518s167I231BM1,13333,12135,12135,12118,12115
tLIMS16518s168I231BM2,13734,12454,12454,12431,12336
tLIMS16518s169I231BM3,7970,7166,7166,7158,7158
tLIMS16518s16I164BM1,26125,23686,23686,23585,23540
tLIMS16518s170I232BM1,16976,15168,15168,15139,15046
tLIMS16518s171I232BM2,11651,10567,10567,10553,10553
tLIMS16518s172I232BM3,25600,22560,22560,22541,22537
tLIMS16518s173I234BM1,13181,11715,11715,11663,11432
tLIMS16518s174I234BM2,43737,39103,39103,39008,39000
tLIMS16518s175I234BM3,24835,21834,21834,21795,21640
tLIMS16518s176I202toI234WCBMctrl,13500,11934,11934,11909,11909
tLIMS16518s177I202toI234BMctrl,51130,46563,46563,46492,46428
tLIMS16518s178I202toI234MCctrlBM,251584,230673,230673,226156,167781
tLIMS16518s179I202toI234MCQiactrlBM,154200,141348,141348,139141,108007
tLIMS16518s17I164BM2,148605,131005,131005,130595,130479
tLIMS16518s180I202toI234PCRctrlBM,92,28,28,0,0
tLIMS16518s181I236BM1,59772,52970,52970,52085,51745
tLIMS16518s182I236BM2,55432,48647,48647,48559,48539
tLIMS16518s183I236BM3,21413,18547,18547,18530,18356
tLIMS16518s184I237BM1,46278,41347,41347,41303,41303
tLIMS16518s185I237BM2,48923,42589,42589,42556,42545
tLIMS16518s186I237BM3,126289,111702,111702,111461,110500
tLIMS16518s187I238BM1,93431,82534,82534,82364,82287
tLIMS16518s188I238BM2,24984,21830,21830,21803,21800
tLIMS16518s189I238BM3,34991,30679,30679,30633,30630
tLIMS16518s18I164BM3,46016,40850,40850,40774,40774
tLIMS16518s190I239BM1,134769,122517,122517,122225,119243
tLIMS16518s191I239BM2,10379,9033,9033,9016,9016
tLIMS16518s192I239BM3,55045,48627,48627,48534,48530
tLIMS16518s193I240BM1,107674,96635,96635,95768,91444
tLIMS16518s194I240BM2,30094,26282,26282,26255,26197
tLIMS16518s195I240BM3,16739,14678,14678,14639,14639
tLIMS16518s196I241BM1,114048,102534,102534,102199,101067
tLIMS16518s197I241BM2,35317,30796,30796,30750,30542
tLIMS16518s198I241BM3,30787,27224,27224,27188,27187
tLIMS16518s199I242BM1,41073,36073,36073,35914,35751
tLIMS16518s19I165BM1,60704,52976,52976,52572,52056
tLIMS16518s1I156BM1,33016,29184,29184,28661,28017
tLIMS16518s200I242BM2,13097,11583,11583,11560,11110
tLIMS16518s201I242BM3,19943,17461,17461,17444,17315
tLIMS16518s202I243BM1,111630,99286,99286,98489,98046
tLIMS16518s203I243BM2,137083,122077,122077,121560,120465
tLIMS16518s204I243BM3,171632,153072,153072,152117,142279
tLIMS16518s205I244BM1,47118,41785,41785,41366,40881
tLIMS16518s206I244BM2,31160,27516,27516,27455,27342
tLIMS16518s207I244BM3,94998,84208,84208,83718,83466
tLIMS16518s208I245BM2,17700,15516,15516,15475,15475
tLIMS16518s209I245BM3,164747,148381,148381,147236,145628
tLIMS16518s20I165BM2,40358,35997,35997,35822,35560
tLIMS16518s210I246BM1,92582,83185,83185,83037,82800
tLIMS16518s211I246BM2,136362,122061,122061,121705,120702
tLIMS16518s212I246BM3,47061,41560,41560,41271,41101
tLIMS16518s213I247BM1,86216,77944,77944,77633,77419
tLIMS16518s214I247BM2,43396,38952,38952,38856,38800
tLIMS16518s215I247BM3,120860,107453,107453,106852,105110
tLIMS16518s216I248BM1,105196,91605,91605,90024,83622
tLIMS16518s217I248BM2,9499,8229,8229,8222,8217
tLIMS16518s218I248BM3,28604,25545,25545,25524,25175
tLIMS16518s219I249BM1,15202,13240,13240,13196,13124
tLIMS16518s21I165BM3,45051,39794,39794,39513,39504
tLIMS16518s220I249BM2,163412,143346,143346,142480,139722
tLIMS16518s221I249BM3,31821,28031,28031,28002,27999
tLIMS16518s222I251BM1,155243,136495,136495,135680,133232
tLIMS16518s223I251BM2,10366,8896,8896,8886,8886
tLIMS16518s224I251BM3,17170,15118,15118,15084,14798
tLIMS16518s225I253BM1,115207,103956,103956,103217,99039
tLIMS16518s226I253BM2,14635,12885,12885,12859,12855
tLIMS16518s227I253BM3,10116,8862,8862,8850,8850
tLIMS16518s228I254BM1,84340,76404,76404,75771,75338
tLIMS16518s229I254BM3,71485,64995,64995,64934,64892
tLIMS16518s22I166BM1,46232,42063,42063,41597,41362
tLIMS16518s230carryover,43,19,19,0,0
tLIMS16518s231I255BM2,183667,160512,160512,159539,145273
tLIMS16518s232I255BM3,56217,50251,50251,50163,50151
tLIMS16518s233I256BM1,327405,297232,297232,293351,259502
tLIMS16518s234I256BM2,20670,18283,18283,18259,18259
tLIMS16518s235I256BM3,15799,14247,14247,14225,14225
tLIMS16518s236I257BM1,194786,176849,176849,175805,173387
tLIMS16518s237I257BM2,79726,72698,72698,72435,71931
tLIMS16518s238I257BM3,21443,19187,19187,19124,19123
tLIMS16518s239I258BM1,60566,53588,53588,53107,52714
tLIMS16518s23I166BM3,45124,40124,40124,39994,39954
tLIMS16518s240I258BM2,39011,34544,34544,34243,34065
tLIMS16518s241I258BM3,33828,29713,29713,29686,29685
tLIMS16518s242I259BM1,12807,11228,11228,11170,11138
tLIMS16518s243I259BM2,41216,36025,36025,35954,35895
tLIMS16518s244I259BM3,15654,13696,13696,13630,13630
tLIMS16518s245I260BM1,107155,94214,94214,93873,93417
tLIMS16518s246I260BM2,84443,74581,74581,74403,74386
tLIMS16518s247I260BM3,106256,94386,94386,94135,93587
tLIMS16518s249I262BM1,83213,74797,74797,74640,74545
tLIMS16518s24I167BM1,52546,44669,44669,44423,44267
tLIMS16518s250I262BM2,20595,18201,18201,18162,18152
tLIMS16518s251I262BM3,28901,25461,25461,25399,25357
tLIMS16518s255I265BM1,70662,61228,61228,61166,60578
tLIMS16518s256I265BM2,115957,103788,103788,103411,102859
tLIMS16518s257I265BM3,12370,10788,10788,10770,10769
tLIMS16518s258I266BM1,45360,39897,39897,39757,39501
tLIMS16518s259I266BM2,50117,44023,44023,43901,43848
tLIMS16518s25I167BM2,33672,29347,29347,28502,28257
tLIMS16518s260I266BM3,34811,30827,30827,30753,30752
tLIMS16518s261I267BM1,51947,46364,46364,46327,46321
tLIMS16518s262I267BM2,11922,10573,10573,10559,10559
tLIMS16518s263I267BM3,44378,39498,39498,39357,39295
tLIMS16518s264I268BM1,62663,56204,56204,56023,55882
tLIMS16518s265I268BM2,122237,111664,111664,111285,110633
tLIMS16518s266I268BM3,25891,23039,23039,22972,22969
