"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0019,0.0567411505158589,226,0.0112,0.0758827185552259,56
"B1.F2",1e-04,-0.000979313116975472,225,6e-04,0.0920686257971702,57
"B1.F3",5e-04,0.0524174229900654,226,0.0397,0.180444454989814,56
"B1.F4",0.0101,0.0959166149457711,226,0.0077,-0.0550766536184997,56
"B1.F5",0.0119,0.115332308230087,225,0,0.00204290124823809,57
"B2.F1",0.0133,0.134590734051063,225,0.013,-0.113170243751602,57
"B2.F2",0.0074,0.103902573738297,226,0.004,-0.102769236775177,56
"B2.F3",0.0023,-0.0472221289687894,226,0.0502,0.251791102623762,56
"B2.F4",0.001,0.0323752203991218,225,0.0072,0.120993951554583,57
"B2.F5",0.0042,0.0742393472418526,226,0.0046,0.0392908887011296,56
"B3.F1",0.0037,-0.0548837723269368,225,0.0552,0.257243422258298,57
"B3.F2",0.0091,0.122765154712654,226,3e-04,-0.00458237236881491,56
"B3.F3",0.0055,0.0823145658782177,225,2e-04,0.0348829688304399,57
"B3.F4",2e-04,0.00413405008036818,226,0.0202,0.188082588840563,56
"B3.F5",0.0015,0.0334609378311745,226,0.0177,0.158570602046229,56
"B4.F1",0.022,0.145257100290556,226,0.0254,-0.100109624957146,56
"B4.F2",0.0019,-0.0254976936027526,225,0.0245,0.193866313760252,57
"B4.F3",0.001,0.052538132627856,226,0.023,0.112136758690146,56
"B4.F4",1e-04,-0.00233830700093626,225,0.0058,0.0848579563717932,57
"B4.F5",0.0023,0.0677390742203868,226,0.0035,0.132357280293294,56
"B5.F1",0.0174,0.151344868696628,226,0.0025,-0.0590449094071618,56
"B5.F2",0.0116,0.101461836460929,226,0.0186,-0.0780697326317781,56
"B5.F3",7e-04,-0.0190116062205849,225,9e-04,0.0482919557636077,57
"B5.F4",0.0124,0.103303925482935,226,1e-04,0.0287671840178574,56
"B5.F5",0,0.0139464117387097,225,0.0204,0.166280342259488,57
"B6.F1",0.0025,0.0758254908348567,226,0,0.00386423938564242,56
"B6.F2",0.0011,0.0808905588428623,225,0.0069,0.102768597762541,57
"B6.F3",0.0011,-0.0357127769396071,225,0.0751,0.234276845128576,57
"B6.F4",0.0013,0.0433869782124803,226,0.0021,0.00462044422879138,56
"B6.F5",0.002,0.038391710071057,226,0.0087,0.171487189509077,56
"B7.F1",3e-04,0.0499164274324359,226,0.0019,0.0770416293259955,56
"B7.F2",0.0088,0.0946519341283212,225,0.0078,-0.0423641020724625,57
"B7.F3",6e-04,0.0525994937184168,226,0.0091,0.0945315365445098,56
"B7.F4",0.0117,0.111006438511732,226,0.0181,-0.153230778185742,56
"B7.F5",7e-04,0.0207643457997306,225,1e-04,0.0328273133976509,57
"B8.F1",0.0127,0.120224560768172,226,6e-04,-0.0201419203375521,56
"B8.F2",0,0.0128082086200979,226,0.025,0.176250352155761,56
"B8.F3",0.0039,0.0699054788495801,226,0.0124,0.0799124613992642,56
"B8.F4",0.0116,-0.101002356705626,225,0.1442,0.400149228623144,57
"B8.F5",3e-04,0.070151355514098,225,0.0086,0.0949137539540775,57
"B9.F1",0.003,0.052583251547288,226,0,0.0263766618223011,56
"B9.F2",0.016,0.14477526094778,226,0.0054,-0.0702030215598775,56
"B9.F3",0.0012,-0.0367510605323647,225,0.0417,0.223266671759803,57
"B9.F4",2e-04,0.0388444897834792,225,0.0046,-0.0576699367048297,57
"B9.F5",0.0057,0.0870740339943488,226,0.0367,0.147769614190347,56
"B10.F1",0.0046,0.070003656730549,226,1e-04,0.0551111143318645,56
"B10.F2",0.0375,0.200641955718944,226,0.0019,-0.0389685389465978,56
"B10.F3",0.001,-0.0121886035094381,225,0.0189,0.0873921933683722,57
"B10.F4",7e-04,-0.0121556211462265,225,0.0246,0.192700401221259,57
"B10.F5",0.0043,-0.0457809734249956,226,0.0929,0.306689846944787,56
"B11.F1",0.0086,0.112528292969859,226,0.0021,0.0592719201957119,56
"B11.F2",0.0112,-0.106653996030404,226,0.1022,0.371314996435744,56
"B11.F3",0.0042,0.0572144825867014,225,0.0018,0.078648006167259,57
"B11.F4",0.0084,0.108700404588535,226,6e-04,-0.009740426187789,56
"B11.F5",0.002,0.0581988741561,225,0.0066,0.0947840017272094,57
"B12.F1",0.0012,0.0322302704001644,225,0.0193,0.11273540714004,57
"B12.F2",6e-04,-0.0184830615729771,225,0.0088,0.086906169937277,57
"B12.F3",0.0143,0.117370258083643,226,0.0097,-0.112644287931913,56
"B12.F4",0,0.0238226286040071,226,0.0417,0.239343705426975,56
"B12.F5",0.0123,0.12429912693773,226,0.0266,-0.142515117375571,56
"B13.F1",0,0.0157545764679522,225,0.0397,0.190800649609667,57
"B13.F2",0,0.0104733620502636,225,0.0158,0.0897885409927842,57
"B13.F3",0.0039,0.0730018993140307,226,0.0029,-0.0254424256895395,56
"B13.F4",1e-04,0.0103685002930628,226,7e-04,0.0663760057303711,56
"B13.F5",0,-0.0103773462866771,226,0.0433,0.265675006965097,56
"B14.F1",0.0021,0.0536113951526944,226,0.0014,0.0503110261617038,56
"B14.F2",0.0014,0.0530442765509123,226,0.0124,0.096741683654687,56
"B14.F3",0.0138,0.122973545972965,225,0.0112,-0.10499863875865,57
"B14.F4",0.001,0.0470063942025026,226,0.0013,0.00800000046752871,56
