"","FP","TP","TN","FN","accuracy"
"B1.F1",0,1,2,1,0.75
"B1.F2",0,2,2,0,1
"B1.F3",1,1,1,1,0.5
"B1.F4",1,1,1,1,0.5
"B1.F5",0,1,2,1,0.75
"B1.F11",1,2,1,0,0.75
"B1.F21",2,1,0,1,0.25
"B1.F31",2,0,0,2,0
"B1.F41",2,0,0,2,0
"B1.F51",1,0,1,2,0.25
"B1.F12",2,1,0,1,0.25
"B1.F22",2,2,0,0,0.5
"B1.F32",1,1,1,1,0.5
"B1.F42",2,2,0,0,0.5
"B1.F52",1,1,1,1,0.5
"B1.F13",2,2,0,0,0.5
"B1.F23",2,2,0,0,0.5
"B1.F33",1,0,1,2,0.25
"B1.F43",0,0,2,2,0.5
"B1.F53",1,0,1,2,0.25
"B1.F14",2,0,0,2,0
"B1.F24",1,2,1,0,0.75
"B1.F34",1,0,1,2,0.25
"B1.F44",1,1,1,1,0.5
"B1.F54",1,0,1,2,0.25
"B1.F15",1,2,1,0,0.75
"B1.F25",2,2,0,0,0.5
"B1.F35",0,1,2,1,0.75
"B1.F45",1,1,1,1,0.5
"B1.F55",1,0,1,2,0.25
"B1.F16",1,1,1,1,0.5
"B1.F26",2,1,0,1,0.25
"B1.F36",2,0,0,2,0
"B1.F46",2,1,0,1,0.25
"B1.F56",2,0,0,2,0
"B1.F17",2,2,0,0,0.5
"B1.F27",0,0,2,2,0.5
"B1.F37",2,1,0,1,0.25
"B1.F47",2,2,0,0,0.5
"B1.F57",1,1,1,1,0.5
"B1.F18",2,2,0,0,0.5
"B1.F28",2,1,0,1,0.25
"B1.F38",1,1,1,1,0.5
"B1.F48",0,0,2,2,0.5
"B1.F58",0,0,2,2,0.5
"B1.F19",2,1,0,1,0.25
"B1.F29",2,0,0,2,0
"B1.F39",0,1,2,1,0.75
"B1.F49",2,2,0,0,0.5
"B1.F59",0,0,2,2,0.5
"B1.F110",1,1,1,1,0.5
"B1.F210",0,0,2,2,0.5
"B1.F310",2,1,0,1,0.25
"B1.F410",2,1,0,1,0.25
"B1.F510",2,0,0,2,0
"B1.F111",0,0,2,2,0.5
"B1.F211",2,2,0,0,0.5
"B1.F311",1,1,1,1,0.5
"B1.F411",2,1,0,1,0.25
"B1.F511",2,1,0,1,0.25
"B1.F112",2,2,0,0,0.5
"B1.F212",1,1,1,1,0.5
"B1.F312",1,2,1,0,0.75
"B1.F412",1,1,1,1,0.5
"B1.F512",1,0,1,2,0.25
"B1.F113",2,0,0,2,0
"B1.F213",0,0,2,2,0.5
"B1.F313",1,1,1,1,0.5
"B1.F413",2,2,0,0,0.5
"B1.F513",2,0,0,2,0
"B1.F114",1,1,1,1,0.5
"B1.F214",1,1,1,1,0.5
"B1.F314",1,0,1,2,0.25
"B1.F414",1,2,1,0,0.75
"B1.F514",1,1,1,1,0.5
"B1.F115",1,1,1,1,0.5
"B1.F215",1,1,1,1,0.5
"B1.F315",1,2,1,0,0.75
"B1.F415",2,2,0,0,0.5
"B1.F515",0,1,2,1,0.75
"B1.F116",2,2,0,0,0.5
"B1.F216",1,1,1,1,0.5
"B1.F316",1,1,1,1,0.5
"B1.F416",1,1,1,1,0.5
"B1.F516",1,1,1,1,0.5
"B1.F117",2,2,0,0,0.5
"B1.F217",1,2,1,0,0.75
"B1.F317",0,0,2,2,0.5
"B1.F417",2,2,0,0,0.5
"B1.F517",0,1,2,1,0.75
"B1.F118",0,0,2,2,0.5
"B1.F218",1,1,1,1,0.5
"B1.F318",1,0,1,2,0.25
"B1.F418",1,0,1,2,0.25
"B1.F518",1,2,1,0,0.75
"B1.F119",2,1,0,1,0.25
"B1.F219",0,1,2,1,0.75
"B1.F319",1,0,1,2,0.25
"B1.F419",2,1,0,1,0.25
"B1.F519",1,1,1,1,0.5
