"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0022,0.0425659434389319,105,0.0049,-0.05380623834258,27
"B1.F2",0.006,-0.0593773473105188,106,0.0083,0.0468456153196415,26
"B1.F3",0.001,-0.0196970786506939,106,0.0015,-0.047524987913239,26
"B1.F4",0.0011,-0.0541691122049116,105,0.0242,0.220797841723106,27
"B1.F5",0.0079,-0.0452536053363559,106,0.1009,0.26198668545177,26
"B2.F1",2e-04,0.0617032718992187,105,0.0035,-0.059623995028834,27
"B2.F2",0.0057,0.0695559403018863,106,0.0016,0.0766643965607724,26
"B2.F3",0.0152,0.124486003446703,106,0.0085,-0.160616673825987,26
"B2.F4",0.0205,-0.14661428284331,106,0.19,0.439560842617405,26
"B2.F5",3e-04,0.0191582696697802,105,0.003,-0.0100886696892337,27
"B3.F1",0.0413,0.198570939587582,105,0.0054,-0.0624620196719887,27
"B3.F2",0.0036,-0.0620405689996394,106,0.0402,0.18561671047694,26
"B3.F3",0.0047,-0.0561373516868931,106,0.0513,0.248327799976343,26
"B3.F4",0.0044,-0.0824532806516708,106,0.1292,0.392405155147053,26
"B3.F5",3e-04,-0.00241640801758287,105,3e-04,-0.00804151727657379,27
"B4.F1",0.0055,0.0642427009101027,106,0,-0.024974347276142,26
"B4.F2",0.0135,-0.111045079928801,106,0.0099,0.0181819251695622,26
"B4.F3",0.0242,0.123847321078859,105,0.0047,-0.0438858561669916,27
"B4.F4",0.0082,-0.0683679416931349,105,0.0344,0.0540216961885167,27
"B4.F5",0.0011,-0.0249168580104113,106,0.0255,-0.0883936905732967,26
"B5.F1",9e-04,0.0408509236450844,106,0.0086,0.0613014597331592,26
"B5.F2",0.0288,0.171382364510629,106,0.0639,-0.210917687415731,26
"B5.F3",0.0026,-0.0653202292359644,105,0.0188,0.0497168440493191,27
"B5.F4",0.0113,-0.0990493024402427,105,0.157,0.308509000781009,27
"B5.F5",0.0111,-0.0823235475855063,106,0.1943,0.50128227779996,26
"B6.F1",0.0238,-0.135039516694104,106,0.0942,0.306348286347529,26
"B6.F2",0.0101,-0.047200477381595,105,0.033,0.0654234943483643,27
"B6.F3",0.0382,0.136114407753287,106,0.0677,-0.160965942366937,26
"B6.F4",0.0054,-0.0831461066526055,105,3e-04,0.0492629142963687,27
"B6.F5",0.0251,0.122820682110558,106,0.0221,-0.158219410037539,26
"B7.F1",0.0114,-0.120089952874726,106,0.1107,0.303358891383843,26
"B7.F2",0.0023,-0.0745120457414639,106,0.0041,0.0188680355533193,26
"B7.F3",0.0018,0.0593026297905564,105,0.0113,0.172118819243594,27
"B7.F4",0.0229,0.113606091632488,105,0.0745,-0.206970587260947,27
"B7.F5",0,0.0520329176272103,106,0.0153,0.0493637140760221,26
"B8.F1",6e-04,0.0237239041274112,105,1e-04,-0.0509444204455986,27
"B8.F2",0.0286,0.17110154733831,106,0.0306,-0.254890007565749,26
"B8.F3",0.0272,-0.179760643855434,106,0.2869,0.500886357512644,26
"B8.F4",0.0016,-0.027967958101908,105,4e-04,0.184936568048437,27
"B8.F5",1e-04,0.0258166579512479,106,0.0052,0.0455012080510532,26
"B9.F1",0,-0.0135416835199369,105,0.0281,0.187998431757848,27
"B9.F2",0.0099,-0.118631185280856,106,3e-04,0.0911194604212621,26
"B9.F3",0.0129,-0.0821321634226077,105,0.2588,0.395292421459977,27
"B9.F4",0.0641,0.225664913430119,106,0.1715,-0.311151059033829,26
"B9.F5",0.0046,-0.0598624389254023,106,0.0124,0.144714368463124,26
"B10.F1",0.0025,-0.0484434255934711,106,0.1062,0.317171542952792,26
"B10.F2",0.0111,-0.0993611959402021,106,0.0819,0.275473319078461,26
"B10.F3",1e-04,0.0189416453807041,106,0.0051,-0.0531735547411725,26
"B10.F4",0.0508,0.153930870442464,105,0.0177,-0.129505216588674,27
"B10.F5",0.0209,0.0911469856383758,105,0.0857,-0.125004645027036,27
"B11.F1",0.0553,-0.188353298430689,105,0.1274,0.260617500217426,27
"B11.F2",1e-04,-0.0223910985581782,106,0,-0.0154374836345339,26
"B11.F3",6e-04,-0.0554196620750941,106,0.0973,0.319180330163499,26
"B11.F4",0.0337,0.171504178974056,106,0.0412,-0.171399287470509,26
"B11.F5",1e-04,0.0259398733579122,105,0.0099,-0.189981709240932,27
"B12.F1",0.001,-0.0212323328687076,105,0.0483,0.161951830749312,27
"B12.F2",5e-04,-0.0480929543358816,106,0.1018,0.346575850558419,26
"B12.F3",0.0199,0.0567842984984748,105,0.0069,-0.00153447049534936,27
"B12.F4",0,-0.0778194533253625,106,0.0089,-0.0612384679784851,26
"B12.F5",0.0013,0.052578531733037,106,0.0063,-0.218404644023515,26
"B13.F1",0.012,-0.0858565607155471,106,0.1705,0.45445272103856,26
"B13.F2",0.0188,0.15570579449073,106,9e-04,-0.018835644052088,26
"B13.F3",0.0178,0.153817867322036,105,0.1567,-0.419831127527584,27
"B13.F4",0.0017,-0.0322487648416762,106,0.0663,0.302917734428744,26
"B13.F5",0.0021,-0.00737724787970032,105,0,0.126852004313149,27
"B14.F1",0.0186,-0.144038903293474,105,0.0981,0.280648447718684,27
"B14.F2",0.0165,0.125952994972268,105,0.0537,-0.321308843738929,27
