"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Butyricimonas",0.0659312999768064,0.12065087596424,"Butyricimonas","Butyricimonas",11,4,14,0.785714285714286,0.285714285714286,0.00114571428571429,0.00175226321471016,12,1,34,0.352941176470588,0.0294117647058824,0.000176470588235294,0.000429586710144735,0.0103345401374631,0.02104532839963,0.971398229760879,0,1,0,0.432773109243697,0.256302521008403,TRUE,TRUE,1,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Ruminococcaceae_UCG-013",0.0454161415330859,0.0865994221035516,"Ruminococcaceae_UCG-013","Ruminococcaceae_UCG-013",14,10,14,1,0.714285714285714,0.00274857142857143,0.00280997907778375,30,19,34,0.882352941176471,0.558823529411765,0.00181411764705882,0.00229885626061132,0.307087059307226,0.354053042917527,0.971398229760879,0,1,0,0.117647058823529,0.15546218487395,TRUE,TRUE,2,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Ruminiclostridium_9",0.0426140159657067,0.0780664158157814,"Ruminiclostridium_9","Ruminiclostridium_9",14,0,14,1,0,0.000434285714285714,0.000209824625881648,31,8,34,0.911764705882353,0.235294117647059,0.000614117647058824,0.000517043563295987,0.5459065679926,0.0846445770569618,1,0,1,0,0.0882352941176471,-0.235294117647059,TRUE,FALSE,3,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Catenibacterium",0.0414140896127317,0.0853906559774344,"Catenibacterium","Catenibacterium",8,3,14,0.571428571428571,0.214285714285714,0.000642857142857143,0.00113142135639835,29,11,34,0.852941176470588,0.323529411764706,0.00102941176470588,0.00139412825195091,0.0575339191875937,0.510146008136925,0.971398229760879,0,1,0,-0.281512605042017,-0.109243697478992,FALSE,FALSE,4,1,14,"ns","ns",0.394166666666667,0.195808706095301
"unassigned_Ruminococcaceae",0.0407162242054254,0.0769168502743977,"unassigned_Ruminococcaceae","unassigned_Ruminococcaceae",14,14,14,1,1,0.0238371428571429,0.0179318811182642,34,32,34,1,0.941176470588235,0.0154976470588235,0.015626377671885,1,1,NA,NA,1,0,0,0.0588235294117647,FALSE,TRUE,5,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Odoribacter",0.040308875332146,0.0776416435316207,"Odoribacter","Odoribacter",12,6,14,0.857142857142857,0.428571428571429,0.000937142857142857,0.000968642416925943,23,7,34,0.676470588235294,0.205882352941176,0.000730588235294118,0.00164854562381415,0.292052505932153,0.157106502664089,0.971398229760879,0,1,0,0.180672268907563,0.222689075630252,TRUE,TRUE,6,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Alistipes",0.0351197893956196,0.0734342692853471,"Alistipes","Alistipes",12,9,14,0.857142857142857,0.642857142857143,0.00461428571428571,0.00848211304795225,30,12,34,0.882352941176471,0.352941176470588,0.00423647058823529,0.0163812527515825,1,0.108831967701038,1,0,1,0,-0.0252100840336135,0.289915966386555,FALSE,TRUE,7,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Ruminococcaceae_UCG-002",0.0333677115265965,0.0648437532638909,"Ruminococcaceae_UCG-002","Ruminococcaceae_UCG-002",14,14,14,1,1,0.0426028571428571,0.0282736668538525,33,33,34,0.970588235294118,0.970588235294118,0.0283294117647059,0.0191848729773915,1,1,NA,NA,NA,NA,0.0294117647058824,0.0294117647058824,TRUE,TRUE,8,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Prevotella_2",0.0321788176393543,0.0633751707774406,"Prevotella_2","Prevotella_2",11,10,14,0.785714285714286,0.714285714285714,0.0214371428571429,0.0296768045731061,30,29,34,0.882352941176471,0.852941176470588,0.0352847058823529,0.0390071083059963,0.400373374256299,0.416202828938773,1,0,1,0,-0.0966386554621849,-0.138655462184874,FALSE,FALSE,9,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Lachnospiraceae_UCG-001",0.0312866077080089,0.0616945474957119,"Lachnospiraceae_UCG-001","Lachnospiraceae_UCG-001",11,8,14,0.785714285714286,0.571428571428571,0.00129428571428571,0.0011103548586321,28,12,34,0.823529411764706,0.352941176470588,0.000936470588235294,0.00118537011827132,1,0.206082100371935,1,0,1,0,-0.0378151260504201,0.218487394957983,FALSE,TRUE,10,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Ruminococcaceae_NK4A214_group",0.0292611839634909,0.0556194615136261,"Ruminococcaceae_NK4A214_group","Ruminococcaceae_NK4A214_group",14,13,14,1,0.928571428571429,0.00629142857142857,0.0041485472102947,32,29,34,0.941176470588235,0.852941176470588,0.00567764705882353,0.00553572587494782,1,0.65609649405876,1,0,1,0,0.0588235294117647,0.0756302521008404,TRUE,TRUE,11,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Coprococcus_1",0.0290590866741348,0.0617929599209949,"Coprococcus_1","Coprococcus_1",14,1,14,1,0.0714285714285714,0.000491428571428571,0.000346739919000641,32,4,34,0.941176470588235,0.117647058823529,0.000455294117647059,0.000408635833238806,1,1,1,0,1,0,0.0588235294117647,-0.046218487394958,TRUE,FALSE,12,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Prevotella_9",0.0289899970227324,0.0608554470474371,"Prevotella_9","Prevotella_9",13,13,14,0.928571428571429,0.928571428571429,0.204445714285714,0.12552905674748,33,32,34,0.970588235294118,0.941176470588235,0.258855294117647,0.125720159089249,0.502659574468085,1,1,0,1,0,-0.042016806722689,-0.0126050420168067,FALSE,FALSE,13,1,14,"ns","ns",0.394166666666667,0.195808706095301
"Sutterella",0.0288228301974719,0.0634614476556643,"Sutterella","Sutterella",13,6,14,0.928571428571429,0.428571428571429,0.00217142857142857,0.00341884113776507,31,20,34,0.911764705882353,0.588235294117647,0.00441058823529412,0.00593585353755055,1,0.355134836686773,1,0,1,0,0.0168067226890757,-0.159663865546219,TRUE,FALSE,14,1,14,"ns","ns",0.394166666666667,0.195808706095301
