"","tax_id","mean","sd","taxonomy","nonresponder_present","nonresponder_n","nonresponder_prev","nonresponder_mean","nonresponder_sd","responder_present","responder_n","responder_prev","responder_mean","responder_sd","fisher_p","fisher_padj","prev_diff","enriched_nonresponder","rf_rank","rf_top20","rf_n","fisher_col","rab.all","rab.win.0","rab.win.1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_nonresponders","mean_rabund_responders","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Acinetobacter",0.0845963770493564,0.191010585595513,"Acinetobacter",19,98,19.4,0,0.1,4,30,13.3,0,0,0.590652780180022,0.801600201672887,6.1,TRUE,20,1,30,"ns",-1.29664779248375,-1.37523054244946,-1.05780264146076,0.294655675636692,5.74553324285441,0.0499992849255017,0.477355544499916,0.599201243206408,0.899560710190474,0.587974494023655,0.904264145856139,0.023,0.002,0.5,0.416666666666667,0.583333333333333
"2","Actinomyces",0.100559626849332,0.191878113729186,"Actinomyces",20,98,20.4,0.1,0.3,5,30,16.7,0,0,0.795116954087523,0.906433327659776,3.7,TRUE,19,1,30,"ns",-1.33563649834798,-1.40431889735091,-1.14948552806663,-0.0816868201287679,6.10334079964611,-0.0121420388503872,0.492708333498201,0.585133636090128,0.888170725581851,0.589808587223456,0.899764922427583,0.059,0.009,0.5,0.416666666666667,0.583333333333333
"3","Anaerococcus",0.0593459227041249,0.138459193442284,"Anaerococcus",16,98,16.3,0,0,2,30,6.7,0,0,0.239485548190753,0.790108267716536,9.6,TRUE,26,0,30,"ns",-1.29378495253007,-1.23096462199836,-1.49818815051554,-0.406027972411417,4.84526065888235,-0.0734138613329752,0.463541667495235,0.504779718173082,0.862690155884633,0.515082307461296,0.862419908478304,0.004,0.001,0.5,0.416666666666667,0.583333333333333
"4","Atopobium",0.0623451582035001,0.127089281178353,"Atopobium",18,98,18.4,0,0.3,2,30,6.7,0,0,0.156864504971937,0.790108267716536,11.7,TRUE,25,0,30,"ns",-1.62773388120397,-1.66638507432974,-1.51790704491642,-0.201234624802338,5.49977559578678,-0.035269658289171,0.47864583381694,0.457010529670804,0.850368926820377,0.524458079678562,0.875642978694498,0.048,0.001,0.5,0.416666666666667,0.583333333333333
"5","Bacillus",0.0242600859374053,0.051563954612314,"Bacillus",2,98,2,0,0,2,30,6.7,0,0,0.233674540682415,0.790108267716536,-4.7,FALSE,42,0,30,"ns",-2.28515770113953,-2.42204150530243,-1.82338194100446,0.663811011406297,4.81003512666355,0.11735784789502,0.437272255473531,0.297604526955901,0.734718907428374,0.358534068472028,0.776950199886468,0,0.007,0.5,0.416666666666667,0.583333333333333
"6","Bacteroides",0.142843368377048,0.2750733440771,"Bacteroides",29,98,29.6,2.7,8.8,6,30,20,0.3,0.9,0.356530978467847,0.790108267716536,9.6,TRUE,14,1,30,"ns",-0.830973197880496,-0.767384153790088,-1.02152746371161,-0.699267904910262,9.28428386954604,-0.0706858139450542,0.458094743274709,0.219656098478543,0.773128933861914,0.47656048982544,0.865312716018144,2.701,0.258,0.5,0.416666666666667,0.583333333333333
"7","Bifidobacterium",0.474894057217494,0.833105560432101,"Bifidobacterium",96,98,98,43.2,25.5,29,30,96.7,56,29.7,0.554461942257218,0.790108267716536,1.3,TRUE,1,1,30,"ns",15.3286751588468,14.9793649648234,16.1454849662021,1.06933383422907,3.00056350789524,0.244022212617155,0.340447687509684,0.358377407381064,0.849779330569829,0.0108179019671268,0.410096338498035,43.425,56.011,0.5,0.416666666666667,0.583333333333333
"8","Blautia",0.00151428900212251,0.00468661448035486,"Blautia",5,98,5.1,0,0.1,0,30,0,0,0,0.590392430784862,0.801600201672887,5.1,TRUE,57,0,30,"ns",-2.11818091541133,-2.16920278913684,-1.9331076230521,0.0821346443263753,4.71075819788507,0.0144088194243364,0.490104166890456,0.490968732051373,0.84704763315638,0.491587149163805,0.864917459545043,0.024,0,0.5,0.416666666666667,0.583333333333333
"9","Campylobacter",0.0123979381943733,0.0297257167760366,"Campylobacter",6,98,6.1,0,0.4,0,30,0,0,0,0.334637460738336,0.790108267716536,6.1,TRUE,52,0,30,"ns",-2.10676737339323,-2.17002124932333,-1.92933653186523,0.12195439678397,4.69528830564125,0.0249056669635429,0.489849037189241,0.502191941968588,0.863375475100224,0.486922874969687,0.861087137894622,0.044,0,0.5,0.416666666666667,0.583333333333333
"10","Catenibacterium",0.00518532865256448,0.0204105562185368,"Catenibacterium",7,98,7.1,0.1,0.6,0,30,0,0,0,0.198254463348857,0.790108267716536,7.1,TRUE,55,0,30,"ns",-2.00773876882055,-2.07901984464718,-1.76244981144328,0.197265040368201,4.86505195238557,0.0352866841513348,0.480729167102944,0.540766802987291,0.879746594021416,0.532364451219105,0.882198569662627,0.077,0,0.5,0.416666666666667,0.583333333333333
