"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Kocuria",0.0109595695939126,0.0216828276687218,"Kocuria","Kocuria",2,0,16,0.125,0,1.75e-05,4.83735464897913e-05,5,0,27,0.185185185185185,0,3.85185185185185e-05,9.89056933767525e-05,0.695011009457079,1,1,0,NA,NA,-0.0601851851851852,0,FALSE,FALSE,67,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Finegoldia",0.0107719272274146,0.0205697038210705,"Finegoldia","Finegoldia",3,1,16,0.1875,0.0625,0.0004325,0.00161573718985071,6,0,27,0.222222222222222,0,4.59259259259259e-05,0.000134372022593397,1,0.372093023255814,1,0,0.705018359853121,0,-0.0347222222222222,0.0625,FALSE,TRUE,68,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Globicatella",0.0106421129877832,0.0209785212569427,"Globicatella","Globicatella",2,0,16,0.125,0,7.5e-06,2.17562251627743e-05,0,0,27,0,0,0,0,0.132890365448505,1,0.828527131782946,0,NA,NA,0.125,0,TRUE,FALSE,69,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Lachnoclostridium",0.0106250211611583,0.0210416393486293,"Lachnoclostridium","Lachnoclostridium",3,2,16,0.1875,0.125,0.00109,0.00292149733298983,2,1,27,0.0740740740740741,0.037037037037037,7.7037037037037e-05,0.00038461584045557,0.343651243821408,0.54493152904951,0.828527131782946,0,0.891706138444652,0,0.113425925925926,0.087962962962963,TRUE,TRUE,70,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Peptostreptococcus",0.0106204715806144,0.0201221421153336,"Peptostreptococcus","Peptostreptococcus",3,0,16,0.1875,0,4e-05,8.64098759787715e-05,4,0,27,0.148148148148148,0,3.7037037037037e-05,0.00011736906992687,1,1,1,0,NA,NA,0.0393518518518519,0,TRUE,FALSE,71,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Citrobacter",0.0103981033662588,0.021801414653745,"Citrobacter","Citrobacter",0,0,16,0,0,0,0,2,1,27,0.0740740740740741,0.037037037037037,0.000402962962962963,0.00205424666112163,0.521594684385382,1,0.901025399517506,0,NA,NA,-0.0740740740740741,-0.037037037037037,FALSE,FALSE,72,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Janibacter",0.010088348342035,0.0199666259165282,"Janibacter","Janibacter",2,0,16,0.125,0,7.5e-06,2.17562251627743e-05,0,0,27,0,0,0,0,0.132890365448505,1,0.828527131782946,0,NA,NA,0.125,0,TRUE,FALSE,73,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Catenibacterium",0.010019384465609,0.0266105813560888,"Catenibacterium","Catenibacterium",1,1,16,0.0625,0.0625,0.00016,0.00064,4,2,27,0.148148148148148,0.0740740740740741,0.000748148148148148,0.00342224064819104,0.635361802123005,1,1,0,1,0,-0.0856481481481481,-0.0115740740740741,FALSE,FALSE,74,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Flavonifractor",0.00983624188079939,0.0192038388291207,"Flavonifractor","Flavonifractor",3,2,16,0.1875,0.125,0.00319,0.0117643393354663,2,0,27,0.0740740740740741,0,3.11111111111111e-05,0.000115470053837925,0.343651243821408,0.132890365448505,0.828527131782946,0,0.705018359853121,0,0.113425925925926,0.125,TRUE,TRUE,75,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Sphingobacterium",0.00957857643115697,0.0195881599903617,"Sphingobacterium","Sphingobacterium",2,0,16,0.125,0,3.5e-05,9.67470929795826e-05,4,1,27,0.148148148148148,0.037037037037037,5.92592592592593e-05,0.000218349154512568,1,1,1,0,NA,NA,-0.0231481481481481,-0.037037037037037,FALSE,FALSE,76,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Pediococcus",0.00950189658793533,0.0180194825503129,"Pediococcus","Pediococcus",2,1,16,0.125,0.0625,0.0001025,0.000369495151073281,1,0,27,0.037037037037037,0,1.18518518518519e-05,6.15840287135601e-05,0.54493152904951,0.372093023255814,0.901025399517506,0,0.705018359853121,0,0.087962962962963,0.0625,TRUE,TRUE,77,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Psychrobacter",0.00933869759178961,0.0205807527383504,"Psychrobacter","Psychrobacter",0,0,16,0,0,0,0,4,1,27,0.148148148148148,0.037037037037037,0.000125925925925926,0.000525029371041126,0.279474920995057,1,0.828527131782946,0,NA,NA,-0.148148148148148,-0.037037037037037,FALSE,FALSE,78,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Campylobacter",0.00927287799926088,0.020119297540755,"Campylobacter","Campylobacter",2,0,16,0.125,0,2.25e-05,6.1913918736689e-05,5,1,27,0.185185185185185,0.037037037037037,0.000114074074074074,0.000444550414717016,0.695011009457079,1,1,0,NA,NA,-0.0601851851851852,-0.037037037037037,FALSE,FALSE,79,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Solobacterium",0.00925535307518224,0.0195073437440342,"Solobacterium","Solobacterium",2,2,16,0.125,0.125,0.00054,0.00149879951961562,3,1,27,0.111111111111111,0.037037037037037,0.000508148148148148,0.00243956653942558,1,0.54493152904951,1,0,0.891706138444652,0,0.0138888888888889,0.087962962962963,TRUE,TRUE,80,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Morganella",0.00904583600957246,0.0176990939722762,"Morganella","Morganella",2,1,16,0.125,0.0625,0.00042,0.00164827182224292,2,1,27,0.0740740740740741,0.037037037037037,0.000142222222222222,0.000582655283582994,0.620776274207925,1,1,0,1,0,0.0509259259259259,0.025462962962963,TRUE,TRUE,81,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Erysipelatoclostridium",0.00880985572573535,0.0169037066137164,"Erysipelatoclostridium","Erysipelatoclostridium",2,1,16,0.125,0.0625,0.0003325,0.00123726310863939,3,0,27,0.111111111111111,0,1.62962962962963e-05,5.68498797879893e-05,1,0.372093023255814,1,0,0.705018359853121,0,0.0138888888888889,0.0625,TRUE,TRUE,82,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Subdoligranulum",0.00879631669126614,0.0199149205683295,"Subdoligranulum","Subdoligranulum",2,0,16,0.125,0,6.5e-05,0.000186975934280324,4,0,27,0.148148148148148,0,3.25925925925926e-05,0.000108719561349111,1,1,1,0,NA,NA,-0.0231481481481481,0,FALSE,FALSE,83,0,16,"ns","ns",0.603333333333333,0.167908603725967
"unassigned_Ruminococcaceae",0.00839328557061072,0.0168235959358163,"unassigned_Ruminococcaceae","unassigned_Ruminococcaceae",2,0,16,0.125,0,5e-06,1.36626010212795e-05,0,0,27,0,0,0,0,0.132890365448505,1,0.828527131782946,0,NA,NA,0.125,0,TRUE,FALSE,84,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Tyzzerella_3",0.00819506065919408,0.0182142359040054,"Tyzzerella_3","Tyzzerella_3",0,0,16,0,0,0,0,4,3,27,0.148148148148148,0.111111111111111,0.00100148148148148,0.00311462024318524,0.279474920995057,0.282392026578073,0.828527131782946,0,0.705018359853121,0,-0.148148148148148,-0.111111111111111,FALSE,FALSE,85,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Prevotella_6",0.00811558340590356,0.0178216357252387,"Prevotella_6","Prevotella_6",2,0,16,0.125,0,2.75e-05,9.08845421400141e-05,4,0,27,0.148148148148148,0,4e-05,0.000148427656556213,1,1,1,0,NA,NA,-0.0231481481481481,0,FALSE,FALSE,86,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Aerococcus",0.00807763349090403,0.0182391935710264,"Aerococcus","Aerococcus",0,0,16,0,0,0,0,4,0,27,0.148148148148148,0,2.66666666666667e-05,0.00010813097471265,0.279474920995057,1,0.828527131782946,0,NA,NA,-0.148148148148148,0,FALSE,FALSE,87,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Eubacterium",0.0078990652116239,0.0162614891539154,"Eubacterium","Eubacterium",2,1,16,0.125,0.0625,0.00036,0.00136711862445559,1,1,27,0.037037037037037,0.037037037037037,0.00111555555555556,0.00579659670266384,0.54493152904951,1,0.901025399517506,0,1,0,0.087962962962963,0.025462962962963,TRUE,TRUE,88,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Porphyromonas",0.00787997829712696,0.0159785572439328,"Porphyromonas","Porphyromonas",2,0,16,0.125,0,2e-05,5.46504040851179e-05,4,0,27,0.148148148148148,0,3.55555555555556e-05,0.000161276955608222,1,1,1,0,NA,NA,-0.0231481481481481,0,FALSE,FALSE,89,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Ruminococcus_2",0.00759010125416319,0.016439418726613,"Ruminococcus_2","Ruminococcus_2",1,0,16,0.0625,0,2.5e-06,1e-05,2,0,27,0.0740740740740741,0,4.44444444444444e-06,1.69463709147265e-05,1,1,1,0,NA,NA,-0.0115740740740741,0,FALSE,FALSE,90,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Kytococcus",0.00743777123786057,0.015216976809711,"Kytococcus","Kytococcus",2,0,16,0.125,0,5e-06,1.36626010212795e-05,0,0,27,0,0,0,0,0.132890365448505,1,0.828527131782946,0,NA,NA,0.125,0,TRUE,FALSE,91,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Agathobacter",0.00740320999765927,0.014678242481819,"Agathobacter","Agathobacter",2,0,16,0.125,0,1.25e-05,4.05791407827552e-05,0,0,27,0,0,0,0,0.132890365448505,1,0.828527131782946,0,NA,NA,0.125,0,TRUE,FALSE,92,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Desulfovibrio",0.00727612960814944,0.0142431015703268,"Desulfovibrio","Desulfovibrio",1,0,16,0.0625,0,5e-06,2e-05,1,1,27,0.037037037037037,0.037037037037037,0.000334814814814815,0.00173974881115807,1,1,1,0,NA,NA,0.025462962962963,-0.037037037037037,TRUE,FALSE,93,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Moraxella",0.00708157086649863,0.0137910927157141,"Moraxella","Moraxella",1,0,16,0.0625,0,5e-06,2e-05,2,0,27,0.0740740740740741,0,2.96296296296296e-06,1.06752102536725e-05,1,1,1,0,NA,NA,-0.0115740740740741,0,FALSE,FALSE,94,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Akkermansia",0.00664201430097206,0.0149475525674124,"Akkermansia","Akkermansia",1,1,16,0.0625,0.0625,0.001975,0.0079,3,1,27,0.111111111111111,0.037037037037037,0.00253185185185185,0.0131399042957049,1,1,1,0,1,0,-0.0486111111111111,0.025462962962963,FALSE,TRUE,95,0,16,"ns","ns",0.603333333333333,0.167908603725967
"unassigned_Enterobacteriaceae",0.00641170435677737,0.0181769521084245,"unassigned_Enterobacteriaceae","unassigned_Enterobacteriaceae",0,0,16,0,0,0,0,4,0,27,0.148148148148148,0,6.81481481481482e-05,0.000185576793912241,0.279474920995057,1,0.828527131782946,0,NA,NA,-0.148148148148148,0,FALSE,FALSE,96,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Megamonas",0.00637693983526143,0.0119049812379772,"Megamonas","Megamonas",2,1,16,0.125,0.0625,0.0036,0.0142725022333156,1,1,27,0.037037037037037,0.037037037037037,0.00190518518518519,0.00989963261570478,0.54493152904951,1,0.901025399517506,0,1,0,0.087962962962963,0.025462962962963,TRUE,TRUE,97,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Ruminococcaceae_UCG-010",0.00632194114982712,0.0128574372181262,"Ruminococcaceae_UCG-010","Ruminococcaceae_UCG-010",2,0,16,0.125,0,5e-06,1.36626010212795e-05,0,0,27,0,0,0,0,0.132890365448505,1,0.828527131782946,0,NA,NA,0.125,0,TRUE,FALSE,98,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Empedobacter",0.00617485916227713,0.0121459881797771,"Empedobacter","Empedobacter",1,0,16,0.0625,0,2.5e-06,1e-05,2,1,27,0.0740740740740741,0.037037037037037,0.000180740740740741,0.00091546510216193,1,1,1,0,NA,NA,-0.0115740740740741,-0.037037037037037,FALSE,FALSE,99,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Buttiauxella",0.00615395223673307,0.0136346524541094,"Buttiauxella","Buttiauxella",0,0,16,0,0,0,0,2,0,27,0.0740740740740741,0,1.62962962962963e-05,7.70688078252229e-05,0.521594684385382,1,0.901025399517506,0,NA,NA,-0.0740740740740741,0,FALSE,FALSE,100,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Mesorhizobium",0.00594360969994409,0.012193244541108,"Mesorhizobium","Mesorhizobium",2,0,16,0.125,0,1.5e-05,5.03322295684717e-05,0,0,27,0,0,0,0,0.132890365448505,1,0.828527131782946,0,NA,NA,0.125,0,TRUE,FALSE,101,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Methylobacterium",0.00580597988642458,0.0119343950048861,"Methylobacterium","Methylobacterium",1,0,16,0.0625,0,5e-06,2e-05,0,0,27,0,0,0,0,0.372093023255814,1,0.828527131782946,0,NA,NA,0.0625,0,TRUE,FALSE,102,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Weeksella",0.00565076393527069,0.0116785823759823,"Weeksella","Weeksella",1,0,16,0.0625,0,5e-06,2e-05,0,0,27,0,0,0,0,0.372093023255814,1,0.828527131782946,0,NA,NA,0.0625,0,TRUE,FALSE,103,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Comamonas",0.00535939787064508,0.0103264967005828,"Comamonas","Comamonas",1,0,16,0.0625,0,7.5e-06,3e-05,1,1,27,0.037037037037037,0.037037037037037,7.55555555555556e-05,0.000392598183048946,1,1,1,0,NA,NA,0.025462962962963,-0.037037037037037,TRUE,FALSE,104,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Prevotella_7",0.00531572474766256,0.0114478570405099,"Prevotella_7","Prevotella_7",1,0,16,0.0625,0,2.5e-06,1e-05,4,1,27,0.148148148148148,0.037037037037037,0.000162962962962963,0.000784223353265043,0.635361802123005,1,1,0,NA,NA,-0.0856481481481481,-0.037037037037037,FALSE,FALSE,105,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Faecalibacterium",0.00522302190608527,0.0114355310662186,"Faecalibacterium","Faecalibacterium",1,0,16,0.0625,0,2.5e-05,1e-04,2,1,27,0.0740740740740741,0.037037037037037,0.000198518518518519,0.00102356730530534,1,1,1,0,NA,NA,-0.0115740740740741,-0.037037037037037,FALSE,FALSE,106,0,16,"ns","ns",0.603333333333333,0.167908603725967
"UBA1819",0.00516699627657158,0.0109524635291725,"UBA1819","UBA1819",0,0,16,0,0,0,0,1,1,27,0.037037037037037,0.037037037037037,0.000179259259259259,0.000931458434292596,1,1,NA,NA,NA,NA,-0.037037037037037,-0.037037037037037,FALSE,FALSE,107,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Luteimonas",0.00515855869429519,0.0105207750149885,"Luteimonas","Luteimonas",1,0,16,0.0625,0,5.25e-05,0.00021,3,1,27,0.111111111111111,0.037037037037037,5.18518518518518e-05,0.000206900887402585,1,1,1,0,NA,NA,-0.0486111111111111,-0.037037037037037,FALSE,FALSE,108,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Helcobacillus",0.00492965110221481,0.0103116733892812,"Helcobacillus","Helcobacillus",1,0,16,0.0625,0,7.5e-06,3e-05,1,0,27,0.037037037037037,0,1.77777777777778e-05,9.23760430703401e-05,1,1,1,0,NA,NA,0.025462962962963,0,TRUE,FALSE,109,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Hydrotalea",0.00490360326682351,0.00970983877435455,"Hydrotalea","Hydrotalea",2,1,16,0.125,0.0625,0.0001625,0.000628983306614731,1,0,27,0.037037037037037,0,2.96296296296296e-06,1.539600717839e-05,0.54493152904951,0.372093023255814,0.901025399517506,0,0.705018359853121,0,0.087962962962963,0.0625,TRUE,TRUE,110,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Odoribacter",0.00480207713119458,0.00957837373745921,"Odoribacter","Odoribacter",2,1,16,0.125,0.0625,0.00034,0.00116390148494908,0,0,27,0,0,0,0,0.132890365448505,0.372093023255814,0.828527131782946,0,0.705018359853121,0,0.125,0.0625,TRUE,TRUE,111,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Aeromonas",0.00438228476980207,0.00914390537028663,"Aeromonas","Aeromonas",1,0,16,0.0625,0,5e-06,2e-05,2,0,27,0.0740740740740741,0,7.40740740740741e-06,2.72583921576446e-05,1,1,1,0,NA,NA,-0.0115740740740741,0,FALSE,FALSE,112,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Intestinimonas",0.00430014360674443,0.0118795019910946,"Intestinimonas","Intestinimonas",0,0,16,0,0,0,0,1,0,27,0.037037037037037,0,2.96296296296296e-06,1.539600717839e-05,1,1,NA,NA,NA,NA,-0.037037037037037,0,FALSE,FALSE,113,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Coriobacteriaceae_UCG-003",0.00416568820833897,0.00932225253826261,"Coriobacteriaceae_UCG-003","Coriobacteriaceae_UCG-003",1,1,16,0.0625,0.0625,0.000245,0.00098,1,1,27,0.037037037037037,0.037037037037037,0.0019362962962963,0.0100612906910779,1,1,1,0,1,0,0.025462962962963,0.025462962962963,TRUE,TRUE,114,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Hungatella",0.00410873714135702,0.00919805685784854,"Hungatella","Hungatella",1,0,16,0.0625,0,3e-05,0.00012,1,1,27,0.037037037037037,0.037037037037037,0.00141185185185185,0.00733619742050285,1,1,1,0,NA,NA,0.025462962962963,-0.037037037037037,TRUE,FALSE,115,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Citricoccus",0.00374348909639156,0.00763967847967498,"Citricoccus","Citricoccus",1,0,16,0.0625,0,7.5e-06,3e-05,2,1,27,0.0740740740740741,0.037037037037037,6.37037037037037e-05,0.00032311165191175,1,1,1,0,NA,NA,-0.0115740740740741,-0.037037037037037,FALSE,FALSE,116,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Enterorhabdus",0.0036977959497086,0.00817612835638112,"Enterorhabdus","Enterorhabdus",1,1,16,0.0625,0.0625,0.000275,0.0011,1,0,27,0.037037037037037,0,1.62962962962963e-05,8.46780394811451e-05,1,0.372093023255814,1,0,0.705018359853121,0,0.025462962962963,0.0625,TRUE,TRUE,117,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Proteus",0.00354727502421226,0.00756428949197723,"Proteus","Proteus",0,0,16,0,0,0,0,1,0,27,0.037037037037037,0,1.48148148148148e-06,7.69800358919501e-06,1,1,NA,NA,NA,NA,-0.037037037037037,0,FALSE,FALSE,118,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Lachnospiraceae_UCG-001",0.00354547716655953,0.00746805511626045,"Lachnospiraceae_UCG-001","Lachnospiraceae_UCG-001",0,0,16,0,0,0,0,1,0,27,0.037037037037037,0,1.48148148148148e-06,7.69800358919501e-06,1,1,NA,NA,NA,NA,-0.037037037037037,0,FALSE,FALSE,119,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Alloprevotella",0.0035414806384516,0.00843999384890375,"Alloprevotella","Alloprevotella",1,0,16,0.0625,0,2.5e-06,1e-05,1,0,27,0.037037037037037,0,1.48148148148148e-06,7.69800358919501e-06,1,1,1,0,NA,NA,0.025462962962963,0,TRUE,FALSE,120,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Williamsia",0.00350710366135771,0.0074487576038145,"Williamsia","Williamsia",0,0,16,0,0,0,0,1,0,27,0.037037037037037,0,1.48148148148148e-06,7.69800358919501e-06,1,1,NA,NA,NA,NA,-0.037037037037037,0,FALSE,FALSE,121,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Quadrisphaera",0.0033878978270955,0.00722722126850376,"Quadrisphaera","Quadrisphaera",0,0,16,0,0,0,0,1,0,27,0.037037037037037,0,1.48148148148148e-06,7.69800358919501e-06,1,1,NA,NA,NA,NA,-0.037037037037037,0,FALSE,FALSE,122,0,16,"ns","ns",0.603333333333333,0.167908603725967
"DNF00809",0.00334482066018784,0.00720741932295519,"DNF00809","DNF00809",0,0,16,0,0,0,0,1,0,27,0.037037037037037,0,1.48148148148148e-06,7.69800358919501e-06,1,1,NA,NA,NA,NA,-0.037037037037037,0,FALSE,FALSE,123,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Ureaplasma",0.00327997210152794,0.00695837596907714,"Ureaplasma","Ureaplasma",0,0,16,0,0,0,0,1,0,27,0.037037037037037,0,1.18518518518519e-05,6.15840287135601e-05,1,1,NA,NA,NA,NA,-0.037037037037037,0,FALSE,FALSE,124,0,16,"ns","ns",0.603333333333333,0.167908603725967
"unassigned_Sphingobacteriaceae",0.0032060588493372,0.00672421914525744,"unassigned_Sphingobacteriaceae","unassigned_Sphingobacteriaceae",1,0,16,0.0625,0,2.5e-06,1e-05,1,0,27,0.037037037037037,0,2.96296296296296e-06,1.539600717839e-05,1,1,1,0,NA,NA,0.025462962962963,0,TRUE,FALSE,125,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Mobilicoccus",0.00294163284771778,0.00708178899482625,"Mobilicoccus","Mobilicoccus",0,0,16,0,0,0,0,1,0,27,0.037037037037037,0,1.48148148148148e-06,7.69800358919501e-06,1,1,NA,NA,NA,NA,-0.037037037037037,0,FALSE,FALSE,126,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Anaerostipes",0.0028933280877956,0.0084495602649511,"Anaerostipes","Anaerostipes",0,0,16,0,0,0,0,1,0,27,0.037037037037037,0,4.44444444444444e-06,2.3094010767585e-05,1,1,NA,NA,NA,NA,-0.037037037037037,0,FALSE,FALSE,127,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Coprococcus_3",0.00284674284990805,0.00624445306801623,"Coprococcus_3","Coprococcus_3",1,1,16,0.0625,0.0625,0.0008475,0.00339,1,0,27,0.037037037037037,0,3.11111111111111e-05,0.000161658075373095,1,0.372093023255814,1,0,0.705018359853121,0,0.025462962962963,0.0625,TRUE,TRUE,128,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Acidaminococcus",0.00271818747038128,0.00592940128049446,"Acidaminococcus","Acidaminococcus",1,1,16,0.0625,0.0625,0.0028975,0.01159,0,0,27,0,0,0,0,0.372093023255814,0.372093023255814,0.828527131782946,0,0.705018359853121,0,0.0625,0.0625,TRUE,TRUE,129,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Robinsoniella",0.00270396134814648,0.00767543868507541,"Robinsoniella","Robinsoniella",0,0,16,0,0,0,0,1,0,27,0.037037037037037,0,8.88888888888889e-06,4.61880215351701e-05,1,1,NA,NA,NA,NA,-0.037037037037037,0,FALSE,FALSE,130,0,16,"ns","ns",0.603333333333333,0.167908603725967
"unassigned_Saccharimonadaceae",0.00270069557525931,0.00535333513374614,"unassigned_Saccharimonadaceae","unassigned_Saccharimonadaceae",1,0,16,0.0625,0,2.5e-06,1e-05,2,1,27,0.0740740740740741,0.037037037037037,0.000173333333333333,0.000810014244888988,1,1,1,0,NA,NA,-0.0115740740740741,-0.037037037037037,FALSE,FALSE,131,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Antricoccus",0.00268134113171135,0.00644352421051719,"Antricoccus","Antricoccus",0,0,16,0,0,0,0,1,0,27,0.037037037037037,0,1.48148148148148e-06,7.69800358919501e-06,1,1,NA,NA,NA,NA,-0.037037037037037,0,FALSE,FALSE,132,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Deinococcus",0.0025832094944878,0.00540723527228254,"Deinococcus","Deinococcus",1,0,16,0.0625,0,1.75e-05,7e-05,0,0,27,0,0,0,0,0.372093023255814,1,0.828527131782946,0,NA,NA,0.0625,0,TRUE,FALSE,133,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Flavobacterium",0.00258072178719756,0.00513021693587534,"Flavobacterium","Flavobacterium",1,0,16,0.0625,0,4e-05,0.00016,1,0,27,0.037037037037037,0,8.88888888888889e-06,4.61880215351701e-05,1,1,1,0,NA,NA,0.025462962962963,0,TRUE,FALSE,134,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Clostridium_sensu_stricto_18",0.00256537301442564,0.00537243058145244,"Clostridium_sensu_stricto_18","Clostridium_sensu_stricto_18",1,1,16,0.0625,0.0625,6.75e-05,0.00027,0,0,27,0,0,0,0,0.372093023255814,0.372093023255814,0.828527131782946,0,0.705018359853121,0,0.0625,0.0625,TRUE,TRUE,135,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Coprococcus_1",0.00249059631273514,0.00527337003654681,"Coprococcus_1","Coprococcus_1",1,0,16,0.0625,0,3e-05,0.00012,0,0,27,0,0,0,0,0.372093023255814,1,0.828527131782946,0,NA,NA,0.0625,0,TRUE,FALSE,136,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Catabacter",0.00247106475917242,0.00519012297802624,"Catabacter","Catabacter",1,0,16,0.0625,0,3.25e-05,0.00013,0,0,27,0,0,0,0,0.372093023255814,1,0.828527131782946,0,NA,NA,0.0625,0,TRUE,FALSE,137,0,16,"ns","ns",0.603333333333333,0.167908603725967
"unassigned_Burkholderiaceae",0.00244272804289876,0.00519841222870446,"unassigned_Burkholderiaceae","unassigned_Burkholderiaceae",1,0,16,0.0625,0,5e-06,2e-05,0,0,27,0,0,0,0,0.372093023255814,1,0.828527131782946,0,NA,NA,0.0625,0,TRUE,FALSE,138,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Aquabacterium",0.00242638511780214,0.00474530523941219,"Aquabacterium","Aquabacterium",1,0,16,0.0625,0,2.5e-06,1e-05,1,0,27,0.037037037037037,0,2.96296296296296e-06,1.539600717839e-05,1,1,1,0,NA,NA,0.025462962962963,0,TRUE,FALSE,139,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Neisseria",0.00239054545772231,0.00589668808526015,"Neisseria","Neisseria",0,0,16,0,0,0,0,2,0,27,0.0740740740740741,0,8.88888888888889e-06,3.89608613604566e-05,0.521594684385382,1,0.901025399517506,0,NA,NA,-0.0740740740740741,0,FALSE,FALSE,140,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Vibrionimonas",0.00237184114766136,0.00497358003304104,"Vibrionimonas","Vibrionimonas",1,0,16,0.0625,0,2.5e-06,1e-05,0,0,27,0,0,0,0,0.372093023255814,1,0.828527131782946,0,NA,NA,0.0625,0,TRUE,FALSE,141,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Bosea",0.00235468023109763,0.00493165626124663,"Bosea","Bosea",1,0,16,0.0625,0,1e-05,4e-05,0,0,27,0,0,0,0,0.372093023255814,1,0.828527131782946,0,NA,NA,0.0625,0,TRUE,FALSE,142,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Sphingobium",0.00234234863135817,0.0049114429829852,"Sphingobium","Sphingobium",1,0,16,0.0625,0,2.75e-05,0.00011,0,0,27,0,0,0,0,0.372093023255814,1,0.828527131782946,0,NA,NA,0.0625,0,TRUE,FALSE,143,0,16,"ns","ns",0.603333333333333,0.167908603725967
"Dermacoccus",0.00232525015806915,0.00513993373285479,"Dermacoccus","Dermacoccus",0,0,16,0,0,0,0,2,0,27,0.0740740740740741,0,1.03703703703704e-05,4.09015216457099e-05,0.521594684385382,1,0.901025399517506,0,NA,NA,-0.0740740740740741,0,FALSE,FALSE,144,0,16,"ns","ns",0.603333333333333,0.167908603725967
