"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Corynebacterium_1",0.275932799511876,0.506932460110564,"Corynebacterium_1","Corynebacterium_1",69,4,97,0.711340206185567,0.0412371134020619,0.00022680412371134,0.000332351302564246,39,1,61,0.639344262295082,0.0163934426229508,0.000178360655737705,0.000260315067612748,0.382003491362635,0.649479113604598,0.76400698272527,0,NA,NA,0.071995943890485,0.024843670779111,TRUE,TRUE,11,1,50,"ns","ns",0.4925,0.109723021349858
"Atopobium",0.236150650769453,0.42679254935422,"Atopobium","Atopobium",37,16,97,0.381443298969072,0.164948453608247,0.00115752577319588,0.00607885629164179,25,7,61,0.409836065573771,0.114754098360656,0.000768524590163934,0.00247624570406195,0.740439546359403,0.489214061796369,0.938260560816408,0,0.877217602526512,0,-0.0283927666046984,0.0501943552475917,FALSE,TRUE,12,1,50,"ns","ns",0.4925,0.109723021349858
"Gemella",0.232646615104081,0.410368299830213,"Gemella","Gemella",59,7,97,0.608247422680412,0.0721649484536082,0.000257319587628866,0.000579566137051238,29,5,61,0.475409836065574,0.0819672131147541,0.000384262295081967,0.00106786462783818,0.138487921659751,1,0.621853969089626,0,1,0,0.132837586614839,-0.00980226466114585,TRUE,FALSE,13,1,50,"ns","ns",0.4925,0.109723021349858
"Actinomyces",0.208315452280529,0.368994369992032,"Actinomyces","Actinomyces",38,16,97,0.391752577319588,0.164948453608247,0.000949278350515464,0.00301148089519601,31,13,61,0.508196721311475,0.213114754098361,0.00114229508196721,0.00294517480717338,0.187756577294746,0.527683458014223,0.648549206132502,0,0.877217602526512,0,-0.116444143991888,-0.0481663004901132,FALSE,FALSE,14,1,50,"ns","ns",0.4925,0.109723021349858
"Bacteroides",0.185786656752185,0.328753168460974,"Bacteroides","Bacteroides",36,26,97,0.371134020618557,0.268041237113402,0.0292705154639175,0.0872964779307077,24,19,61,0.39344262295082,0.311475409836066,0.0249475409836066,0.0699530156761364,0.866548142271399,0.589961192141139,0.986072023964005,0,0.897767031519125,0,-0.022308602332263,-0.0434341727226635,FALSE,FALSE,15,1,50,"ns","ns",0.4925,0.109723021349858
"Clostridium_sensu_stricto_1",0.15954223007865,0.283274686496828,"Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_1",30,11,97,0.309278350515464,0.11340206185567,0.000277525773195876,0.00069336893577637,19,9,61,0.311475409836066,0.147540983606557,0.00442885245901639,0.0187838357902356,1,0.624693584404539,1,0,0.905896406103904,0,-0.00219705932060166,-0.0341389217508873,FALSE,FALSE,16,1,50,"ns","ns",0.4925,0.109723021349858
"Collinsella",0.158925789888619,0.285596737724931,"Collinsella","Collinsella",23,19,97,0.237113402061856,0.195876288659794,0.0122692783505155,0.0421314983179505,22,15,61,0.360655737704918,0.245901639344262,0.0142137704918033,0.0406408680256682,0.105624620029052,0.551393921588093,0.621853969089626,0,0.877217602526512,0,-0.123542335643062,-0.0500253506844685,FALSE,FALSE,17,1,50,"ns","ns",0.4925,0.109723021349858
"Citrobacter",0.155365340436242,0.279747329794416,"Citrobacter","Citrobacter",9,2,97,0.0927835051546392,0.0206185567010309,5.15463917525773e-05,0.000230359050389213,12,9,61,0.19672131147541,0.147540983606557,0.000818360655737705,0.00241889863390199,0.0903026803003392,0.00334481153335373,0.621853969089626,0,0.0585342018336902,1,-0.103937806320771,-0.126922426905526,FALSE,FALSE,18,1,50,"ns","responder",0.4925,0.109723021349858
"Anaerococcus",0.154867304682268,0.283882748951949,"Anaerococcus","Anaerococcus",22,0,97,0.22680412371134,0,2.92783505154639e-05,7.60516192940746e-05,20,0,61,0.327868852459016,0,7.14754098360656e-05,0.000169094017887227,0.196135127009738,1,0.648549206132502,0,NA,NA,-0.101064728747676,0,FALSE,FALSE,19,1,50,"ns","ns",0.4925,0.109723021349858
"Haemophilus",0.150586088683098,0.267929600197956,"Haemophilus","Haemophilus",28,8,97,0.288659793814433,0.0824742268041237,0.00247463917525773,0.0155057050026391,17,3,61,0.278688524590164,0.0491803278688525,0.000106229508196721,0.000321071974975634,1,0.531895158151918,1,0,0.877217602526512,0,0.00997126922426905,0.0332938989352713,TRUE,TRUE,20,1,50,"ns","ns",0.4925,0.109723021349858
"unassigned_Lachnospiraceae",0.148388151967394,0.265078769858958,"unassigned_Lachnospiraceae","unassigned_Lachnospiraceae",26,13,97,0.268041237113402,0.134020618556701,0.000931958762886598,0.00319126497880518,21,12,61,0.344262295081967,0.19672131147541,0.00631803278688525,0.0240955314543086,0.371968089383044,0.371034953836628,0.76400698272527,0,0.858171995279081,0,-0.0762210579685652,-0.0627006929187088,FALSE,FALSE,21,0,50,"ns","ns",0.4925,0.109723021349858
"Enterobacter",0.147891627970411,0.262023194890848,"Enterobacter","Enterobacter",39,20,97,0.402061855670103,0.206185567010309,0.00546474226804124,0.0230617088433757,19,14,61,0.311475409836066,0.229508196721311,0.0080583606557377,0.0380039987887384,0.309568535476088,0.842681407765766,0.723347268916377,0,0.98312830906006,0,0.0905864458340375,-0.0233226297110022,TRUE,FALSE,22,0,50,"ns","ns",0.4925,0.109723021349858
"Granulicatella",0.14062641745284,0.247784932785336,"Granulicatella","Granulicatella",30,7,97,0.309278350515464,0.0721649484536082,0.00029979381443299,0.00125169383518681,16,5,61,0.262295081967213,0.0819672131147541,0.000282622950819672,0.000812169731109912,0.591694989094853,1,0.867819317339118,0,1,0,0.0469832685482508,-0.00980226466114585,TRUE,FALSE,23,0,50,"ns","ns",0.4925,0.109723021349858
"Eggerthella",0.137441234161111,0.248247985983295,"Eggerthella","Eggerthella",17,12,97,0.175257731958763,0.123711340206186,0.00142639175257732,0.00614182623926016,19,12,61,0.311475409836066,0.19672131147541,0.00138885245901639,0.00367005998968257,0.0534174160411026,0.256852401458818,0.621853969089626,0,0.823215799727989,0,-0.136217677877303,-0.0730099712692243,FALSE,FALSE,24,0,50,"ns","ns",0.4925,0.109723021349858
"unassigned_Enterobacteriaceae",0.136880018690613,0.255515588795654,"unassigned_Enterobacteriaceae","unassigned_Enterobacteriaceae",22,15,97,0.22680412371134,0.154639175257732,0.00266556701030928,0.0120992275036701,16,6,61,0.262295081967213,0.0983606557377049,0.000443934426229508,0.00142478452018603,0.702792994760067,0.346910194838222,0.938260560816408,0,0.858171995279081,0,-0.0354909582558729,0.056278519520027,FALSE,TRUE,25,0,50,"ns","ns",0.4925,0.109723021349858
"Clostridioides",0.131627607420984,0.245406982436342,"Clostridioides","Clostridioides",12,7,97,0.123711340206186,0.0721649484536082,0.00103010309278351,0.00612825976094311,16,11,61,0.262295081967213,0.180327868852459,0.00199672131147541,0.00515686362088155,0.0328762729648937,0.0432674750519176,0.621853969089626,0,0.302872325363423,0,-0.138583741761028,-0.108162920398851,FALSE,FALSE,26,0,50,"ns","ns",0.4925,0.109723021349858
"Acinetobacter",0.128699672677714,0.230455761368441,"Acinetobacter","Acinetobacter",21,3,97,0.216494845360825,0.0309278350515464,0.000122886597938144,0.00035039251431694,16,5,61,0.262295081967213,0.0819672131147541,0.000987540983606557,0.00415053115305246,0.564589605529683,0.262159910409792,0.867819317339118,0,0.823215799727989,0,-0.0458002366063884,-0.0510393780632077,FALSE,FALSE,27,0,50,"ns","ns",0.4925,0.109723021349858
"Megasphaera",0.125993746064541,0.231235491025841,"Megasphaera","Megasphaera",21,11,97,0.216494845360825,0.11340206185567,0.00497814432989691,0.0287496226181716,7,2,61,0.114754098360656,0.0327868852459016,0.000394098360655738,0.00217132630516403,0.134580090718543,0.0826585432076445,0.621853969089626,0,0.389919206722468,0,0.101740747000169,0.0806151766097685,TRUE,TRUE,28,0,50,"ns","ns",0.4925,0.109723021349858
"Finegoldia",0.113690087802893,0.202736125261891,"Finegoldia","Finegoldia",27,0,97,0.278350515463918,0,2.76288659793814e-05,5.92623615071905e-05,21,0,61,0.344262295081967,0,3.27868852459016e-05,7.57216646132616e-05,0.381887013277965,1,0.76400698272527,0,NA,NA,-0.0659117796180497,0,FALSE,FALSE,29,0,50,"ns","ns",0.4925,0.109723021349858
"Peptoniphilus",0.0986710287247911,0.178043749879462,"Peptoniphilus","Peptoniphilus",21,0,97,0.216494845360825,0,3.05154639175258e-05,8.65588808993217e-05,17,2,61,0.278688524590164,0.0327868852459016,0.000454426229508197,0.00306833316562927,0.445177734145774,0.147544948802709,0.773203432990028,0,NA,NA,-0.0621936792293392,-0.0327868852459016,FALSE,FALSE,30,0,50,"ns","ns",0.4925,0.109723021349858
"Eubacterium",0.0907343387659687,0.167482375429623,"Eubacterium","Eubacterium",5,3,97,0.0515463917525773,0.0309278350515464,0.00153567010309278,0.0117428014214398,9,6,61,0.147540983606557,0.0983606557377049,0.00314426229508197,0.00991060382604013,0.0473287414044232,0.0891243901079926,0.621853969089626,0,0.389919206722468,0,-0.0959945918539801,-0.0674328206861585,FALSE,FALSE,31,0,50,"ns","ns",0.4925,0.109723021349858
"Negativicoccus",0.086025629527477,0.161456399466756,"Negativicoccus","Negativicoccus",12,3,97,0.123711340206186,0.0309278350515464,0.000104329896907216,0.000667047142287833,12,0,61,0.19672131147541,0,2.95081967213115e-05,9.71326623662744e-05,0.256852401458818,0.284406998306861,0.692102163481852,0,NA,NA,-0.0730099712692243,0.0309278350515464,FALSE,TRUE,32,0,50,"ns","ns",0.4925,0.109723021349858
"Megamonas",0.0849516297024623,0.166173548385675,"Megamonas","Megamonas",7,6,97,0.0721649484536082,0.0618556701030928,0.0047220618556701,0.0270226617065097,7,5,61,0.114754098360656,0.0819672131147541,0.00235147540983607,0.0100843644380902,0.39715485512184,0.750599879343235,0.770947659942396,0,0.905896406103904,0,-0.0425891499070475,-0.0201115430116613,FALSE,FALSE,33,0,50,"ns","ns",0.4925,0.109723021349858
"Sutterella",0.0782531025467784,0.147202016256686,"Sutterella","Sutterella",14,6,97,0.144329896907216,0.0618556701030928,0.000495257731958763,0.00241615702648489,7,4,61,0.114754098360656,0.0655737704918033,0.00048,0.00211610963799138,0.639476307374574,1,0.908497224764585,0,1,0,0.0295757985465607,-0.0037181003887105,TRUE,FALSE,34,0,50,"ns","ns",0.4925,0.109723021349858
"Salmonella",0.0777615612035117,0.139353186695565,"Salmonella","Salmonella",18,13,97,0.185567010309278,0.134020618556701,0.00250886597938144,0.00951319389456566,13,8,61,0.213114754098361,0.131147540983607,0.00214032786885246,0.00681702818125638,0.685197564909437,1,0.938260560816408,0,1,0,-0.0275477437890823,0.00287307757309446,FALSE,TRUE,35,0,50,"ns","ns",0.4925,0.109723021349858
"Tyzzerella_3",0.0721975552999063,0.13182683479246,"Tyzzerella_3","Tyzzerella_3",11,3,97,0.11340206185567,0.0309278350515464,0.000235876288659794,0.00163091471814728,10,2,61,0.163934426229508,0.0327868852459016,7.54098360655738e-05,0.000305251665409008,0.470868253051816,1,0.796853966703073,0,NA,NA,-0.0505323643738381,-0.00185905019435525,FALSE,FALSE,36,0,50,"ns","ns",0.4925,0.109723021349858
"Cutibacterium",0.0680694541790473,0.127303812995123,"Cutibacterium","Cutibacterium",8,4,97,0.0824742268041237,0.0412371134020619,0.000660618556701031,0.0040633201260466,8,3,61,0.131147540983607,0.0491803278688525,0.000554098360655738,0.00327030955570936,0.417709288359428,1,0.773203432990028,0,NA,NA,-0.0486733141794829,-0.0079432144667906,FALSE,FALSE,37,0,50,"ns","ns",0.4925,0.109723021349858
"Prevotella",0.0677000850173342,0.130226029835794,"Prevotella","Prevotella",15,2,97,0.154639175257732,0.0206185567010309,6.51546391752577e-05,0.000240715571275095,4,1,61,0.0655737704918033,0.0163934426229508,3.73770491803279e-05,0.000232536030465132,0.131485508670923,1,0.621853969089626,0,NA,NA,0.0890654047659287,0.00422511407808011,TRUE,TRUE,38,0,50,"ns","ns",0.4925,0.109723021349858
"Parabacteroides",0.0673334285100778,0.121543042535822,"Parabacteroides","Parabacteroides",12,8,97,0.123711340206186,0.0824742268041237,0.00222350515463918,0.0110018131120546,8,5,61,0.131147540983607,0.0819672131147541,0.00184852459016393,0.00840832956776901,1,1,1,0,1,0,-0.00743620077742099,0.000507013689369618,FALSE,TRUE,39,0,50,"ns","ns",0.4925,0.109723021349858
"Raoultella",0.0672819351125928,0.128527278129917,"Raoultella","Raoultella",3,0,97,0.0309278350515464,0,4.12371134020619e-06,3.29061980395154e-05,8,6,61,0.131147540983607,0.0983606557377049,0.00124262295081967,0.00602290680143714,0.0231980060524418,0.0028287774788476,0.621853969089626,0,0.0585342018336902,1,-0.10021970593206,-0.0983606557377049,FALSE,FALSE,40,0,50,"ns","responder",0.4925,0.109723021349858
"Senegalimassilia",0.066466925065673,0.128440886718815,"Senegalimassilia","Senegalimassilia",14,12,97,0.144329896907216,0.123711340206186,0.00100082474226804,0.00374096235114907,5,4,61,0.0819672131147541,0.0655737704918033,0.000380327868852459,0.00168276951007668,0.317834406039014,0.28820433333859,0.723347268916377,0,0.823215799727989,0,0.0623626837924624,0.0581375697143823,TRUE,TRUE,41,0,50,"ns","ns",0.4925,0.109723021349858
"Erysipelatoclostridium",0.0662855047794078,0.122405669808722,"Erysipelatoclostridium","Erysipelatoclostridium",12,4,97,0.123711340206186,0.0412371134020619,0.00014680412371134,0.000783171365868385,9,4,61,0.147540983606557,0.0655737704918033,0.000498360655737705,0.00214639634451784,0.810315938886897,0.486914119647614,0.938260560816408,0,0.877217602526512,0,-0.0238296434003718,-0.0243366570897414,FALSE,FALSE,42,0,50,"ns","ns",0.4925,0.109723021349858
"Lachnoclostridium",0.0606490563324032,0.112887344356126,"Lachnoclostridium","Lachnoclostridium",11,5,97,0.11340206185567,0.0515463917525773,0.000524948453608247,0.00378481288719341,8,4,61,0.131147540983607,0.0655737704918033,0.000874754098360656,0.00585746008851316,0.803710942697251,0.734759032518786,0.938260560816408,0,0.905896406103904,0,-0.0177454791279365,-0.014027378739226,FALSE,FALSE,43,0,50,"ns","ns",0.4925,0.109723021349858
"Gordonibacter",0.0546308152498605,0.103155261845099,"Gordonibacter","Gordonibacter",4,2,97,0.0412371134020619,0.0206185567010309,4.57731958762887e-05,0.000327413586091641,6,3,61,0.0983606557377049,0.0491803278688525,7.73770491803279e-05,0.000285831545024596,0.186175283397245,0.374904419261534,0.648549206132502,0,NA,NA,-0.0571235423356431,-0.0285617711678215,FALSE,FALSE,44,0,50,"ns","ns",0.4925,0.109723021349858
"Varibaculum",0.0495115208628827,0.0896180581136128,"Varibaculum","Varibaculum",7,3,97,0.0721649484536082,0.0309278350515464,6.80412371134021e-05,0.000385666736464425,6,3,61,0.0983606557377049,0.0491803278688525,0.000262950819672131,0.00135155138546079,0.56583322579545,0.676970947831689,0.867819317339118,0,NA,NA,-0.0261957072840967,-0.0182524928173061,FALSE,FALSE,45,0,50,"ns","ns",0.4925,0.109723021349858
"Proteus",0.0484028167112254,0.0899069889492573,"Proteus","Proteus",9,1,97,0.0927835051546392,0.0103092783505155,0.000559587628865979,0.00527006797819965,8,5,61,0.131147540983607,0.0819672131147541,0.000257049180327869,0.000869036524476571,0.444419314285969,0.0322278577054424,0.773203432990028,0,0.281993754922621,0,-0.0383640358289674,-0.0716579347642386,FALSE,FALSE,46,0,50,"ns","ns",0.4925,0.109723021349858
"Morganella",0.0468058680581499,0.0875801240702115,"Morganella","Morganella",6,2,97,0.0618556701030928,0.0206185567010309,0.000258969072164948,0.00229630930541093,7,1,61,0.114754098360656,0.0163934426229508,6.88524590163934e-05,0.000337925526118087,0.25055519795324,1,0.692102163481852,0,NA,NA,-0.052898428257563,0.00422511407808011,FALSE,TRUE,47,0,50,"ns","ns",0.4925,0.109723021349858
"Prevotella_7",0.0446458209333327,0.0899286696859045,"Prevotella_7","Prevotella_7",3,0,97,0.0309278350515464,0,4.5360824742268e-06,2.93690816221151e-05,5,1,61,0.0819672131147541,0.0163934426229508,2.95081967213115e-05,0.000144941669066194,0.262159910409792,0.386075949367089,0.692102163481852,0,NA,NA,-0.0510393780632077,-0.0163934426229508,FALSE,FALSE,48,0,50,"ns","ns",0.4925,0.109723021349858
"Kocuria",0.0433778538673398,0.083592587705597,"Kocuria","Kocuria",9,2,97,0.0927835051546392,0.0206185567010309,5.85567010309278e-05,0.000374658148880198,3,0,61,0.0491803278688525,0,5.9016393442623e-06,3.25257359220012e-05,0.372232098177305,0.522937998871241,0.76400698272527,0,NA,NA,0.0436031772857867,0.0206185567010309,TRUE,TRUE,49,0,50,"ns","ns",0.4925,0.109723021349858
"Fusobacterium",0.042222005571311,0.0831191820996696,"Fusobacterium","Fusobacterium",9,5,97,0.0927835051546392,0.0515463917525773,0.00588618556701031,0.0375878669875472,5,2,61,0.0819672131147541,0.0327868852459016,0.000188196721311475,0.00122207134024808,1,0.707432020733525,1,0,0.905896406103904,0,0.0108162920398851,0.0187595065066757,TRUE,TRUE,50,0,50,"ns","ns",0.4925,0.109723021349858
"Prevotella_9",0.0409309702714517,0.0753862572837799,"Prevotella_9","Prevotella_9",7,3,97,0.0721649484536082,0.0309278350515464,0.00265855670103093,0.0149540117937804,5,2,61,0.0819672131147541,0.0327868852459016,0.00294032786885246,0.0225092355835861,1,1,1,0,NA,NA,-0.00980226466114585,-0.00185905019435525,FALSE,FALSE,51,0,50,"ns","ns",0.4925,0.109723021349858
"Cronobacter",0.0403912254282609,0.0872420188488175,"Cronobacter","Cronobacter",8,3,97,0.0824742268041237,0.0309278350515464,0.000117938144329897,0.000627889882437481,4,2,61,0.0655737704918033,0.0327868852459016,0.000108196721311475,0.000602233366164981,0.767905193837786,1,0.938260560816408,0,NA,NA,0.0169004563123204,-0.00185905019435525,TRUE,FALSE,52,0,50,"ns","ns",0.4925,0.109723021349858
"Flavonifractor",0.0393677496520131,0.0721745958344114,"Flavonifractor","Flavonifractor",5,3,97,0.0515463917525773,0.0309278350515464,0.000576082474226804,0.00501148567390887,5,1,61,0.0819672131147541,0.0163934426229508,4.59016393442623e-05,0.000195255192412224,0.510461301628631,1,0.821718192865602,0,NA,NA,-0.0304208213621768,0.0145343924285956,FALSE,TRUE,53,0,50,"ns","ns",0.4925,0.109723021349858
"Lactococcus",0.0388372260571946,0.0798769704473323,"Lactococcus","Lactococcus",4,0,97,0.0412371134020619,0,5.36082474226804e-06,3.03473590170992e-05,6,1,61,0.0983606557377049,0.0163934426229508,0.000208524590163934,0.00151039270397423,0.186175283397245,0.386075949367089,0.648549206132502,0,NA,NA,-0.0571235423356431,-0.0163934426229508,FALSE,FALSE,54,0,50,"ns","ns",0.4925,0.109723021349858
"Lachnoanaerobaculum",0.0374597561073364,0.0788176454533222,"Lachnoanaerobaculum","Lachnoanaerobaculum",2,0,97,0.0206185567010309,0,1.23711340206186e-06,9.04361330336255e-06,4,0,61,0.0655737704918033,0,1.24590163934426e-05,6.0900348595196e-05,0.206356565587614,1,0.648549206132502,0,NA,NA,-0.0449552137907724,0,FALSE,FALSE,55,0,50,"ns","ns",0.4925,0.109723021349858
"Dialister",0.0367461280849483,0.0668024573349494,"Dialister","Dialister",8,2,97,0.0824742268041237,0.0206185567010309,0.000590515463917526,0.00519329944317957,4,1,61,0.0655737704918033,0.0163934426229508,6.75409836065574e-05,0.000476461456075602,0.767905193837786,1,0.938260560816408,0,NA,NA,0.0169004563123204,0.00422511407808011,TRUE,TRUE,56,0,50,"ns","ns",0.4925,0.109723021349858
"Campylobacter",0.0342551834289309,0.0618754830935322,"Campylobacter","Campylobacter",7,0,97,0.0721649484536082,0,1.64948453608247e-05,9.4119175750674e-05,4,0,61,0.0655737704918033,0,4.59016393442623e-06,1.94571127090501e-05,1,1,1,0,NA,NA,0.00659117796180496,0,TRUE,FALSE,57,0,50,"ns","ns",0.4925,0.109723021349858
"Porphyromonas",0.0329761473341764,0.0620075910617793,"Porphyromonas","Porphyromonas",3,0,97,0.0309278350515464,0,2.06185567010309e-06,1.33805007636966e-05,2,0,61,0.0327868852459016,0,8.52459016393443e-06,4.79526177795599e-05,1,1,NA,NA,NA,NA,-0.00185905019435525,0,FALSE,FALSE,58,0,50,"ns","ns",0.4925,0.109723021349858
"Lawsonella",0.0316691065524035,0.0690159840395769,"Lawsonella","Lawsonella",5,0,97,0.0515463917525773,0,4.12371134020619e-06,1.86945055051604e-05,4,0,61,0.0655737704918033,0,1.70491803278689e-05,0.000113009501994229,0.734759032518786,1,0.938260560816408,0,NA,NA,-0.014027378739226,0,FALSE,FALSE,59,0,50,"ns","ns",0.4925,0.109723021349858
"Dorea",0.03092658014506,0.0574197078586431,"Dorea","Dorea",4,0,97,0.0412371134020619,0,2.88659793814433e-06,1.55428683328961e-05,5,3,61,0.0819672131147541,0.0491803278688525,0.000737049180327869,0.00524250046709974,0.308604559894676,0.0558022562779476,0.723347268916377,0,NA,NA,-0.0407300997126922,-0.0491803278688525,FALSE,FALSE,60,0,50,"ns","ns",0.4925,0.109723021349858
"Serratia",0.0298742388784896,0.0558325725034579,"Serratia","Serratia",1,1,97,0.0103092783505155,0.0103092783505155,4.90721649484536e-05,0.000483304774603603,3,2,61,0.0491803278688525,0.0327868852459016,0.000241967213114754,0.00146770435223643,0.299204206778597,0.559635075881145,NA,NA,NA,NA,-0.038871049518337,-0.0224776068953862,FALSE,FALSE,61,0,50,"ns","ns",0.4925,0.109723021349858
"Blautia",0.0294543336464553,0.0533694322447382,"Blautia","Blautia",6,3,97,0.0618556701030928,0.0309278350515464,0.000322474226804124,0.00179913696377819,5,1,61,0.0819672131147541,0.0163934426229508,5.11475409836066e-05,0.000220560636867776,0.750599879343235,1,0.938260560816408,0,NA,NA,-0.0201115430116613,0.0145343924285956,FALSE,TRUE,62,0,50,"ns","ns",0.4925,0.109723021349858
"Bacillus",0.0287197531492408,0.056875696826348,"Bacillus","Bacillus",3,0,97,0.0309278350515464,0,6.18556701030928e-06,4.01415022910898e-05,3,1,61,0.0491803278688525,0.0163934426229508,1.90163934426229e-05,0.000133387966948957,0.676970947831689,0.386075949367089,NA,NA,NA,NA,-0.0182524928173061,-0.0163934426229508,FALSE,FALSE,63,0,50,"ns","ns",0.4925,0.109723021349858
"Ezakiella",0.0284260782914337,0.0531882161883257,"Ezakiella","Ezakiella",3,0,97,0.0309278350515464,0,2.47422680412371e-06,1.50714221732066e-05,4,0,61,0.0655737704918033,0,8.52459016393443e-06,4.00764297134767e-05,0.430732135257774,1,0.773203432990028,0,NA,NA,-0.0346459354402569,0,FALSE,FALSE,64,0,50,"ns","ns",0.4925,0.109723021349858
"Akkermansia",0.0283543261382648,0.0550722148634277,"Akkermansia","Akkermansia",2,1,97,0.0206185567010309,0.0103092783505155,0.00218226804123711,0.021488744316558,4,3,61,0.0655737704918033,0.0491803278688525,0.00764655737704918,0.0396585548099964,0.206356565587614,0.299204206778597,0.648549206132502,0,NA,NA,-0.0449552137907724,-0.038871049518337,FALSE,FALSE,65,0,50,"ns","ns",0.4925,0.109723021349858
