"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Streptococcus",0.151496780739974,0.267199227584405,"Streptococcus","Streptococcus",16,16,16,1,1,0.0859325,0.0982270791923829,31,29,31,1,0.935483870967742,0.0353896774193548,0.0435693445351867,1,0.541165587419056,NA,NA,0.868713179804275,0,0,0.0645161290322581,FALSE,TRUE,1,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Veillonella",0.149089190532901,0.265167670259967,"Veillonella","Veillonella",15,12,16,0.9375,0.75,0.0663325,0.137179510010302,24,18,31,0.774193548387097,0.580645161290323,0.09444,0.163409481569053,0.234331558864577,0.342672394638306,0.807807127456903,0,0.868713179804275,0,0.163306451612903,0.169354838709677,TRUE,TRUE,2,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Rothia",0.114595792124622,0.216017982927405,"Rothia","Rothia",13,7,16,0.8125,0.4375,0.0022025,0.00292281029148318,27,7,31,0.870967741935484,0.225806451612903,0.000851612903225806,0.00156103191676573,0.675801653256826,0.182278224540655,0.90571355591121,0,0.868713179804275,0,-0.0584677419354839,0.211693548387097,FALSE,TRUE,3,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Staphylococcus",0.111230822969612,0.202473202082137,"Staphylococcus","Staphylococcus",16,14,16,1,0.875,0.09097,0.123387757793605,31,30,31,1,0.967741935483871,0.0624670967741935,0.0998874232388158,1,0.26395312981807,NA,NA,0.868713179804275,0,0,-0.092741935483871,FALSE,FALSE,4,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Pseudomonas",0.107013176946699,0.185984676747211,"Pseudomonas","Pseudomonas",0,0,16,0,0,0,0,10,2,31,0.32258064516129,0.0645161290322581,0.000525161290322581,0.0021377805795852,0.00979117601954607,0.541165587419056,0.807807127456903,0,0.868713179804275,0,-0.32258064516129,-0.0645161290322581,FALSE,FALSE,5,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Bifidobacterium",0.104797782832112,0.188945305430603,"Bifidobacterium","Bifidobacterium",13,10,16,0.8125,0.625,0.150335,0.191138800735661,24,21,31,0.774193548387097,0.67741935483871,0.185752258064516,0.246843727389208,1,0.753964443239477,1,0,0.963680227366551,0,0.0383064516129032,-0.0524193548387096,TRUE,FALSE,6,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Corynebacterium_1",0.0956631760209462,0.177753103564452,"Corynebacterium_1","Corynebacterium_1",11,3,16,0.6875,0.1875,0.0004325,0.000567984741579091,23,4,31,0.741935483870968,0.129032258064516,0.000339354838709677,0.000523666149907687,0.739179993683573,0.675801653256826,0.964923003649954,0,0.963680227366551,0,-0.0544354838709677,0.0584677419354839,FALSE,TRUE,7,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Escherichia/Shigella",0.0944340068138064,0.174535433891525,"Escherichia/Shigella","Escherichia/Shigella",14,13,16,0.875,0.8125,0.214755,0.227559885802983,30,29,31,0.967741935483871,0.935483870967742,0.228531612903226,0.248037846401133,0.26395312981807,0.320155495101174,0.807807127456903,0,0.868713179804275,0,-0.092741935483871,-0.122983870967742,FALSE,FALSE,8,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Lactobacillus",0.0825205128823747,0.15175707392477,"Lactobacillus","Lactobacillus",10,6,16,0.625,0.375,0.015985,0.0332821694004462,11,9,31,0.354838709677419,0.290322580645161,0.00834709677419355,0.0239254249970679,0.121870575690829,0.742248464346119,0.807807127456903,0,0.963680227366551,0,0.270161290322581,0.0846774193548387,TRUE,TRUE,9,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Klebsiella",0.0821760725296298,0.152391672088667,"Klebsiella","Klebsiella",11,6,16,0.6875,0.375,0.0358825,0.0726142545693796,19,16,31,0.612903225806452,0.516129032258065,0.0671329032258065,0.186217071723541,0.752641671428936,0.538147082528637,0.968746705799621,0,0.868713179804275,0,0.0745967741935484,-0.141129032258065,TRUE,FALSE,10,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Bacteroides",0.0811762529749277,0.151938010596395,"Bacteroides","Bacteroides",12,9,16,0.75,0.5625,0.0705375,0.149359367946351,24,20,31,0.774193548387097,0.645161290322581,0.0666929032258065,0.100688854272077,1,0.752641671428937,1,0,0.963680227366551,0,-0.0241935483870968,-0.0826612903225806,FALSE,FALSE,11,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Collinsella",0.0801551351299882,0.146183935908823,"Collinsella","Collinsella",9,8,16,0.5625,0.5,0.04583,0.0925954890189942,23,18,31,0.741935483870968,0.580645161290323,0.0420477419354839,0.0859274723127855,0.322425887334115,0.758305752681877,0.807807127456903,0,0.963680227366551,0,-0.179435483870968,-0.0806451612903226,FALSE,FALSE,12,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Senegalimassilia",0.0783251651558419,0.142254121097212,"Senegalimassilia","Senegalimassilia",7,2,16,0.4375,0.125,0.002015,0.00663962850366394,19,12,31,0.612903225806452,0.387096774193548,0.00274451612903226,0.00568789758388204,0.355079183406141,0.0942264577023727,0.807807127456903,0,0.868713179804275,0,-0.175403225806452,-0.262096774193548,FALSE,FALSE,13,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Gemella",0.0717434686415278,0.131415088136183,"Gemella","Gemella",12,1,16,0.75,0.0625,0.00028,0.000531463388516399,18,2,31,0.580645161290323,0.0645161290322581,0.000207741935483871,0.000393198081356961,0.342672394638306,1,0.807807127456903,0,1,0,0.169354838709677,-0.00201612903225806,TRUE,FALSE,14,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Haemophilus",0.0582930211270159,0.108503648556322,"Haemophilus","Haemophilus",6,1,16,0.375,0.0625,0.0001725,0.000426763009955955,9,6,31,0.290322580645161,0.193548387096774,0.00157548387096774,0.00564477034590997,0.742248464346119,0.395630242491119,0.964923003649954,0,0.868713179804275,0,0.0846774193548387,-0.131048387096774,TRUE,FALSE,15,1,16,"ns","ns",0.426964285714286,0.201158587814154
"unassigned_Lachnospiraceae",0.0543037625523598,0.105861742386123,"unassigned_Lachnospiraceae","unassigned_Lachnospiraceae",4,3,16,0.25,0.1875,0.005595,0.0146347230926998,14,12,31,0.451612903225806,0.387096774193548,0.0131367741935484,0.0272663128404627,0.218484298917034,0.202355296191003,0.807807127456903,0,0.868713179804275,0,-0.201612903225806,-0.199596774193548,FALSE,FALSE,16,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Enterococcus",0.0536598500419531,0.106067770479198,"Enterococcus","Enterococcus",4,2,16,0.25,0.125,0.000305,0.000949371722070268,12,3,31,0.387096774193548,0.0967741935483871,0.00227096774193548,0.00896521104225986,0.517692202223419,1,0.807807127456903,0,1,0,-0.137096774193548,0.0282258064516129,FALSE,TRUE,17,1,16,"ns","ns",0.426964285714286,0.201158587814154
"Clostridium_sensu_stricto_1",0.0509298510245481,0.0942491324363887,"Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_1",7,6,16,0.4375,0.375,0.0352775,0.0739705879837836,12,9,31,0.387096774193548,0.290322580645161,0.0350141935483871,0.0817639872141843,0.763139637628239,0.742248464346119,0.972628949918344,0,0.963680227366551,0,0.0504032258064516,0.0846774193548387,TRUE,TRUE,18,1,16,"ns","ns",0.426964285714286,0.201158587814154
