"","tax_id","mean","sd","taxonomy","nonresponder_present","nonresponder_n","nonresponder_prev","nonresponder_mean","nonresponder_sd","responder_present","responder_n","responder_prev","responder_mean","responder_sd","fisher_p","fisher_padj","prev_diff","enriched_nonresponder","rf_rank","rf_top20","rf_n","fisher_col","rab.all","rab.win.0","rab.win.1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_nonresponders","mean_rabund_responders","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Abiotrophia",0.00935002915684142,0.0203198981798227,"Abiotrophia",6,110,5.5,0,0,5,46,10.9,0,0,0.302643138507553,0.965938466238713,-5.4,FALSE,169,0,46,"ns",-3.64000742669543,-3.72957154535877,-3.41544316919816,0.249496634601738,5.31920416477838,0.0488938090184988,0.479456706479555,0.526781761332032,0.901342099795138,0.498797785203244,0.873404955277377,0.001,0.001,0.555555555555556,0.473684210526316,0.631578947368421
"2","Acidaminococcus",0.034231173368076,0.068034119442421,"Acidaminococcus",18,110,16.4,0.1,0.3,10,46,21.7,0.3,1.1,0.49352323268563,0.965938466238713,-5.3,FALSE,103,0,46,"ns",-3.0924039930655,-3.0991325801878,-3.07509618856349,0.196723538309215,7.56974193861745,0.020842340097994,0.48387096789707,0.518288291913976,0.910549067542716,0.571673219221813,0.900287757446921,0.059,0.288,0.555555555555556,0.473684210526316,0.631578947368421
"3","Acinetobacter",0.0127383663682621,0.0272369451709071,"Acinetobacter",8,110,7.3,0,0.2,5,46,10.9,0,0.1,0.527873019529234,0.965938466238713,-3.6,FALSE,158,0,46,"ns",-3.50287719529828,-3.58147831239831,-3.30635324331941,0.22994725413435,5.65202250117743,0.0402230970241278,0.479279891503912,0.533452582910953,0.905908701881788,0.521260727864731,0.880501318039639,0.021,0.012,0.555555555555556,0.473684210526316,0.631578947368421
"4","Actinomyces",0.0667737748930904,0.127332729136192,"Actinomyces",52,110,47.3,0,0,26,46,56.5,0,0,0.380114136719089,0.965938466238713,-9.2,FALSE,52,0,46,"ns",0.259453835052369,-0.228819496329823,1.70469170395036,1.15529761564882,6.56882483447076,0.166078318915367,0.423089983778957,0.305450979744152,0.85995421156753,0.146027434173202,0.777907306504871,0.013,0.018,0.555555555555556,0.473684210526316,0.631578947368421
"5","Adlercreutzia",0.0564184670718458,0.111937816619458,"Adlercreutzia",25,110,22.7,0,0.1,20,46,43.5,0.2,0.6,0.0119024448220538,0.965938466238713,-20.8,FALSE,70,0,46,"ns",-2.49105762221519,-2.82169645692047,-1.3644791472551,1.54328207669628,7.75853108470304,0.196681018302913,0.417798913855786,0.125915173283552,0.792386384033217,0.121486501232647,0.72364875419157,0.036,0.148,0.555555555555556,0.473684210526316,0.631578947368421
"6","Agathobacter",0.0740785610181853,0.136534036166671,"Agathobacter",101,110,91.8,2.4,3.4,44,46,95.7,2.8,3.9,0.50928924858934,0.965938466238713,-3.90000000000001,FALSE,42,0,46,"ns",7.68611860408507,7.6122946345133,7.82251297274058,0.232560111295654,4.44562389995078,0.0440576895954915,0.476740237914974,0.603774906723577,0.928506370923078,0.660160989712599,0.909761035924646,2.366,2.827,0.555555555555556,0.473684210526316,0.631578947368421
"7","Akkermansia",0.0253952428203846,0.0475359186059545,"Akkermansia",33,110,30,0.3,1.2,13,46,28.3,0.6,2.1,1,1,1.7,TRUE,128,0,46,"ns",-2.25510005108513,-2.19991133337325,-2.37807161773149,-0.0384754356701462,8.77007343281786,-0.00415583050457284,0.496603260902226,0.712625188159621,0.941828339188154,0.660406412044187,0.917820120455996,0.317,0.603,0.555555555555556,0.473684210526316,0.631578947368421
"8","Alistipes",0.0661207675857914,0.119581827464071,"Alistipes",75,110,68.2,0.3,0.8,36,46,78.3,0.3,0.7,0.247309052816386,0.965938466238713,-10.1,FALSE,53,0,46,"ns",3.30547615272884,2.79586893332828,3.84732892762094,0.810552558907308,6.69813927659072,0.112398486594223,0.446671196170823,0.317826900747964,0.878878910336332,0.30529443399706,0.872965615947011,0.344,0.342,0.555555555555556,0.473684210526316,0.631578947368421
"9","Allisonella",0.0635186704260427,0.129821810733803,"Allisonella",49,110,44.5,0,0.1,24,46,52.2,0,0.1,0.481806033273031,0.965938466238713,-7.7,FALSE,56,0,46,"ns",-0.0357142839215863,-0.345919587521521,0.677064666980637,0.921265767399173,6.86799198358564,0.125714497358133,0.433955858031242,0.347865965913812,0.877733769193793,0.277936207125865,0.854806396487102,0.025,0.039,0.555555555555556,0.473684210526316,0.631578947368421
"10","Alloprevotella",0.0542856487998841,0.0986946385879549,"Alloprevotella",68,110,61.8,1.1,2.1,29,46,63,1.4,2.8,1,1,-1.2,FALSE,73,0,46,"ns",4.38738832402284,4.23120087605151,4.86188430342924,0.554298012723568,9.73675599040541,0.0543466398438949,0.473684210779869,0.741289517322177,0.945806093827209,0.650019905270111,0.912545503230801,1.064,1.373,0.555555555555556,0.473684210526316,0.631578947368421
