"","tax_id","mean","sd","taxonomy","nonresponder_present","nonresponder_n","nonresponder_prev","nonresponder_mean","nonresponder_sd","responder_present","responder_n","responder_prev","responder_mean","responder_sd","fisher_p","fisher_padj","prev_diff","enriched_nonresponder","rf_rank","rf_top20","rf_n","fisher_col","rab.all","rab.win.0","rab.win.1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_nonresponders","mean_rabund_responders","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Acidaminococcus",0.0200792431595111,0.0367888285522491,"Acidaminococcus",14,83,16.9,0.1,0.6,9,46,19.6,0.1,0.2,0.810891337575846,1,-2.7,FALSE,137,0,46,"ns",-3.26185972254228,-3.16798810740085,-3.45152398102837,-0.25273668648556,7.17813645166486,-0.0372533701523719,0.482512733614749,0.61714243122755,0.890576321089933,0.578399003026383,0.856726415830089,0.141,0.057,0.526315789473684,0.444444444444444,0.611111111111111
"2","Acinetobacter",0.00782265888901081,0.0180261705992058,"Acinetobacter",7,83,8.4,0,0.1,4,46,8.7,0,0,1,1,-0.299999999999999,FALSE,173,0,46,"ns",-3.71245034616842,-3.64028762676305,-3.88836122779624,-0.283626093573264,5.54641109028097,-0.0461808948146356,0.475042445062131,0.465885251187791,0.82380580999014,0.512796768357106,0.828215389233573,0.016,0.001,0.526315789473684,0.444444444444444,0.611111111111111
"3","Actinomyces",0.0981264062212328,0.186532744392911,"Actinomyces",44,83,53,0,0.1,30,46,65.2,0,0.1,0.197868860542554,0.826706729951595,-12.2,FALSE,13,1,46,"ns",0.810703438654991,0.584168728139828,1.24951667131249,0.625498107383017,6.96461189050587,0.0818304988168289,0.454329372259149,0.552372400322008,0.869063287767548,0.455900256965406,0.813088906054689,0.028,0.033,0.526315789473684,0.444444444444444,0.611111111111111
"4","Adlercreutzia",0.0348544440301771,0.0686560883642811,"Adlercreutzia",11,83,13.3,0,0.1,13,46,28.3,0,0.1,0.0570497639093573,0.767420467959356,-15,FALSE,112,0,46,"ns",-3.35095222142652,-3.53371369661344,-2.98085048993241,0.768603801640605,7.26427927718697,0.107609839960067,0.45195246226562,0.370939950220405,0.792653164697861,0.40726005590322,0.784697757265168,0.031,0.041,0.526315789473684,0.444444444444444,0.611111111111111
"5","Agathobacter",0.0758123967855338,0.139962863342028,"Agathobacter",73,83,88,1.4,1.9,43,46,93.5,2.2,2.8,0.377344674621789,0.894605078277301,-5.5,FALSE,41,0,46,"ns",7.32258127649993,6.81803928938104,7.77802825894874,0.795327589732235,4.5640404904491,0.149712526406343,0.42323369640809,0.106905889535462,0.657496489339451,0.160997248241631,0.703581875963166,1.422,2.164,0.526315789473684,0.444444444444444,0.611111111111111
"6","Akkermansia",0.0321192785496644,0.0603736906848934,"Akkermansia",27,83,32.5,0.9,3.2,16,46,34.8,0.6,2.5,0.846527813045125,1,-2.3,FALSE,116,0,46,"ns",-2.14668941666126,-1.96280854428921,-2.54406422204002,-0.496117088243055,9.39657471276223,-0.0512733759874617,0.474023769350434,0.594382994020491,0.88638985923311,0.581556614753571,0.862350669717884,0.953,0.578,0.526315789473684,0.444444444444444,0.611111111111111
"7","Alistipes",0.0965565553030536,0.188352320002075,"Alistipes",56,83,67.5,0.1,0.5,40,46,87,0.4,1,0.0198252155968816,0.767420467959356,-19.5,FALSE,17,1,46,"ns",2.45124401020492,2.19656963311943,3.0271209306126,1.47205688401358,5.70790297354314,0.228029925053809,0.389813243897132,0.0282756153995987,0.475225488570989,0.0483315074483576,0.590674003924113,0.143,0.409,0.526315789473684,0.444444444444444,0.611111111111111
"8","Allisonella",0.055184307237096,0.101954161911761,"Allisonella",43,83,51.8,0,0.1,20,46,43.5,0,0.1,0.462310835588589,0.894605078277301,8.3,TRUE,72,0,46,"ns",0.209099972901274,0.763345361511159,-1.30744297022043,-0.771876157843515,6.90426931910411,-0.111771978843449,0.454668930829658,0.363149415687015,0.79954790382683,0.382189761504865,0.778955025075635,0.03,0.036,0.526315789473684,0.444444444444444,0.611111111111111
"9","Alloprevotella",0.0629081873377333,0.114473841781615,"Alloprevotella",61,83,73.5,1.9,2.9,30,46,65.2,1.3,2.1,0.420152828705385,0.894605078277301,8.3,TRUE,60,0,46,"ns",6.26074334987748,6.81334692304868,5.56602030681807,-1.29890961850788,9.4290124415978,-0.140382847918648,0.415619695231805,0.146323684224659,0.69439793460913,0.111514184029755,0.672617457854273,1.947,1.34,0.526315789473684,0.444444444444444,0.611111111111111
"10","Anaeroplasma",0.00632066493330196,0.013689887578328,"Anaeroplasma",2,83,2.4,0,0,3,46,6.5,0,0,0.347365899756717,0.894605078277301,-4.1,FALSE,178,0,46,"ns",-3.79971763691807,-3.7228453157849,-3.92019177037911,-0.245394007520558,4.95980167406071,-0.0435300523013575,0.475382003632699,0.545990567760724,0.857503333311396,0.534683435679222,0.832917196613604,0.001,0.001,0.526315789473684,0.444444444444444,0.611111111111111
