"","mean","sd","tax_id","taxonomy","nonresponder_present","nonresponder_present_strict","nonresponder_n","nonresponder_prev","nonresponder_prev_strict","nonresponder_mean","nonresponder_sd","responder_present","responder_present_strict","responder_n","responder_prev","responder_prev_strict","responder_mean","responder_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_nonresponder","enriched_nonresponder_strict","rf_rank","rf_top20","rf_n","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Lactobacillus",0.0555883677518769,0.103138186753907,"Lactobacillus","Lactobacillus",7,7,15,0.466666666666667,0.466666666666667,0.00525333333333333,0.0125112490336078,16,13,30,0.533333333333333,0.433333333333333,0.016188,0.029132379236856,0.757529692245078,1,1,0,1,0,-0.0666666666666667,0.0333333333333333,FALSE,TRUE,11,1,15,"ns","ns",0.496666666666667,0.180378701264338
"Collinsella",0.0551523137277262,0.102343639218788,"Collinsella","Collinsella",11,8,15,0.733333333333333,0.533333333333333,0.00699466666666667,0.0103773805301081,18,14,30,0.6,0.466666666666667,0.017648,0.0330788156398915,0.513751571532072,0.757529692245078,0.907114624505929,0,1,0,0.133333333333333,0.0666666666666667,TRUE,TRUE,12,1,15,"ns","ns",0.496666666666667,0.180378701264338
"Prevotella",0.0519642335843813,0.101341214446546,"Prevotella","Prevotella",8,1,15,0.533333333333333,0.0666666666666667,0.000226666666666667,0.000385943494507138,8,1,30,0.266666666666667,0.0333333333333333,0.000216,0.000667561698039706,0.104519154289393,1,0.836065573770492,0,1,0,0.266666666666667,0.0333333333333333,TRUE,TRUE,13,1,15,"ns","ns",0.496666666666667,0.180378701264338
"Corynebacterium_1",0.0511553198548606,0.0981563260788946,"Corynebacterium_1","Corynebacterium_1",11,1,15,0.733333333333333,0.0666666666666667,0.000842666666666667,0.00275018821866709,25,4,30,0.833333333333333,0.133333333333333,0.000533333333333333,0.00103010321991447,0.453907970342278,0.651076849034875,0.907114624505929,0,1,0,-0.1,-0.0666666666666667,FALSE,FALSE,14,1,15,"ns","ns",0.496666666666667,0.180378701264338
"Dialister",0.0503744100020603,0.0960585708593635,"Dialister","Dialister",7,4,15,0.466666666666667,0.266666666666667,0.00527466666666667,0.0153011810312924,14,3,30,0.466666666666667,0.1,0.000282666666666667,0.000678085201305769,1,0.199221368535038,1,0,0.839506172839506,0,0,0.166666666666667,FALSE,TRUE,15,1,15,"ns","ns",0.496666666666667,0.180378701264338
"Pseudomonas",0.0480849024395759,0.0910595366542336,"Pseudomonas","Pseudomonas",2,0,15,0.133333333333333,0,1.86666666666667e-05,6.20905636569527e-05,12,5,30,0.4,0.166666666666667,0.000749333333333333,0.00196605492141572,0.0937598654301555,0.152615204798982,0.836065573770492,0,0.839506172839506,0,-0.266666666666667,-0.166666666666667,FALSE,FALSE,16,1,15,"ns","ns",0.496666666666667,0.180378701264338
"Enterococcus",0.0438803858167752,0.0847499143637601,"Enterococcus","Enterococcus",7,3,15,0.466666666666667,0.2,0.000370666666666667,0.00067111279301797,10,5,30,0.333333333333333,0.166666666666667,0.00425866666666667,0.0199856548094107,0.516667604086603,1,0.907114624505929,0,1,0,0.133333333333333,0.0333333333333334,TRUE,TRUE,17,1,15,"ns","ns",0.496666666666667,0.180378701264338
"Senegalimassilia",0.0405017921180471,0.0769124584480831,"Senegalimassilia","Senegalimassilia",9,5,15,0.6,0.333333333333333,0.003304,0.0060258452874739,11,8,30,0.366666666666667,0.266666666666667,0.00240133333333333,0.00463603258842294,0.204731967434838,0.73249864627319,0.836065573770492,0,1,0,0.233333333333333,0.0666666666666667,TRUE,TRUE,18,1,15,"ns","ns",0.496666666666667,0.180378701264338
"Prevotella_9",0.038241603909258,0.0764170836179227,"Prevotella_9","Prevotella_9",5,2,15,0.333333333333333,0.133333333333333,0.0458693333333333,0.174324085356092,13,3,30,0.433333333333333,0.1,0.0180266666666667,0.0958968131264856,0.747711112023227,1,1,0,1,0,-0.1,0.0333333333333333,FALSE,TRUE,19,1,15,"ns","ns",0.496666666666667,0.180378701264338
"Atopobium",0.0347551902745786,0.0665066958431549,"Atopobium","Atopobium",5,2,15,0.333333333333333,0.133333333333333,0.000394666666666667,0.000994943405904266,11,1,30,0.366666666666667,0.0333333333333333,0.000556,0.00257723401584214,1,0.254052149400987,1,0,0.839506172839506,0,-0.0333333333333333,0.1,FALSE,TRUE,20,1,15,"ns","ns",0.496666666666667,0.180378701264338
"Actinomyces",0.0347529771053463,0.0712873000638556,"Actinomyces","Actinomyces",4,2,15,0.266666666666667,0.133333333333333,0.000237333333333333,0.000509446010971956,14,5,30,0.466666666666667,0.166666666666667,0.000818666666666667,0.00179887269936084,0.333251101954269,1,0.836065573770492,0,1,0,-0.2,-0.0333333333333333,FALSE,FALSE,21,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Parabacteroides",0.0342273668266359,0.0645173187980265,"Parabacteroides","Parabacteroides",7,5,15,0.466666666666667,0.333333333333333,0.021688,0.0530953798366675,11,8,30,0.366666666666667,0.266666666666667,0.026016,0.0701648790030827,0.538117266627138,0.73249864627319,0.907114624505929,0,1,0,0.1,0.0666666666666667,TRUE,TRUE,22,0,15,"ns","ns",0.496666666666667,0.180378701264338
"unassigned_Lachnospiraceae",0.0336547345871004,0.0612657866746766,"unassigned_Lachnospiraceae","unassigned_Lachnospiraceae",6,3,15,0.4,0.2,0.0115226666666667,0.0357806602723288,11,8,30,0.366666666666667,0.266666666666667,0.00487333333333333,0.0181506130481311,1,0.726236072774569,1,0,1,0,0.0333333333333334,-0.0666666666666667,TRUE,FALSE,23,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Enhydrobacter",0.0329746812798522,0.0647545105331065,"Enhydrobacter","Enhydrobacter",6,2,15,0.4,0.133333333333333,0.000386666666666667,0.00104708211348535,8,2,30,0.266666666666667,0.0666666666666667,0.000286666666666667,0.00101492766289994,0.496763078301438,0.591261451726568,0.907114624505929,0,1,0,0.133333333333333,0.0666666666666667,TRUE,TRUE,24,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Enterobacter",0.0306420570161648,0.0583973949520777,"Enterobacter","Enterobacter",5,1,15,0.333333333333333,0.0666666666666667,0.000197333333333333,0.000405805489413457,10,4,30,0.333333333333333,0.133333333333333,0.002348,0.0112008233687498,1,0.651076849034875,1,0,1,0,0,-0.0666666666666667,FALSE,FALSE,25,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Clostridium_sensu_stricto_1",0.0304473656295194,0.0584582170286357,"Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_1",5,2,15,0.333333333333333,0.133333333333333,0.025752,0.0966798252850245,5,5,30,0.166666666666667,0.166666666666667,0.0171,0.0473573109092115,0.262943272854608,1,0.836065573770492,0,1,0,0.166666666666667,-0.0333333333333333,TRUE,FALSE,26,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Haemophilus",0.0302316923234922,0.058425753301754,"Haemophilus","Haemophilus",6,2,15,0.4,0.133333333333333,0.000872,0.00283682720154552,12,3,30,0.4,0.1,0.00214,0.00999301687214109,1,1,1,0,1,0,0,0.0333333333333333,FALSE,TRUE,27,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Negativicoccus",0.0295437777373096,0.0562615357472748,"Negativicoccus","Negativicoccus",4,1,15,0.266666666666667,0.0666666666666667,0.000226666666666667,0.000685968206954507,8,1,30,0.266666666666667,0.0333333333333333,0.000114666666666667,0.000421063786906067,1,1,1,0,1,0,0,0.0333333333333333,FALSE,TRUE,28,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Gemella",0.0291797254423192,0.0550873514739021,"Gemella","Gemella",6,0,15,0.4,0,6.13333333333333e-05,0.000110961168668958,13,2,30,0.433333333333333,0.0666666666666667,0.000177333333333333,0.000430772628507504,1,0.545454545454545,1,0,1,0,-0.0333333333333333,-0.0666666666666667,FALSE,FALSE,29,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Lachnoclostridium",0.0289129407375585,0.0534711201208632,"Lachnoclostridium","Lachnoclostridium",4,2,15,0.266666666666667,0.133333333333333,0.00129066666666667,0.00323440316125306,1,0,30,0.0333333333333333,0,5.33333333333333e-06,2.92118697336089e-05,0.0359751800477835,0.106060606060606,0.836065573770492,0,0.839506172839506,0,0.233333333333333,0.133333333333333,TRUE,TRUE,30,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Brachybacterium",0.0283232303554591,0.0529580108040127,"Brachybacterium","Brachybacterium",4,0,15,0.266666666666667,0,6.66666666666667e-05,0.00015393257645878,3,0,30,0.1,0,4e-06,1.22051430651746e-05,0.199221368535038,1,0.836065573770492,0,NA,NA,0.166666666666667,0,TRUE,FALSE,31,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Flavonifractor",0.027774675510689,0.0505342320178627,"Flavonifractor","Flavonifractor",4,3,15,0.266666666666667,0.2,0.00786666666666667,0.0201835331278696,1,1,30,0.0333333333333333,0.0333333333333333,0.000209333333333333,0.00114656588704415,0.0359751800477835,0.10077519379845,0.836065573770492,0,0.839506172839506,0,0.233333333333333,0.166666666666667,TRUE,TRUE,32,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Micrococcus",0.0275460773661741,0.0515853155882076,"Micrococcus","Micrococcus",4,0,15,0.266666666666667,0,5.6e-05,0.000107756338892098,8,1,30,0.266666666666667,0.0333333333333333,5.46666666666667e-05,0.000188930443930242,1,1,1,0,NA,NA,0,-0.0333333333333333,FALSE,FALSE,33,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Peptoniphilus",0.027531996054469,0.0530064494018048,"Peptoniphilus","Peptoniphilus",4,0,15,0.266666666666667,0,2.93333333333333e-05,5.75036230742609e-05,10,1,30,0.333333333333333,0.0333333333333333,0.000178666666666667,0.000786207541842849,0.742529947037945,1,1,0,NA,NA,-0.0666666666666667,-0.0333333333333333,FALSE,FALSE,34,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Faecalibacterium",0.0270341692121395,0.0554788611756573,"Faecalibacterium","Faecalibacterium",5,0,15,0.333333333333333,0,2.66666666666667e-05,4.70055721114403e-05,6,0,30,0.2,0,2.26666666666667e-05,5.42620292293972e-05,0.463878975850197,1,0.907114624505929,0,NA,NA,0.133333333333333,0,TRUE,FALSE,35,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Holdemanella",0.0269840507702652,0.0497363355691774,"Holdemanella","Holdemanella",5,3,15,0.333333333333333,0.2,0.011992,0.0313930918697547,7,2,30,0.233333333333333,0.0666666666666667,0.000114666666666667,0.000284735004852768,0.495862833361011,0.314615239175647,0.907114624505929,0,0.839506172839506,0,0.1,0.133333333333333,TRUE,TRUE,36,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Brevundimonas",0.0264082162979861,0.0533512276211729,"Brevundimonas","Brevundimonas",2,0,15,0.133333333333333,0,2.13333333333333e-05,7.22956891292051e-05,8,0,30,0.266666666666667,0,7.73333333333333e-05,0.00021190325270214,0.455583099267608,1,0.907114624505929,0,NA,NA,-0.133333333333333,0,FALSE,FALSE,37,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Anaerococcus",0.0252868234959108,0.0487883660647503,"Anaerococcus","Anaerococcus",4,0,15,0.266666666666667,0,5.33333333333333e-05,0.000115799498312919,11,0,30,0.366666666666667,0,5.06666666666667e-05,0.000107605067607026,0.738377204248235,1,1,0,NA,NA,-0.1,0,FALSE,FALSE,38,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Stenotrophomonas",0.0249394879763989,0.0459483696060414,"Stenotrophomonas","Stenotrophomonas",1,0,15,0.0666666666666667,0,2.13333333333333e-05,8.26236447190916e-05,7,4,30,0.233333333333333,0.133333333333333,0.00096,0.00281111095967168,0.236409230677374,0.284707540521494,0.836065573770492,0,0.839506172839506,0,-0.166666666666667,-0.133333333333333,FALSE,FALSE,39,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Peptostreptococcus",0.0235238009725509,0.0466597662956421,"Peptostreptococcus","Peptostreptococcus",4,0,15,0.266666666666667,0,6.13333333333333e-05,0.000148798361486114,5,0,30,0.166666666666667,0,2.66666666666667e-05,7.81392803040621e-05,0.453907970342278,1,0.907114624505929,0,NA,NA,0.1,0,TRUE,FALSE,40,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Sphingomonas",0.0229393091603234,0.0438613562351845,"Sphingomonas","Sphingomonas",1,0,15,0.0666666666666667,0,5.33333333333333e-06,2.06559111797729e-05,7,1,30,0.233333333333333,0.0333333333333333,0.000229333333333333,0.000918405414698284,0.236409230677374,1,0.836065573770492,0,NA,NA,-0.166666666666667,-0.0333333333333333,FALSE,FALSE,41,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Lawsonella",0.0226113705722733,0.0501176255020827,"Lawsonella","Lawsonella",1,0,15,0.0666666666666667,0,5.06666666666667e-05,0.000196231156207842,7,0,30,0.233333333333333,0,2e-05,5.01033414812446e-05,0.236409230677374,1,0.836065573770492,0,NA,NA,-0.166666666666667,0,FALSE,FALSE,42,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Ruminococcaceae_UCG-014",0.0220555972902787,0.0420513715092375,"Ruminococcaceae_UCG-014","Ruminococcaceae_UCG-014",3,0,15,0.2,0,1.6e-05,3.6410359593312e-05,0,0,30,0,0,0,0,0.0320648343904158,1,0.836065573770492,0,NA,NA,0.2,0,TRUE,FALSE,43,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Dolosigranulum",0.0216082742585513,0.0413369865788871,"Dolosigranulum","Dolosigranulum",5,1,15,0.333333333333333,0.0666666666666667,0.00102133333333333,0.0037908722454011,6,0,30,0.2,0,4.93333333333333e-05,0.000144674029157426,0.463878975850197,0.333333333333333,0.907114624505929,0,0.839506172839506,0,0.133333333333333,0.0666666666666667,TRUE,TRUE,44,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Libanicoccus",0.0215885877307785,0.0417926933807502,"Libanicoccus","Libanicoccus",3,0,15,0.2,0,1.86666666666667e-05,3.9617216074881e-05,3,3,30,0.1,0.1,0.00218,0.00967097185145961,0.384275253957614,0.540169133192389,0.907114624505929,0,1,0,0.1,-0.1,TRUE,FALSE,45,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Finegoldia",0.020747633943494,0.0406376341597899,"Finegoldia","Finegoldia",5,0,15,0.333333333333333,0,3.73333333333333e-05,6.83966025332782e-05,8,0,30,0.266666666666667,0,3.46666666666667e-05,9.26146384993637e-05,0.73249864627319,1,1,0,NA,NA,0.0666666666666667,0,TRUE,FALSE,46,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Phascolarctobacterium",0.0205701843599051,0.0402758651808548,"Phascolarctobacterium","Phascolarctobacterium",4,3,15,0.266666666666667,0.2,0.00068,0.00192790041236574,7,4,30,0.233333333333333,0.133333333333333,0.00154133333333333,0.00511806788256806,1,0.670267622337957,1,0,1,0,0.0333333333333333,0.0666666666666667,TRUE,TRUE,47,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Megasphaera",0.0198741355785567,0.0369395708122706,"Megasphaera","Megasphaera",4,2,15,0.266666666666667,0.133333333333333,0.00893333333333333,0.0266074862361991,3,1,30,0.1,0.0333333333333333,0.0102333333333333,0.055982312559774,0.199221368535038,0.254052149400987,0.836065573770492,0,0.839506172839506,0,0.166666666666667,0.1,TRUE,TRUE,48,0,15,"ns","ns",0.496666666666667,0.180378701264338
"unassigned_Enterobacteriaceae",0.0197710158477895,0.0434849449236528,"unassigned_Enterobacteriaceae","unassigned_Enterobacteriaceae",2,0,15,0.133333333333333,0,1.33333333333333e-05,3.59894164336975e-05,7,2,30,0.233333333333333,0.0666666666666667,0.001272,0.0059478784394971,0.695126535589861,0.545454545454545,1,0,1,0,-0.1,-0.0666666666666667,FALSE,FALSE,49,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Succinivibrio",0.0196263322119543,0.0378143788004044,"Succinivibrio","Succinivibrio",4,1,15,0.266666666666667,0.0666666666666667,0.000424,0.00152193861336689,8,2,30,0.266666666666667,0.0666666666666667,0.00217866666666667,0.00890845229536818,1,1,1,0,1,0,0,0,FALSE,FALSE,50,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Enterorhabdus",0.0189164067858175,0.0426049224331624,"Enterorhabdus","Enterorhabdus",0,0,15,0,0,0,0,5,2,30,0.166666666666667,0.0666666666666667,0.002708,0.0109915887590592,0.152615204798982,0.545454545454545,0.836065573770492,0,1,0,-0.166666666666667,-0.0666666666666667,FALSE,FALSE,51,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Ezakiella",0.0187356812445799,0.0360984729839615,"Ezakiella","Ezakiella",4,0,15,0.266666666666667,0,2.13333333333333e-05,4.5018514709691e-05,7,1,30,0.233333333333333,0.0333333333333333,7.86666666666667e-05,0.000281568676418791,1,1,1,0,NA,NA,0.0333333333333333,-0.0333333333333333,TRUE,FALSE,52,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Megamonas",0.0185489415766627,0.0360334060625529,"Megamonas","Megamonas",3,3,15,0.2,0.2,0.0375626666666667,0.140664878724814,2,2,30,0.0666666666666667,0.0666666666666667,0.00112266666666667,0.00447276427166524,0.314615239175647,0.314615239175647,0.836065573770492,0,0.839506172839506,0,0.133333333333333,0.133333333333333,TRUE,TRUE,53,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Alistipes",0.018103446464831,0.0337581749889268,"Alistipes","Alistipes",4,3,15,0.266666666666667,0.2,0.00480266666666667,0.0147238152405582,3,2,30,0.1,0.0666666666666667,0.000288,0.00122242946344705,0.199221368535038,0.314615239175647,0.836065573770492,0,0.839506172839506,0,0.166666666666667,0.133333333333333,TRUE,TRUE,54,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Erysipelatoclostridium",0.0170641169549823,0.0345849764543167,"Erysipelatoclostridium","Erysipelatoclostridium",3,2,15,0.2,0.133333333333333,0.001352,0.00355000845069417,2,1,30,0.0666666666666667,0.0333333333333333,0.00163866666666667,0.00896779515182285,0.314615239175647,0.254052149400987,0.836065573770492,0,0.839506172839506,0,0.133333333333333,0.1,TRUE,TRUE,55,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Sphingobacterium",0.016758917382657,0.035326512449148,"Sphingobacterium","Sphingobacterium",2,0,15,0.133333333333333,0,1.06666666666667e-05,3.19523454687192e-05,4,1,30,0.133333333333333,0.0333333333333333,0.000118666666666667,0.000431131097218127,1,1,1,0,NA,NA,0,-0.0333333333333333,FALSE,FALSE,56,0,15,"ns","ns",0.496666666666667,0.180378701264338
"unassigned_Weeksellaceae",0.0155238007837483,0.0300470196030634,"unassigned_Weeksellaceae","unassigned_Weeksellaceae",2,0,15,0.133333333333333,0,2.93333333333333e-05,8.06639117986889e-05,1,0,30,0.0333333333333333,0,1.33333333333333e-06,7.30296743340222e-06,0.254052149400987,1,0.836065573770492,0,NA,NA,0.1,0,TRUE,FALSE,57,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Granulicatella",0.0150463779143263,0.0314454714888215,"Granulicatella","Granulicatella",1,0,15,0.0666666666666667,0,8e-06,3.09838667696593e-05,7,1,30,0.233333333333333,0.0333333333333333,0.000105333333333333,0.000320944009869735,0.236409230677374,1,0.836065573770492,0,NA,NA,-0.166666666666667,-0.0333333333333333,FALSE,FALSE,58,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Eggerthella",0.0142675455846878,0.0276049145141208,"Eggerthella","Eggerthella",3,0,15,0.2,0,7.2e-05,0.000182803563578894,1,1,30,0.0333333333333333,0.0333333333333333,4.93333333333333e-05,0.000270209795035882,0.10077519379845,1,0.836065573770492,0,NA,NA,0.166666666666667,-0.0333333333333333,TRUE,FALSE,59,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Aerococcus",0.0137460993530041,0.0261506022041787,"Aerococcus","Aerococcus",2,0,15,0.133333333333333,0,3.2e-05,8.44477860658796e-05,4,0,30,0.133333333333333,0,1.6e-05,4.99378924610188e-05,1,1,1,0,NA,NA,0,0,FALSE,FALSE,60,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Olsenella",0.0134127911583085,0.0296359496883353,"Olsenella","Olsenella",2,1,15,0.133333333333333,0.0666666666666667,0.000192,0.000721775588392958,4,2,30,0.133333333333333,0.0666666666666667,0.00319066666666667,0.0144920912874939,1,1,1,0,1,0,0,0,FALSE,FALSE,61,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Bilophila",0.0129554236021318,0.0246035265325906,"Bilophila","Bilophila",3,2,15,0.2,0.133333333333333,0.000824,0.00211085899914838,3,2,30,0.1,0.0666666666666667,0.000246666666666667,0.000952040760259456,0.384275253957614,0.591261451726568,0.907114624505929,0,1,0,0.1,0.0666666666666667,TRUE,TRUE,62,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Agathobacter",0.0124071227527853,0.0242891248435441,"Agathobacter","Agathobacter",3,2,15,0.2,0.133333333333333,0.003304,0.0117331647174032,4,1,30,0.133333333333333,0.0333333333333333,0.000190666666666667,0.000977410136387302,0.670267622337957,0.254052149400987,1,0,0.839506172839506,0,0.0666666666666667,0.1,TRUE,TRUE,63,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Slackia",0.0122760683908582,0.0239041026163371,"Slackia","Slackia",2,1,15,0.133333333333333,0.0666666666666667,0.000405333333333333,0.00148361463357315,5,2,30,0.166666666666667,0.0666666666666667,0.000982666666666667,0.00490207199917111,1,1,1,0,1,0,-0.0333333333333333,0,FALSE,FALSE,64,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Sphingobium",0.0121772202194031,0.0256634916655933,"Sphingobium","Sphingobium",0,0,15,0,0,0,0,5,3,30,0.166666666666667,0.1,0.000454666666666667,0.00144552516010817,0.152615204798982,0.540169133192389,0.836065573770492,0,1,0,-0.166666666666667,-0.1,FALSE,FALSE,65,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.0120022319809899,0.0252941968017319,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0,0,15,0,0,0,0,5,1,30,0.166666666666667,0.0333333333333333,0.000176,0.000656897619693222,0.152615204798982,1,0.836065573770492,0,NA,NA,-0.166666666666667,-0.0333333333333333,FALSE,FALSE,66,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Porphyromonas",0.0119539395760011,0.0233373811042827,"Porphyromonas","Porphyromonas",3,0,15,0.2,0,2.4e-05,5.81623343999976e-05,5,0,30,0.166666666666667,0,6.13333333333333e-05,0.000197287350964462,1,1,1,0,NA,NA,0.0333333333333334,0,TRUE,FALSE,67,0,15,"ns","ns",0.496666666666667,0.180378701264338
"Catenibacterium",0.0116010189470869,0.0227561405614661,"Catenibacterium","Catenibacterium",2,1,15,0.133333333333333,0.0666666666666667,0.000386666666666667,0.0014755660737816,5,4,30,0.166666666666667,0.133333333333333,0.00231466666666667,0.00882336542773019,1,0.651076849034875,1,0,1,0,-0.0333333333333333,-0.0666666666666667,FALSE,FALSE,68,0,15,"ns","ns",0.496666666666667,0.180378701264338
