feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
t823	IgA	IgA	-0.0210065676198098	0.0113173179219316	56	50	0.068892840739931	0.903256242727535
t821	IgA	IgA	-0.0182692928773037	0.0138769721092457	56	53	0.193560571972758	0.903256242727535
t29466	IgA	IgA	0.0128786931391692	0.00971867018668419	56	56	0.190701367805798	0.903256242727535
t74426	IgA	IgA	-0.00478355440831015	0.00376519646838205	56	51	0.209365246710474	0.903256242727535
t550	IgA	IgA	0.00221053109152512	0.00131986527531607	56	50	0.0997529677648547	0.903256242727535
t1492	IgA	IgA	0.00908527806594909	0.00411021330789058	56	54	0.0313336285185713	0.903256242727535
t1613	IgA	IgA	-0.00485716219010674	0.00349203501134267	56	40	0.169953010114624	0.903256242727535
t437897	IgA	IgA	0.00212254330284379	0.00171599892986287	56	26	0.221471329057323	0.903256242727535
t40545	IgA	IgA	-0.00433852976555226	0.00364410930032015	56	34	0.239033949424918	0.903256242727535
t1547	IgA	IgA	-0.00121107012108367	0.000987930933426471	56	39	0.225568759468926	0.903256242727535
t1550024	IgA	IgA	-0.000518153762012492	0.000376824947296362	56	22	0.17479394028685	0.903256242727535
t84112	IgA	IgA	-0.00079907424144118	0.00057886049189153	56	37	0.173143210431246	0.903256242727535
t2109685	IgA	IgA	-0.00372071217535753	0.00262660396141301	56	38	0.162358138477106	0.903256242727535
t328813	IgA	IgA	-0.00260780346427648	0.00172927775599857	56	37	0.137375471298048	0.903256242727535
t111015	IgA	IgA	-0.00102947157530137	0.000591396339746136	56	29	0.087423520634397	0.903256242727535
t28118	IgA	IgA	-0.00176264726310088	0.0011603713531091	56	36	0.134586811244956	0.903256242727535
t1660	IgA	IgA	-0.0017160497373949	0.00101834438244693	56	45	0.0977335715686594	0.903256242727535
t2479767	IgA	IgA	-0.000887024995697069	0.000766179520561267	56	50	0.252071509598382	0.903256242727535
t1379	IgA	IgA	0.000816078164077076	0.000693630715038678	56	46	0.244543110439498	0.903256242727535
t1335613	IgA	IgA	-0.00102179320354796	0.000494757627358535	56	35	0.0437145291714641	0.903256242727535
t34062	IgA	IgA	0.0012714720820068	0.00108637920743738	56	39	0.246989050523126	0.903256242727535
t901	IgA	IgA	-0.00117512244108586	0.000991717407628283	56	14	0.241231234384456	0.903256242727535
t143361	IgA	IgA	0.000282395456125082	0.000225603718459765	56	14	0.216062545306651	0.903256242727535
t1583	IgA	IgA	0.000259733448989123	0.000128166350487843	56	14	0.0476607259636106	0.903256242727535
t573	IgA	IgA	0.00600441330947724	0.00762942382282673	56	54	0.434718094117557	0.904796754627385
t817	IgA	IgA	-0.0237392270631494	0.0227256791417351	56	54	0.300861998248475	0.904796754627385
t1316412	IgA	IgA	-0.00869390044387334	0.0127391651234478	56	56	0.49786883196892	0.904796754627385
t1351	IgA	IgA	-0.00361028629448937	0.00529295982222054	56	52	0.498096103928199	0.904796754627385
t853	IgA	IgA	-0.000460346192203471	0.000534679343980392	56	54	0.393058033232363	0.904796754627385
t584	IgA	IgA	7.05790790287638e-05	8.78217958680379e-05	56	14	0.425115605454945	0.904796754627385
t1358	IgA	IgA	8.24875011612393e-05	0.000136129125316733	56	42	0.547086409774698	0.904796754627385
