"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"1","Prevotella_9","week of life 1",274,10.9,0.042,90,63.3,1.401,1.05689480548239e-21,2.18777224734855e-19,1.52973703897443e-16,2.27600455587964e-14,1,"Malawi"
"2","Hydrogenophilus","week of life 1",274,48.2,0.414,90,1.1,0.001,6.08937299723387e-20,6.30250105213705e-18,2.28385233666083e-09,4.85682580851585e-08,3,"India"
"3","S31","week of life 1",274,46.4,0.24,90,1.1,0.001,5.37890223578899e-19,3.7114425426944e-17,2.74443206747108e-09,7.05267884815021e-08,2,"India"
"4","Faecalibacterium","week of life 1",274,2.9,0.006,90,38.9,0.236,5.0308058375564e-17,2.60344202093544e-15,1.55922827688503e-07,2.92095292397395e-06,14,"Malawi"
"5","Paracoccus","week of life 1",274,93.1,1.431,90,53.3,0.428,5.20304786256649e-16,2.15406181510253e-14,3.82282891427577e-15,3.87585296886202e-13,4,"India"
"6","Bacteroides","week of life 1",274,7.3,0.015,90,43.3,0.712,9.4375074830549e-14,2.79399828290435e-12,3.86531762436225e-07,4.99225313447617e-06,12,"Malawi"
"7","Rubellimicrobium","week of life 1",274,36.5,0.26,90,1.1,0.007,9.44830337214033e-14,2.79399828290435e-12,1.2199130198205e-05,0.000123699617058435,9,"India"
"8","Alishewanella","week of life 1",274,43.1,0.299,90,4.4,0.003,1.62973416940728e-13,4.21693716334134e-12,2.81112153893257e-07,4.70289168948019e-06,6,"India"
"9","Saccharopolyspora","week of life 1",274,31,0.16,90,0,0,8.43532400354656e-13,1.94012452081571e-11,0.000103667443118452,0.000866423231291221,18,"India"
"10","Rheinheimera","week of life 1",274,37.2,0.255,90,4.4,0.014,7.49985754932945e-11,1.5524705127112e-09,3.15041768242323e-05,0.00028308275740135,17,"India"
"11","Pseudomonas","week of life 1",274,95.6,2.443,90,68.9,1.672,1.362180219741e-10,2.5633755044217e-09,3.7971560731757e-06,5.80996604138998e-05,7,"India"
"12","Deinococcus","week of life 1",274,27.7,0.144,90,1.1,0,5.92346744930662e-10,1.02179813500539e-08,0.000839950528526402,0.0047656204451435,26,"India"
"13","Flavobacterium","week of life 1",274,10.2,0.044,90,40,0.177,1.65838603304271e-09,2.64066083722954e-08,7.68934477253904e-05,0.000661232713597381,10,"Malawi"
