"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"1","Prevotella_9","week of life 7",79,59.5,2.335,39,0,0,8.15194035532717e-12,1.46734926395889e-09,4.06234403463055e-07,3.46215652337756e-05,1,"Malawi"
"2","Bifidobacterium","week of life 7",79,94.9,5.089,39,51.3,0.425,6.22538434448108e-08,5.60284591003297e-06,6.90157350627138e-08,7.85622386834339e-06,2,"Malawi"
"3","Succinivibrio","week of life 7",79,32.9,0.303,39,0,0,7.91711788051396e-06,0.000475027072830837,0.0344151944897167,0.132275136892407,12,"Malawi"
"4","Ruminococcus_2","week of life 7",79,31.6,0.378,39,0,0,1.72905510653592e-05,0.000778074797941165,0.0543484758021943,0.185815915515702,15,"Malawi"
"5","Faecalibacterium","week of life 7",79,41.8,0.4,39,5.1,0.009,2.65810281532106e-05,0.000956917013515581,0.0129188213771233,0.0819688872776859,6,"Malawi"
"6","Micrococcus","week of life 7",79,64.6,0.7,39,25.6,0.122,8.14023860704828e-05,0.00244207158211448,0.00239601533005447,0.0365107287423234,4,"Malawi"
"7","Agathobacter","week of life 7",79,36.7,0.348,39,5.1,0.215,0.000126325873010767,0.00324837959170544,0.0391609571637903,0.149323155747601,31,"Malawi"
"8","Dietzia","week of life 7",79,30.4,0.156,39,2.6,0.001,0.000237920433857084,0.00535320976178438,0.211296675322732,0.397846364346799,21,"Malawi"
"9","Janibacter","week of life 7",79,43,0.321,39,10.3,0.014,0.000299804421583011,0.00599608843166022,0.0268987452136415,0.127676143730731,8,"Malawi"
"10","Blautia","week of life 7",79,45.6,0.486,39,12.8,0.314,0.00041469143184262,0.00746444577316716,0.0213662316541875,0.113823283561501,11,"Malawi"
"11","Brevibacterium","week of life 7",79,32.9,0.187,39,5.1,0.003,0.000514571235456797,0.00842025658020213,0.115186864234383,0.277662595096618,13,"Malawi"
"12","Brachybacterium","week of life 7",79,40.5,0.192,39,10.3,0.028,0.000635515624222144,0.00925563638521874,0.0547228168302136,0.190808993065933,28,"Malawi"
"13","Senegalimassilia","week of life 7",79,21.5,0.157,39,0,0,0.000668462627821354,0.00925563638521874,0.316974515905637,0.507743807501944,60,"Malawi"
"14","Kocuria","week of life 7",79,59.5,1.384,39,25.6,0.066,0.000774803362048667,0.00996175751205429,0.00329139602889298,0.043186908693287,3,"Malawi"
"15","Ruminococcaceae_UCG-002","week of life 7",79,20.3,0.059,39,0,0,0.00120809436114832,0.0144971323337798,0.329298951838652,0.516597087027924,48,"Malawi"
"16","Haemophilus","week of life 7",79,24.1,0.104,39,48.7,2.438,0.0113704830864447,0.0660221598567755,0.0013417825887238,0.023163943995859,10,"UK"
"17","Paracoccus","week of life 7",79,48.1,0.492,39,17.9,0.042,0.00225297500499549,0.0241342038490748,0.0285346959728964,0.14221874248816,9,"Malawi"
"18","Weissella","week of life 7",79,19,0.097,39,0,0,0.00227934147463484,0.0241342038490748,0.417941415606376,0.596475799239711,46,"Malawi"
"19","Citricoccus","week of life 7",79,27.8,0.062,39,5.1,0.003,0.00329649814423357,0.0312299824190548,0.287109575174622,0.486532281903635,29,"Malawi"
"20","Luteimonas","week of life 7",79,24.1,0.104,39,2.6,0.001,0.00320609951067719,0.0312299824190548,0.38601395014888,0.579598321038742,33,"Malawi"
"21","Catenibacterium","week of life 7",79,16.5,0.054,39,0,0,0.00459533937368937,0.0344650453026703,0.455460672988766,0.626448523208425,126,"Malawi"
"22","Holdemanella","week of life 7",79,17.7,0.048,39,0,0,0.00449388689385148,0.0344650453026703,0.451619097594306,0.637272020447387,62,"Malawi"
"23","Kytococcus","week of life 7",79,16.5,0.049,39,0,0,0.00459533937368937,0.0344650453026703,0.484299298145751,0.655200386543323,84,"Malawi"
"24","Ruminococcaceae_UCG-005","week of life 7",79,17.7,0.068,39,0,0,0.00449388689385148,0.0344650453026703,0.404765604180596,0.580930625239465,69,"Malawi"
"25","Treponema_2","week of life 7",79,17.7,0.058,39,0,0,0.00449388689385148,0.0344650453026703,0.495464666509591,0.671542455992716,42,"Malawi"
"26","Subdoligranulum","week of life 7",79,38,0.368,39,12.8,0.032,0.00522143153367846,0.0375943070424849,0.0793670320966421,0.247543614460899,32,"Malawi"
"27","Cloacibacterium","week of life 7",79,21.5,0.353,39,2.6,0.002,0.0059784830310363,0.0384331051995191,0.425294400118463,0.613414182283898,35,"Malawi"
"28","Lachnospiraceae_NK4A136_group","week of life 7",79,21.5,0.074,39,2.6,0.004,0.0059784830310363,0.0384331051995191,0.394116550951626,0.586768224283187,54,"Malawi"
"29","Roseburia","week of life 7",79,21.5,0.14,39,2.6,0.001,0.0059784830310363,0.0384331051995191,0.316881243957128,0.517508901225891,50,"Malawi"
"30","unassigned_Lachnospiraceae","week of life 7",79,34.2,0.225,39,10.3,0.125,0.00695388373055137,0.0431620369482499,0.187085381768,0.389034101283634,37,"Malawi"
"31","Haematobacter","week of life 7",79,15.2,0.048,39,0,0,0.00821200744358537,0.0492720446615122,0.51147142472688,0.682026030396634,114,"Malawi"
