"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"1","Prevotella_9","week of life 1",90,63.3,1.405,50,2,0.001,2.7678496690567e-14,4.56695195394355e-12,1.35225537085811e-08,1.18214419300694e-06,1,"Malawi"
"2","Bifidobacterium","week of life 1",90,81.1,2.923,50,30,0.083,4.25501841290986e-09,3.51039019065063e-07,6.32518222232679e-09,6.08478531102405e-07,2,"Malawi"
"3","Brachybacterium","week of life 1",90,40,0.252,50,2,0.006,1.59635858438913e-07,8.77997221414022e-06,0.0161085695136612,0.0683110656820523,6,"Malawi"
"4","Faecalibacterium","week of life 1",90,38.9,0.237,50,4,0.004,2.07623420261209e-06,8.56446608577487e-05,0.0104924278097987,0.0487991398552622,9,"Malawi"
"5","Micrococcus","week of life 1",90,68.9,0.711,50,28,0.078,3.66608785103522e-06,0.000120980899084162,6.32703372486059e-05,0.00154852226131465,3,"Malawi"
"6","Empedobacter","week of life 1",90,27.8,0.37,50,0,0,4.67387549533777e-06,0.000128531576121789,0.219092057048859,0.374442426313675,20,"Malawi"
"7","Agathobacter","week of life 1",90,33.3,0.235,50,4,0.011,3.84903370710788e-05,0.000861124678663931,0.0773145953663806,0.183326036371564,26,"Malawi"
"8","Dorea","week of life 1",90,23.3,0.167,50,0,0,4.17514995715845e-05,0.000861124678663931,0.343163592763073,0.501810759717237,39,"Malawi"
"9","Janibacter","week of life 1",90,47.8,0.257,50,14,0.022,4.79162945536289e-05,0.000878465400149864,0.00879524452653448,0.0473168809148692,11,"Malawi"
"10","Aeromonas","week of life 1",90,35.6,0.209,50,6,0.001,7.3116528756699e-05,0.00120642272448553,0.0326132330192599,0.107242373452799,7,"Malawi"
"11","Gemella","week of life 1",90,66.7,2.223,50,86,6.386,0.015989891190794,0.0558886934514528,4.53715449357336e-05,0.00140064375394147,5,"UK"
"12","Collinsella","week of life 1",90,43.3,0.586,50,12,0.009,0.000128594264072597,0.00192891396108895,0.0126689296986758,0.0556098666116287,16,"Malawi"
"13","unassigned","week of life 1",90,7.8,0.005,50,34,0.026,0.000141806095840667,0.00194983381780917,0.000538363456069376,0.00473396238173657,30,"UK"
"14","Delftia","week of life 1",90,0,0,50,16,0.719,0.00017981464150914,0.00228226275761601,0.0138993749979598,0.0496112401584001,66,"UK"
"15","Ruminococcus_2","week of life 1",90,28.9,0.423,50,4,0.005,0.000290013554272252,0.00319014909699477,0.15591519781305,0.301306690678584,33,"Malawi"
"16","unassigned_Lachnospiraceae","week of life 1",90,32.2,0.208,50,6,0.002,0.000279016226687453,0.00319014909699477,0.120109669494324,0.252474191646427,23,"Malawi"
"17","Paracoccus","week of life 1",90,53.3,0.429,50,22,0.028,0.000340897752843012,0.00351550807619356,0.00892490845254028,0.0487967711258554,8,"Malawi"
"18","Kocuria","week of life 1",90,60,0.563,50,28,0.358,0.00037908087369549,0.00367931436233858,0.00144208199008393,0.0148747271633102,12,"Malawi"
"19","Phascolarctobacterium","week of life 1",90,17.8,0.062,50,0,0,0.000609372233284936,0.00558591213844525,0.47746017855464,0.632012472315945,49,"Malawi"
"20","Haemophilus","week of life 1",90,31.1,0.623,50,60,3.216,0.001220280887536,0.010067317322172,0.000445852084185319,0.00576903265081907,21,"UK"
"21","Brevibacterium","week of life 1",90,28.9,0.141,50,6,0.005,0.00101271531782322,0.00879463302320164,0.215340690853906,0.376894079610917,27,"Malawi"
"22","Enhydrobacter","week of life 1",90,35.6,0.343,50,64,0.677,0.00146655972193674,0.0115229692437887,0.00147758384844437,0.0146302439438267,18,"UK"
"23","Citricoccus","week of life 1",90,21.1,0.157,50,2,0.002,0.00177192350362719,0.0131928880879878,0.543584634883604,0.691073399762641,50,"Malawi"
