"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"1","Hydrogenophilus","week of life 7",247,55.9,1.14,39,0,0,4.43644856223462e-13,3.88189249195529e-11,5.10330170870267e-07,2.28683960894272e-05,4,"India"
"2","Paracoccus","week of life 7",247,78.5,2.162,39,17.9,0.042,3.08309766784128e-13,3.88189249195529e-11,3.96098136243198e-11,6.79967448473152e-09,1,"India"
"3","S31","week of life 7",247,40.1,0.613,39,0,0,2.06716247645203e-08,1.20584477793035e-06,0.00269403638289509,0.0158461371053181,8,"India"
"4","Micrococcus","week of life 7",247,70.9,1.123,39,25.6,0.122,1.08013429395759e-07,4.72558753606444e-06,1.64993393554491e-05,0.00038216626483532,6,"India"
"5","Bifidobacterium","week of life 7",247,87.4,3.487,39,51.3,0.425,8.94524196843294e-07,3.13083468895153e-05,8.33301635149808e-06,0.000226275615099441,2,"India"
"6","Corynebacterium_1","week of life 7",247,95.1,8.324,39,79.5,1.206,0.00217455148813391,0.011931607579419,6.98490144570695e-07,3.59288681053317e-05,3,"India"
"7","Rubellimicrobium","week of life 7",247,32.4,0.234,39,0,0,1.27533133033787e-06,3.71971638015212e-05,0.0228933471843042,0.0811949752355863,10,"India"
"8","Bacteroides","week of life 7",247,5.3,0.039,39,33.3,0.316,2.37717372685291e-06,5.67910897445133e-05,0.0053039632359717,0.0206334844298879,23,"UK"
"9","Saccharopolyspora","week of life 7",247,31.2,0.2,39,0,0,2.59616410260632e-06,5.67910897445133e-05,0.0410417094189939,0.114928942446568,12,"India"
"10","Streptococcus","week of life 7",247,98.8,33.871,39,100,43.204,1,1,1.58692213158038e-06,6.30769327004526e-05,15,"UK"
"11","Alishewanella","week of life 7",247,30.4,0.451,39,0,0,5.42048464068879e-06,0.000105398312457837,0.0562784129877363,0.144211039835606,26,"India"
"12","Kocuria","week of life 7",247,62.3,0.871,39,25.6,0.066,2.03359899147066e-05,0.000355879823507366,0.000222562645331573,0.00299303112543586,7,"India"
"13","Aeromonas","week of life 7",247,44.1,0.414,39,10.3,0.009,3.06970317895158e-05,0.000447665046930439,0.00355845477107771,0.0218631806331699,11,"India"
"14","Ornithinimicrobium","week of life 7",247,32.4,0.15,39,2.6,0.001,2.93399417581231e-05,0.000447665046930439,0.0396408219974645,0.11056297275751,16,"India"
"15","Scardovia","week of life 7",247,0,0,39,12.8,0.116,3.73986302186131e-05,0.000503443099096714,0.0801176132855771,0.159132771434893,124,"UK"
"16","Geobacillus","week of life 7",247,23.9,0.247,39,0,0,7.69626674102209e-05,0.000857729322045977,0.214539951517974,0.348562522044667,25,"India"
"17","Haemophilus","week of life 7",247,17.4,0.114,39,48.7,2.439,7.84209665870607e-05,0.000857729322045977,7.19998858393569e-05,0.00102387405887935,14,"UK"
"18","Qipengyuania","week of life 7",247,24.7,0.171,39,0,0,7.40987762309155e-05,0.000857729322045977,0.154714100961847,0.284813333810885,17,"India"
"19","Exiguobacterium","week of life 7",247,29.6,0.318,39,2.6,0.044,0.000106908826036308,0.0011005320327267,0.0865597342188027,0.191295457466627,20,"India"
"20","Deinococcus","week of life 7",247,23.1,0.135,39,0,0,0.000135939931129332,0.00132163821931295,0.220295087594786,0.360368182847786,62,"India"
"21","Shewanella","week of life 7",247,21.5,0.155,39,0,0,0.000251916396026481,0.00232028259498074,0.277476483625763,0.432658623171601,49,"India"
"22","Rheinheimera","week of life 7",247,26.7,0.256,39,2.6,0.047,0.000358783427277429,0.00313935498867751,0.202703251279225,0.338734911766589,36,"India"
"23","Acinetobacter","week of life 7",247,96.4,7.296,39,79.5,4.966,0.000577155889280013,0.00480963241066678,0.0116443107416709,0.0645804832072703,5,"India"
"24","Alicyclobacillus","week of life 7",247,0.8,0.002,39,12.8,0.016,0.000634992426224546,0.00505107611769525,0.0456417947455317,0.116030720138537,101,"UK"
"25","Brachybacterium","week of life 7",247,37.2,0.284,39,10.3,0.028,0.00079997667172024,0.00601149315515347,0.0540056976494084,0.153492016925515,30,"India"
"26","Lysobacter","week of life 7",247,18.6,0.146,39,0,0,0.000824433346992476,0.00601149315515347,0.345236024395532,0.498619803587068,47,"India"
"27","Kytococcus","week of life 7",247,17.8,0.182,39,0,0,0.00138720888391619,0.00971046218741333,0.403142887984023,0.550357518668828,44,"India"
"28","Pseudomonas","week of life 7",247,91.1,2.63,39,71.8,5.263,0.00163622052669476,0.0110130227758301,0.157254890353962,0.352647373870328,9,"UK"
"29","Gemella","week of life 7",247,39.7,0.66,39,59,1.614,0.0353066492423668,0.0834954542893809,0.00115111158003188,0.0112293991162031,22,"UK"
"30","Bounagaea","week of life 7",247,16.2,0.218,39,0,0,0.00245450213062334,0.011931607579419,0.484804133647886,0.631621058479814,60,"India"
"31","Bradyrhizobium","week of life 7",247,21.9,0.971,39,2.6,0.002,0.00202537955528092,0.011931607579419,0.269688601667654,0.425489230656071,34,"India"
"32","Candidatus_Aquiluna","week of life 7",247,0,0,39,7.7,0.003,0.00236875800256082,0.011931607579419,0.181500491429336,0.296533830652388,145,"UK"
"33","Chryseomicrobium","week of life 7",247,16.6,0.114,39,0,0,0.00240125144116705,0.011931607579419,0.453781608974165,0.603909644554698,48,"India"
