"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"1","Prevotella_9","week of life 11",232,9.1,0.052,74,60.8,1.429,1.12514964908365e-18,2.02526936835056e-16,1.51764713013416e-10,1.66408235284047e-08,1,"Malawi"
"2","Hydrogenophilus","week of life 11",232,48.3,0.928,74,0,0,5.33594901015266e-18,4.80235410913739e-16,3.95088766246968e-09,2.81113695425383e-07,2,"India"
"3","S31","week of life 11",232,36.6,0.482,74,1.4,0.027,2.05766600700857e-11,1.23459960420514e-09,1.53752849652581e-05,0.000253398018566668,9,"India"
"4","Saccharopolyspora","week of life 11",232,31.9,0.162,74,0,0,4.81243179587598e-11,2.16559430814419e-09,0.00063505391695268,0.00375887538498167,10,"India"
"5","Bacteroides","week of life 11",232,4.7,0.027,74,32.4,0.893,3.12692799633077e-09,1.12569407867908e-07,0.00351368707255723,0.016057128199326,15,"Malawi"
"6","Faecalibacterium","week of life 11",232,1.3,0.001,74,23,0.13,4.35222124573006e-09,1.30566637371902e-07,0.0382916171914348,0.0963616366148987,30,"Malawi"
"7","Agathobacter","week of life 11",232,3.4,0.016,74,28.4,0.333,8.69985496644332e-09,2.23710556279971e-07,0.00708651237287597,0.0293780865628018,21,"Malawi"
"8","Rubellimicrobium","week of life 11",232,33.2,0.542,74,4.1,0.039,4.69048598426279e-08,1.05535934645913e-06,0.000333922847245647,0.00319300725677506,13,"India"
"9","Knoellia","week of life 11",232,0.9,0.008,74,18.9,0.067,6.67410674238781e-08,1.33482134847756e-06,0.0692316330100699,0.155453303009046,44,"Malawi"
"10","Lachnospiraceae_NK4A136_group","week of life 11",232,0,0,74,14.9,0.066,9.08543557924145e-08,1.48670764023951e-06,0.120232697000955,0.221173625389196,103,"Malawi"
"11","Mitsuokella","week of life 11",232,0,0,74,14.9,0.077,9.08543557924145e-08,1.48670764023951e-06,0.127121338460338,0.243700406827854,73,"Malawi"
"12","Roseburia","week of life 11",232,0.4,0,74,14.9,0.049,8.76821528613571e-07,1.31523229292036e-05,0.135833296828657,0.2423521962589,102,"Malawi"
"13","Geobacillus","week of life 11",232,20.3,0.424,74,0,0,1.08476313478275e-06,1.50197972508381e-05,0.0207702470867949,0.0652547476527023,25,"India"
"14","Dialister","week of life 11",232,0,0,74,12.2,0.068,1.91999714577469e-06,2.30399657492962e-05,0.207368639676376,0.333459508790479,123,"Malawi"
"15","Niveispirillum","week of life 11",232,0,0,74,12.2,0.235,1.91999714577469e-06,2.30399657492962e-05,0.274752646065126,0.4043123085754,106,"Malawi"
"16","Parabacteroides","week of life 11",232,0.4,0,74,13.5,0.174,3.71367179301494e-06,4.17788076714181e-05,0.201177832310231,0.331534210533319,65,"Malawi"
"17","Corynebacterium_1","week of life 11",232,92.7,7.705,74,85.1,2.199,0.0633249222225235,0.106527906542563,1.06495689777443e-06,4.34951109162315e-05,3,"India"
"18","Haematobacter","week of life 11",232,1.3,0.004,74,16.2,0.115,4.60563923953753e-06,4.87655919480444e-05,0.156117113599881,0.277854458906329,57,"Malawi"
"19","PMMR1","week of life 11",232,17.7,0.164,74,0,0,6.55677449105157e-06,6.55677449105157e-05,0.047014702406412,0.119119261246257,87,"India"
"20","Paracoccus","week of life 11",232,82.8,2.587,74,60.8,0.6,0.000190945842418516,0.0011456750545111,2.56793477397096e-06,8.15073562759476e-05,5,"India"
"21","Prevotella_2","week of life 11",232,0,0,74,10.8,0.036,8.66907802183117e-06,8.21281075752427e-05,0.330656380060081,0.472537591562172,131,"Malawi"
"22","Deinococcus","week of life 11",232,20.3,0.196,74,1.4,0.002,1.30998218180563e-05,0.000117898396362507,0.020164823786842,0.0686882349689215,50,"India"
"23","Acinetobacter","week of life 11",232,95.7,6.821,74,85.1,3.454,0.00595181761762659,0.0155264807416346,7.55530084137279e-06,0.000189674305386948,4,"India"
"24","Ellin6055","week of life 11",232,15.5,0.195,74,0,0,3.76401476104941e-05,0.000316533093035926,0.0651891112832928,0.144699099831419,83,"India"
"25","Herbaspirillum","week of life 11",232,0,0,74,9.5,0.084,3.86873780377242e-05,0.000316533093035926,0.30199754370974,0.452987513882011,117,"Malawi"
