"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"1","Paracoccus","week of life 1",274,93.1,1.435,50,22,0.028,4.52323710800097e-26,7.37287648604158e-24,3.15175992289689e-21,5.13736867432193e-19,1,"India"
"2","Bifidobacterium","week of life 1",274,87.2,2.414,50,30,0.083,3.45461495257354e-16,2.81551118634743e-14,6.02100981415106e-14,4.90712299853311e-12,2,"India"
"3","Hydrogenophilus","week of life 1",274,48.2,0.414,50,0,0,2.87238800681876e-13,1.56066415037153e-11,9.13639979967157e-05,0.000655668974165337,9,"India"
"4","Micrococcus","week of life 1",274,80.3,0.768,50,28,0.078,1.05821770888882e-12,4.31223716372193e-11,3.12939055643603e-08,1.64149388553223e-06,6,"India"
"5","Pseudomonas","week of life 1",274,95.6,2.449,50,58,2.686,1.39569576774521e-11,4.54996820284939e-10,1.19374795771941e-05,0.000169253402890694,5,"UK"
"6","Alishewanella","week of life 1",274,43.1,0.299,50,0,0,2.03367810698075e-11,5.52482552396437e-10,0.000644082968477091,0.00305106146627572,8,"India"
"7","Aeromonas","week of life 1",274,50,0.38,50,6,0.001,5.53877680422425e-10,1.28974374155508e-08,3.12979802629093e-05,0.000256992373163145,7,"India"
"8","S31","week of life 1",274,46.4,0.243,50,4,0.005,8.63233458027844e-10,1.75883817073173e-08,0.000682846556096461,0.0031615623287698,10,"India"
"9","Rheinheimera","week of life 1",274,37.2,0.255,50,0,0,9.82435933945518e-10,1.77930063592355e-08,0.00873024364492917,0.0272480495229689,15,"India"
"10","Brachybacterium","week of life 1",274,41.6,0.21,50,2,0.006,1.23773084538779e-09,2.0175012779821e-08,0.00402352091126647,0.0143002412278025,11,"India"
"11","Rubellimicrobium","week of life 1",274,36.5,0.26,50,0,0,1.91792541612236e-09,2.84201675298132e-08,0.0264619606576012,0.0552186418695041,13,"India"
"12","Ornithinimicrobium","week of life 1",274,36.1,0.108,50,0,0,2.15843895097769e-09,2.93187957507803e-08,0.0147968112988994,0.0377178260677779,17,"India"
"13","Corynebacterium_1","week of life 1",274,97.4,7.003,50,70,1.465,6.93945300066053e-09,8.70100645467435e-08,9.92957069553227e-07,3.10571778563034e-05,4,"India"
"14","Saccharopolyspora","week of life 1",274,31,0.161,50,0,0,8.59416224305712e-08,1.00060603258451e-06,0.0981611948114053,0.170015406570805,21,"India"
"15","Kocuria","week of life 1",274,67.9,0.549,50,28,0.357,1.77089218965566e-07,1.92436951275916e-06,9.05586808974931e-06,0.000130363098438809,12,"India"
"16","Shewanella","week of life 1",274,28.8,0.212,50,0,0,3.49781686732642e-07,3.56340093358879e-06,0.100573280931102,0.1708022402916,24,"India"
"17","Acinetobacter","week of life 1",274,97.1,5.446,50,74,4.202,5.14586895765584e-07,4.93398023587001e-06,1.16006306014344e-05,0.00016776833909535,3,"India"
"18","Deinococcus","week of life 1",274,27.7,0.144,50,0,0,6.89074389366204e-07,6.23995141481618e-06,0.175138283022557,0.270961416586666,25,"India"
"19","Exiguobacterium","week of life 1",274,41.2,0.319,50,8,0.001,1.7536054139966e-06,1.5044088551655e-05,0.00842301690554612,0.0257516893709748,14,"India"
"20","Gemella","week of life 1",274,66.1,2.333,50,86,6.387,0.00444405598989134,0.0136675684217413,6.79659071147645e-06,0.00011768481068292,18,"UK"
"21","Cloacibacterium","week of life 1",274,31,0.218,50,4,0.002,1.72157073211788e-05,0.000140308014667607,0.156417519555438,0.243457930342313,29,"India"
"22","Streptococcus","week of life 1",274,98.5,27.243,50,98,35.362,0.56991256585185,0.631943865536405,1.52331020168237e-05,0.000200340066443978,19,"UK"
"23","Chryseomicrobium","week of life 1",274,21.2,0.1,50,0,0,3.04498750132505e-05,0.000236349029864754,0.394010798402424,0.493116211070876,38,"India"
"24","Vibrio","week of life 1",274,20.8,0.089,50,0,0,3.23060978727367e-05,0.000239358816057094,0.430183842972398,0.535233133499161,43,"India"
"25","Aerococcus","week of life 1",274,25.2,0.126,50,2,0.002,4.98326242471759e-05,0.000345232791515005,0.338737677357075,0.446088554800988,37,"India"
"26","Geobacillus","week of life 1",274,24.8,0.189,50,2,0.001,5.08318220635591e-05,0.000345232791515005,0.396597830877453,0.508413965313666,40,"India"
"27","Kytococcus","week of life 1",274,19,0.053,50,0,0,9.89148884054092e-05,0.000644925072403268,0.504635868815162,0.604906542309722,61,"India"
"28","Haemophilus","week of life 1",274,39.4,0.461,50,60,3.217,0.00813361319862738,0.022096315856271,0.000113909684215863,0.000908340169684162,27,"UK"
"29","Bounagaea","week of life 1",274,18.2,0.054,50,0,0,0.000171402022284637,0.00102539087498388,0.520024371934368,0.628379138173141,55,"India"
"30","Nocardioides","week of life 1",274,17.9,0.055,50,0,0,0.000176140763800912,0.00102539087498388,0.507900758366365,0.606945019221411,84,"India"
"31","Propioniciclava","week of life 1",274,18.2,0.035,50,0,0,0.000171402022284637,0.00102539087498388,0.523057173606767,0.623651286269219,64,"India"
"32","Janibacter","week of life 1",274,40.9,0.288,50,14,0.022,0.000199116778245147,0.00111917361565376,0.0638225235242233,0.129092054772621,28,"India"
"33","Bradyrhizobium","week of life 1",274,22.3,0.407,50,2,0.001,0.000280252477977663,0.0015227051303453,0.482777217821345,0.590469011360056,35,"India"
"34","PMMR1","week of life 1",274,16.8,0.082,50,0,0,0.000311436960949391,0.00153830983741669,0.570788056416024,0.670265541214336,53,"India"
