feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
p2	IgA	IgA	-0.000844518721259756	0.00114618724080424	282	282	0.46185666130651	0.997279659472415
p1	IgA	IgA	0.00142761367827515	0.00153313193927291	282	282	0.352565365574669	0.997279659472415
p317	IgA	IgA	-1.73934213739367e-05	0.000116548100703369	282	282	0.881473160408817	0.997279659472415
p71	IgA	IgA	-4.06601659815288e-05	0.000112047091148792	282	282	0.716964858955855	0.997279659472415
p456	IgA	IgA	-4.06601659815288e-05	0.000112047091148792	282	282	0.716964858955855	0.997279659472415
p336	IgA	IgA	-4.97153948931994e-05	0.000144586994603154	282	282	0.731221545807194	0.997279659472415
p19	IgA	IgA	-5.56170726612978e-05	0.000115008502804925	282	282	0.629054150222842	0.997279659472415
p153	IgA	IgA	-6.46116233569625e-05	0.000116077797187171	282	282	0.578229328081643	0.997279659472415
p133	IgA	IgA	-6.32608197505554e-05	0.000119119010437255	282	282	0.595789606451872	0.997279659472415
p292	IgA	IgA	-4.18639035485086e-05	0.000151766266210692	282	282	0.782870906321752	0.997279659472415
p446	IgA	IgA	-6.72737434576316e-05	0.000121792034360114	282	282	0.581138464350855	0.997279659472415
p132	IgA	IgA	1.46037536490534e-05	0.000132553634195645	282	282	0.912351563594206	0.997279659472415
p54	IgA	IgA	-7.71225357629137e-05	0.000170933348048703	282	282	0.652205563457324	0.997279659472415
p260	IgA	IgA	-3.00023240478896e-05	0.000111255424660229	282	282	0.787612263225379	0.997279659472415
p261	IgA	IgA	-3.90164381644361e-05	0.000106063092690778	282	282	0.713255064859845	0.997279659472415
p110	IgA	IgA	-3.6018050300428e-05	0.000106641424310257	282	282	0.735805306872131	0.997279659472415
p150	IgA	IgA	1.88222683908396e-05	0.000128452744758289	282	282	0.883607912715338	0.997279659472415
p193	IgA	IgA	6.57506510009778e-06	0.000124127700663653	282	282	0.957793448824964	0.997279659472415
p24	IgA	IgA	-2.28063498842041e-05	0.0001309410977486	282	282	0.861855689697319	0.997279659472415
p221	IgA	IgA	-9.94059190884945e-05	0.000177893767749247	282	275	0.576749126442166	0.997279659472415
p403	IgA	IgA	-6.19410477814008e-05	0.000207680504706651	282	282	0.765732325829547	0.997279659472415
p452	IgA	IgA	-0.000102457389985509	0.000117835225974	282	282	0.385320017324829	0.997279659472415
p338	IgA	IgA	-1.48064601752637e-05	0.000116521520740371	282	282	0.898975721754024	0.997279659472415
p230	IgA	IgA	-1.85980626810039e-05	9.87460098875527e-05	282	282	0.850744661172495	0.997279659472415
p249	IgA	IgA	-1.85980626810039e-05	9.87460098875527e-05	282	282	0.850744661172495	0.997279659472415
p239	IgA	IgA	-0.000111289765471875	0.000134584101094126	282	282	0.408988723879651	0.997279659472415
p8	IgA	IgA	-6.18463618225906e-05	9.09675751350639e-05	282	282	0.497146832550365	0.997279659472415
p13	IgA	IgA	-7.35777628405157e-05	0.000120030151385354	282	282	0.54037787904	0.997279659472415
p375	IgA	IgA	-7.31680641284917e-05	0.00012009982342675	282	282	0.542867934230349	0.997279659472415
p14	IgA	IgA	-6.31313338085586e-05	0.000123340398358477	282	282	0.609161986439354	0.997279659472415
p135	IgA	IgA	-2.98451725442572e-05	0.000121472019115976	282	282	0.806097671450828	0.997279659472415
p348	IgA	IgA	-1.67187545298312e-05	0.000121066713181606	282	282	0.890264290333919	0.997279659472415
p151	IgA	IgA	-7.16182589080027e-05	0.000155836864210965	282	282	0.646180077000582	0.997279659472415
p28	IgA	IgA	-2.08261487359681e-05	0.000106911859764998	282	282	0.845692850715814	0.997279659472415
p67	IgA	IgA	-2.19720321598099e-06	0.000137492364627826	282	282	0.987261291677889	0.997279659472415
p229	IgA	IgA	2.28916297378128e-05	8.44093610224187e-05	282	282	0.786438761253564	0.997279659472415
p15	IgA	IgA	-7.69051729917116e-06	0.000101719361284742	282	282	0.939787152883388	0.997279659472415
p3	IgA	IgA	-3.80508608984774e-05	0.000114978163182197	282	282	0.740937409926544	0.997279659472415
p136	IgA	IgA	-8.09907427431612e-05	0.000139434135390184	282	282	0.561806719450138	0.997279659472415
p55	IgA	IgA	-5.40139596444015e-05	0.000140174594325399	282	282	0.700282947882656	0.997279659472415
p50	IgA	IgA	-6.01220183425918e-05	0.0001698300895576	282	282	0.723595756462898	0.997279659472415
