"","mean","sd","crossval_mean","crossval_sd","module"
"mother_weight",1.18036247541929,2.08321096917762,0.5045,0.103984993089767,"module1"
"HAZ_6_8w",1.15932817491042,2.03530565340581,0.5045,0.103984993089767,"module1"
"birth_weight",1.12277790878615,1.96472825644791,0.5045,0.103984993089767,"module1"
"household_income",1.03770236198949,1.82536675961417,0.5045,0.103984993089767,"module1"
"age_mother",1.02110135631188,1.80266755816817,0.5045,0.103984993089767,"module1"
"maternal_education",0.98669527657398,1.73901651341465,0.5045,0.103984993089767,"module1"
"age_at_first_dose",0.451576835935301,0.806362371621341,0.5045,0.103984993089767,"module1"
"parity",0.421244634213897,0.744431797426112,0.5045,0.103984993089767,"module1"
"place_delivery",0.314931704410499,0.588341825414917,0.5045,0.103984993089767,"module1"
"refrigerator",0.296732517521731,0.560424272447761,0.5045,0.103984993089767,"module1"
"water_treat_wami",0.250440557898542,0.446402550782777,0.5045,0.103984993089767,"module1"
"sex_baby",0.240089343139145,0.450730334124044,0.5045,0.103984993089767,"module1"
"crowding_wami",0.229962852041855,0.41690400010441,0.5045,0.103984993089767,"module1"
"sanitation",0.221836814430522,0.398398932840392,0.5045,0.103984993089767,"module1"
"mode_delivery",0.207488146789319,0.381379096236569,0.5045,0.103984993089767,"module1"
"type_house",0.203972559678565,0.366987548666915,0.5045,0.103984993089767,"module1"
"kitchen",0.168534746658588,0.307177873150188,0.5045,0.103984993089767,"module1"
"kitchen.1",0.167989875890023,0.305317602349818,0.5045,0.103984993089767,"module1"
"breastfed_child",0.128627150534503,0.236872787233455,0.5045,0.103984993089767,"module1"
"MB1_IgA",1.19986215371954,2.13529528733981,0.55,0.105409255338946,"module2"
"A1AT_BS5_Concugml",1.06508731658404,1.87345119574009,0.55,0.105409255338946,"module2"
"A1AT_BS3_Concugml",1.00072043883262,1.7547749233679,0.55,0.105409255338946,"module2"
"BM1_IgA",0.989492003928029,1.749924773429,0.55,0.105409255338946,"module2"
"MPO_BS5_Concngml",0.976469270474664,1.72455187804215,0.55,0.105409255338946,"module2"
"AG_Concugml",0.969087350881238,1.69993146427948,0.55,0.105409255338946,"module2"
"MPO_BS3_Concngml",0.962158460651463,1.70518698181138,0.55,0.105409255338946,"module2"
"MB1_IgG",0.810082313872533,1.42008725957122,0.55,0.105409255338946,"module2"
"CB1_IgG",0.740878657076775,1.30627087530068,0.55,0.105409255338946,"module2"
"OPV_IPV",0.512641775017512,0.928952449563041,0.55,0.105409255338946,"module2"
