"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0161,0.0161,102,0.009,0.0233294923106244,26
"B1.F2",0.0085,0.0085,102,0.0141,0.0300495075858398,26
"B1.F3",0.003,0.003,102,0.0838,0.0736344351766038,26
"B1.F4",0.0065,0.0065,103,0,0.00718492985002419,25
"B1.F5",1e-04,1e-04,103,0.0457,0.0573195448619178,25
"B2.F1",0.0106,0.0106,103,8e-04,0.000215265354800239,25
"B2.F2",0.0082,0.0082,102,0.0252,0.0400136798905609,26
"B2.F3",4e-04,4e-04,102,0.0543,0.0420813065341367,26
"B2.F4",8e-04,8e-04,103,0.0339,0.0123663522012579,25
"B2.F5",4e-04,4e-04,102,0.0341,0.00443872459208813,26
"B3.F1",5e-04,5e-04,103,0.0951,0.0817588357588358,25
"B3.F2",0.0197,0.0197,102,0.0019,0.00206512092467742,26
"B3.F3",0.0098,0.0098,102,0.0098,0.0116135148658257,26
"B3.F4",8e-04,8e-04,103,0.0675,0.0260471079308289,25
"B3.F5",1e-04,1e-04,102,0.0377,0.0309715344896068,26
"B4.F1",6e-04,6e-04,102,0.0204,0.00256896981425283,26
"B4.F2",0,0,103,0.1407,0.144606313497823,25
"B4.F3",0.0336,0.0336,103,2e-04,0.000134952766531714,25
"B4.F4",0.0084,0.0084,102,0.0017,0.0010563060888292,26
"B4.F5",0.021,0.021,102,0.0071,0.00466051752798741,26
"B5.F1",8e-04,8e-04,103,0.0164,0.0127107930828861,25
"B5.F2",0.0108,0.0108,103,0.0381,0.0543415804468436,25
"B5.F3",0.0132,0.0132,102,0.0802,0.0640252865139585,26
"B5.F4",0.0011,0.0011,102,0.1367,0.166936581490798,26
"B5.F5",3e-04,3e-04,102,0.0517,0.0260483823821717,26
"B6.F1",0.0023,0.0023,102,0.0031,0.000105554822535955,26
"B6.F2",5e-04,5e-04,102,0.0663,0.0571733380408079,26
"B6.F3",0.0034,0.0034,103,7e-04,0.00155098389982111,25
"B6.F4",0.0482,0.0482,103,0.029,0.00447266569908079,25
"B6.F5",1e-04,1e-04,102,0.0215,0.0183918722786647,26
"B7.F1",0.0137,0.0137,102,0.1584,0.132616015994949,26
"B7.F2",0.0099,0.0099,102,5e-04,0.000738295921686925,26
"B7.F3",0.0153,0.0153,103,0.003,0.0136665341812401,25
"B7.F4",0.0028,0.0028,102,0.0788,0.156720906160352,26
"B7.F5",0.0358,0.0358,103,0.0129,0.0124599976294892,25
"B8.F1",0.0046,0.0046,103,0.0053,0.0172677457677458,25
"B8.F2",0.0417,0.0417,102,0.0092,0.0324374420759963,26
"B8.F3",5e-04,5e-04,103,0.1439,0.120649122807018,25
"B8.F4",6e-04,6e-04,102,0.1475,0.135992876013644,26
"B8.F5",0,0,102,0.0739,0.0452291859084312,26
"B9.F1",0.0427,0.0427,102,0.0593,0.0113827912382129,26
"B9.F2",0.0043,0.0043,102,0.4165,0.170573182808477,26
"B9.F3",0.0018,0.0018,102,0.0013,0.00836099749307296,26
"B9.F4",0.0097,0.0097,103,0.0047,0.0232871992871993,25
"B9.F5",0.0166,0.0166,103,0.0019,0.000100154083204931,25
"B10.F1",0.0217,0.0217,102,0.0637,0.0489606778763405,26
"B10.F2",9e-04,9e-04,103,0.0384,0.0198674463937622,25
"B10.F3",0.0082,0.0082,102,0.0451,0.0745583946281053,26
"B10.F4",0.0187,0.0187,102,0.0097,0.00777309972490695,26
"B10.F5",0.0323,0.0323,103,4e-04,2.50096190842632e-05,25
"B11.F1",6e-04,6e-04,102,0.1103,0.0943363794990092,26
"B11.F2",2e-04,2e-04,103,0.0618,0.030473566973567,25
"B11.F3",0.0225,0.0225,102,0.0196,0.00681394729837636,26
"B11.F4",0.0033,0.0033,103,0.0355,0.0307825813032521,25
"B11.F5",2e-04,2e-04,102,0.0192,0.0275312575894568,26
"B12.F1",0.0056,0.0056,103,0.1854,0.161236115236115,25
"B12.F2",0.0125,0.0125,102,0.0361,0.0161985377407064,26
"B12.F3",0.0018,0.0018,102,0.1302,0.126836436415348,26
"B12.F4",0.0218,0.0218,103,0.0025,0.0331234068076173,25
"B12.F5",0.0378,0.0378,102,0.0358,0.0296718532619543,26
"B13.F1",0.0043,0.0043,102,0.0084,0.00179779484841044,26
"B13.F2",0,0,103,0.0799,0.0864786061396231,25
"B13.F3",0.0348,0.0348,102,1e-04,0.0150175915250854,26
"B13.F4",0.0023,0.0023,103,0.0026,0.0038972378972379,25
"B13.F5",0.0227,0.0227,102,1e-04,0.0380859576153694,26
"B14.F1",0.0034,0.0034,102,0.1501,0.222357199893532,26
"B14.F2",2e-04,2e-04,103,0.0438,0.0513394204871696,25
"B14.F3",0.0413,0.0413,102,0.0201,0.0255449797868759,26
"B14.F4",0.0302,0.0302,102,0.0136,0.00506893798243279,26
"B14.F5",0.0055,0.0055,103,0.0039,0.0082009207009207,25
"B15.F1",0.0056,0.0056,102,0.0016,0.00116792235300426,26
"B15.F2",0.0029,0.0029,102,0.12,0.12563662752342,26
"B15.F3",0.0239,0.0239,103,0.006,0.00244245676803816,25
"B15.F4",0.0098,0.0098,102,0.0144,0.0208589375818291,26
"B15.F5",0.0012,0.0012,103,0.0771,0.0253295218295218,25
"B16.F1",0.0175,0.0175,102,0.0099,0.0223848815544317,26
"B16.F2",1e-04,1e-04,102,0.0278,0.0228757780605721,26
"B16.F3",0.013,0.013,103,9e-04,8.58676207513417e-05,25
"B16.F4",0,0,102,0.2196,0.169451144243597,26
"B16.F5",0.0016,0.0016,103,0.0032,0.00234942433480333,25
"B17.F1",0.0169,0.0169,102,0.3171,0.381729231946099,26
"B17.F2",0.0113,0.0113,102,0.0082,0.030147512864494,26
"B17.F3",0.0014,0.0014,103,0.0319,0.0440856313497823,25
"B17.F4",7e-04,7e-04,103,0.0876,0.0515138958771125,25
"B17.F5",0.0157,0.0157,102,0.0191,0.0103702114855827,26
"B18.F1",0.0013,0.0013,102,0.0072,0.0228093416017944,26
"B18.F2",0.0073,0.0073,102,0.0722,0.161928770025156,26
"B18.F3",0.0135,0.0135,102,0.0615,0.0620088131783633,26
"B18.F4",0.0203,0.0203,103,0.0136,0.00166469124096243,25
"B18.F5",0.0191,0.0191,103,0.0978,0.0551548137397194,25
"B19.F1",0.051,0.051,102,0.0176,0.0148245940910301,26
"B19.F2",0.0047,0.0047,103,0.0022,0.00221884317233154,25
"B19.F3",6e-04,6e-04,103,0.1232,0.105915884807766,25
"B19.F4",0.0039,0.0039,102,0.004,0.0124306750812775,26
"B19.F5",0.003,0.003,102,0.0279,0.00230235973700595,26
"B20.F1",0.0227,0.0227,103,0.0012,0.000111440626146508,25
"B20.F2",0.0085,0.0085,102,0.0086,0.0169899665551839,26
"B20.F3",0.0087,0.0087,103,3e-04,0.0053045738045738,25
"B20.F4",0.001,0.001,102,0.0625,0.0474542860085029,26
"B20.F5",7e-04,7e-04,102,0.0778,0.209744472395075,26
