"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.1285,0.1285,42,0.119,0.132835201328352,11
"B1.F2",0.3264,0.3264,42,0.3296,0.393471074380165,11
"B1.F3",0.342,0.342,43,0.0141,0.03089072543618,10
"B1.F4",0.2558,0.2558,43,0.1023,0.164885215794307,10
"B1.F5",0.1067,0.1067,42,0.0772,0.000743801652892562,11
"B2.F1",0.2584,0.2584,43,0.2432,0.229237832874196,10
"B2.F2",0.036,0.036,43,0.3183,0.333518107908352,10
"B2.F3",0.2951,0.2951,42,0.172,0.152809917355372,11
"B2.F4",0.1822,0.1822,42,0.6172,0.49,11
"B2.F5",0.266,0.266,42,0.0932,0.0743801652892562,11
"B3.F1",0.411,0.411,43,0.0051,0.0106152433425161,10
"B3.F2",0.1378,0.1378,42,0.5548,0.714793388429752,11
"B3.F3",0.1679,0.1679,42,0.2415,0.25,11
"B3.F4",0.2212,0.2212,43,0.1118,0.0194306703397612,10
"B3.F5",0.1925,0.1925,42,0.0874,0.107596513075965,11
"B4.F1",0.4329,0.4329,42,0.0588,0.00826446280991736,11
"B4.F2",0.1677,0.1677,43,0.5059,0.345601469237833,10
"B4.F3",0.0408,0.0408,42,0.5861,0.428429752066116,11
"B4.F4",0.1842,0.1842,42,0.0734,0.101239669421488,11
"B4.F5",0.191,0.191,43,0.3758,0.217777777777778,10
"B5.F1",0.1462,0.1462,42,0.192,0.16,11
"B5.F2",0.3123,0.3123,42,0.0039,0.0267768595041322,11
"B5.F3",0.0063,0.0063,42,0.4893,0.583140495867769,11
"B5.F4",0.2349,0.2349,43,0.3073,0.195739210284665,10
"B5.F5",0.2872,0.2872,43,0.0097,0.00179981634527089,10
"B6.F1",0.0253,0.0253,43,0.2967,0.253039485766758,10
"B6.F2",0.4241,0.4241,42,0.0255,0.0437190082644628,11
"B6.F3",0.3479,0.3479,43,0.1725,0.206611570247934,10
"B6.F4",0.3136,0.3136,42,0.1013,0.00826446280991736,11
"B6.F5",0.3605,0.3605,42,2e-04,0.000330578512396694,11
"B7.F1",0.0123,0.0123,42,0.0061,0.00074719800747198,11
"B7.F2",0.1227,0.1227,42,0.4669,0.36,11
"B7.F3",0.4264,0.4264,43,0.0127,0.0352984389348026,10
"B7.F4",0.1123,0.1123,42,0.4507,0.27801652892562,11
"B7.F5",0.2641,0.2641,43,0.3075,0.265381083562902,10
"B8.F1",0.1106,0.1106,42,0.2506,0.37099173553719,11
"B8.F2",0.3429,0.3429,43,0.103,0.2669992609017,10
"B8.F3",0.2297,0.2297,43,0.125,0.174876033057851,10
"B8.F4",0.3078,0.3078,42,0.0022,0.011900826446281,11
"B8.F5",0.3317,0.3317,42,0.0306,0.064793388429752,11
"B9.F1",0.1539,0.1539,42,0.0345,0.00298879202988792,11
"B9.F2",0.205,0.205,42,0.2595,0.182561983471074,11
"B9.F3",0.6083,0.6083,43,0.0027,3.67309458218549e-05,10
"B9.F4",0.2484,0.2484,42,0.004,0.00132231404958678,11
"B9.F5",0.0902,0.0902,43,0.2311,0.0881910009182736,10
"B10.F1",0.4404,0.4404,43,0.2686,0.229237832874196,10
