"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.139,0.139,40,0.1355,0.138925619834711,11
"B1.F2",0.1965,0.1965,41,0.0395,0.016198347107438,10
"B1.F3",0.1125,0.1125,41,0,0.000330578512396694,10
"B1.F4",0.0363,0.0363,41,0.1307,0.0679155188246097,10
"B1.F5",0.0696,0.0696,41,0.0352,0.000147819660014782,10
"B2.F1",0.1485,0.1485,41,0.0561,0.000918273645546373,10
"B2.F2",0.3464,0.3464,41,2e-04,3.67309458218549e-05,10
"B2.F3",0.1754,0.1754,40,0.0176,0.0239933582399336,11
"B2.F4",0.0256,0.0256,41,0.1098,0.0352984389348026,10
"B2.F5",0.1701,0.1701,41,0.0287,0.0352984389348026,10
"B3.F1",0.1934,0.1934,41,1e-04,0.0352984389348026,10
"B3.F2",0.0814,0.0814,41,0.0611,0.181079083518108,10
"B3.F3",0.0675,0.0675,41,0.3819,0.127860422405877,10
"B3.F4",0.2254,0.2254,40,0.0069,0.0437190082644628,11
"B3.F5",0.0669,0.0669,41,0.1559,0.155188246097337,10
"B4.F1",0.0908,0.0908,41,0.3819,0.452561983471074,10
"B4.F2",0.177,0.177,41,3e-04,0.0267768595041322,10
"B4.F3",0.2417,0.2417,41,0.204,0.27801652892562,10
"B4.F4",0.0398,0.0398,40,0.2785,0.317685950413223,11
"B4.F5",0.1122,0.1122,41,0.0094,0.00826446280991735,10
"B5.F1",0.4413,0.4413,41,0.4452,0.317685950413223,10
"B5.F2",0.0992,0.0992,41,0.0174,0.0378418329637842,10
"B5.F3",0.0819,0.0819,40,0.2604,0.223471074380165,11
"B5.F4",0.176,0.176,41,0.0186,0.0229568411386593,10
"B5.F5",0.2069,0.2069,41,0.0605,0.04,10
"B6.F1",0.0852,0.0852,41,0.1521,0.04,10
"B6.F2",0.3196,0.3196,41,6e-04,0.00297520661157025,10
"B6.F3",0.1732,0.1732,41,0.186,0.185160697887971,10
"B6.F4",0.1737,0.1737,41,0.0525,0.000918273645546373,10
"B6.F5",0.0903,0.0903,40,0.0726,0.0627853881278539,11
"B7.F1",0.1874,0.1874,41,0.1648,0.219105691056911,10
"B7.F2",0.1907,0.1907,40,0.1558,0.21495867768595,11
"B7.F3",0.0373,0.0373,41,0.0681,0.0229568411386593,10
"B7.F4",0.1318,0.1318,41,0.0265,0.03089072543618,10
"B7.F5",0.0118,0.0118,41,0.6401,0.331496786042241,10
"B8.F1",0.1999,0.1999,41,0.001,0.00826446280991735,10
"B8.F2",0.1963,0.1963,41,0.0577,0.0502846648301193,10
"B8.F3",0.0665,0.0665,41,0.0169,0.0378418329637842,10
"B8.F4",0.0982,0.0982,41,0.1545,0.217777777777778,10
"B8.F5",0.427,0.427,40,0.1388,0.0238842975206612,11
"B9.F1",0.0136,0.0136,41,0.4965,0.27801652892562,10
"B9.F2",0.0571,0.0571,41,0.5771,0.463562453806356,10
"B9.F3",0.1539,0.1539,41,0.0151,0.0267768595041322,10
"B9.F4",0.1941,0.1941,40,0.0478,0.152809917355372,11
"B9.F5",0.0573,0.0573,41,0.2196,0.0811386593204775,10
"B10.F1",0.0581,0.0581,41,0.0996,0.317685950413223,10
"B10.F2",0.299,0.299,40,0.0018,0.00528925619834711,11
"B10.F3",0.165,0.165,41,2e-04,0.00179981634527089,10
"B10.F4",0.2843,0.2843,41,0.0484,0.0378418329637842,10
"B10.F5",0.0834,0.0834,41,0.0717,0.00826446280991735,10
"B11.F1",0.3081,0.3081,41,0.0091,0.00826446280991735,10
"B11.F2",0.0973,0.0973,41,0.0015,0.00179981634527089,10
"B11.F3",0.2314,0.2314,41,0.0612,0.145785123966942,10
"B11.F4",0.0796,0.0796,40,0.6763,0.452561983471074,11
"B11.F5",0.001,0.001,41,0.1093,0.164885215794307,10
"B12.F1",0.1489,0.1489,41,0.0569,0.0106152433425161,10
"B12.F2",0.0794,0.0794,41,0.0485,0.119338842975207,10
"B12.F3",0.0694,0.0694,41,0.2987,0.265381083562902,10
"B12.F4",0.1159,0.1159,41,0.1697,0.0194306703397612,10
"B12.F5",0.3649,0.3649,40,0.008,0.0330578512396694,11
"B13.F1",0.0637,0.0637,40,0.3126,0.416611570247934,11
