"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0154,0.0154,125,0.0909,0.0539438085327784,31
"B1.F2",0.1056,0.1056,125,0.0108,0.00875130072840791,31
"B1.F3",0.0865,0.0865,124,0.051,0.040382285926981,32
"B1.F4",0.001,0.001,125,0.0288,0.0141523395065342,31
"B1.F5",0.0309,0.0309,125,0.0181,0.0215426638917794,31
"B2.F1",0.0465,0.0465,125,0.0193,0.0311272190022702,31
"B2.F2",4e-04,4e-04,125,0.161,0.121819931502839,31
"B2.F3",0.0016,0.0016,124,0.033,0.0583555406730248,32
"B2.F4",0.0214,0.0214,125,0.0828,0.0492831947778233,31
"B2.F5",0.1015,0.1015,125,0.039,0.0416291623309053,31
"B3.F1",0.0254,0.0254,124,0.0025,0.00922388438351923,32
"B3.F2",0.0369,0.0369,125,3e-04,5.8742742586373e-05,31
"B3.F3",0.1046,0.1046,125,0.0106,0.0010667598855359,31
"B3.F4",0.0336,0.0336,125,0.032,0.0204905372008325,31
"B3.F5",0.0054,0.0054,125,0.0533,0.0437956880853278,31
"B4.F1",0.0196,0.0196,124,0.0082,0.0094180142976685,32
"B4.F2",0.0257,0.0257,125,0.021,0.0490051053590011,31
"B4.F3",0.0271,0.0271,125,0.0653,0.0794421501040583,31
"B4.F4",0.0011,0.0011,125,0.0537,0.0444733675858481,31
"B4.F5",0.0613,0.0613,125,0.0106,0.00751577133194589,31
"B5.F1",0.0219,0.0219,125,0.0494,0.046363813735692,31
"B5.F2",0.0405,0.0405,125,0.0292,0.0353147421761672,31
"B5.F3",0.1023,0.1023,125,0.0143,0.01890625,31
"B5.F4",0.0294,0.0294,125,5e-04,0.000101619406867846,31
"B5.F5",0.0159,0.0159,124,3e-04,0.00860264332810976,32
"B6.F1",0.056,0.056,124,2e-04,0.0046246482147993,32
"B6.F2",0.001,0.001,125,0.0701,0.044737858504251,31
"B6.F3",0.03,0.03,125,9e-04,7.96696149843913e-06,31
"B6.F4",0.0798,0.0798,125,0.0138,0.0206102947394441,31
"B6.F5",0.0125,0.0125,125,0.0316,0.0193523998439126,31
"B7.F1",0.0094,0.0094,125,0.1257,0.140020811654527,31
"B7.F2",0.0666,0.0666,125,0.0013,0.00134641649323621,31
"B7.F3",0.0694,0.0694,125,0.0057,0.0078352571733375,31
"B7.F4",0.0334,0.0334,124,5e-04,0.00187100644129307,32
"B7.F5",0.0384,0.0384,125,0.0122,0.00368347058785265,31
"B8.F1",0.0084,0.0084,125,0.0458,0.0751821019771072,31
"B8.F2",0.0699,0.0699,124,0.0142,0.00674352406116695,32
