"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0,0,229,0.0023,3.41631601486619e-07,57
"B1.F2",0.0148,0.0148,229,0.0162,0.0208124093429211,57
"B1.F3",0.0078,0.0078,229,1e-04,0.00196048226798845,57
"B1.F4",0.0105,0.0105,229,0.1394,0.100526380699177,57
"B1.F5",0,0,228,0.0053,0.00754213386564372,58
"B2.F1",0.0018,0.0018,229,0.0015,8.23475885832127e-07,57
"B2.F2",1e-04,1e-04,229,3e-04,0.00124411385861516,57
"B2.F3",3e-04,3e-04,229,0.0196,0.0151032960115859,57
"B2.F4",0.0013,0.0013,228,0.0145,0.0105354303342489,58
"B2.F5",1e-04,1e-04,229,4e-04,6.5687442693224e-05,57
"B3.F1",0.0042,0.0042,229,0.0159,0.0231650492531843,57
"B3.F2",0.0015,0.0015,229,2e-04,0.00212769243978733,57
"B3.F3",3e-04,3e-04,229,0.0359,0.0265489473142736,57
"B3.F4",4e-04,4e-04,228,0.0057,0.00408897572985856,58
"B3.F5",1e-04,1e-04,229,0.0333,0.030963229861677,57
"B4.F1",0.0084,0.0084,229,0.0112,0.00713233735188158,57
"B4.F2",0.0051,0.0051,229,0.0378,0.0240716199188668,57
"B4.F3",0.0109,0.0109,229,0.0181,0.0317199764180933,57
"B4.F4",0.0063,0.0063,229,0.0388,0.033733401705636,57
"B4.F5",0.001,0.001,228,0.0112,0.0110255171264159,58
"B5.F1",2e-04,2e-04,228,6e-04,0.000965013353784857,58
"B5.F2",3e-04,3e-04,229,0.0044,0.007616694425854,57
"B5.F3",8e-04,8e-04,229,0.0136,0.00509856872837637,57
"B5.F4",0.0041,0.0041,229,7e-04,0.00159083036335571,57
"B5.F5",0,0,229,0.0107,0.00960290358917324,57
"B6.F1",0,0,228,0.0079,0.000533628395842129,58
"B6.F2",0,0,229,0.0097,0.00358150639143652,57
"B6.F3",0.0093,0.0093,229,0.0206,0.0373138078635879,57
"B6.F4",0.0199,0.0199,229,0.0617,0.0473763134101182,57
"B6.F5",5e-04,5e-04,229,0,0.0107984499343453,57
"B7.F1",0.0023,0.0023,228,0.0099,0.00685700052723437,58
"B7.F2",0.003,0.003,229,0.0049,0.0198902245670451,57
"B7.F3",0.0026,0.0026,229,0.0183,0.019298638190724,57
"B7.F4",0.0141,0.0141,229,0.0169,0.0160865596032176,57
"B7.F5",0.0065,0.0065,229,0.0472,0.0317619455408873,57
"B8.F1",0.0028,0.0028,229,0,0.000706691783470781,57
"B8.F2",0.0058,0.0058,229,0.0028,0.000963671047334181,57
"B8.F3",0.0012,0.0012,229,0.0417,0.0413227438155065,57
"B8.F4",0.0011,0.0011,228,1e-04,0.00102717158949738,58
"B8.F5",0.0042,0.0042,229,0.0042,0.00875981960171679,57
"B9.F1",0.0036,0.0036,229,0.0058,0.0057281627938929,57
"B9.F2",0.0136,0.0136,229,0.0302,0.0093464278291438,57
"B9.F3",0.0015,0.0015,228,0.0022,0.00249277129187379,58
"B9.F4",0.0021,0.0021,229,0.0175,0.0193100130189197,57
"B9.F5",0.0069,0.0069,229,0.0478,0.0466263778142976,57
"B10.F1",3e-04,3e-04,229,0.034,0.0709244492220251,57
"B10.F2",0.005,0.005,229,5e-04,0.00246217899048666,57
"B10.F3",8e-04,8e-04,229,4e-04,0.00180021818989929,57
"B10.F4",6e-04,6e-04,228,0.0174,0.0213989156973855,58
"B10.F5",1e-04,1e-04,229,0.0056,0.00743644911232281,57
"B11.F1",0.0011,0.0011,229,0.0021,0.0035882238897785,57
"B11.F2",0.0204,0.0204,228,0.084,0.100941153520037,58
"B11.F3",7e-04,7e-04,229,9e-04,0.000128897871638343,57
"B11.F4",0,0,229,0.0022,0.00579116145715834,57
"B11.F5",0.0138,0.0138,229,3e-04,0.00536119401197193,57
"B12.F1",0.0044,0.0044,228,0.0327,0.0437390501293889,58
"B12.F2",1e-04,1e-04,229,0.004,0.0127458401871981,57
"B12.F3",0.0093,0.0093,229,0.013,0.017004417672035,57
"B12.F4",0,0,229,6e-04,0.000806537628101499,57
"B12.F5",0,0,229,0.0011,0.00516716240223368,57
"B13.F1",0.0059,0.0059,229,0.0074,0.00381286544944618,57
"B13.F2",0.0273,0.0273,229,0.0937,0.103278063063693,57
"B13.F3",0.0014,0.0014,229,5e-04,0.00136268094104495,57
"B13.F4",0,0,228,0.0046,0.0031860989966796,58
"B13.F5",6e-04,6e-04,229,0.0172,0.0308931335407192,57
"B14.F1",0.0015,0.0015,228,0,3.74943818667599e-05,58
"B14.F2",0,0,229,0.0041,4.46001970900745e-05,57
"B14.F3",0.0013,0.0013,229,0.0028,0.00994299873059271,57
"B14.F4",0,0,229,0.0014,0.00269265496418045,57
"B14.F5",3e-04,3e-04,229,0.0095,0.00645678392021939,57
"B15.F1",0.0044,0.0044,229,0.002,0.00214849127729142,57
"B15.F2",0.0077,0.0077,229,0.0459,0.0445264796308276,57
"B15.F3",0.0066,0.0066,229,0.0023,0.000381331463454875,57
"B15.F4",0.0025,0.0025,229,0.0315,0.0167349714374743,57
"B15.F5",0.0027,0.0027,228,0.0013,0.00252994210693929,58
"B16.F1",0.0075,0.0075,229,0.005,0.00669872809363815,57
"B16.F2",0.0022,0.0022,229,0.0506,0.049787092450165,57
"B16.F3",0.0017,0.0017,229,0.0113,0.0205830984241655,57
"B16.F4",3e-04,3e-04,229,0.0017,0.00662980553692248,57
"B16.F5",0.0016,0.0016,228,0.0304,0.0331087532933526,58
"B17.F1",4e-04,4e-04,229,0.0283,0.0601614680838953,57
"B17.F2",0.0014,0.0014,229,0.0079,0.0100207793891356,57
"B17.F3",4e-04,4e-04,229,2e-04,0.000387220440751667,57
"B17.F4",2e-04,2e-04,229,0.0032,0.00250421517789431,57
"B17.F5",0.0016,0.0016,228,0.0117,0.00338565813297874,58
"B18.F1",0.0044,0.0044,229,0.0153,0.0072034678395794,57
"B18.F2",1e-04,1e-04,228,0.0227,0.0101429314083842,58
"B18.F3",0.015,0.015,229,0.003,0.000897238813583262,57
"B18.F4",0.0022,0.0022,229,0.002,0.00033650112558027,57
"B18.F5",0.0033,0.0033,229,0.0104,0.0119500427625266,57
"B19.F1",1e-04,1e-04,229,0.0022,0.0022828957577106,57
"B19.F2",7e-04,7e-04,228,1e-04,0.000316214709606092,58
"B19.F3",0.0011,0.0011,229,0.0081,0.00476922594207901,57
"B19.F4",0.0164,0.0164,229,0.0236,0.0284535262120181,57
"B19.F5",0.0051,0.0051,229,0.0306,0.0289681622277118,57
"B20.F1",6e-04,6e-04,228,0.0443,0.0171181247457331,58
"B20.F2",8e-04,8e-04,229,0.0171,0.0174096947115038,57
"B20.F3",0,0,229,0.0042,0.00556692205275808,57
"B20.F4",5e-04,5e-04,229,0.0055,0.00377018174683312,57
"B20.F5",0.0091,0.0091,229,0.0011,8.23983281143802e-05,57
