"","FP","TP","TN","FN","accuracy"
"B1.F1",6,6,4,4,0.5
"B1.F2",4,6,6,4,0.6
"B1.F3",8,7,2,3,0.45
"B1.F4",8,6,2,4,0.4
"B1.F5",7,5,3,5,0.4
"B1.F11",4,8,6,2,0.7
"B1.F21",6,6,4,4,0.5
"B1.F31",4,6,6,4,0.6
"B1.F41",6,3,4,7,0.35
"B1.F51",6,6,4,4,0.5
"B1.F12",6,5,4,5,0.45
"B1.F22",8,5,2,5,0.35
"B1.F32",6,6,4,4,0.5
"B1.F42",4,4,6,6,0.5
"B1.F52",5,7,5,3,0.6
"B1.F13",6,5,4,5,0.45
"B1.F23",5,6,5,4,0.55
"B1.F33",7,4,3,6,0.35
"B1.F43",6,5,4,5,0.45
"B1.F53",6,6,4,4,0.5
"B1.F14",5,7,5,3,0.6
"B1.F24",9,8,1,2,0.45
"B1.F34",8,8,2,2,0.5
"B1.F44",4,8,6,2,0.7
"B1.F54",5,8,5,2,0.65
"B1.F15",8,5,2,5,0.35
"B1.F25",6,6,4,4,0.5
"B1.F35",5,7,5,3,0.6
"B1.F45",7,8,3,2,0.55
"B1.F55",7,3,3,7,0.3
"B1.F16",6,5,4,5,0.45
"B1.F26",9,3,1,7,0.2
"B1.F36",5,5,5,5,0.5
"B1.F46",9,6,1,4,0.35
"B1.F56",5,2,5,8,0.35
"B1.F17",5,6,5,4,0.55
"B1.F27",6,6,4,4,0.5
"B1.F37",8,3,2,7,0.25
"B1.F47",8,6,2,4,0.4
"B1.F57",3,4,7,6,0.55
"B1.F18",5,8,5,2,0.65
"B1.F28",8,9,2,1,0.55
"B1.F38",4,8,6,2,0.7
"B1.F48",6,7,4,3,0.55
"B1.F58",3,7,7,3,0.7
"B1.F19",6,7,4,3,0.55
"B1.F29",5,5,5,5,0.5
"B1.F39",4,4,6,6,0.5
"B1.F49",6,5,4,5,0.45
"B1.F59",5,7,5,3,0.6
"B1.F110",4,3,6,7,0.45
"B1.F210",3,7,7,3,0.7
"B1.F310",7,7,3,3,0.5
"B1.F410",7,7,3,3,0.5
"B1.F510",6,7,4,3,0.55
"B1.F111",7,3,3,7,0.3
"B1.F211",8,5,2,5,0.35
"B1.F311",6,3,4,7,0.35
"B1.F411",5,4,5,6,0.45
"B1.F511",5,6,5,4,0.55
"B1.F112",9,6,1,4,0.35
"B1.F212",5,6,5,4,0.55
"B1.F312",4,3,6,7,0.45
"B1.F412",7,6,3,4,0.45
"B1.F512",4,8,6,2,0.7
"B1.F113",6,7,4,3,0.55
"B1.F213",8,6,2,4,0.4
"B1.F313",6,4,4,6,0.4
"B1.F413",5,5,5,5,0.5
"B1.F513",4,7,6,3,0.65
"B1.F114",8,5,2,5,0.35
"B1.F214",7,7,3,3,0.5
"B1.F314",5,7,5,3,0.6
"B1.F414",5,4,5,6,0.45
"B1.F514",5,5,5,5,0.5
"B1.F115",5,7,5,3,0.6
"B1.F215",3,6,7,4,0.65
"B1.F315",5,5,5,5,0.5
"B1.F415",6,8,4,2,0.6
"B1.F515",5,4,5,6,0.45
"B1.F116",8,7,2,3,0.45
"B1.F216",5,4,5,6,0.45
"B1.F316",8,6,2,4,0.4
"B1.F416",6,3,4,7,0.35
"B1.F516",6,7,4,3,0.55
"B1.F117",7,5,3,5,0.4
"B1.F217",6,5,4,5,0.45
"B1.F317",8,5,2,5,0.35
"B1.F417",5,4,5,6,0.45
"B1.F517",8,5,2,5,0.35
"B1.F118",8,8,2,2,0.5
"B1.F218",4,7,6,3,0.65
"B1.F318",2,5,8,5,0.65
"B1.F418",4,7,6,3,0.65
"B1.F518",8,6,2,4,0.4
"B1.F119",3,5,7,5,0.6
"B1.F219",3,2,7,8,0.45
"B1.F319",6,4,4,6,0.4
"B1.F419",5,5,5,5,0.5
"B1.F519",4,6,6,4,0.6
