"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",7e-04,7e-04,42,0.0051,0.00826446280991736,11
"B1.F2",0.1748,0.1748,42,0.0472,0.0401826484018265,11
"B1.F3",0.001,0.001,42,0.0269,0.0211570247933884,11
"B1.F4",4e-04,4e-04,43,0.2597,0.0449954086317723,10
"B1.F5",0.0133,0.0133,43,0.0018,0.000330578512396694,10
"B2.F1",0.0038,0.0038,43,0.0078,0.00297520661157025,10
"B2.F2",0.018,0.018,43,0.0815,0.016198347107438,10
"B2.F3",0.0132,0.0132,42,0.0193,0.0298347107438017,11
"B2.F4",8e-04,8e-04,42,0.0075,0.0040495867768595,11
"B2.F5",0.07,0.07,42,0.0284,0.0129721876297219,11
"B3.F1",0.0163,0.0163,42,0.1006,0.064793388429752,11
"B3.F2",0.003,0.003,42,0.0163,0.00528925619834711,11
"B3.F3",0.0036,0.0036,42,1e-04,0.01,11
"B3.F4",0,0,43,0.566,0.420532598714417,10
"B3.F5",0.0642,0.0642,43,0.0852,0.00444444444444444,10
"B4.F1",0.1173,0.1173,43,0.1371,0.0502846648301193,10
"B4.F2",0.0258,0.0258,42,0.0234,0.0437190082644628,11
"B4.F3",0.0041,0.0041,43,0.0274,0.0106152433425161,10
"B4.F4",0.1044,0.1044,42,0.0493,0.0516528925619835,11
"B4.F5",0.0075,0.0075,42,0.1547,0.0955371900826446,11
"B5.F1",0.037,0.037,42,0.0464,0.190413223140496,11
"B5.F2",0.0503,0.0503,42,0.0018,0.000330578512396694,11
"B5.F3",0.0126,0.0126,43,0.0031,3.67309458218549e-05,10
"B5.F4",0.0501,0.0501,42,0.0577,0.0040495867768595,11
"B5.F5",0.0257,0.0257,43,0.0093,3.67309458218549e-05,10
"B6.F1",0.0369,0.0369,42,0.0296,0.0695041322314049,11
"B6.F2",0.0076,0.0076,42,0.1169,0.0040495867768595,11
"B6.F3",0.0119,0.0119,42,1e-04,0.00132231404958678,11
"B6.F4",1e-04,1e-04,43,0.0045,0.00297520661157025,10
"B6.F5",0.0015,0.0015,43,0.0279,0.0352984389348026,10
"B7.F1",0.006,0.006,43,0.0047,0.016198347107438,10
"B7.F2",0.0055,0.0055,42,0.0582,0.107107438016529,11
"B7.F3",0.0064,0.0064,42,0,8.26446280991736e-05,11
"B7.F4",0.0132,0.0132,43,0.0064,0.00297520661157025,10
"B7.F5",0.0793,0.0793,42,0.0846,0.132231404958678,11
"B8.F1",0.0105,0.0105,43,0.2326,0.145785123966942,10
"B8.F2",0.0105,0.0105,42,0.0017,0.00826446280991736,11
"B8.F3",0.0013,0.0013,42,0.0316,0.00669421487603306,11
"B8.F4",0.0078,0.0078,42,0.0378,0.0516528925619835,11
"B8.F5",0.0675,0.0675,43,0.0153,0.00826446280991735,10
"B9.F1",0.0794,0.0794,43,0.0662,0.0267768595041322,10
"B9.F2",0.0751,0.0751,43,0.1358,0.0267768595041322,10
"B9.F3",0.0134,0.0134,42,0.084,0.0794214876033058,11
"B9.F4",0.0074,0.0074,42,0.0056,0.011900826446281,11
"B9.F5",0.0171,0.0171,42,0.1701,0.125702479338843,11
"B10.F1",0.0045,0.0045,42,0.2393,0.297520661157025,11
"B10.F2",0.0868,0.0868,42,0.0266,0.00297520661157025,11
"B10.F3",0.1161,0.1161,43,0.2757,0.0955371900826446,10
"B10.F4",0.1194,0.1194,42,0.1401,0.251141552511415,11
"B10.F5",0.0704,0.0704,43,0.14,0.27801652892562,10
"B11.F1",0.0093,0.0093,42,0.0014,0.00132231404958678,11
"B11.F2",6e-04,6e-04,43,9e-04,0.00179981634527089,10
"B11.F3",0.0154,0.0154,43,0.0019,0.0617447199265381,10
"B11.F4",1e-04,1e-04,42,0,8.26446280991736e-05,11
"B11.F5",0.058,0.058,42,0.0189,0.00132231404958678,11
"B12.F1",0.0794,0.0794,42,0.0075,0.01,11
"B12.F2",0.0319,0.0319,43,0.0174,0.000918273645546373,10
"B12.F3",0.0052,0.0052,42,0.1467,0.0602479338842975,11
"B12.F4",0.0231,0.0231,42,0.0268,0.0139669421487603,11
"B12.F5",0.0279,0.0279,43,0.1942,0.27801652892562,10
"B13.F1",0.097,0.097,43,0.5031,0.485766758494031,10
"B13.F2",0.019,0.019,42,0.4838,0.25,11
"B13.F3",0.0172,0.0172,43,6e-04,0.0229568411386593,10
"B13.F4",0.0748,0.0748,42,0.0118,0.00826446280991736,11
"B13.F5",0.0124,0.0124,42,0.0059,0.00826446280991736,11
"B14.F1",0.037,0.037,42,0.1013,0.145785123966942,11
"B14.F2",0.2055,0.2055,43,3e-04,0.00532150776053215,10
"B14.F3",0.0127,0.0127,43,0.0028,0.0132598714416896,10
"B14.F4",0.0015,0.0015,42,0.0025,0.000330578512396694,11
"B14.F5",0.0109,0.0109,42,0.0805,0.01,11
"B15.F1",0.1184,0.1184,42,0.1388,0.132231404958678,11
"B15.F2",0.0074,0.0074,42,0.0239,0.064793388429752,11
"B15.F3",0.0045,0.0045,43,0.1659,0.195739210284665,10
"B15.F4",0.0172,0.0172,42,0.0115,0.047603305785124,11
"B15.F5",0.0687,0.0687,43,0.1162,0.00620752984389348,10
"B16.F1",0.0068,0.0068,42,0.0033,0.011900826446281,11
"B16.F2",0.0128,0.0128,42,0.0032,8.26446280991736e-05,11
"B16.F3",0,0,42,0.0155,0.0139669421487603,11
"B16.F4",0.0157,0.0157,43,0.0052,0.137509238728751,10
"B16.F5",0.2414,0.2414,43,0.3663,0.317685950413223,10
"B17.F1",0.0251,0.0251,43,0.0034,0.0162971175166297,10
"B17.F2",0.0745,0.0745,42,0.0505,0.0558677685950413,11
"B17.F3",0.046,0.046,42,0.2838,0.36,11
"B17.F4",0.0034,0.0034,42,0.011,0.011900826446281,11
"B17.F5",5e-04,5e-04,43,0.0086,0.0132598714416896,10
"B18.F1",0.0163,0.0163,43,0.0692,0.136675849403122,10
"B18.F2",0.0046,0.0046,42,0.0831,0.047603305785124,11
"B18.F3",0.0116,0.0116,42,0.0211,0.138925619834711,11
"B18.F4",0.0785,0.0785,42,0.1341,0.018595041322314,11
"B18.F5",0.0011,0.0011,43,0.0338,0.0106152433425161,10
"B19.F1",0.005,0.005,43,0.0608,0.0679155188246097,10
"B19.F2",0.0498,0.0498,42,0.0082,0.0437190082644628,11
"B19.F3",0.0245,0.0245,43,0.0048,0.000330578512396694,10
"B19.F4",0.0066,0.0066,42,1e-04,0.00297520661157025,11
"B19.F5",0.0035,0.0035,42,0.0571,8.26446280991736e-05,11
"B20.F1",0.057,0.057,43,0.0256,0.00444444444444444,10
"B20.F2",0.0014,0.0014,42,0.0103,0.00168119551681195,11
"B20.F3",0.0228,0.0228,42,0.0694,0.223471074380165,11
"B20.F4",0.0437,0.0437,42,0.0754,0.125702479338843,11
"B20.F5",0.0014,0.0014,43,0.0082,0.119338842975207,10
