"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B9.F4",0.037,0.037,102,5e-04,0.00326419063837756,26
"B9.F5",0.0041,0.0041,103,0.0506,0.0450918992511913,25
"B10.F1",0.0196,0.0196,103,0.0157,0.000282652562064327,25
"B10.F2",2e-04,2e-04,102,0.1704,0.0895897729105276,26
"B10.F3",0.0232,0.0232,102,0,9.58211338834176e-06,26
"B10.F4",0.0408,0.0408,102,0.0018,0.00014416640922665,26
"B10.F5",0.0104,0.0104,103,0.0533,0.0335300559386746,25
"B11.F1",6e-04,6e-04,102,0.1316,0.129502743575033,26
"B11.F2",0.0133,0.0133,102,0.0448,0.0231207283282755,26
"B11.F3",0.0464,0.0464,103,6e-04,2.13840213840214e-05,25
"B11.F4",0.012,0.012,102,0.0262,0.0128046609292284,26
"B11.F5",1e-04,1e-04,103,0.1354,0.108847503373819,25
"B12.F1",0.0546,0.0546,103,0.0228,0.0410864270864271,25
"B12.F2",0.0077,0.0077,102,0.0764,0.00112638723959479,26
"B12.F3",0.0014,0.0014,102,0.0712,0.0535757575757576,26
"B12.F4",0.0066,0.0066,103,0.0292,0.034633870005963,25
"B12.F5",0.0252,0.0252,102,0,0.017168807076373,26
"B13.F1",0.0159,0.0159,103,0.068,0.117610667634253,25
"B13.F2",0.0021,0.0021,103,0.004,0.00174898785425101,25
"B13.F3",0.0442,0.0442,102,0.0016,0.000887716057527378,26
"B13.F4",0.0552,0.0552,102,0.0016,0.0137179047367727,26
"B13.F5",0.0047,0.0047,102,0.0277,0.0235391945580625,26
"B14.F1",0.009,0.009,103,0.0091,0.0063015444594392,25
"B14.F2",0.0052,0.0052,103,0.1489,0.081695474590819,25
"B14.F3",0.0347,0.0347,102,0.0306,0.053437128908827,26
"B14.F4",0.0089,0.0089,102,0.0178,0.0161949546032591,26
"B14.F5",0,0,102,0.1012,0.0950268862851644,26
"B15.F1",0.0108,0.0108,102,0.067,0.0687604938271605,26
"B15.F2",0.0375,0.0375,103,0.0368,0.0213739719400097,25
"B15.F3",5e-04,5e-04,102,0.0704,0.0289858929997338,26
"B15.F4",0.0025,0.0025,103,0.2566,0.26426433026433,25
"B15.F5",0.0152,0.0152,102,1e-04,0.00462461979366824,26
"B16.F1",0.0036,0.0036,102,0.259,0.312764439712537,26
"B16.F2",0.032,0.032,102,4e-04,0.000890771878723686,26
"B16.F3",0.0015,0.0015,103,0.0049,0.00490188534051558,25
"B16.F4",0.0401,0.0401,103,0.0022,0.000570834570834571,25
"B16.F5",0.0206,0.0206,102,0.0011,0.0101903446782011,26
"B17.F1",0.016,0.016,103,0.0056,0.00250385208012327,25
"B17.F2",0.0056,0.0056,103,0.0799,0.0711113751113751,25
"B17.F3",4e-04,4e-04,102,0.098,0.0726851429814134,26
"B17.F4",0.0396,0.0396,102,0.0852,0.0528056765037897,26
"B17.F5",0.029,0.029,102,0.0302,0.0533329758425611,26
"B18.F1",0.0151,0.0151,103,0.0317,0.0482884615384616,25
"B18.F2",0.0018,0.0018,102,0.1018,0.0817727346029233,26
"B18.F3",0.0267,0.0267,103,0.0044,0.00114998514998515,25
"B18.F4",0.0472,0.0472,102,0.0012,0.00119640527187697,26
"B18.F5",5e-04,5e-04,102,0.1488,0.1731362976646,26
"B19.F1",0.0036,0.0036,103,0.1548,0.190354800238521,25
"B19.F2",0.0176,0.0176,103,0.0141,0.0103923106520259,25
"B19.F3",0.0024,0.0024,102,4e-04,0.00476550630721697,26
"B19.F4",0.0461,0.0461,102,0.0189,0.0331831060505759,26
"B19.F5",0.0415,0.0415,102,0.0199,0.0143343778042573,26
"B20.F1",0.006,0.006,102,0.1244,0.143429278698022,26
"B20.F2",0.0289,0.0289,103,0.0043,0.00608288610614192,25
"B20.F3",0.0517,0.0517,102,8e-04,0.0014839263005353,26
"B20.F4",0.0169,0.0169,103,0.0104,0.0190037486879592,25
"B20.F5",0.0051,0.0051,102,0.0871,0.0639238565985554,26
