"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.006,0.006,102,0.0587,0.0620088131783633,26
"B1.F2",0.0252,0.0252,102,6e-04,0.000772143519131471,26
"B1.F3",0.0292,0.0292,102,0.0158,0.00789455256925136,26
"B1.F4",1e-04,1e-04,103,0.0292,0.034633870005963,25
"B1.F5",0.0299,0.0299,103,0.1577,0.175463171963172,25
"B2.F1",0.0168,0.0168,102,0.0076,0.00210017222675451,26
"B2.F2",0.0265,0.0265,103,0.0033,0.0171555888467653,25
"B2.F3",0.014,0.014,102,0.0128,0.0216025717202188,26
"B2.F4",0.0061,0.0061,103,0.0223,0.00414152064152064,25
"B2.F5",0.0087,0.0087,102,0.0966,0.0509312848574134,26
"B3.F1",0.012,0.012,102,1e-04,0.00282742692381247,26
"B3.F2",0.062,0.062,102,3e-04,0.00940750598882086,26
"B3.F3",0.0011,0.0011,102,0.0151,0.0691764084971632,26
"B3.F4",0.033,0.033,103,0.0147,0.0372736857736858,25
"B3.F5",0.0012,0.0012,103,0.0381,0.0357230289211568,25
"B4.F1",0.0029,0.0029,103,0.1315,0.104687537268933,25
"B4.F2",0.0248,0.0248,103,0.0316,0.0612267206477733,25
"B4.F3",0.0853,0.0853,102,0.04,0.0446483998182111,26
"B4.F4",0.0018,0.0018,102,0.068,0.0463067033008834,26
"B4.F5",0.0078,0.0078,102,0.0165,0.00592588620472901,26
"B5.F1",3e-04,3e-04,103,0.1213,0.0902331544424568,25
"B5.F2",0.0011,0.0011,102,0.1062,0.0455012873836403,26
"B5.F3",0.0081,0.0081,103,0.0051,4.33517340693628e-05,25
"B5.F4",0.0426,0.0426,102,0.0104,0.00809569372390324,26
"B5.F5",0.0014,0.0014,102,0.05,0.0564763174202299,26
"B6.F1",0.0936,0.0936,103,0.1441,0.113875372689326,25
"B6.F2",0.0129,0.0129,103,0.0025,0.00337381916329285,25
"B6.F3",0.0031,0.0031,102,0.0756,0.0828422554687615,26
"B6.F4",0.0059,0.0059,102,0.0305,0.0529631877556406,26
"B6.F5",0.0045,0.0045,102,0.2808,0.229678744281154,26
"B7.F1",0.0012,0.0012,102,0.1027,0.0863396226415094,26
"B7.F2",0.0257,0.0257,102,0.026,0.0505304199496385,26
"B7.F3",0.0057,0.0057,103,0.013,0.00500810199339611,25
"B7.F4",0.0602,0.0602,102,0.001,0.0004209197095654,26
"B7.F5",0.0549,0.0549,103,0.0155,0.0128060922128719,25
"B8.F1",0.0184,0.0184,102,0.0029,0.00185625591918342,26
"B8.F2",0.0153,0.0153,102,0.0131,0.0431774053315764,26
"B8.F3",0.0158,0.0158,103,0.1079,0.0412456768038163,25
"B8.F4",0.088,0.088,102,0.0041,0.00694929167218324,26
"B8.F5",0.0199,0.0199,103,0.0175,0.0105480023852117,25
"B9.F1",0.0117,0.0117,103,0.0896,0.111284436493739,25
"B9.F2",0.0476,0.0476,102,0.0131,0.000309944499557605,26
"B9.F3",0.0103,0.0103,102,0.0091,0.00439005165509917,26
