"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.1415,0.1415,41,0.0157,0.04,10
"B1.F2",0.0281,0.0281,40,0.0022,0.016198347107438,11
"B1.F3",0.0201,0.0201,41,0.3723,0.420532598714417,10
"B1.F4",0.0635,0.0635,41,0.0599,0.0881910009182736,10
"B1.F5",0.1783,0.1783,41,0.4744,0.555702479338843,10
"B2.F1",0.0771,0.0771,41,0.0643,0.0132598714416896,10
"B2.F2",0.178,0.178,41,0.0573,0.0743801652892562,10
"B2.F3",0.0794,0.0794,41,0.0081,0.0132598714416896,10
"B2.F4",0.0174,0.0174,41,0.1453,0.253039485766758,10
"B2.F5",0.2095,0.2095,40,0.1211,0.16,11
"B3.F1",0.0506,0.0506,40,0.0268,0.0330578512396694,11
"B3.F2",0.2192,0.2192,41,0.0115,0.0267768595041322,10
"B3.F3",0.0139,0.0139,41,0.2173,0.30416896235078,10
"B3.F4",0.2299,0.2299,41,0.0884,0.107760532150776,10
"B3.F5",0.1706,0.1706,41,0.1894,0.229237832874196,10
"B4.F1",0.2876,0.2876,41,0.0612,0.0881910009182736,10
"B4.F2",0.1114,0.1114,41,0.049,0.000918273645546373,10
"B4.F3",0.0982,0.0982,41,0.1362,0.10317722681359,10
"B4.F4",0.0109,0.0109,41,0.0623,0.000918273645546373,10
"B4.F5",0.2358,0.2358,40,0.1509,0.0876919883769199,11
"B5.F1",0.0673,0.0673,41,0.0534,0.0811386593204775,10
"B5.F2",0.0551,0.0551,40,0.023,0.00669421487603306,11
"B5.F3",0.0532,0.0532,41,0.033,0.0229568411386593,10
"B5.F4",0.1068,0.1068,41,0.019,0.00297520661157025,10
"B5.F5",0.2207,0.2207,41,0.2464,0.0679155188246097,10
"B6.F1",0.1331,0.1331,40,0.0152,0.00132231404958678,11
"B6.F2",0.0524,0.0524,41,0.3193,0.469017447199265,10
"B6.F3",0.12,0.12,41,0.0523,0.04,10
"B6.F4",0.0141,0.0141,41,0.1351,0.0449954086317723,10
"B6.F5",0.0909,0.0909,41,0.1778,0.120066518847007,10
"B7.F1",0.1044,0.1044,41,0.0244,0.0558677685950413,10
