"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",2e-04,2e-04,224,0.0021,0.00531122807039965,57
"B1.F2",0.0026,0.0026,225,0.0025,0.00115414260990969,56
"B1.F3",4e-04,4e-04,225,0.0166,0.00677737123557557,56
"B1.F4",5e-04,5e-04,225,0.0059,0.00241176191867952,56
"B1.F5",1e-04,1e-04,225,1e-04,0.00188396851771684,56
"B2.F1",0.0024,0.0024,225,8e-04,0.000533613870323922,56
"B2.F2",0.0074,0.0074,225,0.0228,0.0134391114265951,56
"B2.F3",6e-04,6e-04,225,0.0049,0.00213759065211048,56
"B2.F4",0.0096,0.0096,225,0.0027,0.00349185487604436,56
"B2.F5",0,0,224,4e-04,0.000145516962089037,57
"B3.F1",0.0022,0.0022,225,2e-04,0.00286280552498527,56
"B3.F2",0.0028,0.0028,225,0.0031,1.31256996245555e-05,56
"B3.F3",0.0031,0.0031,224,0.0019,0.00019275124667917,57
"B3.F4",3e-04,3e-04,225,0.0036,0.00942558079900477,56
"B3.F5",3e-04,3e-04,225,3e-04,0.000257659175857984,56
"B4.F1",0.0051,0.0051,225,0.0045,0.00169904681907618,56
"B4.F2",0.001,0.001,225,2e-04,0.0101699941587385,56
"B4.F3",0.0095,0.0095,224,0.0207,0.0346032598315828,57
"B4.F4",0.0078,0.0078,225,0.0399,0.0198869956231469,56
"B4.F5",0.0017,0.0017,225,0.0013,0.00381431793484868,56
"B5.F1",0.004,0.004,225,0.0295,0.0386379949824756,56
"B5.F2",8e-04,8e-04,225,0.0107,0.0192383158689944,56
"B5.F3",0.0102,0.0102,225,0.0027,0.000313633671747654,56
"B5.F4",0.0078,0.0078,224,0.0425,0.0360591748769524,57
"B5.F5",0.0026,0.0026,225,0.0039,0.00142789316396988,56
"B6.F1",6e-04,6e-04,224,0.0286,0.0311217168054045,57
"B6.F2",0.0011,0.0011,225,0.037,0.0291664179611361,56
"B6.F3",3e-04,3e-04,225,0.001,6.18306741857753e-05,56
"B6.F4",0.0082,0.0082,225,0,5.81044686307844e-05,56
"B6.F5",0.0027,0.0027,225,0.0123,0.0277673522011252,56
"B7.F1",4e-04,4e-04,225,0.0091,0.00130500199272321,56
"B7.F2",0.0071,0.0071,225,0.0024,0.00426397887518199,56
"B7.F3",0.0013,0.0013,225,4e-04,0.00147141108585417,56
"B7.F4",0.002,0.002,224,0.0463,0.0512959936954541,57
"B7.F5",2e-04,2e-04,225,0,0.000420991821649153,56
"B8.F1",0.0021,0.0021,225,0.0096,0.0136718553615302,56
"B8.F2",0.0067,0.0067,224,0.0371,0.0323878830529077,57
"B8.F3",1e-04,1e-04,225,3e-04,0.000640046827677327,56
"B8.F4",0.0038,0.0038,225,0,0.000707469145441642,56
"B8.F5",0,0,225,0.0054,0.00575299825112981,56
"B9.F1",0.0045,0.0045,225,0.0638,0.0585195892757011,56
"B9.F2",0.0073,0.0073,224,0.0128,0.0114949755859357,57
"B9.F3",0,0,225,0.0034,0.00406978614300956,56
"B9.F4",2e-04,2e-04,225,0.0011,0.00633106369473539,56
"B9.F5",0.0028,0.0028,225,0.0319,0.0154819291130272,56
"B10.F1",3e-04,3e-04,225,0.0236,0.0398633694047331,56
"B10.F2",0.005,0.005,225,0.0188,0.0142926245269636,56
"B10.F3",0.0076,0.0076,225,0.0336,0.0294816374476903,56
"B10.F4",0.0026,0.0026,224,0.0084,0.00557216909565472,57
"B10.F5",0.0198,0.0198,225,0.001,0.000245176739884782,56
"B11.F1",0.001,0.001,225,1e-04,0.000127441600851876,56
"B11.F2",3e-04,3e-04,225,0.0022,0.00852410863989811,56
"B11.F3",0,0,225,0.0021,0.000153245700767199,56
"B11.F4",5e-04,5e-04,225,0,5.56689352815946e-05,56
"B11.F5",1e-04,1e-04,224,5e-04,0.000306471332629506,57
"B12.F1",8e-04,8e-04,224,0.0029,0.00444920310933867,57
"B12.F2",0.0089,0.0089,225,3e-04,2.91694895738939e-05,56
"B12.F3",8e-04,8e-04,225,0.0069,0.00187333618214171,56
"B12.F4",0.0033,0.0033,225,0.0118,0.00477026220860374,56
"B12.F5",1e-04,1e-04,225,0.0036,0.00333448081485481,56
"B13.F1",0.0094,0.0094,225,0.1215,0.112614710290071,56
"B13.F2",7e-04,7e-04,225,0.0056,0.011771007939429,56
