"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0092,0.0092,105,0.0076,0.0232503982503982,27
"B1.F2",4e-04,4e-04,105,0.0653,0.0779937604991601,27
"B1.F3",0.0189,0.0189,106,0.0198,0.0083074557123,26
"B1.F4",6e-04,6e-04,106,9e-04,0.000688528889365709,26
"B1.F5",0.0027,0.0027,106,8e-04,0.00160054719562243,26
"B2.F1",2e-04,2e-04,106,0.0203,0.0221795167539112,26
"B2.F2",0,0,105,0.0148,0.0573304323304323,27
"B2.F3",7e-04,7e-04,106,8e-04,0.0035664471077507,26
"B2.F4",7e-04,7e-04,106,0.1724,0.19858493313915,26
"B2.F5",0.0076,0.0076,105,0,0.00380667281645277,27
"B3.F1",0.0134,0.0134,105,1e-04,0.0115147406176188,27
"B3.F2",0.0048,0.0048,106,0.0625,0.0549393010459584,26
"B3.F3",0.0048,0.0048,105,0.0372,0.015837214911289,27
"B3.F4",4e-04,4e-04,106,0.0173,0.0146195495955276,26
"B3.F5",0.0339,0.0339,106,0.0653,0.0160243611809877,26
"B4.F1",9e-04,9e-04,106,0.0107,0.0117380889007187,26
"B4.F2",0.0283,0.0283,105,0.073,0.0300473409015969,27
"B4.F3",1e-04,1e-04,106,0.0539,0.00694929167218324,26
"B4.F4",0.0021,0.0021,105,0.0289,0.032094835830292,27
"B4.F5",0.0027,0.0027,106,0.0749,0.136988639750146,26
"B5.F1",0.0303,0.0303,106,0.0046,0.0098635117503042,26
"B5.F2",0.0116,0.0116,106,0.0797,0.0680997493072965,26
"B5.F3",3e-04,3e-04,106,0.1334,0.198396014404462,26
"B5.F4",0.0069,0.0069,105,0.096,0.146329747598545,27
"B5.F5",0.0208,0.0208,105,3e-04,0.000358284633093793,27
"B6.F1",0.0198,0.0198,106,0.0136,0.00577153223404543,26
"B6.F2",0.0014,0.0014,105,0.0186,0.0138198303597543,27
"B6.F3",0.0141,0.0141,105,0.0884,0.0831355550181956,27
"B6.F4",0.0026,0.0026,106,0.016,0.000767914044189292,26
"B6.F5",0,0,106,0.0214,0.0517589983526307,26
"B7.F1",1e-04,1e-04,106,0.0172,0.0113684086002425,26
"B7.F2",4e-04,4e-04,105,0.0622,0.037095482594564,27
"B7.F3",0.0157,0.0157,106,0.041,0.000265826707220583,26
"B7.F4",0.0229,0.0229,105,0.0424,0.0407782761994425,27
"B7.F5",0.0026,0.0026,106,0.0646,0.0504693254761654,26
"B8.F1",0.0129,0.0129,106,0.0752,0.0367749091604513,26
"B8.F2",0.0019,0.0019,106,0.0018,0.00544007531959339,26
"B8.F3",0.0096,0.0096,106,0.0687,0.0951146417170513,26
"B8.F4",0,0,105,0.0905,0.126515561643609,27
"B8.F5",0.0019,0.0019,105,0.0446,0.0287734037734038,27
"B9.F1",0.0172,0.0172,106,0.017,0.0227313609467456,26
"B9.F2",8e-04,8e-04,106,0.0467,0.00585245009341395,26
"B9.F3",0.0165,0.0165,105,5e-04,0.000289280129505693,27
"B9.F4",0.0272,0.0272,105,0.0361,0.00467203603849567,27
"B9.F5",0.0017,0.0017,106,0.0989,0.134991658943466,26
"B10.F1",0.001,0.001,106,0.0049,0.00877804669870333,26
"B10.F2",2e-04,2e-04,106,0.0519,0.0525782121980644,26
"B10.F3",0.0165,0.0165,106,0.0022,0.0343151111472125,26
"B10.F4",0.0108,0.0108,105,0.0094,0.00690209003167438,27
"B10.F5",3e-04,3e-04,105,0.1089,0.104148479148479,27
"B11.F1",0.0022,0.0022,106,0.1038,0.0581273988066441,26
"B11.F2",0.0719,0.0719,105,0.0898,0.0538654288654289,27
"B11.F3",0.0022,0.0022,105,0.1395,0.151697625365721,27
"B11.F4",3e-04,3e-04,106,0.0017,0.00649925710166674,26
"B11.F5",1e-04,1e-04,106,3e-04,0.00394239418526641,26
"B12.F1",0.0012,0.0012,106,0.004,0.000169998351816534,26
"B12.F2",7e-04,7e-04,105,0.0358,0.0478949976635162,27
"B12.F3",0.0115,0.0115,105,0.0137,0.0900854776201891,27
"B12.F4",0.0148,0.0148,106,0.0213,0.0157107797862515,26
"B12.F5",3e-04,3e-04,106,0.0264,0.0450930167556674,26
"B13.F1",3e-04,3e-04,105,3e-04,0.0316176009315107,27
"B13.F2",0.0044,0.0044,106,0.071,0.1461389844072,26
"B13.F3",0.0162,0.0162,106,0.0076,0.0136378003547815,26
"B13.F4",0.0031,0.0031,106,0.0486,0.0594559821729633,26
"B13.F5",0.0213,0.0213,105,0.1793,0.160684599539561,27
"B14.F1",0.0294,0.0294,106,0.1111,0.0528056765037897,26
"B14.F2",0.0067,0.0067,106,0.02,1.89276313843788e-06,26
"B14.F3",0.0017,0.0017,105,9e-04,0.0188520752430527,27
"B14.F4",5e-04,5e-04,106,0.0781,0.0454274820998546,26
"B14.F5",3e-04,3e-04,105,0.0517,0.0885735885735886,27
"B15.F1",3e-04,3e-04,105,0.147,0.201483576483577,27
"B15.F2",0,0,106,0.0158,0.00617161687041205,26
"B15.F3",4e-04,4e-04,106,0.0513,0.0526251442764263,26
"B15.F4",0.0067,0.0067,106,0.0263,0.0212571899318887,26
"B15.F5",0.0065,0.0065,105,0.01,0.0118144918048486,27
"B16.F1",0.006,0.006,105,0.0116,0.00084376232921409,27
"B16.F2",0.0112,0.0112,106,0.0089,0.000770163388959588,26
"B16.F3",0.0055,0.0055,105,0.0032,3.75000375000375e-05,27
"B16.F4",0.0018,0.0018,106,0.0794,0.061155295300624,26
"B16.F5",0.003,0.003,106,0.0053,0.00785130955620514,26
"B17.F1",0,0,106,0.0091,0.0147414086168046,26
"B17.F2",0.0085,0.0085,105,0.018,0.007226643218621,27
"B17.F3",5e-04,5e-04,106,0.0248,0.0303858321971529,26
"B17.F4",0.1069,0.1069,105,0.0263,0.0199491261952989,27
"B17.F5",0.0016,0.0016,106,0.0137,0.0154542815674891,26
"B18.F1",1e-04,1e-04,106,0.013,0.00434720695438715,26
"B18.F2",0.0072,0.0072,106,0.0549,0.0378350324374421,26
"B18.F3",0.0138,0.0138,105,0.0171,0.000895152345534025,27
"B18.F4",3e-04,3e-04,105,0.1193,0.0945015945015945,27
"B18.F5",4e-04,4e-04,106,0.002,0.00286290526792444,26
"B19.F1",0.0018,0.0018,105,0.0216,0.0180944455286158,27
"B19.F2",0.018,0.018,106,0,0.0001002165798262,26
"B19.F3",0,0,105,5e-04,3.37500337500338e-06,27
"B19.F4",0.0011,0.0011,106,0.0241,0.0238099579054616,26
"B19.F5",0.0068,0.0068,106,0.0139,0.00571645935562402,26
"B20.F1",0.001,0.001,106,0.0533,0.0601259034466582,26
"B20.F2",0.021,0.021,106,0.0024,0.0207893718481954,26
"B20.F3",0.0224,0.0224,106,0.0039,0.000693943357414771,26
"B20.F4",7e-04,7e-04,105,0.0013,0.00229206153303654,27
"B20.F5",0.0079,0.0079,105,0.0978,0.0511803634889979,27
