"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0012,0.0012,42,0.0025,0.0916666666666666,11
"B1.F2",0.0085,0.0085,43,0,0.03089072543618,10
"B1.F3",0.0236,0.0236,42,0.0358,0.0846280991735537,11
"B1.F4",0.0178,0.0178,42,0.1084,0.167355371900826,11
"B1.F5",0.0017,0.0017,43,3e-04,0.0162971175166297,10
"B2.F1",0.0199,0.0199,42,0.3388,0.479535076795351,11
"B2.F2",0.0111,0.0111,43,0.0145,0.0449954086317723,10
"B2.F3",0.0292,0.0292,42,0.1303,0.190413223140496,11
"B2.F4",0.0199,0.0199,43,0.0325,0.164885215794307,10
"B2.F5",0.0159,0.0159,42,0.0014,0.0407407407407408,11
"B3.F1",0.0267,0.0267,42,0.1406,0.0558677685950413,11
"B3.F2",0.0334,0.0334,42,0.2289,0.25462962962963,11
"B3.F3",0.0535,0.0535,42,0.0449,0.09,11
"B3.F4",0.0019,0.0019,43,0.1242,0.27801652892562,10
"B3.F5",0.0026,0.0026,43,0.0256,0.0558677685950413,10
"B4.F1",0.001,0.001,42,0.1052,0.168119551681196,11
"B4.F2",0.014,0.014,43,0.0448,0.00236511456023651,10
"B4.F3",0.0125,0.0125,42,0.1819,0.27801652892562,11
"B4.F4",0.0348,0.0348,42,0.4801,0.611239669421487,11
"B4.F5",8e-04,8e-04,43,0.0127,0.0132598714416896,10
"B5.F1",0.0047,0.0047,43,0.4858,0.0449954086317723,10
"B5.F2",0.0136,0.0136,43,0.0164,0.0811386593204775,10
"B5.F3",0.0567,0.0567,42,0.0015,0.0021043771043771,11
"B5.F4",0.0196,0.0196,42,0.1291,0.0330578512396694,11
"B5.F5",9e-04,9e-04,42,0.0714,0.0876919883769199,11
"B6.F1",0.0043,0.0043,43,0.2061,0.00826446280991735,10
"B6.F2",0.1022,0.1022,43,0.0289,0.0195491500369549,10
"B6.F3",0.073,0.073,42,0.0858,0.0437190082644628,11
"B6.F4",0.0028,0.0028,42,0.0398,0.00538720538720539,11
"B6.F5",0.0014,0.0014,42,0.0973,0.0211570247933884,11
"B7.F1",0.0881,0.0881,42,0,0.0189393939393939,11
"B7.F2",0,0,42,0.1378,0.452561983471074,11
"B7.F3",4e-04,4e-04,42,0.0019,0.00826446280991736,11
"B7.F4",3e-04,3e-04,43,0.2571,0.127860422405877,10
"B7.F5",0.0276,0.0276,43,0.0039,0.156134515890613,10
"B8.F1",0.0723,0.0723,43,0.7989,0.649733700642791,10
"B8.F2",0.0285,0.0285,42,0.0423,0.187318389373184,11
"B8.F3",0.0274,0.0274,42,0.0577,0.119338842975207,11
"B8.F4",0.0076,0.0076,42,0.0416,0.0518887505188875,11
"B8.F5",0.0025,0.0025,43,0.0024,0.00369549150036955,10
"B9.F1",0.0741,0.0741,42,0.0166,0.000518887505188875,11
"B9.F2",9e-04,9e-04,43,0.0108,0.0679155188246097,10
"B9.F3",0.0233,0.0233,43,0.199,0.592433425160698,10
"B9.F4",0.0032,0.0032,42,0,0.00538720538720539,11
"B9.F5",0.0446,0.0446,42,0.3603,0.303881278538813,11
"B10.F1",0.0024,0.0024,43,0.2923,0.389678604224059,10
"B10.F2",0.0011,0.0011,42,0.051,0.0010170195101702,11
"B10.F3",0.0229,0.0229,42,0.0196,0.0254254877542549,11
"B10.F4",7e-04,7e-04,42,0.2617,0.113140495867769,11
"B10.F5",0.0046,0.0046,43,0.0181,0.279711751662971,10
"B11.F1",0.003,0.003,43,0.093,0.00133037694013304,10
"B11.F2",0.008,0.008,42,0.0521,0.0101851851851852,11
"B11.F3",0.0106,0.0106,43,0.0331,0.0743801652892562,10
"B11.F4",2e-04,2e-04,42,0.0486,0.0211570247933884,11
"B11.F5",0.0201,0.0201,42,0.0688,0.0010170195101702,11
"B12.F1",0.0148,0.0148,42,0.025,0.0211570247933884,11
"B12.F2",0.0016,0.0016,43,0.0431,0.00444444444444444,10
"B12.F3",0.0014,0.0014,42,0.0017,0.00206611570247934,11
"B12.F4",3e-04,3e-04,43,0.0747,0.160156402737048,10
"B12.F5",0.005,0.005,42,0.08,0.0558677685950413,11
"B13.F1",0.0159,0.0159,42,0.0027,0.0526094276094276,11
"B13.F2",0.003,0.003,43,0.1035,0.0617447199265381,10
"B13.F3",0.0036,0.0036,43,0.0161,0.0851441241685144,10
"B13.F4",0.0054,0.0054,42,0.0689,0.0330578512396694,11
"B13.F5",0.002,0.002,42,0,0.0186799501867995,11
"B14.F1",0.0462,0.0462,42,7e-04,0.00168119551681195,11
"B14.F2",0.0048,0.0048,43,0.1605,0.136675849403122,10
"B14.F3",0.0167,0.0167,42,0.1443,0.0695041322314049,11
"B14.F4",0.012,0.012,43,0.1128,0.0310790835181079,10
"B14.F5",0.0434,0.0434,42,0.0179,0.0336700336700337,11
"B15.F1",0.0011,0.0011,42,1e-04,0.0561228725612287,11
"B15.F2",0.0019,0.0019,42,0.0176,0.119338842975207,11
"B15.F3",0.1337,0.1337,43,0.0293,0.000147819660014782,10
"B15.F4",0.0336,0.0336,42,0.3449,0.16,11
"B15.F5",0.0283,0.0283,43,0.2115,0.0478935698447894,10
"B16.F1",0.0036,0.0036,43,0.0079,0.0106152433425161,10
"B16.F2",0.0657,0.0657,42,0.6034,0.669421487603306,11
"B16.F3",0.0023,0.0023,43,0.0062,0.000332594235033259,10
"B16.F4",0.0014,0.0014,42,0.1645,0.167355371900826,11
"B16.F5",0.0443,0.0443,42,0.034,0.25462962962963,11
"B17.F1",0.005,0.005,42,0.2175,0.104628476546285,11
"B17.F2",0.0026,0.0026,43,0,0.0955371900826446,10
"B17.F3",0.0031,0.0031,42,0.0814,0.0558677685950413,11
"B17.F4",0,0,42,0.1291,0.072249896222499,11
"B17.F5",0.0047,0.0047,43,0.1545,0.217777777777778,10
"B18.F1",0.1323,0.1323,42,0.1719,0.542231404958678,11
"B18.F2",0.0141,0.0141,43,0.0055,0.0267768595041322,10
"B18.F3",0.1091,0.1091,42,4e-04,0.011900826446281,11
"B18.F4",0.0013,0.0013,42,4e-04,0.00599833955998339,11
"B18.F5",0,0,43,9e-04,0.0249815225424981,10
"B19.F1",0.0281,0.0281,42,0.0036,0.00134680134680135,11
"B19.F2",0.0157,0.0157,43,0.2374,0.119338842975207,10
"B19.F3",0.0292,0.0292,42,0.0071,0.0437190082644628,11
"B19.F4",0.0064,0.0064,43,0.0101,0.000918273645546373,10
"B19.F5",0.0011,0.0011,42,0.1253,0.141498316498316,11
"B20.F1",0.0244,0.0244,42,0.0057,0,11
"B20.F2",6e-04,6e-04,43,0.1764,0.32557876905703,10
"B20.F3",6e-04,6e-04,42,0.0562,0.00297520661157025,11
"B20.F4",0.0139,0.0139,42,0.0027,0.0330578512396694,11
"B20.F5",0.0057,0.0057,43,0.1949,0.420532598714417,10
