"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0021,0.0021,128,4e-04,0.00234131113423517,32
"B1.F2",0.0034,0.0034,128,0.1001,0.11102966628254,32
"B1.F3",0.0121,0.0121,128,0.0064,0.0022538780370453,32
"B1.F4",0.0029,0.0029,128,0.0025,0.000113007499075515,32
"B1.F5",2e-04,2e-04,128,0.0144,0.0104241649217404,32
"B2.F1",0.0119,0.0119,128,0.0025,0.00278635374652781,32
"B2.F2",0.0012,0.0012,128,0.0098,0.00819945112100873,32
"B2.F3",0.0071,0.0071,128,2e-04,0.00200000429992862,32
"B2.F4",0.005,0.005,128,0.0015,0.0011499377740027,32
"B2.F5",0.0011,0.0011,128,1e-04,0.00267146502868052,32
"B3.F1",0.0114,0.0114,128,0.0205,0.0377453109278386,32
"B3.F2",1e-04,1e-04,128,0.0044,0.00381584464735466,32
"B3.F3",0.0017,0.0017,128,0.0318,0.026370521624341,32
"B3.F4",0.0056,0.0056,128,5e-04,0.00383782066717692,32
"B3.F5",0,0,128,0.005,0.00302560549761932,32
"B4.F1",0.0013,0.0013,128,0.0218,0.0293052229082997,32
"B4.F2",0.0069,0.0069,128,0.0034,0.0051658515909575,32
"B4.F3",0.0042,0.0042,128,5e-04,0.00200000429992862,32
"B4.F4",0.0025,0.0025,128,0.0017,0.000881619740112314,32
"B4.F5",0.0047,0.0047,128,0.1693,0.200328433922997,32
"B5.F1",8e-04,8e-04,128,0.0011,0.00534905021355747,32
"B5.F2",0.0013,0.0013,128,0.0312,0.0585327783558793,32
"B5.F3",0.0019,0.0019,128,1e-04,0.000817523929102777,32
"B5.F4",1e-04,1e-04,128,7e-04,0.0046988813735692,32
"B5.F5",0.0274,0.0274,128,0.0576,0.0587102847842726,32
"B6.F1",0.0105,0.0105,128,3e-04,0.0149004620273303,32
"B6.F2",0.0034,0.0034,128,0.0212,0.0322629019358279,32
"B6.F3",0.0092,0.0092,128,0.0744,0.0870769138982293,32
"B6.F4",0.001,0.001,128,0.0096,0.00134372769412028,32
"B6.F5",0.0034,0.0034,128,8e-04,1.62710340094195e-05,32
"B7.F1",0.0169,0.0169,128,0.0446,0.0485711880598043,32
"B7.F2",5e-04,5e-04,128,0.0251,0.00333389556246657,32
"B7.F3",1e-04,1e-04,128,0.0157,0.00570224284276881,32
"B7.F4",0.0011,0.0011,128,0.0105,0.0118528876170656,32
"B7.F5",0.0146,0.0146,128,0.0405,0.0320000687988579,32
"B8.F1",0.0272,0.0272,128,0.0374,0.0394811185089415,32
"B8.F2",0.0011,0.0011,128,0.0131,0.0295621870220492,32
"B8.F3",0.0057,0.0057,128,0.0357,0.0260145681581686,32
"B8.F4",0.0012,0.0012,128,2e-04,0.000677373130606032,32
"B8.F5",8e-04,8e-04,128,0.0294,0.0134179272624074,32
"B9.F1",0.0093,0.0093,128,0.0037,0.0014255607106922,32
"B9.F2",0.0046,0.0046,128,6e-04,0.0170298673042028,32
"B9.F3",2e-04,2e-04,128,0.0092,0.026256414116028,32
"B9.F4",0.001,0.001,128,0.0209,0.00609635817545429,32
