"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0073,0.0073,230,0.003,0.00112466422401438,57
"B1.F2",0.0063,0.0063,230,0.0083,0.0193905472116191,57
"B1.F3",2e-04,2e-04,229,0.004,0.00472949858994434,58
"B1.F4",0.0037,0.0037,230,2e-04,0.000192526216037049,57
"B1.F5",0.012,0.012,229,1e-04,0.000329480289999677,58
"B2.F1",8e-04,8e-04,229,0.0012,0.000163013129518053,58
"B2.F2",0.0064,0.0064,230,0.0015,0.00063942784215292,57
"B2.F3",7e-04,7e-04,229,0.0252,0.0218754639780168,58
"B2.F4",0.0257,0.0257,230,0.0385,0.0330686027091912,57
"B2.F5",0.0027,0.0027,230,0.0032,4.46001970900745e-05,57
"B3.F1",1e-04,1e-04,229,0.0011,0.00104906955132129,58
"B3.F2",2e-04,2e-04,230,7e-04,0.00264496551831813,57
"B3.F3",0.0089,0.0089,230,0.0048,0.00205407681199052,57
"B3.F4",0.0019,0.0019,230,0.0118,0.00490138630903104,57
"B3.F5",1e-04,1e-04,229,0.0151,0.0165058657762982,58
"B4.F1",4e-04,4e-04,230,0.0041,0.00526237368333806,57
"B4.F2",0.0031,0.0031,230,0.0119,0.00443407684764041,57
"B4.F3",0.0022,0.0022,229,0.0438,0.0548779624747126,58
"B4.F4",0.0052,0.0052,230,0.0145,0.00915218828756739,57
"B4.F5",0.0052,0.0052,229,0.003,0.00384962064607844,58
"B5.F1",0.0015,0.0015,229,3e-04,0.00202934350784484,58
"B5.F2",1e-04,1e-04,230,1e-04,0.00364563346307768,57
"B5.F3",0.0063,0.0063,230,0.0182,0.022342645687214,57
"B5.F4",0.0013,0.0013,229,0.0069,0.000553753540451365,58
"B5.F5",0.0011,0.0011,230,0.0015,0.00703666213226753,57
"B6.F1",0.0095,0.0095,230,0.0045,0.00498227207068275,57
"B6.F2",0.0013,0.0013,230,0.0132,0.0234022303856372,57
"B6.F3",0.0025,0.0025,229,0.0068,0.00778602849957556,58
"B6.F4",0.0052,0.0052,230,0.0266,0.0252141815132571,57
"B6.F5",0.0086,0.0086,229,0.0132,0.0158256156046138,58
"B7.F1",0.0138,0.0138,230,0.006,0.00392756970796898,57
"B7.F2",0.0031,0.0031,230,0.0201,0.00954595961466586,57
"B7.F3",0.0011,0.0011,229,0.0307,0.0257218286921056,58
"B7.F4",1e-04,1e-04,230,0.0057,0.0133798741511837,57
"B7.F5",5e-04,5e-04,229,0.0034,0.000708311434173746,58
"B8.F1",0.0075,0.0075,230,0.0235,0.0253258916996926,57
"B8.F2",0.0057,0.0057,229,0.0305,0.0169678802456964,58
"B8.F3",0.0065,0.0065,230,0.0136,0.0228901789945983,57
"B8.F4",5e-04,5e-04,230,0.0116,0.00775092110855091,57
"B8.F5",0.0019,0.0019,229,0.0115,0.0071341911751113,58
"B9.F1",0.0038,0.0038,229,0,0.00127182371072355,58
"B9.F2",0.0012,0.0012,230,0.0023,0.0035546813181633,57
"B9.F3",0.02,0.02,230,0.0596,0.0558211021909366,57
"B9.F4",3e-04,3e-04,229,1e-04,4.50847215715579e-05,58
"B9.F5",0.0025,0.0025,230,0.0178,0.0237461908722315,57
"B10.F1",0.0106,0.0106,230,0.0129,0.0125523154004863,57
"B10.F2",0,0,229,6e-04,0.00445429677658306,58
"B10.F3",0.0025,0.0025,230,0.0317,0.0365039824707312,57
"B10.F4",0.0268,0.0268,230,0.0548,0.0402507410689086,57
"B10.F5",4e-04,4e-04,229,5e-04,0.00136532868977037,58
"B11.F1",0.0011,0.0011,229,0.0143,0.0140989304161428,58
"B11.F2",0.0055,0.0055,229,0.0446,0.0769469672621272,58
"B11.F3",0.0206,0.0206,230,0.0292,0.0106941502883945,57
"B11.F4",6e-04,6e-04,230,0.0456,0.0391333244634616,57
"B11.F5",1e-04,1e-04,230,0.0072,0.0102308454744467,57
"B12.F1",1e-04,1e-04,229,0.0031,0.00191559881893094,58
"B12.F2",0.0069,0.0069,230,0.0199,0.0225851557963514,57
"B12.F3",0.0062,0.0062,229,0.0086,0.00678248922431713,58
"B12.F4",1e-04,1e-04,230,1e-04,9.3332922574865e-05,57
"B12.F5",2e-04,2e-04,230,0.0123,0.0115760212422408,57
"B13.F1",0.0087,0.0087,230,0.0209,0.0162658076612014,57
"B13.F2",2e-04,2e-04,230,3e-04,0.000372007654588371,57
"B13.F3",2e-04,2e-04,230,0.008,0.00294778993937733,57
"B13.F4",0.0011,0.0011,229,6e-04,0.000459965863496093,58
"B13.F5",0.0054,0.0054,229,0.003,0.00201445144042063,58
"B14.F1",7e-04,7e-04,230,0.0037,0.00316607005039105,57
"B14.F2",0.0025,0.0025,229,7e-04,0.000146160937463869,58
"B14.F3",0.0041,0.0041,230,7e-04,0.00170668159351836,57
"B14.F4",0.0028,0.0028,230,0.0059,0.00636352792069906,57
"B14.F5",0,0,229,0.0037,0.00214121117304714,58
"B15.F1",0.0086,0.0086,229,0.0421,0.0289884467693601,58
"B15.F2",3e-04,3e-04,229,0.0061,0.0178804378832097,58
"B15.F3",0,0,230,5e-04,0.0025279766253969,57
"B15.F4",0,0,230,0.0099,0.00654043369024098,57
"B15.F5",2e-04,2e-04,230,0.0305,0.0309429642808629,57
"B16.F1",0,0,230,7e-04,0.00130383489823664,57
"B16.F2",0.0027,0.0027,230,0.0012,6.72966774107775e-08,57
"B16.F3",0.0174,0.0174,229,0.0325,0.020615044228209,58
"B16.F4",0.0024,0.0024,229,0.0135,0.00447347970228518,58
"B16.F5",0.0018,0.0018,230,0.0027,0.00493082105427282,57
"B17.F1",0.0053,0.0053,230,0.0143,0.0259397335937614,57
