"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0011,0.0011,56,0.1218,0.0787407360081779,15
"B1.F2",0.0579,0.0579,57,0.0495,0.0127032967032967,14
"B1.F3",0.0447,0.0447,57,2e-04,0.00256087524809992,14
"B1.F4",7e-04,7e-04,57,0.101,0.260037523452158,14
"B1.F5",5e-04,5e-04,57,0.0143,0.000309822336254054,14
"B2.F1",0.0148,0.0148,57,0.0105,0.00139596667069195,14
"B2.F2",0.0302,0.0302,57,5e-04,0.00871218668971478,14
"B2.F3",0.0159,0.0159,57,0.2248,0.11630440044537,14
"B2.F4",0.0167,0.0167,57,5e-04,0.00409834068370654,14
"B2.F5",0.0195,0.0195,56,0.2921,0.220465056526208,15
"B3.F1",0.0169,0.0169,56,0.0114,0.0558862433862434,15
"B3.F2",0.0029,0.0029,57,0.0033,0.0191715976331361,14
"B3.F3",0.012,0.012,57,0.0072,0.0133848133848134,14
"B3.F4",0.0036,0.0036,57,0.2395,0.163197777831924,14
"B3.F5",0.0094,0.0094,57,0.0127,0.0156937567926579,14
"B4.F1",0.0345,0.0345,57,0.0394,0.0935324587306966,14
"B4.F2",1e-04,1e-04,57,0.0082,0.0193416339757803,14
"B4.F3",0.0283,0.0283,57,0.0975,0.0497112643454107,14
"B4.F4",0.0183,0.0183,56,0.1091,0.080177286742035,15
"B4.F5",0.0046,0.0046,57,0.0043,0.0216833715734815,14
"B5.F1",2e-04,2e-04,57,0.0116,0.0365279664156069,14
"B5.F2",0.0121,0.0121,57,0.0882,0.0640218812024979,14
"B5.F3",0.0277,0.0277,57,0.0424,0.0493888134337573,14
"B5.F4",1e-04,1e-04,57,0.1012,0.0661224489795918,14
"B5.F5",0.0119,0.0119,56,0.0352,0.0325868898543317,15
"B6.F1",0.0101,0.0101,57,0.1452,0.0537267610438342,14
"B6.F2",0.0027,0.0027,57,0.0035,0.0117004946273239,14
"B6.F3",0,0,57,0.0159,0.111845863387714,14
"B6.F4",0.0021,0.0021,57,0.0096,0.00495715738006487,14
"B6.F5",0.0032,0.0032,56,0.0254,0.00215946843853821,15
"B7.F1",6e-04,6e-04,57,0.0077,0.0259691527984211,14
"B7.F2",0.0161,0.0161,57,0.0142,0.0274116127774664,14
"B7.F3",0.002,0.002,56,0.0284,0.0684609455292908,15
"B7.F4",0.0111,0.0111,57,0.135,0.16568233528586,14
"B7.F5",0.0037,0.0037,57,0.0026,0.00174375075473977,14
"B8.F1",0.0228,0.0228,57,0.3443,0.21505132230407,14
"B8.F2",0.0587,0.0587,57,0.004,0.00174759161543302,14
"B8.F3",8e-04,8e-04,57,0.0012,0.00304573475305183,14
"B8.F4",0.0044,0.0044,56,0.054,0.01,15
"B8.F5",0.0012,0.0012,57,0.0642,0.115200202096754,14
"B9.F1",0.0251,0.0251,57,0.012,0.00301895906291511,14
"B9.F2",6e-04,6e-04,57,1e-04,0.0043956043956044,14
"B9.F3",0.0026,0.0026,57,0.0238,0.0595145513826832,14
"B9.F4",0.0021,0.0021,56,0.0021,0.0100719424460432,15
"B9.F5",0.0147,0.0147,57,0.0505,0.0215137671317446,14
"B10.F1",0.0489,0.0489,57,0.0044,0.0690090397407471,14
"B10.F2",0.0161,0.0161,57,0.0479,0.078409680207433,14
"B10.F3",1e-04,1e-04,56,0.0025,0.000318877551020408,15
"B10.F4",0.0027,0.0027,57,0.0409,0.000309822336254054,14
"B10.F5",0.0123,0.0123,57,0.308,0.0543931839086024,14
"B11.F1",6e-04,6e-04,57,0.1014,0.075640218812025,14
"B11.F2",0.0038,0.0038,57,0.005,4.44499320903815e-05,14
"B11.F3",0.0094,0.0094,57,0.0114,0.00048409740039696,14
"B11.F4",0.0231,0.0231,57,0.1389,0.134713198889023,14
"B11.F5",0.0518,0.0518,56,0.0693,0.191212744090442,15
"B12.F1",0.0093,0.0093,57,0.0221,0.00661272793140925,14
"B12.F2",0.0296,0.0296,56,0.0025,0.0199724782386073,15
"B12.F3",0.0011,0.0011,57,3e-04,0.00849311607932298,14
"B12.F4",0.006,0.006,57,5e-04,0.0062739023091446,14
"B12.F5",0.0261,0.0261,57,0.1205,0.0989930774071743,14
"B13.F1",0,0,57,2e-04,0.000818124606670862,14
"B13.F2",0.0141,0.0141,56,0.0563,0.0189400715563506,15
"B13.F3",0.0116,0.0116,57,0.1341,0.16188455222938,14
"B13.F4",7e-04,7e-04,57,0.0332,0.025797550467154,14
"B13.F5",0.0131,0.0131,57,0.0049,0.0492742422412752,14
"B14.F1",0.0175,0.0175,56,0.0016,0.000625,15
"B14.F2",0.0088,0.0088,57,0,0.0106702089119672,14
"B14.F3",0.0287,0.0287,57,0.0048,0.0166143968391159,14
"B14.F4",0.0098,0.0098,57,0.0694,0.0458517092663434,14
"B14.F5",0.0043,0.0043,57,0.0744,0.0274116127774664,14
"B15.F1",0.0463,0.0463,57,3e-04,0.000309822336254054,14
"B15.F2",2e-04,2e-04,56,0.2901,0.300732271325796,15
"B15.F3",0.006,0.006,57,0.039,0.024896900851957,14
"B15.F4",0.0864,0.0864,57,0.0228,0.0147413562047708,14
"B15.F5",0.0665,0.0665,57,0.3916,0.240207704383529,14
"B16.F1",0.0344,0.0344,56,4e-04,0.00287503194479939,15
"B16.F2",0.0267,0.0267,57,0.1031,0.0987755102040816,14
"B16.F3",0,0,57,0.0189,0.00111124830225954,14
"B16.F4",0,0,57,2e-04,0.000711198913446104,14
"B16.F5",0.0103,0.0103,57,0.1402,0.00139596667069195,14
"B17.F1",0.0013,0.0013,57,0.0218,0.159650105991569,14
"B17.F2",2e-04,2e-04,56,0.0532,0.154612829031434,15
"B17.F3",0.074,0.074,57,0.0043,0.0095616742807754,14
"B17.F4",0.0039,0.0039,57,0.0145,0.0309822336254054,14
"B17.F5",0.1875,0.1875,57,0.2489,0.29469387755102,14
"B18.F1",0.0097,0.0097,57,0.0098,0.0168514305078182,14
"B18.F2",7e-04,7e-04,56,0.11,0.0258290816326531,15
"B18.F3",3e-04,3e-04,57,0.0346,0.00142733670823558,14
"B18.F4",0.0301,0.0301,57,0.047,0.0259691527984211,14
"B18.F5",0.0078,0.0078,57,0.1348,0.213486953575059,14
"B19.F1",0.0146,0.0146,57,0.0162,0.0193416339757803,14
"B19.F2",8e-04,8e-04,57,0.0251,0.120850075035097,14
"B19.F3",0.0133,0.0133,57,0.0103,0.00113679424024252,14
"B19.F4",0.0074,0.0074,57,0.0642,0.0287021348695358,14
"B19.F5",0.0655,0.0655,56,0.1285,0.246441326530612,15
"B20.F1",0.0025,0.0025,56,0.038,0.00679599177800617,15
"B20.F2",0.0051,0.0051,57,0.1039,0.04,14
"B20.F3",0.0024,0.0024,57,0.0038,0.00304573475305183,14
"B20.F4",0.0025,0.0025,57,4e-04,0.024896900851957,14
"B20.F5",0.0262,0.0262,57,0.0015,4.34730105059775e-05,14
