"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",7e-04,7e-04,103,0.117,0.115578033746708,26
"B1.F2",0.0178,0.0178,103,0.0211,0.0169366019906278,26
"B1.F3",0.0413,0.0413,103,9e-04,1.17686864674816e-07,26
"B1.F4",0.0207,0.0207,104,0.0413,3.81633870005963e-05,25
"B1.F5",0.0424,0.0424,103,5e-04,0.00119394774649824,26
"B2.F1",0.0217,0.0217,104,0.0048,0.00608288610614192,25
"B2.F2",0.0379,0.0379,103,0.0012,0.0021559755123769,26
"B2.F3",0.0161,0.0161,103,0.1599,0.180835974098555,26
"B2.F4",0.0118,0.0118,103,0.0751,0.0650777393475197,26
"B2.F5",0.007,0.007,103,0.0018,0.00854994062541232,26
"B3.F1",0.0151,0.0151,103,0.0424,0.00214484310869853,26
"B3.F2",0.0661,0.0661,103,0.0089,0.000574687367140197,26
"B3.F3",0.0117,0.0117,103,0,0.00140549492798628,26
"B3.F4",0.0495,0.0495,104,0.0339,0.0124888624888625,25
"B3.F5",0.081,0.081,103,0.0045,0.00100127170023364,26
"B4.F1",0.0229,0.0229,103,0.0728,0.0503173974872088,26
"B4.F2",0.1217,0.1217,103,0.0397,0.0467135960203908,26
"B4.F3",0.0218,0.0218,103,0.0757,0.0712037012211289,26
"B4.F4",0.0113,0.0113,104,0.0404,0.0533100775193799,25
"B4.F5",0.0262,0.0262,103,0.0362,0.0383707430454418,26
"B5.F1",0.0504,0.0504,104,0.0014,0.00705732105732106,25
"B5.F2",0.0217,0.0217,103,0.0671,0.0225620568176006,26
"B5.F3",0.0362,0.0362,103,2e-04,0.000382364623328479,26
"B5.F4",0.0035,0.0035,103,8e-04,0.00033058240287156,26
"B5.F5",8e-04,8e-04,103,0.0957,0.11774553264454,26
"B6.F1",0.0454,0.0454,103,0.002,0.000627153301852097,26
"B6.F2",0.0565,0.0565,103,0.031,0.025022608507297,26
"B6.F3",0.0145,0.0145,103,0.0656,0.066729511452403,26
"B6.F4",0.0698,0.0698,104,0.0341,0.0305375133341235,25
"B6.F5",2e-04,2e-04,103,0.1281,0.123461142630954,26
"B7.F1",0.0376,0.0376,103,4e-04,2.09339774557166e-05,26
"B7.F2",0.0699,0.0699,103,0.0031,0.00730763384662153,26
"B7.F3",0.0048,0.0048,103,0.0211,0.0418803418803419,26
"B7.F4",0.0443,0.0443,104,1e-04,0.00862503712503712,25
"B7.F5",0.0019,0.0019,103,0.0533,0.0808247965659811,26
"B8.F1",0.1221,0.1221,103,0.0044,0.00243677626737926,26
"B8.F2",0.0247,0.0247,103,4e-04,5.18999073215941e-05,26
"B8.F3",0.0541,0.0541,103,1e-04,0.00867707554500007,26
"B8.F4",0,0,103,0.1183,0.12753501919767,26
"B8.F5",0.0026,0.0026,104,0.0356,0.0242376002376002,25
"B9.F1",0.0292,0.0292,103,0.1168,0.0706856730953116,26
"B9.F2",0.0215,0.0215,103,6e-04,0.00776372831283074,26
"B9.F3",0.01,0.01,103,0.0123,0.00679792952302367,26
"B9.F4",0.0539,0.0539,104,1e-04,0.000467501490757305,25
"B9.F5",0.0318,0.0318,103,0.0159,0.00727167172450191,26
"B10.F1",0.0259,0.0259,104,0.094,0.163776600467636,25
"B10.F2",0.0032,0.0032,103,0.0237,0.0098635117503042,26
"B10.F3",0.0216,0.0216,103,0.0822,0.116556410554319,26
"B10.F4",0.0049,0.0049,103,0.0133,0.000106467926537131,26
"B10.F5",0.077,0.077,103,0.0042,0.0102948570076598,26
"B11.F1",0.0264,0.0264,103,0.009,0.00377080483104579,26
"B11.F2",0.0024,0.0024,103,0.0321,0.0571733380408079,26
"B11.F3",0.0525,0.0525,103,0,0.000949993402823591,26
"B11.F4",0.0773,0.0773,104,6e-04,0.0211989803568751,25
"B11.F5",0.0312,0.0312,103,0.0082,0.0222692969680921,26
"B12.F1",0.004,0.004,103,0.0498,0.0624572722624004,26
"B12.F2",0.1013,0.1013,104,0.0044,0.00931723315444246,25
"B12.F3",0.0277,0.0277,103,0.0012,0.0040926270960873,26
"B12.F4",0.016,0.016,103,0.0075,0.00131377858809019,26
"B12.F5",0.0011,0.0011,103,0.0848,0.0529454351876497,26
"B13.F1",0.0121,0.0121,103,0.0148,0.00492417386535033,26
"B13.F2",0.0548,0.0548,103,0.008,0.00379997361129437,26
"B13.F3",0.0249,0.0249,104,0.0133,0.0225346687211094,25
"B13.F4",0.0132,0.0132,103,0,0.00435970587288629,26
"B13.F5",0.0299,0.0299,103,0.001,0.00026131961080058,26
"B14.F1",0.0191,0.0191,104,0.0033,0.000300712800712801,25
"B14.F2",0.1319,0.1319,103,0.0332,0.0172941021242908,26
"B14.F3",0.0032,0.0032,103,0.0169,0.0118262353443076,26
"B14.F4",0.0269,0.0269,103,0.0173,0.0237257896053077,26
"B14.F5",0.0578,0.0578,103,7e-04,0.00157593848775445,26
"B15.F1",0.014,0.014,103,0.0071,0.000834708544051104,26
"B15.F2",0.0139,0.0139,103,0.023,0.0153370698912868,26
"B15.F3",0.025,0.025,104,0.024,0.0482064777327935,25
"B15.F4",0.0671,0.0671,103,1e-04,0.00901144530210274,26
"B15.F5",0.0083,0.0083,103,0.0126,0.031373016708174,26
"B16.F1",0.0628,0.0628,103,0.019,0.0310425243667284,26
"B16.F2",0.0085,0.0085,103,0.0142,0.0221795167539112,26
"B16.F3",1e-04,1e-04,103,0.0773,0.0430763346425997,26
"B16.F4",0.0377,0.0377,103,0.0081,0.0169957850368809,26
"B16.F5",0.0372,0.0372,104,0,0.00238855937385349,25
"B17.F1",0.046,0.046,103,0.0043,0.000145975398676688,26
"B17.F2",0.0755,0.0755,103,0.0072,0.0119746300715279,26
"B17.F3",0.0128,0.0128,103,0.0218,0.0132074083881313,26
"B17.F4",0.0012,0.0012,103,0.1033,0.0807142669296515,26
"B17.F5",0.0239,0.0239,104,0.0084,0.00448777927725296,25
"B18.F1",4e-04,4e-04,104,0.1415,0.147260608786925,25
"B18.F2",0.006,0.006,103,0.041,0.0832722325732706,26
"B18.F3",0.138,0.138,103,0.1437,0.104964521575271,26
"B18.F4",0.0215,0.0215,103,0.0425,0.0244797626615808,26
"B18.F5",0.091,0.091,103,0.0099,0.000890771878723686,26
"B19.F1",0.0117,0.0117,104,0.1843,0.170393762183236,25
"B19.F2",0.0054,0.0054,103,0.0152,0.0078674700561493,26
"B19.F3",0.0162,0.0162,103,0.0987,0.159518221602572,26
"B19.F4",0.0081,0.0081,103,0.0467,0.0286782714033655,26
