"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0806,0.0806,39,0.0707,0.0308823529411765,9
"B1.F2",0.1031,0.1031,39,0.0041,0.0177777777777778,9
"B1.F3",0.1125,0.1125,38,0.0174,3.67309458218549e-05,10
"B1.F4",0.0348,0.0348,38,0.0628,0.0617447199265381,10
"B1.F5",0.0237,0.0237,38,0.1318,0.195739210284665,10
"B2.F1",0,0,38,0.1916,0.145785123966942,10
"B2.F2",0.0939,0.0939,38,2e-04,0.04,10
"B2.F3",0.3026,0.3026,39,0.0097,0.0308823529411765,9
"B2.F4",0.0457,0.0457,39,0.2947,0.444444444444444,9
"B2.F5",0.0772,0.0772,38,0.0517,0.0449954086317723,10
"B3.F1",0.036,0.036,38,0.0965,0.0289726533628973,10
"B3.F2",0.1129,0.1129,39,0.012,0.00694444444444444,9
"B3.F3",0.0663,0.0663,38,0.3564,0.253039485766758,10
"B3.F4",0.1287,0.1287,39,0.0161,0.0277777777777778,9
"B3.F5",0.1375,0.1375,38,0.0761,0.10317722681359,10
"B4.F1",0.238,0.238,39,0.0018,0.00111111111111111,9
"B4.F2",0.082,0.082,39,0.0802,0.134444444444444,9
"B4.F3",0.0741,0.0741,38,9e-04,0.000330578512396694,10
"B4.F4",0.113,0.113,38,0.0051,0.00444444444444444,10
"B4.F5",0.001,0.001,38,0.1079,0.164885215794307,10
"B5.F1",0.1694,0.1694,38,0.0059,0.00297520661157025,10
"B5.F2",0.1191,0.1191,38,0.0505,0.0502846648301193,10
"B5.F3",7e-04,7e-04,39,0.027,0.00111111111111111,9
"B5.F4",0.1237,0.1237,38,0.0171,0.0119733924611973,10
"B5.F5",0.173,0.173,39,0.0385,0.00444444444444444,9
"B6.F1",0.004,0.004,39,0.0787,0.0625,9
"B6.F2",0.0805,0.0805,38,0.051,0.174876033057851,10
"B6.F3",0.2234,0.2234,38,0.0607,0.0402439024390244,10
"B6.F4",0.052,0.052,38,0.0609,0.04,10
"B6.F5",0.1607,0.1607,39,0.082,0.04,9
"B7.F1",0.0494,0.0494,39,0.231,0.284444444444444,9
"B7.F2",0.0728,0.0728,39,0.1449,0.266944444444444,9
"B7.F3",0.2168,0.2168,38,0.148,0.0851441241685144,10
"B7.F4",0.1407,0.1407,38,0.0499,0.0106152433425161,10
"B7.F5",6e-04,6e-04,38,0.1858,0.145785123966942,10
"B8.F1",0.0166,0.0166,38,0.443,0.345601469237833,10
"B8.F2",0.0224,0.0224,39,0.0535,0.00694444444444444,9
"B8.F3",0.1671,0.1671,38,0.108,0.0558677685950413,10
"B8.F4",0.1324,0.1324,39,0.0246,0.09,9
"B8.F5",0.1118,0.1118,38,0.0235,0.0558677685950413,10
"B9.F1",0.0406,0.0406,39,0.1367,0.1225,9
"B9.F2",0.0154,0.0154,39,0.1111,0.16,9
"B9.F3",0.0942,0.0942,38,0.0017,0.042719881744272,10
"B9.F4",0.004,0.004,38,0.0481,0.016198347107438,10
"B9.F5",0.0933,0.0933,38,0.0662,0.0502846648301193,10
"B10.F1",0.0508,0.0508,39,0.1029,0.146944444444444,9
"B10.F2",0.0607,0.0607,39,0.1293,0.134444444444444,9
"B10.F3",0.1074,0.1074,38,0.0169,0.0106152433425161,10
"B10.F4",0.096,0.096,38,0.0715,0.042719881744272,10
"B10.F5",0.0176,0.0176,38,0.3943,0.374692378328742,10
"B11.F1",0.0666,0.0666,38,7e-04,3.67309458218549e-05,10
"B11.F2",0.1562,0.1562,38,0.0992,0.265381083562902,10
"B11.F3",0.2117,0.2117,39,0.1213,0.0625,9
"B11.F4",0.1839,0.1839,38,0.0309,0.00179981634527089,10
"B11.F5",0.0018,0.0018,39,0.2494,0.444444444444444,9
"B12.F1",0.1732,0.1732,38,0.0423,0.0558677685950413,10
"B12.F2",0.1598,0.1598,38,0.1202,0.03089072543618,10
"B12.F3",0.0139,0.0139,39,0.2567,0.146944444444444,9
"B12.F4",0.0059,0.0059,38,0.1591,0.145785123966942,10
"B12.F5",0.2238,0.2238,39,0.0264,0.0711111111111111,9
"B13.F1",0.026,0.026,39,0.087,0.0711111111111111,9
"B13.F2",0.171,0.171,39,0.0581,0.0469444444444444,9
"B13.F3",4e-04,4e-04,38,0.523,0.374692378328742,10
"B13.F4",0.2432,0.2432,38,0.0499,0.0679155188246097,10
"B13.F5",0.0118,0.0118,38,0.0017,0.0106152433425161,10
"B14.F1",0.0865,0.0865,39,0.1271,0.2025,9
"B14.F2",0.1531,0.1531,39,0.0253,0.3025,9
"B14.F3",0.0102,0.0102,38,0.2226,0.229237832874196,10
"B14.F4",5e-04,5e-04,38,0.0034,0.0132598714416896,10
"B14.F5",0.1415,0.1415,38,0.0071,0.0558677685950413,10
