"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0649,0.0649,41,0.0026,0.0449954086317723,10
"B1.F2",0.0237,0.0237,41,0,0.00444444444444444,10
"B1.F3",0.0438,0.0438,41,0,0.00826446280991735,10
"B1.F4",0.0128,0.0128,40,0.056,0.119338842975207,11
"B1.F5",0.0958,0.0958,41,0.2083,0.331496786042241,10
"B2.F1",0.0052,0.0052,41,0.0949,0.136675849403122,10
"B2.F2",1e-04,1e-04,40,0.017,0.0267768595041322,11
"B2.F3",0.0037,0.0037,41,0.0024,0.00444444444444444,10
"B2.F4",0.0535,0.0535,41,0.132,0.389678604224059,10
"B2.F5",0,0,41,0.0899,0.136675849403122,10
"B3.F1",0.0026,0.0026,41,0,0.00179981634527089,10
"B3.F2",0,0,40,0.0642,0.113140495867769,11
"B3.F3",0.0027,0.0027,41,0.0422,0.0132598714416896,10
"B3.F4",9e-04,9e-04,41,0.0927,0.0743801652892562,10
"B3.F5",0.1049,0.1049,41,0.0011,0.0352984389348026,10
"B4.F1",0.0211,0.0211,41,0.2734,0.195739210284665,10
"B4.F2",0.0058,0.0058,41,0.0455,0.03089072543618,10
"B4.F3",0.0715,0.0715,40,0.0691,0.09,11
"B4.F4",2e-04,2e-04,41,8e-04,0.00620752984389348,10
"B4.F5",0.0473,0.0473,41,0.2831,0.213451589061345,10
"B5.F1",0.0147,0.0147,40,0.0575,0.0298347107438017,11
"B5.F2",0,0,41,0.064,0.0352984389348026,10
"B5.F3",0.0604,0.0604,41,0.0713,0.00297520661157025,10
"B5.F4",2e-04,2e-04,41,0.0307,0.00179981634527089,10
"B5.F5",0.1208,0.1208,41,0.2228,0.217777777777778,10
"B6.F1",0.0013,0.0013,41,0.2936,0.229237832874196,10
"B6.F2",0.0212,0.0212,40,0.0072,0.00528925619834711,11
"B6.F3",0.0482,0.0482,41,0.3179,0.253039485766758,10
"B6.F4",0.0065,0.0065,41,0.022,0.0449954086317723,10
"B6.F5",0.0167,0.0167,41,0.1107,0.0651884700665188,10
"B7.F1",0.037,0.037,41,0.0514,0.0502846648301193,10
"B7.F2",0.0524,0.0524,40,0.2121,0.259173553719008,11
"B7.F3",0.0222,0.0222,41,0.1662,0.04,10
"B7.F4",0.0148,0.0148,41,0.06,0.0679155188246097,10
"B7.F5",1e-04,1e-04,41,0.0297,0.03089072543618,10
"B8.F1",0.0059,0.0059,40,6e-04,0.0040495867768595,11
"B8.F2",0.0149,0.0149,41,0.131,0.0352984389348026,10
"B8.F3",0.0011,0.0011,41,0.0751,0.04,10
"B8.F4",0.0157,0.0157,41,4e-04,0.0743801652892562,10
"B8.F5",0.0124,0.0124,41,0.4609,0.30416896235078,10
"B9.F1",0.0205,0.0205,40,0.1436,0.047603305785124,11
"B9.F2",0.0044,0.0044,41,0.5233,0.630339761248852,10
"B9.F3",0.0076,0.0076,41,0.0034,0.000918273645546373,10
"B9.F4",4e-04,4e-04,41,0.0263,0.0502846648301193,10
"B9.F5",0.0528,0.0528,41,0.0878,0.0617447199265381,10
"B10.F1",0.0425,0.0425,40,0.3343,0.198429752066116,11
"B10.F2",0.0296,0.0296,41,0.2435,0.36,10
"B10.F3",0.0022,0.0022,41,0.0204,3.67309458218549e-05,10
"B10.F4",0.0182,0.0182,41,0.1894,0.0267768595041322,10
"B10.F5",0.0995,0.0995,41,0.0011,3.69549150036955e-05,10
"B11.F1",0.0359,0.0359,41,2e-04,0.00297520661157025,10
"B11.F2",3e-04,3e-04,41,0.4473,0.555702479338843,10
"B11.F3",4e-04,4e-04,40,0.0506,0.0955371900826446,11
"B11.F4",0,0,41,0.0313,0.0132598714416896,10
"B11.F5",0.0139,0.0139,41,0.0888,0.0743801652892562,10
"B12.F1",0.0825,0.0825,41,0.1149,0.24099173553719,10
"B12.F2",0.0094,0.0094,41,0,0.00133037694013304,10
"B12.F3",5e-04,5e-04,40,0.0456,0.307520661157025,11
"B12.F4",0.0309,0.0309,41,0.1811,0.265381083562902,10
"B12.F5",0.0094,0.0094,41,0.0582,0.0352984389348026,10
"B13.F1",0.0025,0.0025,41,0.0075,0.0502846648301193,10
"B13.F2",0.006,0.006,41,0.0042,0.0679155188246097,10
"B13.F3",0.017,0.017,41,0,0.0132598714416896,10
"B13.F4",0.0027,0.0027,41,0.0684,0.0352984389348026,10
