"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",2e-04,2e-04,224,0.0196,0.031829882588244,57
"B1.F2",0.0027,0.0027,225,0.0081,0.0126978598143327,56
"B1.F3",0.0042,0.0042,225,2e-04,0.000508808163133148,56
"B1.F4",0,0,225,0.0012,0.00284065338852354,56
"B1.F5",0.0071,0.0071,225,0.0027,0.00700158303767038,56
"B2.F1",0.0046,0.0046,225,0.0183,0.0134155764026735,56
"B2.F2",0,0,224,0.0091,0.0139159699019621,57
"B2.F3",0.0064,0.0064,225,0.0051,0.000650245660771977,56
"B2.F4",0.0025,0.0025,225,0.0051,0.000924175723879056,56
"B2.F5",0.0077,0.0077,225,0.059,0.0813398298608329,56
"B3.F1",0.0201,0.0201,224,0.1017,0.113359874568078,57
"B3.F2",0.0014,0.0014,225,0.0133,0.0175898954846323,56
"B3.F3",0.0022,0.0022,225,0.0024,0.00251372800879719,56
"B3.F4",9e-04,9e-04,225,1e-04,0,56
"B3.F5",0.002,0.002,225,0.0029,0.000783050814769614,56
"B4.F1",6e-04,6e-04,225,0.0084,0.0044262300447051,56
"B4.F2",0,0,224,0.0126,0.0209702390070322,57
"B4.F3",4e-04,4e-04,225,0,0.000920669115228954,56
"B4.F4",0.0182,0.0182,225,0.0228,0.0401014544206317,56
"B4.F5",0.0208,0.0208,225,0.0139,0.020121021846097,56
"B5.F1",0,0,225,0.0046,0.0019209867100284,56
"B5.F2",0.0013,0.0013,225,0.0714,0.0703614744672567,56
"B5.F3",3e-04,3e-04,225,2e-04,0.00084949832713297,56
"B5.F4",2e-04,2e-04,224,0.0429,0.0422988622337958,57
"B5.F5",6e-04,6e-04,225,3e-04,0.00387785039237022,56
"B6.F1",1e-04,1e-04,225,0.009,0.00188319114139653,56
"B6.F2",0.0065,0.0065,225,0.0068,0.00422161243375957,56
"B6.F3",0.0034,0.0034,225,0,1.46617008882111e-05,56
"B6.F4",0.0019,0.0019,225,0.0028,0.00461242849717029,56
"B6.F5",7e-04,7e-04,224,0.0025,0.000151941654404709,57
"B7.F1",0.0037,0.0037,225,0.0471,0.0684707438222178,56
"B7.F2",5e-04,5e-04,225,0.0161,0.0211179790444347,56
"B7.F3",4e-04,4e-04,225,0.0021,0.00177345928924876,56
"B7.F4",0.0139,0.0139,224,0.0031,0.00547132861767603,57
"B7.F5",0.0035,0.0035,225,0.0114,0.0101171222571832,56
"B8.F1",0.0053,0.0053,225,0.0056,0.0142022600809924,56
"B8.F2",0.0011,0.0011,225,0.0122,0.0107249675759239,56
"B8.F3",0.0031,0.0031,224,0.0179,0.0265799785513942,57
"B8.F4",0,0,225,0,0.000234507013454382,56
"B8.F5",0.0027,0.0027,225,0.0053,0.00563862450452727,56
"B9.F1",0.0015,0.0015,225,0.0015,3.95919419826493e-05,56
"B9.F2",0.0057,0.0057,225,0.0298,0.0178937188231701,56
"B9.F3",0.0068,0.0068,225,0.0319,0.0486997633945002,56
"B9.F4",1e-04,1e-04,224,0.0081,0.00782177201753679,57
"B9.F5",2e-04,2e-04,225,0.0251,0.0236071737006409,56
"B10.F1",0.003,0.003,225,0.0388,0.0247434337270251,56
"B10.F2",0,0,224,0.0027,0.00521872235682239,57
"B10.F3",7e-04,7e-04,225,0.0361,0.0497818489096932,56
"B10.F4",0,0,225,0.0121,0.0195820100483895,56
"B10.F5",0.0098,0.0098,225,0.0351,0.0314389968232659,56
"B11.F1",1e-04,1e-04,225,0.0253,0.0406328150401272,56
"B11.F2",0.0014,0.0014,225,0.0158,0.0119537791749614,56
"B11.F3",0.0038,0.0038,225,8e-04,0.00284590471434828,56
"B11.F4",7e-04,7e-04,225,0.0389,0.0376322002503579,56
"B11.F5",0,0,224,0.0017,4.17642663934984e-06,57
"B12.F1",2e-04,2e-04,225,0.0086,0.00991130980043069,56
"B12.F2",0.0054,0.0054,225,0.0588,0.0278845425787593,56
"B12.F3",1e-04,1e-04,225,0,4.78562726151499e-05,56
"B12.F4",2e-04,2e-04,225,0.0015,0.00336995174168477,56
"B12.F5",0.0063,0.0063,224,0.0014,0.00284573519527953,57
"B13.F1",6e-04,6e-04,225,0.0077,0.00385753311016469,56
"B13.F2",0.0037,0.0037,225,0.0961,0.0815102540091958,56
"B13.F3",0.008,0.008,225,0.0052,0.00608979170844913,56
"B13.F4",0.0084,0.0084,225,0.0161,0.00544316113003563,56
"B13.F5",4e-04,4e-04,224,0.002,0.00242822828157479,57
"B14.F1",0.0051,0.0051,225,0.0612,0.0660579341034846,56
"B14.F2",0.001,0.001,224,0.0093,0.00497941562751932,57
"B14.F3",0.0024,0.0024,225,0.0151,0.0222693520051067,56
"B14.F4",6e-04,6e-04,225,0.007,0.0113593120329962,56
"B14.F5",0.0012,0.0012,225,0.0025,0.00263596520438626,56
"B15.F1",0.0014,0.0014,224,0.0133,0.0103956646179343,57
"B15.F2",1e-04,1e-04,225,0.0126,0.0120573472720607,56
"B15.F3",0.0021,0.0021,225,0.0202,0.0512860577812027,56
"B15.F4",0.0175,0.0175,225,0.005,0.0068458911676771,56
"B15.F5",0.001,0.001,225,0.0761,0.0694791617818947,56
"B16.F1",4e-04,4e-04,225,0.0079,0.00626178090065353,56
"B16.F2",3e-04,3e-04,225,4e-04,0.00189534832641314,56
"B16.F3",0.0017,0.0017,225,0.0018,0.00130905337404682,56
"B16.F4",0.0045,0.0045,225,0.0037,0.00454529558568726,56
"B16.F5",0.006,0.006,224,0.0254,0.0203473422486531,57
