"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",5e-04,5e-04,230,0.0849,0.0587466875877558,57
"B1.F2",5e-04,5e-04,230,0.0628,0.0364919704470474,57
"B1.F3",0.0114,0.0114,229,0.0013,0.00317773903137265,58
"B1.F4",0,0,230,0.0315,0.0215691177388525,57
"B1.F5",0.0148,0.0148,229,0.0022,9.25788643837339e-05,58
"B2.F1",0.0099,0.0099,230,0.0384,0.0237832733744074,57
"B2.F2",0.0463,0.0463,229,0.0026,0.00117883977492836,58
"B2.F3",0.0034,0.0034,230,0,0.000271550860231085,57
"B2.F4",1e-04,1e-04,229,0.0057,0.00150372307788416,58
"B2.F5",0.0025,0.0025,230,0.0122,0.00735639433723023,57
"B3.F1",0.0114,0.0114,230,0.0059,0.00656813745941538,57
"B3.F2",0.0044,0.0044,229,0.0028,0.00559263062854025,58
"B3.F3",0,0,229,0.0016,1.09666564549956e-06,58
"B3.F4",0.0063,0.0063,230,0.0243,0.00871547851940644,57
"B3.F5",0.0106,0.0106,230,1e-04,0.00551154429164058,57
"B4.F1",0.0042,0.0042,230,0.0398,0.0255568695229075,57
"B4.F2",4e-04,4e-04,230,0.019,0.0245843155179552,57
"B4.F3",3e-04,3e-04,230,0.0483,0.0632052591899144,57
"B4.F4",0.0166,0.0166,229,0.0158,0.0241857299647492,58
"B4.F5",0.0169,0.0169,229,0.0026,0.00139464328936945,58
"B5.F1",2e-04,2e-04,229,0.0472,0.0209922392728291,58
"B5.F2",0.0037,0.0037,229,0.0474,0.0390118412046328,58
"B5.F3",0.0034,0.0034,230,0.0481,0.0317604734518787,57
"B5.F4",2e-04,2e-04,230,0.0419,0.0395505183024547,57
"B5.F5",0.0492,0.0492,230,0,3.06471332629506e-06,57
"B6.F1",0.005,0.005,229,0.0016,0.00156647208519897,58
"B6.F2",0.0139,0.0139,230,0.209,0.218509777988272,57
"B6.F3",0.0161,0.0161,229,0.0054,0.014311649264042,58
"B6.F4",0.0013,0.0013,230,0.0492,0.033515900772866,57
