"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0571,0.0571,125,0.1909,0.16783558792924,31
"B1.F2",0.1273,0.1273,125,0.1645,0.139719205254943,31
"B1.F3",0.1149,0.1149,125,0.1025,0.121654689125911,31
"B1.F4",0.1856,0.1856,125,0.1007,0.0810412330905307,31
"B1.F5",0.055,0.055,124,0.2623,0.226109076262489,32
"B2.F1",0.1,0.1,124,0.3589,0.375925969753627,32
"B2.F2",0.3007,0.3007,125,0.0036,0.0277329929760666,31
"B2.F3",0.2021,0.2021,125,0.0684,0.0635121292924037,31
"B2.F4",0.1367,0.1367,125,0.0337,0.0431319074475213,31
"B2.F5",0.1618,0.1618,125,0.1458,0.11747203433923,31
"B3.F1",0.0685,0.0685,125,0.3728,0.321480657520702,31
"B3.F2",0.1381,0.1381,124,0.1138,0.0847134312570411,32
"B3.F3",0.1656,0.1656,125,0.1013,0.0606986537460978,31
"B3.F4",0.0606,0.0606,125,0.367,0.371215042924038,31
"B3.F5",0.2054,0.2054,125,0.1257,0.0642384081728236,31
"B4.F1",0.0909,0.0909,125,0.2802,0.399750260145682,31
"B4.F2",0.1604,0.1604,125,0.1674,0.142445369406868,31
"B4.F3",0.0565,0.0565,125,0.3272,0.316860041623309,31
"B4.F4",0.1828,0.1828,125,0.0805,0.0970467917569229,31
"B4.F5",0.1769,0.1769,124,0.0273,0.0569473140495868,32
"B5.F1",0.061,0.061,125,0.2113,0.239626040582726,31
"B5.F2",0.2084,0.2084,125,0.1961,0.133045855043616,31
"B5.F3",0.2028,0.2028,125,0.1485,0.132578206295526,31
"B5.F4",0.0814,0.0814,125,0.0651,0.0608975026014568,31
"B5.F5",0.1602,0.1602,124,0.1181,0.119132847800318,32
"B6.F1",0.1203,0.1203,125,0.1438,0.173177093515803,31
"B6.F2",0.1004,0.1004,125,0.2241,0.247987935744017,31
"B6.F3",0.232,0.232,124,0.0784,0.0512465695063046,32
"B6.F4",0.2273,0.2273,125,0.0345,0.0605001300728408,31
"B6.F5",0.081,0.081,125,0.2754,0.28244081685744,31
"B7.F1",0.218,0.218,125,0.0146,0.0357636901664932,31
"B7.F2",0.1827,0.1827,125,0.0448,0.0273315556711759,31
"B7.F3",0.0951,0.0951,125,0.0706,0.120252341311134,31
"B7.F4",0.1332,0.1332,125,0.1111,0.0726753328909965,31
"B7.F5",0.2315,0.2315,124,0.0827,0.0585327783558793,32
"B8.F1",0.0499,0.0499,125,0.2814,0.26141779396462,31
"B8.F2",0.091,0.091,125,0.2927,0.256901827523413,31
"B8.F3",0.1081,0.1081,125,0.1547,0.198687970267385,31
"B8.F4",0.1595,0.1595,125,0.0567,0.0273315556711759,31
"B8.F5",0.1736,0.1736,124,0.1098,0.0686947190426639,32
"B9.F1",0.1946,0.1946,125,0.0487,0.0616961498439126,31
"B9.F2",0.1891,0.1891,125,0.1618,0.244834904279609,31
"B9.F3",0.128,0.128,125,0.1277,0.144890738813736,31
"B9.F4",0.0772,0.0772,125,0.2384,0.134454327110833,31
"B9.F5",0.1681,0.1681,124,0.1295,0.0925694008479459,32
"B10.F1",0.1146,0.1146,125,0.0811,0.0798974050468263,31
"B10.F2",0.1614,0.1614,125,0.1728,0.225625,31
"B10.F3",0.1031,0.1031,125,0.1051,0.101473074921956,31
"B10.F4",0.2693,0.2693,124,0.0535,0.0378948259688037,32
"B10.F5",0.2313,0.2313,125,0.2979,0.20931155637518,31
"B11.F1",0.0669,0.0669,124,0.1869,0.174324615586381,32
"B11.F2",0.1787,0.1787,125,0.1543,0.121092774453694,31
"B11.F3",0.1311,0.1311,125,0.1081,0.148275659824047,31
"B11.F4",0.1571,0.1571,125,0.0878,0.0738612122788762,31
"B11.F5",0.227,0.227,125,0.1128,0.117748601716962,31
"B12.F1",0.2298,0.2298,125,0.1255,0.107997040842872,31
"B12.F2",0.1123,0.1123,125,0.0644,0.0262153285977272,31
"B12.F3",0.2725,0.2725,125,0.0997,0.0326392547925245,31
"B12.F4",0.0615,0.0615,124,0.1508,0.162620856864079,32
"B12.F5",0.1991,0.1991,125,0.0604,0.0269330450052029,31
"B13.F1",0.1899,0.1899,125,0.0939,0.0714699856919875,31
"B13.F2",0.0938,0.0938,125,0.1645,0.185802712018731,31
"B13.F3",0.1194,0.1194,124,0.1889,0.162710340094195,32
"B13.F4",0.2072,0.2072,125,0.0518,0.0597092872008325,31
"B13.F5",0.1643,0.1643,125,0.289,0.32514945130717,31
"B14.F1",0.1444,0.1444,125,0.1719,0.191797904103975,31
"B14.F2",0.1267,0.1267,125,0.1338,0.139596668488054,31
"B14.F3",0.1845,0.1845,125,0.1261,0.169491577783559,31
"B14.F4",0.1874,0.1874,124,0.1168,0.10981157712782,32
"B14.F5",0.0595,0.0595,125,0.3458,0.351821182362123,31
"B15.F1",0.1662,0.1662,124,0.1725,0.189146870690193,32
"B15.F2",0.1215,0.1215,125,0.058,0.0810412330905307,31
"B15.F3",0.1092,0.1092,125,0.3154,0.283957047827332,31
"B15.F4",0.0216,0.0216,125,0.115,0.134050468262227,31
"B15.F5",0.0723,0.0723,125,0.2108,0.216525104058273,31
"B16.F1",0.1002,0.1002,125,0.2667,0.256901827523413,31
"B16.F2",0.1069,0.1069,124,0.2329,0.199345228369209,32
"B16.F3",0.0916,0.0916,125,0.099,0.0794581698963761,31
"B16.F4",0.1055,0.1055,125,0.2262,0.184910437657841,31
"B16.F5",0.1624,0.1624,125,0.2841,0.296322190426639,31
"B17.F1",0.1405,0.1405,125,0.1012,0.153297509105099,31
"B17.F2",0.1335,0.1335,124,0.0238,0.0340713878682153,32
"B17.F3",0.1217,0.1217,125,0.3038,0.298962018730489,31
"B17.F4",0.1494,0.1494,125,0.0661,0.0637155306971904,31
"B17.F5",0.1352,0.1352,125,0.2512,0.130557019170098,31
"B18.F1",0.2713,0.2713,125,0.0965,0.158391161550468,31
"B18.F2",0.0863,0.0863,125,0.1534,0.157877222786326,31
"B18.F3",0.2201,0.2201,125,0.3638,0.347054012747139,31
"B18.F4",0.1681,0.1681,124,0.0348,0.0102359800827306,32
"B18.F5",0.2001,0.2001,125,0.1177,0.159355489073881,31
"B19.F1",0.1756,0.1756,125,0.168,0.202722363704961,31
"B19.F2",0.1825,0.1825,125,0.0908,0.0792150104058273,31
"B19.F3",0.2089,0.2089,125,0.0314,0.0339569784079084,31
"B19.F4",0.0338,0.0338,124,0.2951,0.284861671296256,32
"B19.F5",0.1233,0.1233,125,0.1587,0.127633324661811,31
"B20.F1",0.103,0.103,125,0.311,0.257771955844375,31
"B20.F2",0.085,0.085,125,0.1531,0.138027708349606,31
"B20.F3",0.2347,0.2347,124,0.1368,0.115221424824348,32
"B20.F4",0.1418,0.1418,125,0.0857,0.107467644380853,31
"B20.F5",0.2425,0.2425,125,0,0.0010667598855359,31
