"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.1664,0.1664,53,0.3671,0.464195145513827,13
"B1.F2",0.0429,0.0429,53,0.0435,6.81137044773408e-05,13
"B1.F3",0.0176,0.0176,53,0.0307,0.00686813186813187,13
"B1.F4",0.0294,0.0294,53,6e-04,0.0014957264957265,13
"B1.F5",0.0065,0.0065,52,7e-04,0.0136887502741161,14
"B2.F1",0.0549,0.0549,52,7e-04,0.0179736746769714,14
"B2.F2",0.007,0.007,53,0.1178,0.0236686390532544,13
"B2.F3",0.0117,0.0117,53,0.0017,0.000776060098093997,13
"B2.F4",0.0309,0.0309,53,0.0014,0.0014792899408284,13
"B2.F5",0.0215,0.0215,53,0.059,0.0420939243127693,13
"B3.F1",0.0308,0.0308,53,0.1552,0.152604970786789,13
"B3.F2",0.0535,0.0535,53,0.0066,0.0763125763125763,13
"B3.F3",0.0428,0.0428,53,0.0933,0.0290121965946142,13
"B3.F4",0.0549,0.0549,52,0.0075,0.00315776177845143,14
"B3.F5",0.1086,0.1086,53,0.0178,0.0204081632653061,13
"B4.F1",0.0157,0.0157,53,2e-04,0.00027170631566236,13
"B4.F2",0.0053,0.0053,53,0.0146,0.00111752654125535,13
"B4.F3",0.0516,0.0516,53,0.257,0.461727666273121,13
"B4.F4",0.0754,0.0754,53,0.1109,0.0882753610026337,13
"B4.F5",0.0467,0.0467,52,0.0457,0.000238785604639263,14
"B5.F1",0.0573,0.0573,53,0,0.018920473465928,13
"B5.F2",0.1407,0.1407,53,0.0894,0.150463173190446,13
"B5.F3",0.057,0.057,53,0.0069,0.00244535684096124,13
"B5.F4",0.011,0.011,52,0.0252,4.54717696097007e-05,14
"B5.F5",0.0064,0.0064,53,0.0014,0.103600944510035,13
"B6.F1",0.0802,0.0802,53,0.0106,0.0793956043956044,13
"B6.F2",0.0206,0.0206,53,0.1471,0.207976089844222,13
"B6.F3",0.0282,0.0282,52,0.0691,0.0106702089119672,14
"B6.F4",0.001,0.001,53,0,0.00686813186813187,13
"B6.F5",0.0228,0.0228,53,0.102,0.226927733283666,13
"B7.F1",0.0068,0.0068,52,0.1464,0.0595145513826832,14
"B7.F2",0.0504,0.0504,53,0.2937,0.236385836385836,13
"B7.F3",0.0215,0.0215,53,0.0375,0.126788908765653,13
"B7.F4",0.0318,0.0318,53,0.003,0.00148336511972876,13
"B7.F5",0.0201,0.0201,53,0.008,0.0220082115686511,13
"B8.F1",0.0036,0.0036,53,0.0032,0.0484339107220463,13
"B8.F2",0.0412,0.0412,53,0.0131,0.0645909645909646,13
"B8.F3",0.0285,0.0285,53,0.0487,0.00365294046612728,13
"B8.F4",0.1003,0.1003,52,0.0029,0.0828933703658978,14
"B8.F5",0.0243,0.0243,53,0.016,0.0373931623931624,13
"B9.F1",0.0767,0.0767,53,0.0188,6.81137044773408e-05,13
"B9.F2",0.0073,0.0073,53,0.0325,0.0656857267026759,13
"B9.F3",0.0793,0.0793,53,0.0037,0.0222527472527473,13
"B9.F4",0.0745,0.0745,52,0.0502,0.0779084651612124,14
"B9.F5",0.0507,0.0507,53,0.1453,0.042571065298338,13
"B10.F1",0.0374,0.0374,52,0.0277,0.027170631566236,14
"B10.F2",4e-04,4e-04,53,0.1646,0.0435937688684941,13
"B10.F3",0.008,0.008,53,0.0635,0.0256715506715507,13
"B10.F4",0.0053,0.0053,53,0.0044,0.0136897001303781,13
"B10.F5",0.0198,0.0198,53,0.0017,0.00280157695411933,13
"B11.F1",6e-04,6e-04,53,0.0055,0.0103608512699422,13
"B11.F2",0.0056,0.0056,52,0.0156,0.000968020743301642,14
"B11.F3",0.2127,0.2127,53,0.2675,0.218119792295616,13
"B11.F4",0.0175,0.0175,53,1e-04,0.000488400488400488,13
"B11.F5",0.0166,0.0166,53,0.0108,0.00018920473465928,13
"B12.F1",0.0275,0.0275,53,0.0455,0.0369822485207101,13
