"","FP","TP","TN","FN","accuracy"
"B1.F1",6,6,4,4,0.5
"B1.F2",5,6,5,4,0.55
"B1.F3",5,8,5,2,0.65
"B1.F4",2,7,8,3,0.75
"B1.F5",7,9,3,1,0.6
"B1.F11",3,2,7,8,0.45
"B1.F21",2,7,8,3,0.75
"B1.F31",4,6,6,4,0.6
"B1.F41",3,5,7,5,0.6
"B1.F51",2,5,8,5,0.65
"B1.F12",6,7,4,3,0.55
"B1.F22",3,4,7,6,0.55
"B1.F32",1,6,9,4,0.75
"B1.F42",3,6,7,4,0.65
"B1.F52",5,7,5,3,0.6
"B1.F13",5,5,5,5,0.5
"B1.F23",3,7,7,3,0.7
"B1.F33",3,6,7,4,0.65
"B1.F43",5,4,5,6,0.45
"B1.F53",3,6,7,4,0.65
"B1.F14",4,7,6,3,0.65
"B1.F24",7,7,3,3,0.5
"B1.F34",2,2,8,8,0.5
"B1.F44",7,7,3,3,0.5
"B1.F54",4,3,6,7,0.45
"B1.F15",2,2,8,8,0.5
"B1.F25",7,8,3,2,0.55
"B1.F35",5,6,5,4,0.55
"B1.F45",5,3,5,7,0.4
"B1.F55",5,3,5,7,0.4
"B1.F16",5,6,5,4,0.55
"B1.F26",5,6,5,4,0.55
"B1.F36",3,7,7,3,0.7
"B1.F46",2,6,8,4,0.7
"B1.F56",4,5,6,5,0.55
"B1.F17",3,7,7,3,0.7
"B1.F27",2,7,8,3,0.75
"B1.F37",6,8,4,2,0.6
"B1.F47",5,4,5,6,0.45
"B1.F57",5,3,5,7,0.4
"B1.F18",8,7,2,3,0.45
"B1.F28",3,5,7,5,0.6
"B1.F38",6,6,4,4,0.5
"B1.F48",6,7,4,3,0.55
"B1.F58",6,9,4,1,0.65
"B1.F19",8,4,2,6,0.3
"B1.F29",4,0,6,10,0.3
"B1.F39",6,4,4,6,0.4
"B1.F49",6,3,4,7,0.35
"B1.F59",6,6,4,4,0.5
"B1.F110",4,6,6,4,0.6
"B1.F210",3,4,7,6,0.55
"B1.F310",6,2,4,8,0.3
"B1.F410",3,5,7,5,0.6
"B1.F510",5,2,5,8,0.35
"B1.F111",3,7,7,3,0.7
"B1.F211",6,5,4,5,0.45
"B1.F311",5,4,5,6,0.45
"B1.F411",4,4,6,6,0.5
"B1.F511",4,7,6,3,0.65
"B1.F112",5,7,5,3,0.6
"B1.F212",5,6,5,4,0.55
"B1.F312",4,9,6,1,0.75
"B1.F412",5,4,5,6,0.45
"B1.F512",4,6,6,4,0.6
"B1.F113",2,4,8,6,0.6
"B1.F213",3,7,7,3,0.7
"B1.F313",4,3,6,7,0.45
"B1.F413",5,7,5,3,0.6
"B1.F513",6,4,4,6,0.4
"B1.F114",3,4,7,6,0.55
"B1.F214",0,3,10,7,0.65
"B1.F314",7,5,3,5,0.4
"B1.F414",6,7,4,3,0.55
"B1.F514",3,2,7,8,0.45
"B1.F115",6,9,4,1,0.65
"B1.F215",5,3,5,7,0.4
"B1.F315",8,7,2,3,0.45
"B1.F415",7,5,3,5,0.4
"B1.F515",5,6,5,4,0.55
"B1.F116",3,3,7,7,0.5
"B1.F216",3,2,7,8,0.45
"B1.F316",3,8,7,2,0.75
"B1.F416",2,6,8,4,0.7
"B1.F516",4,5,6,5,0.55
"B1.F117",4,8,6,2,0.7
"B1.F217",4,4,6,6,0.5
"B1.F317",4,4,6,6,0.5
"B1.F417",2,6,8,4,0.7
"B1.F517",5,3,5,7,0.4
"B1.F118",7,5,3,5,0.4
"B1.F218",6,5,4,5,0.45
"B1.F318",6,3,4,7,0.35
"B1.F418",4,2,6,8,0.4
"B1.F518",7,7,3,3,0.5
"B1.F119",4,7,6,3,0.65
"B1.F219",3,4,7,6,0.55
"B1.F319",4,1,6,9,0.35
"B1.F419",4,5,6,5,0.55
"B1.F519",6,3,4,7,0.35
