feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g182	breastfed_child	nonexclusive	0.00217295006393255	0.00035989011633118	132	86	1.65329400525887e-08	0.000197304106587593
g352	breastfed_child	nonexclusive	0.00076753330150198	0.000157040299024757	132	68	3.06770725951163e-06	0.0183050092175059
g1712	breastfed_child	nonexclusive	0.00266301131411982	0.000589037964365247	132	126	1.40985075172808e-05	0.0361635062200133
g223	age_at_first_dose	age_at_first_dose	0.00020087715034562	4.46078520697063e-05	132	19	1.51514606251103e-05	0.0361635062200133
g940	breastfed_child	nonexclusive	0.000888144834249007	0.000195702708961162	132	11	1.31423369252374e-05	0.0361635062200133
g134	age_at_first_dose	age_at_first_dose	0.000308913303361244	7.23742091908267e-05	132	37	3.8583384729002e-05	0.0680053971494578
g1565	breastfed_child	nonexclusive	0.000656170974788744	0.000154916358107464	132	29	4.38192245912076e-05	0.0680053971494578
g2316	breastfed_child	nonexclusive	0.000909678751524825	0.000215284781064895	132	17	4.55876635826766e-05	0.0680053971494578
g260	age_at_first_dose	age_at_first_dose	0.000335696495433172	8.06303653913959e-05	132	76	5.79451961065005e-05	0.0744042414328783
g2214	breastfed_child	nonexclusive	0.000554524147869716	0.000133802958418778	132	18	6.23464399471076e-05	0.0744042414328783
g83	breastfed_child	nonexclusive	0.00126322724547845	0.0003101021884987	132	33	8.16463982462298e-05	0.0885789196973188
g1938	breastfed_child	nonexclusive	-0.00186892908603029	0.000470670651267025	132	132	0.000120144040074207	0.118943524744577
g1797	breastfed_child	nonexclusive	0.0027690758802002	0.000704514700857062	132	127	0.000139534887416129	0.118943524744577
g1835	breastfed_child	nonexclusive	0.000205264866149341	5.21535719814592e-05	132	5	0.000136822062514459	0.118943524744577
g1806	breastfed_child	nonexclusive	0.00167160081860589	0.000428751104231225	132	116	0.000156848429922437	0.124418501068369
g798	breastfed_child	nonexclusive	0.00144060488383472	0.00037109792159522	132	60	0.000166808783064681	0.124418501068369
g1913	breastfed_child	nonexclusive	0.000513065926482129	0.0001346625740487	132	16	0.000216861391874313	0.152236697095768
g1167	breastfed_child	nonexclusive	-0.00227825278579742	0.000605912927248876	132	132	0.000259674226717709	0.158749894295317
g899	mode_delivery	vaginal	0.0014239219173096	0.000378587298211294	132	132	0.000258639769255553	0.158749894295317
g1052	breastfed_child	nonexclusive	0.00131774234851409	0.000351091480108418	132	104	0.000266046412427211	0.158749894295317
g2145	breastfed_child	nonexclusive	-0.00226712786327557	0.000615563134120591	132	132	0.000341672713155852	0.189114226461194
g1419	breastfed_child	nonexclusive	0.00169702332316004	0.000461484283762369	132	116	0.000348626862924943	0.189114226461194
g1850	mode_delivery	vaginal	-0.000248372507901873	6.77867735069944e-05	132	16	0.000365367710338694	0.189578185007912
