"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.Malawi","rab.win.UK","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Abiotrophia",0.0071459607858852,0.0146820823322788,"Abiotrophia","Malawi",5,90,5.6,0,0.1,"UK",3,50,6,0,0,1,1,-0.4,FALSE,137,0,"ns",-1.04021527392591,-1.35376175591117,-0.423068223632239,1.00355872885548,5.06981800080483,0.174448453701412,0.409687500759752,0.225061194099035,0.406822127979328,0.16694440273174,0.303096453454286,0.008,0.002,0.006,0.85,0.8,0.9125
"2","Acidovorax",0.0300632122960675,0.0553056796029172,"Acidovorax","Malawi",8,90,8.9,0,0,"UK",2,50,4,0,0.1,0.494774564383944,0.595896373163144,4.9,TRUE,76,0,"ns",-0.922452885071484,-1.21491933062496,-0.380398021755918,0.816691165405333,5.23146439616791,0.129786975800906,0.429553265189353,0.344979826467955,0.526683202480807,0.266346322364131,0.424507207919574,0.006,0.028,-0.022,0.85,0.8,0.9125
"3","Acinetobacter",0.318208637853545,0.580313088102987,"Acinetobacter","Malawi",78,90,86.7,5.3,11.9,"UK",37,50,74,4.2,12.3,0.069170337267904,0.154231157421678,12.7,TRUE,4,1,"ns",10.109007919418,11.0116547012496,8.86828229703985,-2.19742136181682,7.62419656024379,-0.258039091663447,0.3558263055588,0.0201108346728716,0.09881037592991,0.00507895882297216,0.0394229121592587,5.386,4.196,1.19,0.85,0.8,0.9125
"4","Actinomyces",0.0445983366317351,0.0843311716572255,"Actinomyces","Malawi",11,90,12.2,0,0.3,"UK",12,50,24,0.3,1,0.095329957532232,0.175693890614132,-11.8,FALSE,54,0,"ns",-0.487709345141388,-1.03913810909182,0.522648706872237,1.96571010208895,7.22002396616741,0.255788223544512,0.362812501207324,0.0192873848648059,0.0751162957612959,0.030106306073646,0.0920362561551294,0.046,0.304,-0.258,0.85,0.8,0.9125
"5","Aerococcus",0.00646842182865243,0.0141805765823514,"Aerococcus","Malawi",7,90,7.8,0,0,"UK",1,50,2,0,0,0.258953077647137,0.353117833155187,5.8,TRUE,139,0,"ns",-1.04023180236154,-1.28785220900222,-0.576350199986587,0.558121127636671,5.04040291332522,0.0988597127344138,0.447812500429381,0.441542331657103,0.617590668521621,0.365112818113045,0.523641864493053,0.005,0.002,0.003,0.85,0.8,0.9125
"6","Aeromonas",0.267543164612131,0.472997580654247,"Aeromonas","Malawi",32,90,35.6,0.2,0.8,"UK",3,50,6,0,0,7.3116528756699e-05,0.00120642272448553,29.6,TRUE,7,1,"Malawi",0.118506183275231,0.610738852601241,-0.431502231982028,-2.31619555792462,6.55055473118131,-0.309302736010533,0.366250001172349,0.00291940028450133,0.0191613635650227,0.0326132330192599,0.107242373452799,0.209,0.001,0.208,0.85,0.8,0.9125
"7","Agathobacter",0.101654327234767,0.197547396686809,"Agathobacter","Malawi",30,90,33.3,0.2,0.8,"UK",2,50,4,0,0.1,3.84903370710788e-05,0.000861124678663931,29.3,TRUE,26,0,"Malawi",0.0231441026333634,0.46961862774813,-0.500283617081674,-1.77415467508044,6.85838579600536,-0.242786181070625,0.391562500926022,0.0168155274367173,0.0653812661455806,0.0773145953663806,0.183326036371564,0.235,0.011,0.224,0.85,0.8,0.9125
"8","Akkermansia",0.0105286940368163,0.025693708223487,"Akkermansia","Malawi",10,90,11.1,0.1,0.3,"UK",1,50,2,0,0,0.0968978427023397,0.175693890614132,9.1,TRUE,129,0,"ns",-0.768756661229531,-0.891306202488725,-0.540291772908335,0.195889975579659,5.43659752949976,0.0317679830819425,0.479850047024501,0.499176505847802,0.683700605559493,0.520445403753715,0.680810817726474,0.062,0.001,0.061,0.85,0.8,0.9125
"9","Alicyclobacillus",0.0263358941068378,0.0515188364928103,"Alicyclobacillus","Malawi",0,90,0,0,0,"UK",4,50,8,0,0.1,0.0150232083454151,0.0538875951520323,-8,FALSE,82,0,"ns",-1.1469462181702,-1.57057342147524,-0.334531592191222,1.34878726211267,4.72327220818162,0.239747492927764,0.370509216998895,0.0636551503802916,0.148119552274264,0.0670562931391892,0.143894678958355,0,0.017,-0.017,0.85,0.8,0.9125
"10","Alloprevotella",0.0467357410305091,0.097854064993712,"Alloprevotella","Malawi",17,90,18.9,0.2,0.7,"UK",4,50,8,0,0,0.136539363198174,0.22756560533029,10.9,TRUE,51,0,"ns",-0.514321379958746,-0.681454191570225,-0.251665750990275,0.154071192990562,6.2149626401796,0.0215104415236027,0.488284911060654,0.574642628516785,0.737677951238862,0.561111655311357,0.719464553232638,0.171,0.006,0.165,0.85,0.8,0.9125
