"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.India","rab.win.Malawi","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Abiotrophia",0.00922322588435949,0.0181925984013124,"Abiotrophia","India",16,274,5.8,0,0.1,"Malawi",5,90,5.6,0,0.1,1,1,0.2,TRUE,153,0,"ns",-0.96905828839539,-0.990940689642208,-0.907018592376389,0.0318707368743372,5.09731779366,0.00536924320940114,0.496300739864356,0.532081779688385,0.627964943632345,0.507070711396855,0.642537537874663,0.013,0.008,0.005,0.95,0.9,0.95
"2","Achromobacter",0.0119402071739224,0.0265204342303871,"Achromobacter","India",17,274,6.2,0,0.1,"Malawi",3,90,3.3,0,0.2,0.426041096105798,0.501082425533524,2.9,TRUE,142,0,"ns",-0.967738496439651,-0.951499940070471,-1.01894868541272,-0.0294550585062527,5.08355705993987,-0.00482702756235955,0.496800000010667,0.56092711409295,0.650365994325594,0.559909868721415,0.681051558454449,0.025,0.035,-0.01,0.95,0.9,0.95
"3","Acidovorax",0.0299386873826322,0.0748196724366756,"Acidovorax","India",38,274,13.9,0,0.3,"Malawi",8,90,8.9,0,0,0.273502698056021,0.351646326072026,5,TRUE,78,0,"ns",-0.592532483887112,-0.541019392508327,-0.753525898742796,-0.418599522218647,5.63358896162394,-0.0643151949190071,0.465200000116564,0.369957364543134,0.468093768753662,0.447046241159759,0.578514704160554,0.052,0.006,0.046,0.95,0.9,0.95
"4","Acinetobacter",0.156540125899184,0.287952300854042,"Acinetobacter","India",266,274,97.1,5.4,8.5,"Malawi",78,90,86.7,5.3,11.9,0.000584226504636534,0.00177845421264357,10.4,TRUE,13,1,"India",11.5708569954473,11.5787252815063,11.4985882180181,-0.199718538762988,3.9698668760575,-0.0342720463651034,0.4768000000775,0.0508411217138174,0.119086268762275,0.529963355420192,0.697019932549124,5.436,5.39,0.0460000000000003,0.95,0.9,0.95
"5","Actinomyces",0.0164870438044552,0.0348246604128081,"Actinomyces","India",46,274,16.8,0.1,0.5,"Malawi",11,90,12.2,0,0.3,0.402959764869851,0.483964458049322,4.6,TRUE,117,0,"ns",-0.528302445598465,-0.50752391567526,-0.597044250789695,-0.0918434837981987,6.38055261770328,-0.0122874217909313,0.493301339754378,0.514657773083626,0.609514483121173,0.539343906316861,0.671803256907813,0.096,0.046,0.05,0.95,0.9,0.95
"6","Actinotalea",0.00960825127673982,0.021434513603331,"Actinotalea","India",22,274,8,0,0.1,"Malawi",2,90,2.2,0,0.1,0.0827876933232647,0.128850018931698,5.8,TRUE,151,0,"ns",-0.93965436645437,-0.906554059321854,-1.03642913686047,-0.299221129699125,5.0117160778308,-0.0550017149276821,0.472600000091609,0.452568754160357,0.544195764722942,0.447377276754626,0.581672641276417,0.018,0.01,0.008,0.95,0.9,0.95
"7","Aerococcus",0.0731981715411054,0.167465733170694,"Aerococcus","India",69,274,25.2,0.1,0.7,"Malawi",7,90,7.8,0,0,0.000276518693737309,0.000994588868101701,17.4,TRUE,30,0,"India",-0.193814847718045,0.0769415872125077,-0.841021108320819,-1.31884239316192,6.41525935857193,-0.203253034897607,0.397320536250013,0.00383232509186519,0.0129357676322703,0.0244691829091177,0.0652181901739442,0.126,0.005,0.121,0.95,0.9,0.95
"8","Aeromicrobium",0.0042358921758813,0.0101015187601482,"Aeromicrobium","India",18,274,6.6,0,0.1,"Malawi",1,90,1.1,0,0,0.0531858199893691,0.0866886987228299,5.5,TRUE,186,0,"ns",-1.0072491961223,-0.974855933664315,-1.10231240758901,-0.292448415364856,4.79123141320863,-0.050323014126633,0.473905219043394,0.367090529044674,0.461146374983079,0.502197402694059,0.619166732904973,0.012,0.001,0.011,0.95,0.9,0.95
"9","Aeromonas",0.0595821071447019,0.115787015929925,"Aeromonas","India",137,274,50,0.4,1.2,"Malawi",32,90,35.6,0.2,0.8,0.0204966769744068,0.0378822511937697,14.4,TRUE,41,0,"India",2.53031087424531,3.50706361438686,1.01742871538426,-1.39043591612589,8.5568050160652,-0.161426343223595,0.417316536975909,0.0485731001052098,0.109160015832835,0.039271787629082,0.112319863510231,0.379,0.209,0.17,0.95,0.9,0.95
"10","Agathobacter",0.0601472733731855,0.118194870484091,"Agathobacter","India",22,274,8,0.1,0.4,"Malawi",30,90,33.3,0.2,0.8,3.17705333033882e-08,4.11031274612585e-07,-25.3,FALSE,40,0,"Malawi",-0.539651473797705,-0.866308163442826,0.840052713312741,2.35081214763949,7.19506243595184,0.314370721531674,0.353529294675025,0.000560342625584989,0.00241300921340385,0.000402739960845208,0.00253454268319465,0.063,0.234,-0.171,0.95,0.9,0.95
"11","Akkermansia",0.00742313510352438,0.018751757903814,"Akkermansia","India",0,274,0,0,0,"Malawi",10,90,11.1,0.1,0.3,5.75914142229132e-07,4.76856909765721e-06,-11.1,FALSE,168,0,"Malawi",-1.05997064589225,-1.22121896582009,-0.549554322894858,0.973832677476251,5.21410018603095,0.164746448424971,0.413200000298324,0.0263897964677961,0.0574484595033165,0.0738230235515966,0.143835961192081,0,0.062,-0.062,0.95,0.9,0.95
"12","Alishewanella",0.319295942760141,0.570809872303245,"Alishewanella","India",118,274,43.1,0.3,1.2,"Malawi",4,90,4.4,0,0,1.62973416940728e-13,4.21693716334134e-12,38.7,TRUE,6,1,"India",0.622258136356823,1.63029792696853,-0.983755078412822,-4.01792692203004,6.87260783183887,-0.535321499786445,0.291800000839572,6.40698081693333e-11,1.64022073628218e-09,2.81112153893257e-07,4.70289168948019e-06,0.299,0.003,0.296,0.95,0.9,0.95
"13","Alloiococcus",0.0035517192953707,0.00795291453242368,"Alloiococcus","India",18,274,6.6,0,0.1,"Malawi",0,90,0,0,0,0.00921508788403351,0.0178273195513545,6.6,TRUE,190,0,"India",-1.02510140162094,-0.970801352468191,-1.17718497338308,-0.267529199160011,4.82418631025089,-0.0463584994735079,0.470705858926178,0.275236994093074,0.364258631064025,0.408567928804323,0.538943580207795,0.011,0,0.011,0.95,0.9,0.95
"14","Alloprevotella",0.0306508992345586,0.0653291854991437,"Alloprevotella","India",19,274,6.9,0.1,0.4,"Malawi",17,90,18.9,0.2,0.7,0.00194877917316912,0.00498021344254331,-12,FALSE,76,0,"Malawi",-0.769704652327885,-0.91302822323409,-0.301877478142289,0.923353654131434,6.31271159776165,0.127370820817676,0.428400000243663,0.0416901736634416,0.0888466197718597,0.111532712918074,0.205070397347759,0.052,0.171,-0.119,0.95,0.9,0.95
"15","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.0412276216678022,0.0895422963016466,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","India",75,274,27.4,0.1,0.4,"Malawi",8,90,8.9,0.1,0.5,0.000150063116190608,0.000609079706891292,18.5,TRUE,56,0,"India",-0.0390590322037117,0.234773207173586,-0.730333127103298,-1.25843267162665,7.02314667027566,-0.170137789432314,0.409800000310781,0.0117649232265909,0.0340429204297709,0.0300047499781279,0.0806942293214791,0.114,0.089,0.025,0.95,0.9,0.95
"16","Altererythrobacter",0.00462061591151964,0.0120038272897683,"Altererythrobacter","India",16,274,5.8,0,0.2,"Malawi",0,90,0,0,0,0.0152887505327921,0.028511453696288,5.8,TRUE,182,0,"India",-1.02910228176479,-0.970975857903026,-1.19154441484378,-0.273342650713554,4.67023101350314,-0.0478625127230272,0.475304939094683,0.306828769142073,0.403352957063439,0.419737834156894,0.558973775903496,0.027,0,0.027,0.95,0.9,0.95
"17","Anaerococcus",0.0609034234349769,0.118382477476415,"Anaerococcus","India",92,274,33.6,0.3,1,"Malawi",35,90,38.9,0.9,3.9,0.37414135274626,0.45557211775574,-5.3,FALSE,38,0,"ns",0.661885955087264,0.549071650859672,0.99721026225227,0.656674962445934,9.39238851689172,0.070295459947371,0.459400000136232,0.305964784025162,0.422811065394308,0.360701103660682,0.514675306702844,0.303,0.934,-0.631,0.95,0.9,0.95
"18","Anaerostipes",0.00757658122542346,0.0190735036829756,"Anaerostipes","India",9,274,3.3,0,0,"Malawi",9,90,10,0,0.1,0.0207856080191378,0.0380762907961197,-6.7,FALSE,165,0,"Malawi",-0.988864348887623,-1.0957313804049,-0.617530483753113,0.596148178389488,5.27659399637485,0.10001896551033,0.446400000180744,0.158056338510428,0.239626579050363,0.23795435525673,0.349361883474598,0.006,0.019,-0.013,0.95,0.9,0.95
"19","Anoxybacillus",0.0153617370269477,0.0339160921366118,"Anoxybacillus","India",17,274,6.2,0.1,0.4,"Malawi",1,90,1.1,0,0,0.0536685040871442,0.0867920339534286,5.1,TRUE,123,0,"ns",-1.01628569585987,-1.00378995368742,-1.05440903854891,-0.117209388426417,4.84597650541405,-0.0215229039298614,0.486702659512445,0.388419193249243,0.484446925445462,0.512061566488243,0.645058819770234,0.055,0.001,0.054,0.95,0.9,0.95
"20","Aquabacterium",0.023624657604767,0.0511456645441112,"Aquabacterium","India",26,274,9.5,0,0.1,"Malawi",9,90,10,0.3,1.3,0.839447112305163,0.89569872292355,-0.5,FALSE,90,0,"ns",-0.796742069421455,-0.812926671527681,-0.752233831831639,0.10964784974907,5.9034188146148,0.0160414175566183,0.491400000028675,0.409037273518531,0.50637651456674,0.520246941875663,0.649596963997514,0.018,0.278,-0.26,0.95,0.9,0.95
"21","Bacillus",0.0342496759340218,0.0639373302123274,"Bacillus","India",76,274,27.7,0.1,0.4,"Malawi",18,90,20,1,5.1,0.166115060032106,0.235519297442781,7.7,TRUE,70,0,"ns",0.102721667768883,0.228850870448555,-0.268904121058982,-0.416952519152204,8.01460502222735,-0.0519446688398892,0.4718000000943,0.646553969719239,0.731830230176434,0.420378965652711,0.564540573348375,0.119,0.98,-0.861,0.95,0.9,0.95
"22","Bacteroides",0.159244996960018,0.302539049244597,"Bacteroides","India",20,274,7.3,0,0.1,"Malawi",39,90,43.3,0.7,3.6,9.4375074830549e-14,2.79399828290435e-12,-36,FALSE,12,1,"Malawi",-0.431235582053883,-0.892418853745986,2.2856679739119,4.24275764611622,7.54481496360227,0.536325563430008,0.284400000882811,2.51406946397627e-07,2.90406313663707e-06,3.86531762436225e-07,4.99225313447617e-06,0.015,0.712,-0.697,0.95,0.9,0.95
"23","Bergeyella",0.0362132845722678,0.0682461662723366,"Bergeyella","India",76,274,27.7,0.1,0.5,"Malawi",22,90,24.4,0.2,1.5,0.58587362150849,0.659107824197051,3.3,TRUE,63,0,"ns",0.114601125130477,0.169389201600676,-0.0359287619603812,-0.250311940145862,8.44263009663966,-0.0277030993768304,0.482800000057401,0.621963774243876,0.707113119562169,0.565289304188351,0.695752453546488,0.141,0.205,-0.064,0.95,0.9,0.95
"24","Bifidobacterium",0.116463197276517,0.214053263840121,"Bifidobacterium","India",239,274,87.2,2.4,4.6,"Malawi",73,90,81.1,2.9,6.5,0.165734735714948,0.235519297442781,6.10000000000001,TRUE,23,0,"ns",9.94557455701144,10.1243042298574,9.23547007679689,-0.394201630799409,6.31793634306544,-0.0519360932619287,0.468906218860255,0.384013724608961,0.514197949198111,0.347234002699468,0.539357242015041,2.41,2.914,-0.504,0.95,0.9,0.95
"25","Blastocatella",0.00276804582712551,0.00713915790711567,"Blastocatella","India",16,274,5.8,0.1,0.4,"Malawi",0,90,0,0,0,0.0152887505327921,0.028511453696288,5.8,TRUE,198,0,"India",-1.05162489408769,-1.01556943979049,-1.15169039163305,-0.244561355013816,4.77097384521176,-0.0419909146318279,0.475000000083542,0.326274286719505,0.417795922710781,0.477780535577963,0.601093409610038,0.055,0,0.055,0.95,0.9,0.95
"26","Blastococcus",0.0328099069154877,0.0649739844708271,"Blastococcus","India",33,274,12,0.1,0.5,"Malawi",4,90,4.4,0,0,0.0435436282994402,0.0726897665966461,7.6,TRUE,72,0,"ns",-0.754505015414805,-0.676512433572247,-0.982819592678212,-0.442621424252142,5.38150268851483,-0.0753611779746025,0.461400000129438,0.25359911365362,0.347993004598229,0.380486506763796,0.514191135551533,0.059,0.004,0.055,0.95,0.9,0.95
"27","Blautia",0.0359948060072755,0.0701163046668816,"Blautia","India",57,274,20.8,0.1,0.4,"Malawi",34,90,37.8,0.3,0.7,0.00191548127466868,0.00498021344254331,-17,FALSE,64,0,"Malawi",0.0802719816496786,-0.190248940505755,1.14156987441937,1.65292021754701,7.90388301898305,0.20063844017475,0.403719256481931,0.0176161605454461,0.0412129023813027,0.0157024923598946,0.0478579274562437,0.091,0.267,-0.176,0.95,0.9,0.95
