"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.Malawi","rab.win.UK","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"11","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.0263996975540746,0.0515626816532768,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Malawi",5,74,6.8,0,0.2,"UK",8,39,20.5,0.1,0.2,0.0583807496618836,0.155681999098356,-13.7,FALSE,75,0,"ns",-0.820564441286681,-1.24768474864153,0.0971756262609347,1.49868096593509,6.68355103483201,0.218397487092539,0.377252704989672,0.0854781596190276,0.217227628793752,0.0944747772745953,0.239863284700237,0.045,0.065,-0.02,0.875,0.8125,0.9375
"12","Anaerococcus",0.122571148484724,0.230594164162871,"Anaerococcus","Malawi",22,74,29.7,0.4,1.1,"UK",4,39,10.3,0.1,0.3,0.0201467140231517,0.0825523891680361,19.4,TRUE,14,1,"ns",-0.0807214903203874,-0.0127238843508497,-0.196983579699415,-0.835437422061487,8.19517786891221,-0.107111923241176,0.441907052069742,0.164529127322925,0.352222427730694,0.398427252645123,0.627714292069999,0.361,0.07,0.291,0.875,0.8125,0.9375
"13","Anaerovibrio",0.00383432277475266,0.0103129804933965,"Anaerovibrio","Malawi",5,74,6.8,0,0.1,"UK",0,39,0,0,0,0.162228268605633,0.250039900236205,6.8,TRUE,155,0,"ns",-0.958680135526972,-1.09685100382086,-0.73766637803822,0.171358335024085,4.72303891026863,0.0333236782729033,0.482371795107885,0.514081151321754,0.686005903463651,0.485466840356758,0.682392549699484,0.02,0,0.02,0.875,0.8125,0.9375
"14","Aquabacterium",0.0324808103250037,0.064363455769686,"Aquabacterium","Malawi",7,74,9.5,0.4,2.6,"UK",0,39,0,0,0,0.0935133572723591,0.187502874602398,9.5,TRUE,59,0,"ns",-0.947958757746495,-1.08200079729927,-0.707198098490396,0.263969576228677,5.01230934706734,0.040430906634058,0.476171406006028,0.498187510149744,0.678435691512149,0.548161779813015,0.73946883840957,0.465,0,0.465,0.875,0.8125,0.9375
"15","Atopobium",0.0590273161299791,0.111577621626116,"Atopobium","Malawi",20,74,27,0.3,0.8,"UK",11,39,28.2,0.3,1.1,1,1,-1.2,FALSE,36,0,"ns",0.121845209917952,-0.104142272323422,0.51799104643398,0.493026162188171,9.58748615959756,0.0506459081829596,0.470753205520756,0.602798203692007,0.765526212775509,0.514072583636952,0.720624241419697,0.326,0.282,0.044,0.875,0.8125,0.9375
"16","Bacillus",0.0256557029331663,0.0533236254595283,"Bacillus","Malawi",18,74,24.3,0.1,0.2,"UK",4,39,10.3,3.6,16.2,0.0846003425118503,0.187502874602398,14,TRUE,77,0,"ns",-0.329836868634281,-0.230831474042192,-0.493393734828532,-0.526519824096804,7.50291217570794,-0.066266600268371,0.460152183155129,0.632994202923665,0.783855487017421,0.516742209825921,0.72206615341775,0.073,3.656,-3.583,0.875,0.8125,0.9375
"17","Bacteroides",0.0785675465890894,0.153968147880325,"Bacteroides","Malawi",24,74,32.4,0.9,4.3,"UK",7,39,17.9,0.1,0.6,0.123209636197601,0.213394009084505,14.5,TRUE,25,0,"ns",0.0401755416341381,0.14985856857747,-0.13845189719752,-0.528820846246966,8.49387269712677,-0.0663195364011615,0.468962755722797,0.354641830905381,0.560670057352812,0.503281128641959,0.704553150517145,0.894,0.146,0.748,0.875,0.8125,0.9375
"18","Bergeyella",0.0478601496179681,0.0947120912611034,"Bergeyella","Malawi",9,74,12.2,0,0,"UK",11,39,28.2,0.1,0.3,0.0409734276862454,0.139577194396987,-16,FALSE,44,0,"ns",-0.421383784435454,-0.829769352233571,0.489156083324223,1.75918617635747,7.4463775353276,0.235034381926308,0.373397437706894,0.0481669586651955,0.155939011544161,0.063601226834279,0.206038179101836,0.016,0.098,-0.082,0.875,0.8125,0.9375
"19","Bifidobacterium",0.387082986302975,0.67975740271947,"Bifidobacterium","Malawi",65,74,87.8,3.3,8.6,"UK",23,39,59,0.9,2,0.000745553577635221,0.0104377500868931,28.8,TRUE,2,1,"Malawi",9.8061686184134,10.2818900650204,6.33473903653351,-3.36655921601948,8.59643439889965,-0.416804026094837,0.312099361901066,0.000973284874113448,0.0158812785857399,0.00128828620294062,0.0240499964947312,3.38,0.932,2.448,0.875,0.8125,0.9375
"20","Blastococcus",0.00301235102745589,0.00679757822339234,"Blastococcus","Malawi",4,74,5.4,0,0.2,"UK",1,39,2.6,0,0.1,0.657786883085251,0.742044624207489,2.8,TRUE,160,0,"ns",-1.01728270612042,-1.23372484424754,-0.642821280303574,0.582785397011408,4.73671433500176,0.0968987937143749,0.44391025717008,0.448903723438279,0.622254557242362,0.400664299574744,0.60804466752317,0.019,0.011,0.008,0.875,0.8125,0.9375
"21","Blautia",0.0711119988871975,0.129939634609788,"Blautia","Malawi",21,74,28.4,0.1,0.3,"UK",2,39,5.1,0,0.2,0.00297834041663189,0.0250180594997078,23.3,TRUE,28,0,"Malawi",-0.166568441749609,0.0525015565905917,-0.550154201431656,-1.22789264300468,6.78020545490168,-0.171430628170169,0.408253206398179,0.0545981418142494,0.1735833003032,0.209942237732157,0.427850186821896,0.13,0.029,0.101,0.875,0.8125,0.9375
"22","Brachybacterium",0.215133994142098,0.388692374519893,"Brachybacterium","Malawi",30,74,40.5,0.4,1.4,"UK",0,39,0,0,0,2.54184131356474e-07,1.42343113559625e-05,40.5,TRUE,7,1,"Malawi",0.230637634969463,1.17919714926761,-0.764327442432187,-3.40370900771903,6.89179659383609,-0.478973202357269,0.319183022403842,0.000136738544257841,0.00309395142156787,0.00551303856544313,0.0485813048928825,0.386,0,0.386,0.875,0.8125,0.9375
"23","Bradyrhizobium",0.0242921602029331,0.0575761527937541,"Bradyrhizobium","Malawi",8,74,10.8,0,0.1,"UK",0,39,0,0,0,0.0490181813656084,0.139577194396987,10.8,TRUE,78,0,"ns",-0.906105946344629,-0.996360939986412,-0.753292749493449,0.144752257313631,4.8767824999016,0.0227296508614721,0.485782939717603,0.522606489348355,0.681981742318109,0.499143577026075,0.69352259429523,0.033,0,0.033,0.875,0.8125,0.9375
"24","Brevibacterium",0.0582662374111257,0.109109090516976,"Brevibacterium","Malawi",19,74,25.7,0.3,0.9,"UK",1,39,2.6,0,0,0.00153735989654061,0.0172184308412548,23.1,TRUE,37,0,"Malawi",-0.358143983279703,-0.173817875872647,-0.610063241253828,-1.01732353773654,6.8560279301577,-0.137304977065997,0.421875001071159,0.0493588679543423,0.169028843798918,0.285432751339138,0.503450931478094,0.275,0.008,0.267,0.875,0.8125,0.9375
"25","Brevundimonas",0.0376717286232331,0.0826856063873317,"Brevundimonas","Malawi",19,74,25.7,0.2,0.5,"UK",4,39,10.3,0.1,0.7,0.0836245765411918,0.187502874602398,15.4,TRUE,51,0,"ns",-0.230856301327576,-0.23009630727493,-0.230856301327576,-0.232901418601672,7.19077628220137,-0.0294942720335859,0.483380056289659,0.502392361799381,0.684761103354316,0.597036400579743,0.776384760948879,0.166,0.142,0.024,0.875,0.8125,0.9375
"26","Burkholderia-Caballeronia-Paraburkholderia",0.0139698634521959,0.0313781790995206,"Burkholderia-Caballeronia-Paraburkholderia","Malawi",6,74,8.1,0,0,"UK",1,39,2.6,0,0,0.418643405615101,0.532818879873765,5.5,TRUE,101,0,"ns",-0.987967206562134,-1.12764412168318,-0.710299764228187,0.307196876324475,4.84521169504726,0.0541248793494698,0.473557692662379,0.567367671591776,0.727996323669482,0.484609963123417,0.689762529508211,0.012,0.001,0.011,0.875,0.8125,0.9375
"27","CAG-56",0.00384587713192893,0.00885394839547777,"CAG-56","Malawi",4,74,5.4,0,0.1,"UK",1,39,2.6,0,0,0.657786883085251,0.742044624207489,2.8,TRUE,154,0,"ns",-0.974404891409938,-1.18854448474456,-0.614370205758251,0.495229133241523,4.84668641884806,0.0854244752475179,0.453525641652705,0.45435641910513,0.620950631711269,0.424883698007142,0.62615133447916,0.02,0.006,0.014,0.875,0.8125,0.9375
"28","Campylobacter",0.0053641102006832,0.01094893852449,"Campylobacter","Malawi",2,74,2.7,0,0.1,"UK",2,39,5.1,0,0.3,0.607355476382025,0.708581389112363,-2.4,FALSE,142,0,"ns",-1.07092547323547,-1.29854733690205,-0.662468898763617,0.658948254236885,4.89166353248203,0.113947378559624,0.43452142660127,0.353686545840929,0.53582353325977,0.345929290127382,0.545453928945408,0.014,0.047,-0.033,0.875,0.8125,0.9375
"29","Candidatus_Aquiluna",0.0319694776804855,0.0651384574376328,"Candidatus_Aquiluna","Malawi",0,74,0,0,0,"UK",6,39,15.4,0,0.2,0.00129132930342641,0.0154959516411169,-15.4,FALSE,60,0,"UK",-1.01542087336339,-1.42978357793998,-0.195105553185218,1.51571267267795,5.23440689930073,0.253385257818498,0.366039249025413,0.0672008531341165,0.169791738531487,0.0830740019339157,0.209969238818193,0,0.047,-0.047,0.875,0.8125,0.9375
"30","Catenibacterium",0.0266796100910457,0.0529007352989115,"Catenibacterium","Malawi",10,74,13.5,0.1,0.3,"UK",1,39,2.6,0.2,1.3,0.0937514373011989,0.187502874602398,10.9,TRUE,73,0,"ns",-0.785362030944313,-0.832717925103292,-0.69151802252302,-0.131729851970741,5.678773078812,-0.0183514998175203,0.491389667716236,0.491890211793547,0.669165558398378,0.565330677495585,0.747292776202295,0.068,0.212,-0.144,0.875,0.8125,0.9375
"31","Caulobacter",0.0532901709820108,0.0998840715533197,"Caulobacter","Malawi",10,74,13.5,0.2,0.7,"UK",0,39,0,0,0,0.0145099189791263,0.0651230858138333,13.5,TRUE,39,0,"ns",-0.881720672499066,-0.965719709106894,-0.766726410572934,-0.00474238112380654,5.62037827547524,-0.000737756253375208,0.49939927914299,0.353556946255115,0.53738692159523,0.560682753776544,0.755780514416076,0.189,0,0.189,0.875,0.8125,0.9375
"32","Chryseobacterium",0.0418798289841505,0.0819125880248226,"Chryseobacterium","Malawi",23,74,31.1,0.3,0.8,"UK",11,39,28.2,0.5,2.2,0.831085844003043,0.878128438946611,2.9,TRUE,46,0,"ns",0.330546795223672,0.117853824745945,0.669531050945777,0.358714224080749,8.94782252499499,0.0367428254723225,0.480977172861745,0.689787090037857,0.821295670674765,0.615768799734734,0.79301946752073,0.282,0.456,-0.174,0.875,0.8125,0.9375
"33","Chryseomicrobium",0.00446063916716269,0.0126267712138543,"Chryseomicrobium","Malawi",6,74,8.1,0,0.1,"UK",0,39,0,0,0,0.0914758734540338,0.187502874602398,8.1,TRUE,150,0,"ns",-0.98211050011656,-1.1195959337427,-0.701888140574741,0.228231615532975,4.81033025221875,0.0368247664252136,0.477564102864813,0.530669051549573,0.694821625954989,0.475548393853575,0.679245752961455,0.012,0,0.012,0.875,0.8125,0.9375
"34","Citricoccus",0.0241608289433747,0.0506381101846955,"Citricoccus","Malawi",14,74,18.9,0.1,0.4,"UK",0,39,0,0,0,0.00209975927180506,0.0195977532035139,18.9,TRUE,79,0,"Malawi",-0.619326450677605,-0.544445621562424,-0.752027408867004,-0.583981779721572,5.70715485631364,-0.09192523951336,0.44813776601908,0.157360438816512,0.327299901188285,0.428941679627787,0.627749965960644,0.115,0,0.115,0.875,0.8125,0.9375
"35","Cloacibacterium",0.0489155835608381,0.0989787407027111,"Cloacibacterium","Malawi",14,74,18.9,0.2,0.8,"UK",0,39,0,0,0,0.00209975927180506,0.0195977532035139,18.9,TRUE,42,0,"Malawi",-0.672932556409739,-0.591239083147821,-0.782411146755988,-0.685223173776219,5.75901855183027,-0.0983208512691068,0.444533440878722,0.158997619696152,0.30511124821671,0.394099891850704,0.599232818680052,0.19,0,0.19,0.875,0.8125,0.9375
"36","Clostridium_sensu_stricto_1",0.0294395712660025,0.0669219924447904,"Clostridium_sensu_stricto_1","Malawi",6,74,8.1,0,0.3,"UK",0,39,0,0,0,0.0914758734540338,0.187502874602398,8.1,TRUE,64,0,"ns",-0.977724449376089,-1.11592896514386,-0.70897545785088,0.217727763197118,4.83811375299903,0.0372079853240733,0.475560897763581,0.543312436340584,0.714612844304572,0.488346831248255,0.694332845888942,0.051,0,0.051,0.875,0.8125,0.9375
"37","Collinsella",0.117631185415807,0.227410326882974,"Collinsella","Malawi",32,74,43.2,1.3,6.3,"UK",9,39,23.1,0.3,1.1,0.0406286914955677,0.139577194396987,20.1,TRUE,18,1,"ns",0.773100393790157,1.33506445501939,0.107209289840473,-1.68032196024437,9.4733938728122,-0.167555766145987,0.411057693536269,0.0797920613130553,0.23838849779507,0.170471540173375,0.392495483883435,1.377,0.268,1.109,0.875,0.8125,0.9375
"38","Comamonas",0.0164669936573912,0.0318914945769244,"Comamonas","Malawi",7,74,9.5,0,0.1,"UK",4,39,10.3,0.1,0.4,1,1,-0.800000000000001,FALSE,92,0,"ns",-0.870056424164776,-1.04673553379458,-0.544022399436884,0.574473319522591,6.00123603203434,0.0793403489862145,0.451742091159661,0.427335880896414,0.613433696590119,0.415102212713349,0.620954059568753,0.021,0.079,-0.058,0.875,0.8125,0.9375
"39","Coprococcus_1",0.0047941575550225,0.0121613566397536,"Coprococcus_1","Malawi",4,74,5.4,0,0,"UK",0,39,0,0,0,0.296511895184462,0.398511987127916,5.4,TRUE,146,0,"ns",-1.08598501626814,-1.2346590081438,-0.794557280831173,0.265821035075245,4.56490585005794,0.0527815449578646,0.473557692662379,0.45586019528177,0.625174594188808,0.431652755428904,0.629978393450312,0.005,0,0.005,0.875,0.8125,0.9375
"40","Corynebacterium",0.00720687251986658,0.015118239307708,"Corynebacterium","Malawi",4,74,5.4,0,0.1,"UK",2,39,5.1,0,0,1,1,0.300000000000001,TRUE,131,0,"ns",-0.996882113461211,-1.27034415330064,-0.478282602677622,0.861953046700465,5.31473310248419,0.140487199243137,0.418669872912317,0.340827106898402,0.518248804201978,0.297984520700703,0.495770547898425,0.017,0.009,0.008,0.875,0.8125,0.9375
"41","Corynebacterium_1",0.243722923325144,0.429889801258242,"Corynebacterium_1","Malawi",63,74,85.1,2.2,2.8,"UK",23,39,59,2.2,5.3,0.00273148018948358,0.0241520353596443,26.1,TRUE,6,1,"Malawi",10.2290818700173,10.5151223137303,7.03443301816866,-1.87423122332084,9.43525297725696,-0.216012919203587,0.383814104206924,0.0208040838030826,0.117295340384945,0.0459913722296423,0.219670897354451,2.202,2.319,-0.117,0.875,0.8125,0.9375
"42","Cutibacterium",0.120484713157727,0.215820515255633,"Cutibacterium","Malawi",62,74,83.8,0.8,1.7,"UK",32,39,82.1,0.7,1.1,0.797574278187345,0.848053662882747,1.7,TRUE,15,1,"ns",8.51168419739806,8.29830407871902,9.05311004563832,0.573286534112163,5.84311453937645,0.0853253807600857,0.447516026350878,0.486433274341189,0.696097035604124,0.403400385165102,0.678677823088394,0.767,0.69,0.0770000000000001,0.875,0.8125,0.9375
"43","Delftia",0.00595172761521424,0.0160721563378634,"Delftia","Malawi",1,74,1.4,0,0,"UK",2,39,5.1,0,0,0.273230088495575,0.389005549722514,-3.7,FALSE,139,0,"ns",-1.15076272722254,-1.45775756465909,-0.5802765928641,0.941091731740575,4.69634918192774,0.175886448353097,0.410256411496789,0.258287388683355,0.431446483382153,0.225825513226522,0.426710194974219,0.003,0.002,0.001,0.875,0.8125,0.9375
"44","Dermacoccus",0.0610517629621898,0.120269345553789,"Dermacoccus","Malawi",12,74,16.2,0.1,0.3,"UK",13,39,33.3,0.2,0.7,0.0553394357184721,0.149952019366183,-17.1,FALSE,34,0,"ns",-0.297468177875814,-0.795382657778818,0.807967783789877,2.1993167924586,8.09000336580645,0.260206026899161,0.364983976307008,0.0367298841947583,0.139479079193463,0.0516806187792295,0.181192528980027,0.067,0.234,-0.167,0.875,0.8125,0.9375
"45","Dialister",0.0148815830289918,0.0369791678922905,"Dialister","Malawi",9,74,12.2,0.1,0.3,"UK",1,39,2.6,0,0,0.160455541450133,0.250039900236205,9.6,TRUE,100,0,"ns",-0.809154502904478,-0.908044130866488,-0.624762219553514,0.230726343204139,5.35176249267915,0.0364371980139138,0.478766025925567,0.520236524930408,0.684654315581076,0.499217332758136,0.693959114707848,0.068,0.006,0.062,0.875,0.8125,0.9375
"46","Dietzia",0.0622782212114629,0.148267850248172,"Dietzia","Malawi",20,74,27,0.2,1,"UK",3,39,7.7,0,0.2,0.0151144932342181,0.0651230858138333,19.3,TRUE,32,0,"ns",-0.254224961119625,-0.0567133278449976,-0.507421373866029,-0.756654061599686,6.84684550529853,-0.109216608255626,0.441506411049683,0.175736083615669,0.358601563541438,0.348402209447559,0.566557950850203,0.214,0.034,0.18,0.875,0.8125,0.9375
"47","Dolosigranulum",0.0505908489993666,0.098950329949225,"Dolosigranulum","Malawi",2,74,2.7,0,0,"UK",9,39,23.1,0.1,0.2,0.00106833669446215,0.0138061972822801,-20.4,FALSE,41,0,"UK",-0.924011354934203,-1.37913602963788,0.189386831501638,1.89343989440011,6.30018386469496,0.289617608068085,0.344951925371508,0.024628079240601,0.0971686873225259,0.0324749426559547,0.132373827382568,0.004,0.069,-0.065,0.875,0.8125,0.9375
"48","Dorea",0.0629505604674647,0.118991640295548,"Dorea","Malawi",13,74,17.6,0.1,0.6,"UK",2,39,5.1,0,0,0.0822460455593118,0.187502874602398,12.5,TRUE,31,0,"ns",-0.593880198615819,-0.627253346603297,-0.534588335608413,-0.193838381718562,5.92140886407129,-0.0258532486348414,0.487384862002915,0.387888428847773,0.573035337487336,0.535264777329396,0.723678046299383,0.132,0.001,0.131,0.875,0.8125,0.9375
"49","Duganella",0.00497156996021746,0.0114864040956919,"Duganella","Malawi",0,74,0,0,0,"UK",3,39,7.7,0,0.1,0.0390328697850822,0.139577194396987,-7.7,FALSE,144,0,"ns",-1.14447916931431,-1.43946588161267,-0.522388169741307,1.12099802343328,4.91907146973469,0.203067371081763,0.386618591342404,0.143496597806969,0.288153906040595,0.16870247221766,0.343873778843033,0,0.013,-0.013,0.875,0.8125,0.9375
"50","Empedobacter",0.0548860990855386,0.10039061370094,"Empedobacter","Malawi",13,74,17.6,0,0.1,"UK",0,39,0,0,0,0.00392498781546539,0.0299726342271903,17.6,TRUE,38,0,"Malawi",-0.724833939222322,-0.665321997357601,-0.818225677727673,-0.523880393607259,5.40247247645343,-0.0840717966786645,0.457348819156527,0.28028699432845,0.457068712499205,0.451912059332339,0.662165386439224,0.031,0,0.031,0.875,0.8125,0.9375
"51","Enhydrobacter",0.0650351910707395,0.11492566735457,"Enhydrobacter","Malawi",36,74,48.6,0.7,2.8,"UK",20,39,51.3,3.4,12.1,0.844576102576015,0.886804907704816,-2.7,FALSE,30,0,"ns",3.08293510955933,2.55615712079565,5.24324770636387,0.788853453965009,10.1375889262886,0.0737682257757517,0.460953144297606,0.478183207697106,0.678998690828659,0.53359301706111,0.756167262317103,0.716,3.433,-2.717,0.875,0.8125,0.9375
"52","Enterobacter",0.0819905733185022,0.15439596016958,"Enterobacter","Malawi",7,74,9.5,0.1,0.5,"UK",13,39,33.3,1.2,3.5,0.00338106794246144,0.0270485435396915,-23.8,FALSE,23,0,"UK",-0.492725982607292,-1.07545560535098,0.864574746053954,2.5472173669,9.00324951554378,0.294143755275133,0.339207050855097,0.00673576474571551,0.0489150580830907,0.0175216554073649,0.0863811636011578,0.12,1.237,-1.117,0.875,0.8125,0.9375
"53","Enterococcus",0.0210427247453795,0.0408504490893136,"Enterococcus","Malawi",8,74,10.8,0.2,1.3,"UK",6,39,15.4,0.1,0.3,0.552485567469107,0.662982680962928,-4.6,FALSE,85,0,"ns",-0.663125024035292,-0.92406146743709,-0.167565484696141,0.811058040229391,6.18931613460838,0.11676650663889,0.432692308609238,0.438065980312923,0.617012493967235,0.334477640316367,0.541379094398317,0.197,0.083,0.114,0.875,0.8125,0.9375
"54","Erwinia",0.00276524105109285,0.0074181143504983,"Erwinia","Malawi",1,74,1.4,0,0,"UK",2,39,5.1,0,0,0.273230088495575,0.389005549722514,-3.7,FALSE,163,0,"ns",-1.09129913996336,-1.40969363615985,-0.441848784197125,0.986422626988099,4.63079072736049,0.176871669536046,0.405849360280023,0.234666585225624,0.392921613477367,0.210362672742215,0.402009213437605,0.002,0.004,-0.002,0.875,0.8125,0.9375
"55","Escherichia/Shigella",0.030996476409891,0.0588001249458478,"Escherichia/Shigella","Malawi",11,74,14.9,0.2,0.6,"UK",4,39,10.3,0.1,0.3,0.572241161572603,0.681819256341825,4.6,TRUE,61,0,"ns",-0.640321123004318,-0.799282922853104,-0.367880834492379,0.400741111540713,7.04099565748769,0.0505299476342176,0.466559872295164,0.653227498366221,0.792805786449752,0.533034022402445,0.723403219984483,0.156,0.073,0.083,0.875,0.8125,0.9375
"56","Exiguobacterium",0.0396644777231456,0.0843405078914851,"Exiguobacterium","Malawi",12,74,16.2,0.1,0.4,"UK",0,39,0,0,0,0.00759383439819953,0.0482646009816053,16.2,TRUE,48,0,"Malawi",-0.746079663496952,-0.726295801784925,-0.797108644341092,-0.389976236472354,5.55478282276926,-0.063283354902361,0.465945513278152,0.176614892229654,0.360439273708531,0.496896704662457,0.700882673591822,0.118,0,0.118,0.875,0.8125,0.9375
"57","Ezakiella",0.0097007634521892,0.020483504685576,"Ezakiella","Malawi",6,74,8.1,0,0.1,"UK",4,39,10.3,0.1,0.3,0.735114626875977,0.796769402033317,-2.2,FALSE,122,0,"ns",-0.830491775008458,-1.06594629869009,-0.389366918539388,0.634687203348788,5.66514425596015,0.0964914202178069,0.440929115738606,0.348236663747363,0.537475040681871,0.324817952395422,0.538749357539146,0.03,0.058,-0.028,0.875,0.8125,0.9375
"58","Faecalibacterium",0.112150444730509,0.204229620813258,"Faecalibacterium","Malawi",17,74,23,0.1,0.3,"UK",0,39,0,0,0,0.000527102690894132,0.00805029564274674,23,TRUE,21,0,"Malawi",-0.529822239502263,-0.395733045426427,-0.729835651507386,-0.816965373786105,6.19333426522373,-0.116741646244994,0.440528635167498,0.0843519224242933,0.207647199074457,0.328505191017869,0.546419497212647,0.13,0,0.13,0.875,0.8125,0.9375
"59","Finegoldia",0.0134870043014972,0.0270798292787508,"Finegoldia","Malawi",9,74,12.2,0,0.1,"UK",4,39,10.3,0.1,0.2,1,1,1.9,TRUE,105,0,"ns",-0.752938401381558,-0.929567760012075,-0.379755219605933,0.491115908798411,6.12975152222667,0.0727754883281973,0.454727564713138,0.476025890909898,0.652918395946338,0.454920423749455,0.659053198860806,0.03,0.061,-0.031,0.875,0.8125,0.9375
