"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.India","rab.win.Malawi","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Abiotrophia",0.00605116048725421,0.0151596104987578,"Abiotrophia","India",3,232,1.3,0,0,"Malawi",5,74,6.8,0,0.1,0.0221392193191505,0.044278438638301,-5.5,FALSE,166,0,"Malawi",-1.1277634317763,-1.13475568348528,-1.10485926509692,0.0365737334446212,4.74275694891285,0.00745933177563061,0.496621621634174,0.454434893004252,0.565937191591731,0.520404778087109,0.665119869530419,0.002,0.022,-0.02,0.9,0.85,0.95
"2","Achromobacter",0.0155804867902591,0.0443561021492461,"Achromobacter","India",17,232,7.3,0,0.3,"Malawi",0,74,0,0,0,0.0158512657305766,0.0347954613598024,7.3,TRUE,118,0,"India",-1.05564044458257,-0.96079549244689,-1.36557991546068,-0.52649843525775,4.78198000117612,-0.0958584720017458,0.446062909216811,0.188955503059307,0.275402748517612,0.294404836552394,0.432791210353158,0.036,0,0.036,0.9,0.85,0.95
"3","Acidovorax",0.0217407388653683,0.0435467764550187,"Acidovorax","India",28,232,12.1,0.1,0.3,"Malawi",7,74,9.5,0.1,0.5,0.676142745255423,0.743898393515028,2.6,TRUE,101,0,"ns",-0.78262420000963,-0.73677726892014,-0.899106244929987,-0.179681117710635,5.95255724366646,-0.0281085631989931,0.483108108170938,0.567670134345422,0.673270560581175,0.503470181447879,0.656265104913028,0.063,0.089,-0.026,0.9,0.85,0.95
"4","Acinetobacter",0.440515328074881,0.766401441460053,"Acinetobacter","India",222,232,95.7,6.7,9.5,"Malawi",63,74,85.1,3.4,7.1,0.00595181761762659,0.0155264807416346,10.6,TRUE,4,1,"India",11.564704789312,11.7907068617078,10.4640125232158,-1.56028043714739,4.30686321292695,-0.255392791421177,0.324324325068935,0.00035234949540818,0.00356399941304474,7.55530084137279e-06,0.000189674305386948,6.821,3.454,3.367,0.9,0.85,0.95
"5","Actinomyces",0.0528614863227312,0.0983123018694195,"Actinomyces","India",60,232,25.9,0.3,1.7,"Malawi",21,74,28.4,0.2,0.7,0.653334582655782,0.72592731406198,-2.5,FALSE,47,0,"ns",0.0286789361797908,0.0186599832107532,0.069004274680065,0.22790930572551,9.41021841259629,0.0240590934233887,0.486275337888868,0.602786011042248,0.706400122505402,0.615441340572233,0.751051232832267,0.322,0.251,0.071,0.9,0.85,0.95
"6","Aerococcus",0.0419734361370823,0.0917084088289434,"Aerococcus","India",45,232,19.4,0.1,0.4,"Malawi",11,74,14.9,0.1,0.2,0.48995115417927,0.603609553881865,4.5,TRUE,56,0,"ns",-0.442771538556265,-0.35912630764409,-0.696147001966105,-0.359531294130627,6.95877100016333,-0.0459529016510149,0.4754063754346,0.516059988716989,0.624878128247731,0.484328934943372,0.62804415892245,0.101,0.055,0.046,0.9,0.85,0.95
"7","Aeromonas",0.113784152998584,0.206393573509951,"Aeromonas","India",94,232,40.5,0.5,1.5,"Malawi",17,74,23,0.3,1.7,0.00803530491623045,0.0203711955622744,17.5,TRUE,20,1,"India",0.823502251287413,1.29895232044892,-0.254205340334561,-1.92638580763268,9.0244931725013,-0.217486771698987,0.387587080870351,0.00657596621705958,0.0264881969312201,0.0136304923348393,0.0559972694573177,0.51,0.287,0.223,0.9,0.85,0.95
"8","Agathobacter",0.10391287681423,0.203558791523051,"Agathobacter","India",8,232,3.4,0,0.2,"Malawi",21,74,28.4,0.3,0.8,8.69985496644332e-09,2.23710556279971e-07,-25,FALSE,21,0,"Malawi",-0.830512059463826,-1.07800058230685,0.152073478950555,1.9180646774776,7.26723759142623,0.258860320730024,0.371965379440668,0.000716835024653726,0.00457266750277371,0.00708651237287597,0.0293780865628018,0.016,0.333,-0.317,0.9,0.85,0.95
"9","Alishewanella",0.0807672364822545,0.185623053969746,"Alishewanella","India",74,232,31.9,0.3,0.9,"Malawi",8,74,10.8,0.1,0.4,0.000253394420469394,0.00130317130527117,21.1,TRUE,33,0,"India",0.101683200496307,0.483846059812254,-0.831377478093298,-1.87592332300837,7.46496342415657,-0.238548029846462,0.373944257256881,0.000264880078104894,0.00239419047949323,0.00554641024785751,0.0296170733748295,0.306,0.055,0.251,0.9,0.85,0.95
"10","Alloprevotella",0.0386253989035432,0.0796378374704553,"Alloprevotella","India",33,232,14.2,0.2,1,"Malawi",17,74,23,0.3,0.6,0.102718751828316,0.162187502886815,-8.8,FALSE,61,0,"ns",-0.494918081556692,-0.605738244557002,-0.145731312755505,0.739948033060269,8.102099142495,0.0856212661052311,0.447001689388332,0.230437945114203,0.343813238739179,0.310899676444566,0.465282895444586,0.22,0.251,-0.031,0.9,0.85,0.95
