"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.India","rab.win.UK","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Achromobacter",0.00686596733200397,0.0174953808091892,"Achromobacter","India",17,232,7.3,0,0.3,"UK",0,39,0,0,0,0.144234159231108,0.241750256094673,7.3,TRUE,122,0,"ns",-1.12569658295858,-1.17191137420607,-0.828567891015817,0.328579886183915,4.703704834348,0.0597150392252289,0.469951923480306,0.501547783680799,0.627123572664935,0.45989249335252,0.607860359824042,0.036,0,0.036,0.901785714285714,0.866666666666667,0.9375
"2","Acidovorax",0.0199700714020036,0.0456133695492175,"Acidovorax","India",28,232,12.1,0.1,0.3,"UK",2,39,5.1,0,0,0.274593368129131,0.361659558023733,7,TRUE,72,0,"ns",-0.901385769619974,-0.959296684543215,-0.570997158307447,0.32909405808169,5.33777365886334,0.0575056164828958,0.469763716865355,0.587002136114826,0.705900523046758,0.535126122113042,0.679685406460902,0.063,0.001,0.062,0.901785714285714,0.866666666666667,0.9375
"3","Acinetobacter",0.364815546199577,0.667007599844478,"Acinetobacter","India",222,232,95.7,6.7,9.5,"UK",28,39,71.8,4.8,9.6,1.74669410833555e-05,0.000188642963700239,23.9,TRUE,4,1,"India",11.4855978678053,11.5912935843888,10.1967745933137,-1.67495962453272,6.92991904645617,-0.220662645240085,0.361778848155688,0.00564488459071658,0.0298965819280154,0.00532651283636225,0.0364883241735591,6.84,5.041,1.799,0.901785714285714,0.866666666666667,0.9375
"4","Actinomyces",0.0700148918206699,0.134092031231005,"Actinomyces","India",60,232,25.9,0.3,1.7,"UK",15,39,38.5,0.5,1.2,0.122027999766927,0.232571011320496,-12.6,FALSE,25,0,"ns",0.0071598261622583,-0.162499266921515,1.13966729773118,1.73725367143778,9.8182940783614,0.19575066965758,0.393028847653337,0.0666324951121008,0.158623443131016,0.0640862970939316,0.171478779577716,0.322,0.467,-0.145,0.901785714285714,0.866666666666667,0.9375
"5","Aerococcus",0.0311583217252907,0.073995603359886,"Aerococcus","India",45,232,19.4,0.1,0.4,"UK",0,39,0,0,0,0.000752491503059025,0.00406345411651874,19.4,TRUE,49,0,"India",-0.591319350999211,-0.547760700530837,-0.819238676196141,-0.62769682534715,5.63619977188488,-0.104834004670385,0.446314103290586,0.0886439583666497,0.168421156619617,0.322552382421779,0.473428519289274,0.101,0,0.101,0.901785714285714,0.866666666666667,0.9375
"6","Aeromonas",0.10972217986226,0.222035074082673,"Aeromonas","India",94,232,40.5,0.5,1.5,"UK",3,39,7.7,0.1,0.6,2.4092737480375e-05,0.000243938966988797,32.8,TRUE,19,1,"India",0.815596454289023,1.2100100574793,-0.530999012284472,-2.88255513022236,7.80172929561311,-0.369636921122637,0.348418103953065,0.000516150863000351,0.00375272524974943,0.00769313022466774,0.0369081638825646,0.511,0.108,0.403,0.901785714285714,0.866666666666667,0.9375
"7","Alicyclobacillus",0.0198881399743384,0.0382637892378421,"Alicyclobacillus","India",0,232,0,0,0,"UK",5,39,12.8,0,0.1,4.90556553989807e-05,0.00037842934164928,-12.8,FALSE,73,0,"UK",-1.32165128051986,-1.46020671618611,-0.354845145659691,1.35849108018566,5.25188667302149,0.224148402506407,0.37605126327891,0.0621271224478712,0.125726494559387,0.0861117044774151,0.167511975165361,0,0.026,-0.026,0.901785714285714,0.866666666666667,0.9375
"8","Alishewanella",0.1020400848907,0.192709311859898,"Alishewanella","India",74,232,31.9,0.3,0.9,"UK",1,39,2.6,0,0,2.77661595367659e-05,0.000264595167350358,29.3,TRUE,22,0,"India",0.0832242226726638,0.287467700740076,-0.708035636712616,-1.87805011068239,6.99025729387545,-0.254818574353008,0.379807694013995,0.00291140662840463,0.011578510933804,0.0626146209324523,0.142450289543892,0.307,0.007,0.3,0.901785714285714,0.866666666666667,0.9375
"9","Alloprevotella",0.0242621354138797,0.050309207853937,"Alloprevotella","India",33,232,14.2,0.2,1,"UK",5,39,12.8,0.1,0.6,1,1,1.4,TRUE,64,0,"ns",-0.707503840962685,-0.776712537413013,-0.307858975620373,0.369687707452177,7.15787770764437,0.0487128649674478,0.469551282460083,0.585770371291691,0.70363570622347,0.455083723320874,0.612542721779566,0.22,0.125,0.095,0.901785714285714,0.866666666666667,0.9375
"10","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.0177330539843011,0.0349945135325902,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","India",47,232,20.3,0.1,0.4,"UK",8,39,20.5,0.1,0.2,1,1,-0.199999999999999,FALSE,81,0,"ns",-0.400983085627978,-0.456488770422303,-0.0222429324851383,0.436630760960396,7.55265659356809,0.0575590909954761,0.465945513278152,0.543631041150515,0.665289031753474,0.467479247021984,0.61517055256363,0.127,0.065,0.062,0.901785714285714,0.866666666666667,0.9375
"11","Altererythrobacter",0.00390576828540447,0.0156736496477762,"Altererythrobacter","India",17,232,7.3,0.1,0.3,"UK",0,39,0,0,0,0.144234159231108,0.241750256094673,7.3,TRUE,150,0,"ns",-1.08009649723708,-1.1274636116907,-0.776360641495941,0.234494783345482,4.67317806352462,0.045501489433536,0.475370444863425,0.575595807485583,0.689970907876778,0.55599632145037,0.686132517276244,0.051,0,0.051,0.901785714285714,0.866666666666667,0.9375
"12","Anaerococcus",0.0292259773018102,0.0604645758643944,"Anaerococcus","India",48,232,20.7,0.3,1.2,"UK",4,39,10.3,0.1,0.3,0.185361201217774,0.297312025715638,10.4,TRUE,52,0,"ns",-0.394214852104668,-0.402061425401379,-0.336494253106732,-0.0365839996054227,7.24492415348001,-0.00509696566892706,0.497797356857634,0.54835427841993,0.672838852137802,0.551590507261346,0.699167201928756,0.248,0.07,0.178,0.901785714285714,0.866666666666667,0.9375
"13","Aquabacterium",0.00201937444568727,0.00679696930010047,"Aquabacterium","India",17,232,7.3,0,0.2,"UK",0,39,0,0,0,0.144234159231108,0.241750256094673,7.3,TRUE,158,0,"ns",-1.05399707480206,-1.09682487853794,-0.816853717375698,0.183232298963238,4.75477550145818,0.0320677939487416,0.481377653433061,0.561499344727606,0.680173969923202,0.563778800209532,0.704081450556348,0.029,0,0.029,0.901785714285714,0.866666666666667,0.9375
"14","Atopobium",0.0370514823030522,0.0729413161146682,"Atopobium","India",34,232,14.7,0.2,0.8,"UK",11,39,28.2,0.3,1.1,0.0592918696878654,0.133406706797697,-13.5,FALSE,42,0,"ns",-0.634443154688094,-0.799397342792121,0.458819200461519,1.40257078345467,8.18578004815088,0.175048261652209,0.399279136365064,0.0556262400081973,0.13863913927787,0.0729096671148843,0.17313939064866,0.16,0.282,-0.122,0.901785714285714,0.866666666666667,0.9375
"15","Bacillus",0.0509365226837356,0.122122639979476,"Bacillus","India",64,232,27.6,0.2,0.9,"UK",4,39,10.3,3.6,16.2,0.0265187750434507,0.0704269107711314,17.3,TRUE,35,0,"ns",-0.0999054365456935,-0.0192196161456772,-0.481054646457606,-0.791784553627449,7.47207449708682,-0.0950128982570153,0.443732479736453,0.453725677994306,0.599329057953292,0.349982041401546,0.505229629328067,0.234,3.656,-3.422,0.901785714285714,0.866666666666667,0.9375
