"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.Malawi","rab.win.UK","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"11","Alicyclobacillus",0.0164503492407832,0.0342838672653578,"Alicyclobacillus","Malawi",2,79,2.5,0,0,"UK",5,39,12.8,0,0.1,0.0388267365117501,0.124800224502054,-10.3,FALSE,88,0,"ns",-0.978227676522046,-1.3384077554537,-0.138430818623089,1.32293308139977,5.73837126347269,0.215298101845018,0.384461355255676,0.0802331365043007,0.203811721642776,0.107416190103899,0.251746615728523,0.002,0.016,-0.014,0.857142857142857,0.8,0.9375
"12","Alishewanella",0.0230599516137942,0.0515134658582247,"Alishewanella","Malawi",5,79,6.3,0,0.1,"UK",0,39,0,0,0,0.16924165036126,0.285493971178503,6.3,TRUE,73,0,"ns",-1.01428717563635,-1.19948894753642,-0.617316077215776,0.563323274472209,4.89747817052299,0.0908045838609048,0.446314103290586,0.589935468331017,0.739848617386682,0.421120265950957,0.610660451951886,0.025,0,0.025,0.857142857142857,0.8,0.9375
"13","Alloprevotella",0.0327332778974106,0.0746287388829448,"Alloprevotella","Malawi",20,79,25.3,0.2,0.7,"UK",4,39,10.3,0,0.1,0.0870532290383612,0.228882528287561,15,TRUE,65,0,"ns",-0.19558869438778,-0.118853779288319,-0.307222707734617,-0.619618916438601,7.20334737445929,-0.0808185475050865,0.459535256955085,0.271873880962157,0.485754477181475,0.479584948873918,0.666230855479988,0.235,0.024,0.211,0.857142857142857,0.8,0.9375
"14","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.0288748130239125,0.05907505609828,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Malawi",9,79,11.4,0.1,0.3,"UK",8,39,20.5,0.2,0.7,0.264008935597947,0.392632807384021,-9.1,FALSE,68,0,"ns",-0.670491668250881,-1.05667798738128,0.216826195978056,1.55379174081634,7.11890756276004,0.203443337076098,0.387264719248646,0.120069483942843,0.295570997009797,0.12389429084262,0.30303033922544,0.054,0.217,-0.163,0.857142857142857,0.8,0.9375
"15","Anaerococcus",0.0646631949167131,0.134952430271285,"Anaerococcus","Malawi",21,79,26.6,0.2,0.5,"UK",7,39,17.9,0.1,0.2,0.362385936410383,0.494162640559613,8.7,TRUE,36,0,"ns",-0.112052747219739,-0.190783118055361,0.0291954028334072,0.156608236208474,8.05485304673947,0.0201349423109516,0.488782051432179,0.66153910183249,0.803145876043372,0.642230529113611,0.791424992884283,0.161,0.063,0.098,0.857142857142857,0.8,0.9375
"16","Anaerostipes",0.0063314528709636,0.0166787360384983,"Anaerostipes","Malawi",10,79,12.7,0,0.2,"UK",1,39,2.6,0,0,0.0981400734590774,0.228882528287561,10.1,TRUE,133,0,"ns",-0.720533497058122,-0.776941283634697,-0.63915641399354,-0.0633601553935641,5.04491160024411,-0.0106646423898825,0.493990384695781,0.530818400958975,0.691606213679044,0.521371142783681,0.696260898726739,0.037,0.002,0.035,0.857142857142857,0.8,0.9375
"17","Anaerovibrio",0.00510834700071751,0.0149986097369862,"Anaerovibrio","Malawi",7,79,8.9,0,0,"UK",0,39,0,0,0,0.0938082687319907,0.228882528287561,8.9,TRUE,146,0,"ns",-0.965519556416977,-1.08416075821842,-0.741398923649557,0.18876600524397,4.87638104274579,0.0316155221980682,0.482979575718337,0.519790035944636,0.68326967640393,0.481143485178656,0.665698531984348,0.011,0,0.011,0.857142857142857,0.8,0.9375
"18","Atopobium",0.0481220869069744,0.0889219225928578,"Atopobium","Malawi",19,79,24.1,0.3,0.9,"UK",13,39,33.3,0.9,2.5,0.378708886600898,0.5087134297624,-9.2,FALSE,43,0,"ns",0.109597691629071,-0.270156215155787,0.80213932282158,1.75814558758548,10.279529095587,0.175063549795811,0.391826924594907,0.0906503103053798,0.267722187508902,0.113942390564364,0.299180761521273,0.281,0.932,-0.651,0.857142857142857,0.8,0.9375
"19","Aurantimicrobium",0.00903376871471223,0.0175758142281041,"Aurantimicrobium","Malawi",3,79,3.8,0,0.3,"UK",3,39,7.7,0,0.1,0.395378207101639,0.523294685869816,-3.9,FALSE,115,0,"ns",-0.987505898597734,-1.27242138655557,-0.267552421924163,1.03825740348416,5.06126953858304,0.175809058781529,0.406087306066799,0.220142027370265,0.394502951601191,0.196870089562416,0.368711339843735,0.052,0.013,0.039,0.857142857142857,0.8,0.9375
"20","Aureimonas",0.00218665758829587,0.00822042649408134,"Aureimonas","Malawi",5,79,6.3,0,0.1,"UK",0,39,0,0,0,0.16924165036126,0.285493971178503,6.3,TRUE,169,0,"ns",-1.04582095235622,-1.17303334268431,-0.769509724172899,0.322690618433503,4.72390856201585,0.0525773271201177,0.470352564500531,0.50089678291135,0.674022818346954,0.479793878536849,0.657830200710075,0.017,0,0.017,0.857142857142857,0.8,0.9375
"21","Bacillus",0.0259031860209549,0.0472576535283669,"Bacillus","Malawi",20,79,25.3,0.1,0.4,"UK",8,39,20.5,1.4,8.7,0.649657053054416,0.784820601005335,4.8,TRUE,71,0,"ns",0.0191692836029898,-0.111183624140628,0.228331307008883,0.0891678997804899,7.76745473475258,0.0121574347620586,0.494593512286926,0.639623011384464,0.787539519342936,0.59830444525351,0.765286733535364,0.134,1.414,-1.28,0.857142857142857,0.8,0.9375
"22","Bacteroides",0.0848981554185065,0.156836355290698,"Bacteroides","Malawi",36,79,45.6,0.7,2.2,"UK",13,39,33.3,0.3,1.2,0.237043499381414,0.3742792095496,12.3,TRUE,25,0,"ns",1.44593019601097,1.89703835233605,0.88434648403306,-0.908379776740404,9.04675465692619,-0.106496030525021,0.449739688303756,0.350335958089711,0.573238970343297,0.406956322341248,0.621955126094701,0.806,0.316,0.49,0.857142857142857,0.8,0.9375
"23","Bergeyella",0.0459452075557417,0.0865888764525413,"Bergeyella","Malawi",14,79,17.7,0,0.1,"UK",13,39,33.3,0.2,0.9,0.0661572270932047,0.198471681279614,-15.6,FALSE,47,0,"ns",-0.105398069826368,-0.576708917767164,0.971647530130557,1.75327458623979,8.11095696910644,0.207737951128712,0.395674811229539,0.0791791186097464,0.234897775594532,0.0910801529648309,0.257634961722029,0.048,0.221,-0.173,0.857142857142857,0.8,0.9375
"24","Bifidobacterium",0.623175856173696,1.06837668570166,"Bifidobacterium","Malawi",75,79,94.9,5,8.7,"UK",20,39,51.3,0.4,1.1,6.22538434448108e-08,5.60284591003297e-06,43.6,TRUE,2,1,"Malawi",10.0699171433529,11.3832677297228,4.52267779682915,-5.7379130100165,7.663981927518,-0.761518485591975,0.192230683434902,3.48767855617018e-07,3.09717528550162e-05,6.90157350627138e-08,7.85622386834339e-06,5.089,0.425,4.664,0.857142857142857,0.8,0.9375
"25","Blastococcus",0.00635532559727403,0.0143312723214992,"Blastococcus","Malawi",5,79,6.3,0,0.1,"UK",2,39,5.1,0,0.3,1,1,1.2,TRUE,132,0,"ns",-0.942257903892115,-1.12438085854463,-0.580272308340916,0.552760800373643,5.04971727521061,0.0928450808932575,0.449739688303756,0.449080670883091,0.622003868286678,0.470839914200783,0.643397756590699,0.013,0.049,-0.036,0.857142857142857,0.8,0.9375
"26","Blautia",0.139546227480198,0.260269642973625,"Blautia","Malawi",36,79,45.6,0.5,1.4,"UK",5,39,12.8,0.3,1.8,0.00041469143184262,0.00746444577316716,32.8,TRUE,11,1,"Malawi",0.850383965273336,1.88982131747765,-0.167990495436428,-2.73233701510246,7.92981945404084,-0.341563375555673,0.343349361297797,0.00812315523891769,0.0590768839436736,0.0213662316541875,0.113823283561501,0.486,0.314,0.172,0.857142857142857,0.8,0.9375
"27","Brachybacterium",0.0836810109156309,0.159784556463049,"Brachybacterium","Malawi",32,79,40.5,0.2,0.5,"UK",4,39,10.3,0,0.1,0.000635515624222144,0.00925563638521874,30.2,TRUE,28,0,"Malawi",0.512674051376742,1.20597068183968,-0.372892002047653,-2.28702917789067,7.568136920576,-0.303502902089871,0.372046457576889,0.0212345483179925,0.106267790456463,0.0547228168302136,0.190808993065933,0.192,0.028,0.164,0.857142857142857,0.8,0.9375
"28","Bradyrhizobium",0.0142694585995635,0.0289267992211206,"Bradyrhizobium","Malawi",8,79,10.1,0,0.2,"UK",1,39,2.6,0,0,0.268299085045748,0.392632807384021,7.5,TRUE,94,0,"ns",-0.896206197362469,-1.02022503349223,-0.582768324782347,0.263274424875704,5.11562670013477,0.0393466553860099,0.478365384905314,0.621253468899839,0.767143317227652,0.542414172301995,0.71696238800836,0.033,0.002,0.031,0.857142857142857,0.8,0.9375
"29","Brevibacterium",0.138235606498992,0.26474011550936,"Brevibacterium","Malawi",26,79,32.9,0.2,0.5,"UK",2,39,5.1,0,0,0.000514571235456797,0.00842025658020213,27.8,TRUE,13,1,"Malawi",0.0198848096304012,0.422778743705532,-0.518173785953547,-1.91663931407243,6.89547258818418,-0.267122743388976,0.383413463187598,0.0262559141187086,0.107624726600839,0.115186864234383,0.277662595096618,0.187,0.003,0.184,0.857142857142857,0.8,0.9375
"30","Brevundimonas",0.0507888563075408,0.106403268834323,"Brevundimonas","Malawi",27,79,34.2,0.2,0.6,"UK",7,39,17.9,0.1,0.2,0.084765209120892,0.228882528287561,16.3,TRUE,41,0,"ns",0.35193771094082,0.582963167910593,0.0249021712312629,-0.935452029572962,8.05248291143797,-0.110983177318438,0.445734882592149,0.291208389280795,0.507358893363064,0.41546841243848,0.617911917627005,0.204,0.053,0.151,0.857142857142857,0.8,0.9375
"31","Brucella",0.00423190074382373,0.00894138277967099,"Brucella","Malawi",1,79,1.3,0,0,"UK",2,39,5.1,0,0.1,0.253555425676992,0.390085270272295,-3.8,FALSE,151,0,"ns",-1.11311548658492,-1.4270408436169,-0.485273079643276,0.838471429493874,4.77769801712065,0.159227587577118,0.414497398053452,0.195097995356965,0.356365917598496,0.208648849648277,0.373004308468719,0.003,0.018,-0.015,0.857142857142857,0.8,0.9375
"32","Burkholderia-Caballeronia-Paraburkholderia",0.0189259054666976,0.0425681854402222,"Burkholderia-Caballeronia-Paraburkholderia","Malawi",9,79,11.4,0,0.3,"UK",1,39,2.6,0,0,0.162050834503514,0.285493971178503,8.8,TRUE,81,0,"ns",-0.84102899328844,-0.942010314844877,-0.67809091898542,0.206773368604352,5.24310140766348,0.036310158151494,0.482979575718337,0.601656832126245,0.749632390280517,0.527302562028372,0.702754529471854,0.049,0.005,0.044,0.857142857142857,0.8,0.9375
"33","Butyrivibrio",0.0201432483077972,0.0489823202369455,"Butyrivibrio","Malawi",11,79,13.9,0.1,0.2,"UK",0,39,0,0,0,0.0152660648938953,0.0733573752938646,13.9,TRUE,79,0,"ns",-0.598589720715017,-0.513903580077336,-0.783547054901014,-0.507192705413646,5.14355313821823,-0.0814926296744837,0.45673076981391,0.360260783408714,0.532581770208526,0.460367173121989,0.635725814976889,0.05,0,0.05,0.857142857142857,0.8,0.9375
"34","CAG-56",0.00367536794286899,0.00984830927893931,"CAG-56","Malawi",5,79,6.3,0,0,"UK",0,39,0,0,0,0.16924165036126,0.285493971178503,6.3,TRUE,155,0,"ns",-1.02170334671284,-1.20946513054136,-0.647696017115754,0.383139659718752,4.72785644718321,0.0686568024840441,0.460336538995441,0.464228408348474,0.644291614616678,0.441242925239249,0.616733973839773,0.005,0,0.005,0.857142857142857,0.8,0.9375
"35","Campylobacter",0.00717041483691917,0.0148277836015306,"Campylobacter","Malawi",0,79,0,0,0,"UK",3,39,7.7,0,0.2,0.0342392363140464,0.112055682482334,-7.7,FALSE,129,0,"ns",-1.21654550663693,-1.55866880810006,-0.417637816142177,1.20500214820951,4.97415740300828,0.203674836299141,0.386463758107762,0.0830072057467054,0.21469398733458,0.122659064665862,0.274121946842361,0,0.045,-0.045,0.857142857142857,0.8,0.9375
"36","Candidatus_Aquiluna",0.00565392732285287,0.0124158993934971,"Candidatus_Aquiluna","Malawi",1,79,1.3,0,0,"UK",3,39,7.7,0,0,0.104801836369951,0.228882528287561,-6.4,FALSE,142,0,"ns",-1.16033129732837,-1.42658082066957,-0.474043859070905,0.958926438943767,5.03245314732328,0.16517662387953,0.408089708920556,0.198611105033171,0.358118174713751,0.224295367018284,0.389629028940062,0,0.003,-0.003,0.857142857142857,0.8,0.9375
"37","Catenibacterium",0.00749323376014958,0.0180345837507942,"Catenibacterium","Malawi",13,79,16.5,0.1,0.2,"UK",0,39,0,0,0,0.00459533937368937,0.0344650453026703,16.5,TRUE,126,0,"Malawi",-0.62442498167062,-0.543975014717772,-0.745247709385502,-0.519874899565072,5.28967623935724,-0.0848792573491183,0.455128205733288,0.271861746397359,0.451462405747071,0.455460672988766,0.626448523208425,0.054,0,0.054,0.857142857142857,0.8,0.9375
"38","Caulobacter",0.00604306931018142,0.0187936375583377,"Caulobacter","Malawi",5,79,6.3,0,0,"UK",0,39,0,0,0,0.16924165036126,0.285493971178503,6.3,TRUE,137,0,"ns",-1.03229992693003,-1.21421931433496,-0.686555795264955,0.431860065529674,4.6312942269439,0.0750618706268894,0.459935897975262,0.485208963680759,0.650513957828003,0.410299766885726,0.592757895534591,0.008,0,0.008,0.857142857142857,0.8,0.9375
"39","Christensenellaceae_R-7_group",0.0173449834612523,0.0372526562233672,"Christensenellaceae_R-7_group","Malawi",10,79,12.7,0,0.1,"UK",0,39,0,0,0,0.0293871150217849,0.112055682482334,12.7,TRUE,85,0,"ns",-0.834320490782305,-0.860354887055719,-0.807284210122328,-0.083488706432254,5.15231134344105,-0.0120168937006019,0.493189102655223,0.449174511797429,0.61963605266942,0.564504416616639,0.724030772629109,0.028,0,0.028,0.857142857142857,0.8,0.9375
"40","Chryseobacterium",0.0345495804820373,0.0665522796282056,"Chryseobacterium","Malawi",17,79,21.5,0.2,0.6,"UK",10,39,25.6,0.1,0.4,0.645778187731481,0.784820601005335,-4.1,FALSE,59,0,"ns",-0.0313940465445182,-0.250614763328935,0.380875696172222,0.567057183539098,8.20200679017909,0.0678768601042969,0.466159391723898,0.593778648264118,0.756583910574942,0.513633363502531,0.697286593685362,0.2,0.108,0.092,0.857142857142857,0.8,0.9375
"41","Citricoccus",0.0814325985356781,0.150397189192741,"Citricoccus","Malawi",22,79,27.8,0.1,0.1,"UK",2,39,5.1,0,0,0.00329649814423357,0.0312299824190548,22.7,TRUE,29,0,"Malawi",-0.212981760564393,-0.0406009055545695,-0.4579880243363,-1.05351112155115,6.57134457448879,-0.154875971357982,0.424679488210376,0.131372856874092,0.294470747355559,0.287109575174622,0.486532281903635,0.062,0.003,0.059,0.857142857142857,0.8,0.9375
"42","Cloacibacterium",0.066536405081401,0.141482227331386,"Cloacibacterium","Malawi",17,79,21.5,0.3,1.8,"UK",1,39,2.6,0,0,0.0059784830310363,0.0384331051995191,18.9,TRUE,35,0,"Malawi",-0.531878648320869,-0.448472335094865,-0.642327647615645,-0.604780450525906,6.22461326705075,-0.0810916539876284,0.455346416300449,0.151453825791953,0.327847910008862,0.425294400118463,0.613414182283898,0.353,0.002,0.351,0.857142857142857,0.8,0.9375
"43","Clostridium_sensu_stricto_1",0.0335886032614353,0.0659487037892734,"Clostridium_sensu_stricto_1","Malawi",10,79,12.7,0.1,0.2,"UK",1,39,2.6,0,0,0.0981400734590774,0.228882528287561,10.1,TRUE,64,0,"ns",-0.767587719209779,-0.880880400959303,-0.54966891219979,0.0928364561388282,5.40909207543966,0.0175992612470937,0.489787745430901,0.535313337018662,0.702718731449982,0.54091696722068,0.718834892036362,0.05,0.003,0.047,0.857142857142857,0.8,0.9375
"44","Collinsella",0.0308814046388087,0.0653857637452847,"Collinsella","Malawi",28,79,35.4,0.7,2.5,"UK",6,39,15.4,0.2,0.7,0.0303564340026903,0.112055682482334,20,TRUE,67,0,"ns",0.683962172660506,1.1499374937623,0.0464708415562516,-1.49571847366516,8.1853392693535,-0.168181537780425,0.41666666781319,0.15303168431591,0.356540095725466,0.186968377825587,0.397203940994327,0.663,0.192,0.471,0.857142857142857,0.8,0.9375
"45","Comamonas",0.0151621784085087,0.0306425171574369,"Comamonas","Malawi",9,79,11.4,0.1,0.3,"UK",5,39,12.8,0,0.2,1,1,-1.4,FALSE,92,0,"ns",-0.712160942839686,-0.949638813812688,-0.204089670050983,0.743872299424716,5.9441591509222,0.11677227019544,0.437324790598748,0.406161458047298,0.589205327151508,0.395086410786128,0.571338401095595,0.05,0.046,0.004,0.857142857142857,0.8,0.9375
"46","Coprococcus_1",0.00865175965877291,0.0243826630899292,"Coprococcus_1","Malawi",6,79,7.6,0,0.1,"UK",0,39,0,0,0,0.176054615560077,0.285493971178503,7.6,TRUE,117,0,"ns",-0.969984945540572,-1.07099008839073,-0.774362433896663,0.160478182633405,4.85046766036072,0.0252537066717122,0.486583900860258,0.506537907022039,0.680563115606653,0.490514901721171,0.67206964039869,0.022,0,0.022,0.857142857142857,0.8,0.9375
"47","Coprococcus_2",0.00828007509717849,0.0191844108852178,"Coprococcus_2","Malawi",11,79,13.9,0,0.1,"UK",0,39,0,0,0,0.0152660648938953,0.0733573752938646,13.9,TRUE,120,0,"ns",-0.735571151447518,-0.729776974567478,-0.739756797165649,-0.226546590165601,5.02624291564885,-0.0429886821038374,0.47996794898633,0.462825432146277,0.632065321646055,0.50647532368576,0.680002925828346,0.021,0,0.021,0.857142857142857,0.8,0.9375
"48","Corynebacterium",0.0106247125423581,0.0208571761697831,"Corynebacterium","Malawi",4,79,5.1,0,0,"UK",5,39,12.8,0,0.1,0.154499471428228,0.285493971178503,-7.7,FALSE,108,0,"ns",-0.908294897776432,-1.22399539568212,-0.178711398456445,1.24566182350487,5.63393979483832,0.1909937928312,0.397276733511934,0.12272681750696,0.272887098556928,0.162056214132842,0.329974877979041,0.006,0.032,-0.026,0.857142857142857,0.8,0.9375
"49","Corynebacterium_1",0.178942768022947,0.33279080998964,"Corynebacterium_1","Malawi",74,79,93.7,2.2,3.5,"UK",31,39,79.5,1.2,2.1,0.0291041859345047,0.112055682482334,14.2,TRUE,5,1,"ns",10.2746094817943,10.4930849006035,10.0145759492588,-1.17517825024863,5.80936733771477,-0.17166312456265,0.395674811229539,0.0585434501924193,0.225456259440622,0.0757092247809813,0.282133863364117,2.269,1.205,1.064,0.857142857142857,0.8,0.9375
"50","Curvibacter",0.0035398603871499,0.00856802829202939,"Curvibacter","Malawi",0,79,0,0,0,"UK",2,39,5.1,0,0,0.107344632768362,0.228882528287561,-5.1,FALSE,158,0,"ns",-1.16239497586069,-1.49381301698401,-0.458913854748518,0.996068172609973,4.70888746877776,0.187519422936037,0.401842950083536,0.192161617344332,0.344938573192369,0.207563264696465,0.362232941131893,0,0.009,-0.009,0.857142857142857,0.8,0.9375
"51","Cutibacterium",0.121073069135336,0.223185433587924,"Cutibacterium","Malawi",62,79,78.5,0.7,1.1,"UK",31,39,79.5,1.4,3.6,1,1,-1,FALSE,16,1,"ns",8.7131066362259,8.19961367988498,9.35465563739254,1.07644957870424,7.22679204013077,0.133592383501497,0.41169403405765,0.38562725455758,0.612893938921515,0.207148825309162,0.454662288819476,0.712,1.427,-0.715,0.857142857142857,0.8,0.9375
"52","Dermacoccus",0.0471509753596959,0.0892646066485752,"Dermacoccus","Malawi",9,79,11.4,0.1,0.4,"UK",9,39,23.1,0.1,0.3,0.109344287238673,0.228882528287561,-11.7,FALSE,45,0,"ns",-0.523128663533777,-0.94161715603801,0.243219455824651,1.35833826352368,6.87247970449193,0.172841781347422,0.39863782192676,0.126024820757119,0.288418831187771,0.128394476361476,0.297005314438844,0.081,0.093,-0.012,0.857142857142857,0.8,0.9375
"53","Dialister",0.0190236068203191,0.0435336471073058,"Dialister","Malawi",10,79,12.7,0.1,0.4,"UK",1,39,2.6,0,0,0.0981400734590774,0.228882528287561,10.1,TRUE,80,0,"ns",-0.786618095955575,-0.851062402167813,-0.655314656592186,-0.0317690334956051,5.56754667781283,-0.00571200640332134,0.497396876286294,0.47699574945252,0.65129475932751,0.552993562709239,0.719866013334743,0.115,0.004,0.111,0.857142857142857,0.8,0.9375
"54","Diaphorobacter",0.00805236769262706,0.0171878045411294,"Diaphorobacter","Malawi",4,79,5.1,0,0.1,"UK",2,39,5.1,0,0,1,1,0,FALSE,121,0,"ns",-1.04652869828652,-1.30109916249255,-0.535738464191224,0.70674493921458,5.06285324022297,0.119751208580564,0.431718062603967,0.419998824255252,0.590635000480787,0.328989651711656,0.509891281558844,0.011,0.001,0.01,0.857142857142857,0.8,0.9375
"55","Dietzia",0.0976206817498309,0.190813861023312,"Dietzia","Malawi",24,79,30.4,0.1,0.4,"UK",1,39,2.6,0,0,0.000237920433857084,0.00535320976178438,27.8,TRUE,21,0,"Malawi",-0.128675878951073,0.140163141330525,-0.462298904490311,-1.42700940292216,6.6029731018101,-0.201226793550507,0.408490189491323,0.0524974787215555,0.159487404167899,0.211296675322732,0.397846364346799,0.156,0.001,0.155,0.857142857142857,0.8,0.9375
"56","Dolosigranulum",0.00513453806880404,0.012010642076884,"Dolosigranulum","Malawi",5,79,6.3,0,0,"UK",2,39,5.1,0,0,1,1,1.2,TRUE,145,0,"ns",-0.991203005454237,-1.17221827812995,-0.628924712753808,0.575009278286373,4.95313495115695,0.0985659176534765,0.443108975129936,0.422152471880101,0.603642824290598,0.418550044192788,0.594879552881641,0.006,0.003,0.003,0.857142857142857,0.8,0.9375
"57","Dorea",0.0357383617826611,0.0745619854376805,"Dorea","Malawi",17,79,21.5,0.1,0.5,"UK",2,39,5.1,0,0.2,0.031152035269116,0.112055682482334,16.4,TRUE,56,0,"ns",-0.332864533625457,-0.296483946829413,-0.384706359830334,-0.427375572433244,6.37066217151081,-0.0647141795091996,0.468161794580246,0.361414869942114,0.5512339528651,0.466260203145893,0.649380768630155,0.137,0.035,0.102,0.857142857142857,0.8,0.9375
"58","Empedobacter",0.0215849487925433,0.0434822437445631,"Empedobacter","Malawi",11,79,13.9,0,0.2,"UK",1,39,2.6,0,0.2,0.100986776418325,0.228882528287561,11.3,TRUE,76,0,"ns",-0.815573785468573,-0.920281740278149,-0.633507356310622,0.117153542909553,5.55374936283447,0.021114255997808,0.488381410411905,0.568724827299449,0.734412763262078,0.58088568389233,0.743846422047255,0.041,0.035,0.006,0.857142857142857,0.8,0.9375
