"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.India","rab.win.UK","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Abiotrophia",0.0013377405207871,0.00353659735113084,"Abiotrophia","India",16,274,5.8,0,0.1,"UK",3,50,6,0,0,1,1,-0.2,FALSE,160,0,"ns",-1.29276296673426,-1.4317695473772,-0.436087596936655,1.02676642952944,5.03908797027637,0.183382588672358,0.405937500793568,0.179308557464496,0.265655809852088,0.120948462565177,0.184592700461766,0.013,0.002,0.011,0.95,0.9,1
"2","Achromobacter",0.0105430869930254,0.0361304720164172,"Achromobacter","India",17,274,6.2,0,0.1,"UK",0,50,0,0,0,0.0855324356282198,0.140732748269239,6.2,TRUE,112,0,"ns",-1.36199464444398,-1.47795995074307,-0.678369647689122,0.64402424185716,4.71478038293222,0.115002783085931,0.4398625434516,0.416451490516425,0.521074282917222,0.257871251955474,0.343175837165809,0.025,0,0.025,0.95,0.9,1
"3","Acidovorax",0.0107798285068377,0.0221259342467176,"Acidovorax","India",38,274,13.9,0,0.3,"UK",2,50,4,0,0.1,0.0599633698447829,0.105097089082792,9.9,TRUE,109,0,"ns",-0.936202442239059,-1.05406437128319,-0.33972566506562,0.55322428497123,5.4536644198283,0.0920196439586696,0.452046235945016,0.460599452505009,0.579216505405249,0.346089997974457,0.443911553996546,0.053,0.028,0.025,0.95,0.9,1
"4","Acinetobacter",0.505874115540262,0.879968256241058,"Acinetobacter","India",266,274,97.1,5.4,8.5,"UK",37,50,74,4.2,12.3,5.14586895765584e-07,4.93398023587001e-06,23.1,TRUE,3,1,"India",10.8836652075759,11.0611817275163,8.87550318580135,-2.50598807162353,6.02163343777921,-0.386140470582537,0.302812501900268,0.000176125224182176,0.00141452676207819,1.16006306014344e-05,0.00016776833909535,5.446,4.202,1.244,0.95,0.9,1
"5","Actinomyces",0.031298015955856,0.0616719014990115,"Actinomyces","India",46,274,16.8,0.1,0.5,"UK",12,50,24,0.3,1,0.231029953916889,0.298872083241689,-7.2,FALSE,57,0,"ns",-0.754074304278527,-0.943658005885021,0.469966719920351,1.80533091425198,7.67596410906649,0.214587560850608,0.377694471535984,0.0333773612475197,0.0787397390906942,0.0323185305930916,0.0700284116099635,0.096,0.304,-0.208,0.95,0.9,1
"6","Actinotalea",0.00359249907187783,0.00853814956098566,"Actinotalea","India",22,274,8,0,0.1,"UK",0,50,0,0,0,0.0324120042903764,0.0652241567818686,8,TRUE,153,0,"ns",-1.27680714634522,-1.39401464143548,-0.602789505067637,0.660133760731184,4.78374621071871,0.116447692271695,0.436875000522034,0.395666026601997,0.500255446236628,0.250542397844212,0.343069784730563,0.018,0,0.018,0.95,0.9,1
"7","Aerococcus",0.0518426174861979,0.124241865226888,"Aerococcus","India",69,274,25.2,0.1,0.7,"UK",1,50,2,0,0,4.98326242471759e-05,0.000345232791515005,23.2,TRUE,37,0,"India",-0.409403510557866,-0.386717565310311,-0.514554001390961,-0.542398412576891,5.94168058365607,-0.0823359687007317,0.458294283378117,0.101652683111705,0.176695893002147,0.338737677357075,0.446088554800988,0.126,0.002,0.124,0.95,0.9,1
"8","Aeromicrobium",0.00472845004734748,0.0143907483809,"Aeromicrobium","India",18,274,6.6,0,0.1,"UK",0,50,0,0,0,0.0872025004613077,0.140732748269239,6.6,TRUE,146,0,"ns",-1.35021420326897,-1.46627881091517,-0.73217865094988,0.638655890361308,4.79087100734923,0.111859746326207,0.441250000484802,0.45090776249441,0.554101631957547,0.285837609018499,0.383051162699361,0.012,0,0.012,0.95,0.9,1
"9","Aeromonas",0.358638993962929,0.628703294264982,"Aeromonas","India",137,274,50,0.4,1.2,"UK",3,50,6,0,0,5.53877680422425e-10,1.28974374155508e-08,44,TRUE,7,1,"India",1.59071950439107,2.99717864053191,-0.398350252586051,-4.31709209103452,6.62769379138518,-0.576636176718139,0.289284600646781,6.4812849769871e-08,1.02454779719942e-06,3.12979802629093e-05,0.000256992373163145,0.38,0.001,0.379,0.95,0.9,1
"10","Agathobacter",0.00629529048602909,0.0162003067856595,"Agathobacter","India",22,274,8,0.1,0.4,"UK",2,50,4,0,0.1,0.554502678888155,0.623337494198409,4,TRUE,138,0,"ns",-1.17457704868174,-1.2893117562415,-0.540964801436495,0.668054869893179,5.16979093481877,0.102016938478783,0.444687500455711,0.430711479668666,0.541827839818976,0.29458455154466,0.382041080416848,0.063,0.011,0.052,0.95,0.9,1
"11","Alicyclobacillus",0.0197947367720371,0.0398348648814602,"Alicyclobacillus","India",1,274,0.4,0,0.1,"UK",4,50,8,0,0.1,0.00226104922841506,0.00851122960805361,-7.6,FALSE,75,0,"UK",-1.55161589215077,-1.72317769204739,-0.445234591591591,1.31244617300286,4.95852374997412,0.237586291084263,0.382500001012111,0.0539156192399283,0.102813338473635,0.0431615077076315,0.0783531525308546,0.007,0.018,-0.011,0.95,0.9,1
"12","Alishewanella",0.314350383217322,0.593109319289404,"Alishewanella","India",118,274,43.1,0.3,1.2,"UK",0,50,0,0,0,2.03367810698075e-11,5.52482552396437e-10,43.1,TRUE,8,1,"India",0.678841809568599,1.26534712711877,-0.751102410128352,-3.16862690029436,6.44451937931886,-0.44054173044045,0.328334896927908,1.32046488284679e-06,1.76910315194357e-05,0.000644082968477091,0.00305106146627572,0.299,0,0.299,0.95,0.9,1
"13","Alloiococcus",0.00293746225421833,0.00934023931964315,"Alloiococcus","India",18,274,6.6,0,0.1,"UK",0,50,0,0,0,0.0872025004613077,0.140732748269239,6.6,TRUE,158,0,"ns",-1.34520859000173,-1.46761080330468,-0.660253520473198,0.716599717783107,4.76704283902025,0.127225967721353,0.434687500540741,0.390682421663458,0.494131724121016,0.221800172188186,0.315202396343262,0.011,0,0.011,0.95,0.9,1
