"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.India (IPV)","rab.win.India (OPV)","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"22","Bergeyella",0.127372746041337,0.282861856566389,"Bergeyella","India (OPV)",49,184,26.6,0.1,0.4,"India (IPV)",27,90,30,0.2,0.6,0.568175253323705,0.866227336192666,-3.4,FALSE,17,1,"ns",-0.219461709632144,-0.182152580980292,-0.241609019811154,-0.179976677831364,8.60785394325113,-0.0193357337204057,0.487800000040691,0.603800556830497,0.82749342572449,0.641613624013609,0.871185332681735,0.111,0.208,-0.097,0.65,0.55,0.75
"23","Bifidobacterium",0.399357060167013,0.723778492900455,"Bifidobacterium","India (OPV)",163,184,88.6,2,4.3,"India (IPV)",76,90,84.4,3.2,5,0.34089224742006,0.731189399386984,4.19999999999999,TRUE,1,1,"ns",9.6697574897798,10.2574479495883,9.52236136651721,-0.586050740111771,5.54115198365834,-0.0857322876796301,0.441600000197359,0.716964529140963,0.892236224295749,0.139246863074319,0.565106639204154,2.012,3.229,-1.217,0.65,0.55,0.75
"24","Blastocatella",0.0108249390057512,0.0234925924040706,"Blastocatella","India (OPV)",9,184,4.9,0,0.2,"India (IPV)",7,90,7.8,0.1,0.7,0.411563121359313,0.761620647441639,-2.9,FALSE,160,0,"ns",-1.39662465764353,-1.27612788140931,-1.4504314190639,-0.262051480886042,5.38427403703168,-0.0396192305247311,0.477600000074817,0.495635145592654,0.748713685779866,0.474973598404733,0.766958184188524,0.031,0.101,-0.07,0.65,0.55,0.75
"25","Blastococcus",0.033381435711481,0.0676439621917591,"Blastococcus","India (OPV)",22,184,12,0,0.1,"India (IPV)",11,90,12.2,0.1,0.8,1,1,-0.199999999999999,FALSE,91,0,"ns",-1.12239385720097,-1.17623935288092,-1.09026818173937,0.0119509818782504,5.86737674262248,0.00158325456551591,0.498800000004,0.629550219922461,0.836627586198455,0.588978276760133,0.850978884016836,0.032,0.116,-0.084,0.65,0.55,0.75
"26","Blautia",0.0478990988282445,0.0994545212223658,"Blautia","India (OPV)",48,184,26.1,0.1,0.4,"India (IPV)",9,90,10,0,0.1,0.00235789698459821,0.0479350617966623,16.1,TRUE,73,0,"India (OPV)",-0.588635877787064,-1.28737821386507,-0.179469262940795,1.38003253300313,6.77530880780927,0.19012575029142,0.398120376278982,0.010783705589541,0.15635130610236,0.0204370170231419,0.257949202023528,0.117,0.036,0.081,0.65,0.55,0.75
"27","Bounagaea",0.0357830155410855,0.0678619609211508,"Bounagaea","India (OPV)",34,184,18.5,0.1,0.2,"India (IPV)",16,90,17.8,0,0.2,1,1,0.699999999999999,TRUE,87,0,"ns",-0.781015145422465,-0.78596405079182,-0.780575367037635,0.19068902189608,6.78613726780711,0.023435905234536,0.486702659512445,0.6344548132419,0.8387784173731,0.616892886987031,0.862646554977036,0.056,0.05,0.006,0.65,0.55,0.75
"28","Brachybacterium",0.100822955664071,0.190296253037173,"Brachybacterium","India (OPV)",84,184,45.7,0.2,0.6,"India (IPV)",30,90,33.3,0.2,0.6,0.0674319205452749,0.327526471219907,12.4,TRUE,29,0,"ns",1.16670317530186,0.154143106727752,1.9741880183745,1.45364450541271,8.34193886801124,0.175918509021522,0.417116576968634,0.0384887022607937,0.281721208965492,0.0383864402360806,0.356780886753648,0.221,0.183,0.038,0.65,0.55,0.75
"29","Bradyrhizobium",0.101226102762181,0.193984217014084,"Bradyrhizobium","India (OPV)",47,184,25.5,0.6,2.4,"India (IPV)",14,90,15.6,0,0.1,0.0653833156018585,0.327526471219907,9.9,TRUE,27,0,"ns",-0.626370626796072,-0.953560475965673,-0.452399033774084,0.993317836978795,7.57167994276282,0.126882254635156,0.429400000240121,0.0217391802753295,0.205435155349762,0.149057639013381,0.496120305115524,0.587,0.036,0.551,0.65,0.55,0.75
"30","Brevibacillus",0.00668882978985253,0.0168125247423095,"Brevibacillus","India (OPV)",13,184,7.1,0,0.2,"India (IPV)",0,90,0,0,0,0.00600433600942573,0.0785182401232596,7.1,TRUE,168,0,"ns",-1.44014965290053,-1.65139486794942,-1.33077426447657,0.360897394011889,4.93386820421819,0.0590768950147079,0.464600000118595,0.169783129099679,0.457128827563395,0.32846578798816,0.674679198778334,0.039,0,0.039,0.65,0.55,0.75
"31","Brevibacterium",0.0621391323637785,0.121299170588109,"Brevibacterium","India (OPV)",40,184,21.7,0.1,0.3,"India (IPV)",27,90,30,0.1,0.2,0.138102634318031,0.493539369157922,-8.3,FALSE,52,0,"ns",-0.328150286302801,-0.111307784330098,-0.433107929176789,-0.471587369843956,7.08566281977028,-0.0607308393169907,0.468906218860255,0.378163384877357,0.684616784759342,0.402163497368916,0.738602251530208,0.068,0.074,-0.00599999999999999,0.65,0.55,0.75
"32","Brevundimonas",0.0890510892328768,0.170524095562721,"Brevundimonas","India (OPV)",56,184,30.4,0.1,0.4,"India (IPV)",30,90,33.3,0.2,0.8,0.678124560192697,0.922249401862068,-2.9,FALSE,37,0,"ns",0.244215513408973,0.244215513408973,0.243944295836643,-0.305083291509616,8.2303530851442,-0.0331377856552601,0.481503699321862,0.545415747347451,0.79447322420679,0.599902068787144,0.85161187350478,0.122,0.25,-0.128,0.65,0.55,0.75
"33","Burkholderia-Caballeronia-Paraburkholderia",0.0278802398154363,0.052413351211019,"Burkholderia-Caballeronia-Paraburkholderia","India (OPV)",13,184,7.1,0,0.1,"India (IPV)",10,90,11.1,0,0.1,0.25618273107329,0.640456827683226,-4,FALSE,102,0,"ns",-1.25590738042575,-1.16955560828505,-1.29230136218011,-0.187091771372053,5.49689027488754,-0.0292119703603327,0.485800000047372,0.533561891054335,0.77768587385294,0.500819855371956,0.789163656746173,0.018,0.016,0.002,0.65,0.55,0.75
"34","Buttiauxella",0.0143534825121952,0.0308979763864201,"Buttiauxella","India (OPV)",14,184,7.6,0,0.2,"India (IPV)",6,90,6.7,0,0.1,1,1,0.899999999999999,TRUE,145,0,"ns",-1.29490009768044,-1.38486844713954,-1.24281650552636,0.116825009158206,5.19029485045217,0.0197542629305234,0.489302139607747,0.496831136789357,0.755821254299595,0.51252292360903,0.796462265276976,0.031,0.018,0.013,0.65,0.55,0.75
"35","Catenibacterium",0.0386691288228768,0.0851854666248728,"Catenibacterium","India (OPV)",29,184,15.8,0,0.1,"India (IPV)",8,90,8.9,0,0.1,0.134880460910601,0.493539369157922,6.9,TRUE,78,0,"ns",-0.942790749128335,-1.17189568553405,-0.818938477943684,0.381014846460306,5.89369041342329,0.0614943825242774,0.468106378830959,0.286427593644387,0.581300938984247,0.349458541556433,0.683079555499719,0.035,0.017,0.018,0.65,0.55,0.75
"36","Chryseobacterium",0.123700674845733,0.237329874686541,"Chryseobacterium","India (OPV)",41,184,22.3,0.1,0.2,"India (IPV)",37,90,41.1,0.2,0.4,0.00165048221940034,0.043718927697135,-18.8,FALSE,18,1,"India (IPV)",0.00888491576910155,0.972542810516599,-0.33997812194165,-1.4857978525918,7.56418304486229,-0.18727237855086,0.415800000288859,0.0303615736094061,0.237297686617472,0.0324100960031715,0.303354363876963,0.069,0.179,-0.11,0.65,0.55,0.75
"37","Chryseomicrobium",0.0508534499364012,0.107224034283413,"Chryseomicrobium","India (OPV)",37,184,20.1,0.1,0.2,"India (IPV)",21,90,23.3,0.2,0.7,0.533352827896116,0.866227336192666,-3.2,FALSE,69,0,"ns",-0.553347010431457,-0.525047777395368,-0.568016850996031,-0.230324030022333,7.13739725665687,-0.0313939007902228,0.48270345936584,0.630890796519281,0.834871270240903,0.623242301523741,0.859370615762525,0.058,0.187,-0.129,0.65,0.55,0.75
"38","Citricoccus",0.037395303550186,0.0793394348436896,"Citricoccus","India (OPV)",34,184,18.5,0.1,0.2,"India (IPV)",14,90,15.6,0.1,0.7,0.6142290442459,0.866227336192666,2.9,TRUE,83,0,"ns",-0.79440108829246,-0.969473652559026,-0.703824993882094,0.253384192640786,6.66430787815713,0.035335613099227,0.478000000073476,0.56743041960371,0.799850197733623,0.493803397811611,0.78310745357767,0.065,0.103,-0.038,0.65,0.55,0.75
"39","Cloacibacterium",0.0999397624274456,0.206019477273252,"Cloacibacterium","India (OPV)",49,184,26.6,0.1,0.3,"India (IPV)",36,90,40,0.4,1.6,0.0269220368562512,0.228837313278135,-13.4,FALSE,32,0,"ns",0.106153186784582,0.896273057715277,-0.201308201500909,-1.27084865833933,8.21036939931566,-0.154035466781142,0.42380000026004,0.0529887333054308,0.315070916489425,0.0708252074864769,0.420972129734109,0.104,0.441,-0.337,0.65,0.55,0.75
"40","Clostridium_sensu_stricto_1",0.0221467615796965,0.0430476800968884,"Clostridium_sensu_stricto_1","India (OPV)",20,184,10.9,0,0.2,"India (IPV)",9,90,10,0,0.1,1,1,0.9,TRUE,110,0,"ns",-1.16096518283679,-1.24717723041853,-1.1207690337171,0.183672410789087,5.65681418789199,0.0268393425568476,0.483703259402489,0.578075953257837,0.803543071661132,0.548176063535739,0.813881993233762,0.029,0.016,0.013,0.65,0.55,0.75
"41","Cnuella",0.0167572051148348,0.032828746702466,"Cnuella","India (OPV)",13,184,7.1,0,0.1,"India (IPV)",8,90,8.9,0,0.1,0.631822131473327,0.873250100410289,-1.8,FALSE,134,0,"ns",-1.3008864445396,-1.25800181946025,-1.32375988374327,0.00502522970339392,5.41023841123033,0.000891253942789628,0.499600000001334,0.54742760406717,0.784882085321397,0.535987702337124,0.808241336577407,0.026,0.016,0.01,0.65,0.55,0.75
"42","Collinsella",0.0754419946606073,0.148694194319038,"Collinsella","India (OPV)",67,184,36.4,0.3,0.8,"India (IPV)",23,90,25.6,0.1,0.4,0.0766800954680901,0.352313952150684,10.8,TRUE,43,0,"ns",0.124753676155922,-0.3277305653741,0.385532682179774,1.09857080433997,8.3651939956704,0.125972981231889,0.437312537704712,0.0652151300873725,0.338936956999586,0.123116390653156,0.489931373214447,0.278,0.121,0.157,0.65,0.55,0.75
"43","Comamonas",0.0797160189215652,0.147714575654498,"Comamonas","India (OPV)",71,184,38.6,0.2,0.6,"India (IPV)",31,90,34.4,0.1,0.4,0.594750524977727,0.866227336192666,4.2,TRUE,41,0,"ns",0.593727911957219,0.26606207064974,0.786651311611596,0.699216586778354,7.97980797729817,0.0859679339884471,0.457308538435634,0.349456470237202,0.674195210235073,0.373732826842736,0.733630982403454,0.194,0.111,0.083,0.65,0.55,0.75
"44","Corynebacterium",0.0197654758171219,0.0402528258205894,"Corynebacterium","India (OPV)",18,184,9.8,0,0.1,"India (IPV)",8,90,8.9,0.1,0.5,1,1,0.9,TRUE,122,0,"ns",-1.23805692412171,-1.29830178694607,-1.20712999701453,0.0762683949599534,5.63520156936849,0.011163481714978,0.493600000021337,0.621273201311632,0.833438773392028,0.541614398495736,0.821850529512049,0.024,0.104,-0.08,0.65,0.55,0.75
"45","Corynebacterium_1",0.228016509734989,0.409048640766485,"Corynebacterium_1","India (OPV)",179,184,97.3,7.6,12.4,"India (IPV)",88,90,97.8,5.6,6.6,1,1,-0.5,FALSE,4,1,"ns",11.636397655191,11.4038111967976,11.7668327823782,0.364024516477924,3.01208773248901,0.0959271365745876,0.445000000185578,0.305959800727055,0.672435112329071,0.138519523829461,0.556219459176913,7.657,5.624,2.033,0.65,0.55,0.75
"46","Curtobacterium",0.0162428742269967,0.0315272532813834,"Curtobacterium","India (OPV)",15,184,8.2,0,0.1,"India (IPV)",5,90,5.6,0,0.1,0.621645500091207,0.866227336192666,2.6,TRUE,138,0,"ns",-1.35517025464846,-1.43656749103036,-1.31648280843607,0.168615432157669,5.43163814491006,0.0270482236071429,0.48490301944647,0.567432684349521,0.795146872850345,0.542844854162988,0.810024948265498,0.023,0.029,-0.006,0.65,0.55,0.75
"47","Cutibacterium",0.199457220930503,0.364619834328442,"Cutibacterium","India (OPV)",150,184,81.5,0.8,1.6,"India (IPV)",79,90,87.8,1,2.3,0.225869096495647,0.597792781824227,-6.3,FALSE,7,1,"ns",7.77486016861052,7.64670859791234,7.89221288648951,-0.0538578902323996,5.74162886352309,-0.00724960044485041,0.495500899835028,0.449367201223583,0.756431631371651,0.925272210319673,0.9740470930596,0.807,1.018,-0.211,0.65,0.55,0.75
"48","Deinococcus",0.0600373573194391,0.110609178420771,"Deinococcus","India (OPV)",43,184,23.4,0.1,0.2,"India (IPV)",33,90,36.7,0.3,1.7,0.0306490423697561,0.237054417021512,-13.3,FALSE,55,0,"ns",-0.194217086645796,0.468944277553393,-0.492913695824312,-1.09011428985629,7.55232962717728,-0.135590727500358,0.43120000023376,0.132519368187042,0.424906626312958,0.14104634277039,0.495777124162099,0.06,0.316,-0.256,0.65,0.55,0.75
"49","Delftia",0.0307560227782716,0.0648970386251393,"Delftia","India (OPV)",16,184,8.7,0,0.2,"India (IPV)",12,90,13.3,0.2,0.9,0.288164246829879,0.661998945419992,-4.6,FALSE,96,0,"ns",-1.19219218989782,-1.00356242463391,-1.27563515153489,-0.255936463677465,5.86739224232113,-0.0389246157110272,0.4797040592559,0.405730471792086,0.693838474055234,0.440776210109965,0.7360986450667,0.033,0.158,-0.125,0.65,0.55,0.75
"50","Dermacoccus",0.0938360189461363,0.188415999304076,"Dermacoccus","India (OPV)",33,184,17.9,0.1,0.5,"India (IPV)",24,90,26.7,0.7,3.7,0.113074785427692,0.480567838067692,-8.8,FALSE,35,0,"ns",-0.708745708401543,-0.494445553985017,-0.802383914957429,-0.445670933868646,8.44346926094446,-0.0519799425341589,0.471905618970132,0.236007238634164,0.568225127345054,0.380247456111452,0.71463638821766,0.117,0.738,-0.621,0.65,0.55,0.75
"51","Desemzia",0.0183545603403353,0.0372711606134486,"Desemzia","India (OPV)",5,184,2.7,0,0.1,"India (IPV)",7,90,7.8,0,0.2,0.064955888412658,0.327526471219907,-5.1,FALSE,127,0,"ns",-1.45630286739348,-1.30058366253101,-1.5240069957894,-0.336801450687791,5.02681061456814,-0.0552320028607092,0.471400000095647,0.410941659302548,0.679027280069679,0.437255168055131,0.74135765763577,0.008,0.031,-0.023,0.65,0.55,0.75
"52","Diaphorobacter",0.012550666009634,0.0276771637371374,"Diaphorobacter","India (OPV)",14,184,7.6,0,0.2,"India (IPV)",6,90,6.7,0,0.1,1,1,0.899999999999999,TRUE,148,0,"ns",-1.30348775419147,-1.35991680707191,-1.26803105644161,0.11583263196249,5.32902539918928,0.0197883700542203,0.489902019629741,0.542447269401802,0.774670229725043,0.538269546654507,0.795807012554093,0.026,0.025,0.000999999999999997,0.65,0.55,0.75
"53","Dietzia",0.0502465922567345,0.097213156839825,"Dietzia","India (OPV)",38,184,20.7,0,0.2,"India (IPV)",15,90,16.7,0.1,0.2,0.515718842184661,0.866227336192666,4,TRUE,70,0,"ns",-0.695316039487638,-0.866615968856427,-0.612403395366043,0.278374694762888,6.70502138631918,0.0393977170357232,0.480703859292545,0.592953561313138,0.815539193780344,0.536532464246979,0.811242063067665,0.043,0.059,-0.016,0.65,0.55,0.75
"54","Dolosigranulum",0.0165299746526693,0.0347038590280713,"Dolosigranulum","India (OPV)",15,184,8.2,0,0.2,"India (IPV)",4,90,4.4,0,0.1,0.318287947757831,0.711959883142516,3.8,TRUE,136,0,"ns",-1.30754114926803,-1.55411901428786,-1.17843833326671,0.431380133044542,5.35747012448086,0.071989716115852,0.462107578611291,0.337664307162262,0.62908929267002,0.340659330687506,0.678186502131849,0.036,0.012,0.024,0.65,0.55,0.75
"55","Dorea",0.0315693368001294,0.0609097309299022,"Dorea","India (OPV)",26,184,14.1,0,0.1,"India (IPV)",5,90,5.6,0,0.3,0.0416966212976871,0.244428469676097,8.5,TRUE,93,0,"ns",-1.20439616309387,-1.51563652678043,-1.05857533515465,0.561444795579712,5.7332779838331,0.0894546739568939,0.454000000154642,0.184671509899151,0.475812202481477,0.275697069177185,0.603528765557906,0.032,0.037,-0.005,0.65,0.55,0.75
"56","Duganella",0.0251279178837658,0.0545486230326013,"Duganella","India (OPV)",0,184,0,0,0,"India (IPV)",8,90,8.9,0,0.1,0.000109067583727342,0.00463537230841203,-8.9,FALSE,107,0,"India (IPV)",-1.54720665502226,-1.36464788585503,-1.62880697761723,-0.424346022670382,4.9110577524489,-0.0735315870099222,0.461107778574689,0.233045289008293,0.518737429596643,0.347964791106916,0.667235666258855,0,0.022,-0.022,0.65,0.55,0.75
"57","Ellin6055",0.0590121690266788,0.130075396204958,"Ellin6055","India (OPV)",16,184,8.7,0,0.1,"India (IPV)",15,90,16.7,0.1,0.3,0.0666146956644097,0.327526471219907,-8,FALSE,57,0,"ns",-1.1305040318612,-0.751168446419404,-1.30289348183198,-0.716211333279117,6.01561202280961,-0.110579754859536,0.445510898004175,0.124007641830969,0.421925342729284,0.201108996642295,0.55941559409473,0.012,0.082,-0.07,0.65,0.55,0.75
"58","Empedobacter",0.0583040130121571,0.124344396770885,"Empedobacter","India (OPV)",31,184,16.8,0.1,0.3,"India (IPV)",9,90,10,0,0.2,0.148228034963458,0.493539369157922,6.8,TRUE,59,0,"ns",-0.941596604986488,-1.17324675968326,-0.817513288852384,0.505371067986009,5.99344480333098,0.0707763461532136,0.46280000012469,0.203985804667009,0.514844915346891,0.357581405107843,0.682893517740751,0.067,0.027,0.04,0.65,0.55,0.75
