"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0098,-0.0842599226840388,45,0.4678,0.431210808007825,11
"B1.F2",0.0277,-0.110913361227728,45,0.0023,0.102353263143832,11
"B1.F3",0.1674,0.343605703101051,45,0.0574,-0.127272727272727,11
"B1.F4",0,-0.101082713747754,44,0.1583,0.301226381385489,12
"B1.F5",0.0269,0.260775544415402,45,0.3029,-0.569477559472756,11
"B2.F1",0,-0.113963356970766,44,0.0141,0.335313868929187,12
"B2.F2",0.0331,0.268591524664581,45,0.0703,-0.359909817586782,11
"B2.F3",0.0104,-0.0519409003345745,45,0.3593,0.427272727272727,11
"B2.F4",0.0182,-0.130556583499445,45,0.146,0.293590337367029,11
"B2.F5",0.0759,0.308120603393193,45,0.1657,-0.3,11
"B3.F1",0.0131,0.134430428885305,45,0.0085,-0.186096842079694,11
"B3.F2",0.0772,0.24234222242662,45,0.0215,0.418181818181818,11
"B3.F3",0.0157,-0.126852850634212,45,0.2476,0.56883127864862,11
"B3.F4",0.0027,0.0386415373326979,44,0.1074,0.19718798825712,12
"B3.F5",0.0367,0.00849392236325504,45,0.0588,0.0272727272727273,11
"B4.F1",0.0733,-0.264985617719538,44,0.2035,0.153049141547372,12
"B4.F2",0.1592,0.368158447432335,45,0.2163,-0.245454545454545,11
"B4.F3",0.0214,-0.0431203656119956,45,0.117,0.287016689974269,11
"B4.F4",0.0064,0.167447441270545,45,0.095,0.441914586150859,11
"B4.F5",8e-04,-0.0542332312409041,45,0.3447,0.5596565806059,11
"B5.F1",0.0917,0.328766918907492,44,0.0017,-0.0980737055673685,12
"B5.F2",0.0416,-0.153206460308058,45,0.4109,0.697040532794654,11
"B5.F3",0.0341,-0.0246033683190443,45,0.0113,0.055048188256318,11
"B5.F4",0.0288,0.0998193409789208,45,0.056,0.0728931276125128,11
"B5.F5",0.0369,0.292594896353365,45,0.5752,-0.697277051246695,11
"B6.F1",0.1181,0.324494377783728,45,0.0483,-0.0272727272727273,11
"B6.F2",6e-04,0.0386415373326979,44,0.002,0.0774667096724398,12
"B6.F3",0.0666,-0.202526961348862,45,0,0.0545454545454545,11
"B6.F4",0.0226,0.184437227247062,45,0.0022,0.07909115788387,11
"B6.F5",0.0858,-0.251324730140775,45,0.1123,0.357813223666067,11
"B7.F1",0.0662,0.141344176826041,45,0.0083,-0.0272727272727273,11
"B7.F2",0.0012,0.0183863881524041,45,0.0103,0.165144564768954,11
"B7.F3",0.032,-0.157511873157182,45,0.2984,0.236902664740667,11
"B7.F4",0.0013,0.0266102894452279,44,3e-04,-0.01408485630408,12
"B7.F5",0.0057,-0.0477516987267473,45,0.5538,0.761499937545733,11
"B8.F1",0.0271,0.218563329645188,44,0.0168,-0.188811188811189,12
"B8.F2",0.0921,0.33664286221488,45,0.0053,0.055048188256318,11
"B8.F3",0.0025,-0.00727518955670664,45,0.024,0.0458734902135984,11
"B8.F4",0.0026,-0.0695603152905288,45,0.1839,0.376846105211381,11
"B8.F5",0.0728,-0.235141778682925,45,0.5102,0.546698457093846,11
"B9.F1",0.0307,-0.207198297534843,44,0.2752,0.395797454611166,12
"B9.F2",0.0283,-0.119709937251264,45,0.3307,0.605530070819498,11
"B9.F3",0.0056,-0.0037092787623222,45,0.0036,0.0091116409515641,11
"B9.F4",0.0139,0.199340193853762,45,0.0014,0.247716847153431,11
"B9.F5",0.0088,0.0678930487746475,45,0.0541,0.391800560917256,11
"B10.F1",0.079,0.310689283682315,44,0.0262,-0.0915515659765198,12
"B10.F2",0.0011,0.175064710157457,45,0.111,0.0592256661851667,11
"B10.F3",0.0017,0.0135006437489355,45,0.0218,0.218181818181818,11
"B10.F4",0.0047,-0.0207673592800535,45,0.0833,0.247716847153431,11
"B10.F5",0.0404,-0.178624019511481,45,0.3831,0.330321894691457,11
