"","FP","TP","TN","FN","accuracy"
"B1.F1",3,6,7,4,0.65
"B1.F2",6,5,4,5,0.45
"B1.F3",8,4,2,6,0.3
"B1.F4",6,5,4,5,0.45
"B1.F5",5,3,5,7,0.4
"B1.F11",4,4,6,6,0.5
"B1.F21",6,4,4,6,0.4
"B1.F31",6,7,4,3,0.55
"B1.F41",6,5,4,5,0.45
"B1.F51",4,4,6,6,0.5
"B1.F12",6,5,4,5,0.45
"B1.F22",3,4,7,6,0.55
"B1.F32",3,9,7,1,0.8
"B1.F42",4,4,6,6,0.5
"B1.F52",6,4,4,6,0.4
"B1.F13",4,5,6,5,0.55
"B1.F23",5,5,5,5,0.5
"B1.F33",1,2,9,8,0.55
"B1.F43",5,8,5,2,0.65
"B1.F53",8,5,2,5,0.35
"B1.F14",5,6,5,4,0.55
"B1.F24",5,6,5,4,0.55
"B1.F34",5,4,5,6,0.45
"B1.F44",4,5,6,5,0.55
"B1.F54",4,5,6,5,0.55
"B1.F15",3,6,7,4,0.65
"B1.F25",5,5,5,5,0.5
"B1.F35",6,5,4,5,0.45
"B1.F45",4,5,6,5,0.55
"B1.F55",5,5,5,5,0.5
"B1.F16",5,5,5,5,0.5
"B1.F26",5,6,5,4,0.55
"B1.F36",5,5,5,5,0.5
"B1.F46",5,6,5,4,0.55
"B1.F56",2,3,8,7,0.55
"B1.F17",2,5,8,5,0.65
"B1.F27",3,3,7,7,0.5
"B1.F37",6,5,4,5,0.45
"B1.F47",6,6,4,4,0.5
"B1.F57",7,6,3,4,0.45
"B1.F18",5,2,5,8,0.35
"B1.F28",6,5,4,5,0.45
"B1.F38",5,5,5,5,0.5
"B1.F48",8,3,2,7,0.25
"B1.F58",3,2,7,8,0.45
"B1.F19",6,2,4,8,0.3
"B1.F29",5,6,5,4,0.55
"B1.F39",4,4,6,6,0.5
"B1.F49",3,6,7,4,0.65
"B1.F59",7,8,3,2,0.55
"B1.F110",3,6,7,4,0.65
"B1.F210",3,6,7,4,0.65
"B1.F310",4,3,6,7,0.45
"B1.F410",9,5,1,5,0.3
"B1.F510",4,6,6,4,0.6
"B1.F111",6,5,4,5,0.45
"B1.F211",3,3,7,7,0.5
"B1.F311",7,4,3,6,0.35
"B1.F411",6,3,4,7,0.35
"B1.F511",8,5,2,5,0.35
"B1.F112",5,3,5,7,0.4
"B1.F212",2,4,8,6,0.6
"B1.F312",3,3,7,7,0.5
"B1.F412",3,5,7,5,0.6
"B1.F512",7,4,3,6,0.35
"B1.F113",6,5,4,5,0.45
"B1.F213",8,4,2,6,0.3
"B1.F313",6,3,4,7,0.35
"B1.F413",6,2,4,8,0.3
"B1.F513",4,2,6,8,0.4
"B1.F114",4,5,6,5,0.55
"B1.F214",7,6,3,4,0.45
"B1.F314",6,4,4,6,0.4
"B1.F414",4,4,6,6,0.5
"B1.F514",3,5,7,5,0.6
"B1.F115",7,5,3,5,0.4
"B1.F215",4,2,6,8,0.4
"B1.F315",5,3,5,7,0.4
"B1.F415",7,5,3,5,0.4
"B1.F515",5,5,5,5,0.5
"B1.F116",8,6,2,4,0.4
"B1.F216",4,5,6,5,0.55
"B1.F316",5,4,5,6,0.45
"B1.F416",4,6,6,4,0.6
"B1.F516",6,8,4,2,0.6
"B1.F117",6,5,4,5,0.45
"B1.F217",4,5,6,5,0.55
"B1.F317",5,4,5,6,0.45
"B1.F417",6,6,4,4,0.5
"B1.F517",5,7,5,3,0.6
"B1.F118",4,7,6,3,0.65
"B1.F218",3,8,7,2,0.75
"B1.F318",4,8,6,2,0.7
"B1.F418",5,5,5,5,0.5
"B1.F518",4,5,6,5,0.55
"B1.F119",5,5,5,5,0.5
"B1.F219",7,4,3,6,0.35
"B1.F319",5,4,5,6,0.45
"B1.F419",3,6,7,4,0.65
"B1.F519",2,5,8,5,0.65
