"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0.0026,0.066495744798772,119,0.0747,0.30901001112347,30
"B1.F2",0.0047,0.110305585429271,119,0.1388,0.483034823324965,30
"B1.F3",0.023,0.161153405170054,119,0.002,0.0985649132809578,30
"B1.F4",0.0136,0.161525450913132,119,0.1643,0.408231368186874,30
"B1.F5",0.0506,0.263471889591785,120,0.0125,-0.160591133004926,29
"B2.F1",0.0248,0.155128579469676,119,0.0012,0.133718990703963,30
"B2.F2",0.0047,0.0718250930375379,119,0.1066,0.32769744160178,30
"B2.F3",0.0539,0.253477792978474,120,0.0084,0.100985221674877,29
"B2.F4",0.002,0.0761407944287181,119,0.1139,0.227586206896552,30
"B2.F5",0.0129,0.119700179839863,119,0.0046,0.12880978865406,30
"B3.F1",0.0231,0.165431043796795,119,2e-04,0.0184649610678532,30
"B3.F2",0.0011,0.0880006945179957,120,0.0342,0.180788177339901,29
"B3.F3",0.0253,0.2109995210791,119,0.0235,0.0344981115861078,30
"B3.F4",0.0279,0.169362247730491,119,2e-04,0.0589543937708565,30
"B3.F5",0.0088,0.138006302655092,119,0.1953,0.360622914349277,30
"B4.F1",0.0264,0.176626844972534,119,0.0199,0.165739710789766,30
"B4.F2",4e-04,0.0637687601151577,120,0.1005,0.152481833894621,29
"B4.F3",0.0031,0.0571866042428664,119,0.2361,0.529699666295884,30
"B4.F4",0.0482,0.253992557947924,119,0.0158,0.100333704115684,30
"B4.F5",0.0165,0.137478189739263,119,0.0879,0.29432703003337,30
"B5.F1",0.0282,0.209261220623607,120,0.001,-0.00886699507389162,29
"B5.F2",0.0662,0.246974201972663,119,0.0127,-0.151056729699666,30
"B5.F3",0.0013,0.0322971192741171,119,0.1591,0.318353726362625,30
"B5.F4",4e-04,0.0147277712588477,119,0.2279,0.347274749721913,30
"B5.F5",0.0172,0.128949097260383,119,0.0446,0.306921908885437,30
"B6.F1",0.001,0.0885161842244765,119,0.1049,0.358398220244716,30
"B6.F2",0.0143,0.147577759205828,119,0.1387,0.426028921023359,30
