feature_id	feature	feature description	feature_full
g1344	3.1.26.3	Ribonuclease III	Ribonuclease_III_(3.1.26.3)
g1345	3.1.26.4	Ribonuclease H	Ribonuclease_H_(3.1.26.4)
g1346	3.1.26.5	Ribonuclease P	Ribonuclease_P_(3.1.26.5)
g1347	3.1.26.8	Ribonuclease M5	Ribonuclease_M5_(3.1.26.8)
g1348	3.1.27.1	Ribonuclease T(2)	Ribonuclease_T(2)_(3.1.27.1)
g1349	3.1.27.2	Bacillus subtilis ribonuclease	Bacillus_subtilis_ribonuclease_(3.1.27.2)
g1350	3.1.27.3	Ribonuclease T(1)	Ribonuclease_T(1)_(3.1.27.3)
g1351	3.1.27.6	Enterobacter ribonuclease	Enterobacter_ribonuclease_(3.1.27.6)
g1352	3.1.3.100	NO NAME	NO_NAME_(3.1.3.100)
g1353	3.1.3.103	NO NAME	NO_NAME_(3.1.3.103)
g1354	3.1.3.104	NO NAME	NO_NAME_(3.1.3.104)
g1355	3.1.3.105	NO NAME	NO_NAME_(3.1.3.105)
g1356	3.1.3.10	Glucose-1-phosphatase	Glucose-1-phosphatase_(3.1.3.10)
g1357	3.1.3.11	Fructose-bisphosphatase	Fructose-bisphosphatase_(3.1.3.11)
g1358	3.1.3.12	Trehalose-phosphatase	Trehalose-phosphatase_(3.1.3.12)
g1359	3.1.3.15	Histidinol-phosphatase	Histidinol-phosphatase_(3.1.3.15)
g1360	3.1.3.16	Protein-serine/threonine phosphatase	Protein-serine/threonine_phosphatase_(3.1.3.16)
g1361	3.1.3.18	Phosphoglycolate phosphatase	Phosphoglycolate_phosphatase_(3.1.3.18)
g1362	3.1.3.1	Alkaline phosphatase	Alkaline_phosphatase_(3.1.3.1)
g1363	3.1.3.22	Mannitol-1-phosphatase	Mannitol-1-phosphatase_(3.1.3.22)
g1364	3.1.3.23	Sugar-phosphatase	Sugar-phosphatase_(3.1.3.23)
g1365	3.1.3.25	Inositol-phosphate phosphatase	Inositol-phosphate_phosphatase_(3.1.3.25)
g1366	3.1.3.26	4-phytase	4-phytase_(3.1.3.26)
g1367	3.1.3.27	Phosphatidylglycerophosphatase	Phosphatidylglycerophosphatase_(3.1.3.27)
g1368	3.1.3.2	Acid phosphatase	Acid_phosphatase_(3.1.3.2)
g1369	3.1.3.31	Nucleotidase	Nucleotidase_(3.1.3.31)
g1370	3.1.3.34	Deoxynucleotide 3'-phosphatase	Deoxynucleotide_3'-phosphatase_(3.1.3.34)
g1371	3.1.3.37	Sedoheptulose-bisphosphatase	Sedoheptulose-bisphosphatase_(3.1.3.37)
g1372	3.1.3.3	Phosphoserine phosphatase	Phosphoserine_phosphatase_(3.1.3.3)
g1373	3.1.3.41	4-nitrophenylphosphatase	4-nitrophenylphosphatase_(3.1.3.41)
g1374	3.1.3.45	3-deoxy-manno-octulosonate-8-phosphatase	3-deoxy-manno-octulosonate-8-phosphatase_(3.1.3.45)
g1375	3.1.3.46	Fructose-2,6-bisphosphate 2-phosphatase	Fructose-2,6-bisphosphate_2-phosphatase_(3.1.3.46)
g1376	3.1.3.48	Protein-tyrosine-phosphatase	Protein-tyrosine-phosphatase_(3.1.3.48)
g1377	3.1.3.4	Phosphatidate phosphatase	Phosphatidate_phosphatase_(3.1.3.4)
g1378	3.1.3.50	Sorbitol-6-phosphatase	Sorbitol-6-phosphatase_(3.1.3.50)
g1379	3.1.3.5	5'-nucleotidase	5'-nucleotidase_(3.1.3.5)
g1380	3.1.3.68	2-deoxyglucose-6-phosphatase	2-deoxyglucose-6-phosphatase_(3.1.3.68)
g1381	3.1.3.6	3'-nucleotidase	3'-nucleotidase_(3.1.3.6)
g1382	3.1.3.70	Mannosyl-3-phosphoglycerate phosphatase	Mannosyl-3-phosphoglycerate_phosphatase_(3.1.3.70)
g1383	3.1.3.71	2-phosphosulfolactate phosphatase	2-phosphosulfolactate_phosphatase_(3.1.3.71)
g1384	3.1.3.73	Adenosylcobalamin/alpha-ribazole phosphatase	Adenosylcobalamin/alpha-ribazole_phosphatase_(3.1.3.73)
g1385	3.1.3.74	Pyridoxal phosphatase	Pyridoxal_phosphatase_(3.1.3.74)
g1386	3.1.3.77	Acireductone synthase	Acireductone_synthase_(3.1.3.77)
g1387	3.1.3.78	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase	Phosphatidylinositol-4,5-bisphosphate_4-phosphatase_(3.1.3.78)
g1388	3.1.3.7	3'(2'),5'-bisphosphate nucleotidase	3'(2'),5'-bisphosphate_nucleotidase_(3.1.3.7)
g1389	3.1.3.81	Diacylglycerol diphosphate phosphatase	Diacylglycerol_diphosphate_phosphatase_(3.1.3.81)
g1390	3.1.3.82	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	D-glycero-beta-D-manno-heptose_1,7-bisphosphate_7-phosphatase_(3.1.3.82)
g1391	3.1.3.83	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate_7-phosphatase_(3.1.3.83)
g1392	3.1.3.87	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate_phosphatase_(3.1.3.87)
g1393	3.1.3.89	5'-deoxynucleotidase	5'-deoxynucleotidase_(3.1.3.89)
g1394	3.1.3.8	3-phytase	3-phytase_(3.1.3.8)
g1395	3.1.3.90	Maltose 6'-phosphate phosphatase	Maltose_6'-phosphate_phosphatase_(3.1.3.90)
g1396	3.1.3.92	Kanosamine-6-phosphate phosphatase	Kanosamine-6-phosphate_phosphatase_(3.1.3.92)
g1397	3.1.3.97	3',5'-nucleoside bisphosphate phosphatase	3',5'-nucleoside_bisphosphate_phosphatase_(3.1.3.97)
g1398	3.1.30.2	Serratia marcescens nuclease	Serratia_marcescens_nuclease_(3.1.30.2)
g1399	3.1.31.1	Micrococcal nuclease	Micrococcal_nuclease_(3.1.31.1)
g1400	3.1.4.14	[Acyl-carrier-protein] phosphodiesterase	[Acyl-carrier-protein]_phosphodiesterase_(3.1.4.14)
g1401	3.1.4.16	2',3'-cyclic-nucleotide 2'-phosphodiesterase	2',3'-cyclic-nucleotide_2'-phosphodiesterase_(3.1.4.16)
g1402	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic-nucleotide_phosphodiesterase_(3.1.4.17)
g1403	3.1.4.1	Phosphodiesterase I	Phosphodiesterase_I_(3.1.4.1)
g1404	3.1.4.37	2',3'-cyclic-nucleotide 3'-phosphodiesterase	2',3'-cyclic-nucleotide_3'-phosphodiesterase_(3.1.4.37)
g1405	3.1.4.3	Phospholipase C	Phospholipase_C_(3.1.4.3)
g1406	3.1.4.44	Glycerophosphoinositol glycerophosphodiesterase	Glycerophosphoinositol_glycerophosphodiesterase_(3.1.4.44)
g1407	3.1.4.46	Glycerophosphodiester phosphodiesterase	Glycerophosphodiester_phosphodiesterase_(3.1.4.46)
g1408	3.1.4.4	Phospholipase D	Phospholipase_D_(3.1.4.4)
g1409	3.1.4.52	Cyclic-guanylate-specific phosphodiesterase	Cyclic-guanylate-specific_phosphodiesterase_(3.1.4.52)
g1410	3.1.4.53	3',5'-cyclic-AMP phosphodiesterase	3',5'-cyclic-AMP_phosphodiesterase_(3.1.4.53)
g1411	3.1.4.55	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	Phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase_(3.1.4.55)
g1412	3.1.4.56	7,8-dihydroneopterin 2',3'-cyclic phosphate phosphodiesterase	7,8-dihydroneopterin_2',3'-cyclic_phosphate_phosphodiesterase_(3.1.4.56)
g1413	3.1.4.57	Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase	Phosphoribosyl_1,2-cyclic_phosphate_1,2-diphosphodiesterase_(3.1.4.57)
g1414	3.1.4.58	NO NAME	NO_NAME_(3.1.4.58)
g1415	3.1.5.1	dGTPase	dGTPase_(3.1.5.1)
g1416	3.1.6.1	Arylsulfatase	Arylsulfatase_(3.1.6.1)
g1417	3.1.6.6	Choline-sulfatase	Choline-sulfatase_(3.1.6.6)
g1418	3.1.6.8	Cerebroside-sulfatase	Cerebroside-sulfatase_(3.1.6.8)
g1419	3.1.7.2	Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	Guanosine-3',5'-bis(diphosphate)_3'-diphosphatase_(3.1.7.2)
g1420	3.1.8.1	Aryldialkylphosphatase	Aryldialkylphosphatase_(3.1.8.1)
g1421	3.11.1.1	Phosphonoacetaldehyde hydrolase	Phosphonoacetaldehyde_hydrolase_(3.11.1.1)
g1422	3.11.1.2	Phosphonoacetate hydrolase	Phosphonoacetate_hydrolase_(3.11.1.2)
g1423	3.11.1.3	Phosphonopyruvate hydrolase	Phosphonopyruvate_hydrolase_(3.11.1.3)
g1424	3.2.1.102	Blood-group-substance endo-1,4-beta-galactosidase	Blood-group-substance_endo-1,4-beta-galactosidase_(3.2.1.102)
g1425	3.2.1.103	Keratan-sulfate endo-1,4-beta-galactosidase	Keratan-sulfate_endo-1,4-beta-galactosidase_(3.2.1.103)
g1426	3.2.1.10	Oligo-1,6-glucosidase	Oligo-1,6-glucosidase_(3.2.1.10)
g1427	3.2.1.113	Mannosyl-oligosaccharide 1,2-alpha-mannosidase	Mannosyl-oligosaccharide_1,2-alpha-mannosidase_(3.2.1.113)
g1428	3.2.1.11	Dextranase	Dextranase_(3.2.1.11)
g1429	3.2.1.122	Maltose-6'-phosphate glucosidase	Maltose-6'-phosphate_glucosidase_(3.2.1.122)
g1430	3.2.1.123	Endoglycosylceramidase	Endoglycosylceramidase_(3.2.1.123)
g1431	3.2.1.129	Endo-alpha-sialidase	Endo-alpha-sialidase_(3.2.1.129)
g1432	3.2.1.131	Xylan alpha-1,2-glucuronosidase	Xylan_alpha-1,2-glucuronosidase_(3.2.1.131)
g1433	3.2.1.133	Glucan 1,4-alpha-maltohydrolase	Glucan_1,4-alpha-maltohydrolase_(3.2.1.133)
g1434	3.2.1.135	Neopullulanase	Neopullulanase_(3.2.1.135)
g1435	3.2.1.136	Glucuronoarabinoxylan endo-1,4-beta-xylanase	Glucuronoarabinoxylan_endo-1,4-beta-xylanase_(3.2.1.136)
g1436	3.2.1.139	Alpha-glucuronidase	Alpha-glucuronidase_(3.2.1.139)
g1437	3.2.1.141	4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase	4-alpha-D-((1->4)-alpha-D-glucano)trehalose_trehalohydrolase_(3.2.1.141)
g1438	3.2.1.145	Galactan 1,3-beta-galactosidase	Galactan_1,3-beta-galactosidase_(3.2.1.145)
g1439	3.2.1.14	Chitinase	Chitinase_(3.2.1.14)
g1440	3.2.1.151	Xyloglucan-specific endo-beta-1,4-glucanase	Xyloglucan-specific_endo-beta-1,4-glucanase_(3.2.1.151)
g1441	3.2.1.152	Mannosylglycoprotein endo-beta-mannosidase	Mannosylglycoprotein_endo-beta-mannosidase_(3.2.1.152)
g1442	3.2.1.156	Oligosaccharide reducing-end xylanase	Oligosaccharide_reducing-end_xylanase_(3.2.1.156)
g1443	3.2.1.15	Polygalacturonase	Polygalacturonase_(3.2.1.15)
g1444	3.2.1.165	Exo-1,4-beta-D-glucosaminidase	Exo-1,4-beta-D-glucosaminidase_(3.2.1.165)
g1445	3.2.1.169	Protein O-GlcNAcase	Protein_O-GlcNAcase_(3.2.1.169)
g1446	3.2.1.170	Mannosylglycerate hydrolase	Mannosylglycerate_hydrolase_(3.2.1.170)
g1447	3.2.1.172	Unsaturated rhamnogalacturonyl hydrolase	Unsaturated_rhamnogalacturonyl_hydrolase_(3.2.1.172)
g1448	3.2.1.177	Alpha-D-xyloside xylohydrolase	Alpha-D-xyloside_xylohydrolase_(3.2.1.177)
g1449	3.2.1.179	Gellan tetrasaccharide unsaturated glucuronyl hydrolase	Gellan_tetrasaccharide_unsaturated_glucuronyl_hydrolase_(3.2.1.179)
g1450	3.2.1.17	Lysozyme	Lysozyme_(3.2.1.17)
g1451	3.2.1.180	Unsaturated chondroitin disaccharide hydrolase	Unsaturated_chondroitin_disaccharide_hydrolase_(3.2.1.180)
g1452	3.2.1.181	Galactan endo-beta-1,3-galactanase	Galactan_endo-beta-1,3-galactanase_(3.2.1.181)
g1453	3.2.1.183	UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)	UDP-N-acetylglucosamine_2-epimerase_(hydrolyzing)_(3.2.1.183)
g1454	3.2.1.184	UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)	UDP-N,N'-diacetylbacillosamine_2-epimerase_(hydrolyzing)_(3.2.1.184)
g1455	3.2.1.185	Non-reducing end beta-L-arabinofuranosidase	Non-reducing_end_beta-L-arabinofuranosidase_(3.2.1.185)
g1456	3.2.1.187	(Ara-f)(3)-Hyp beta-L-arabinobiosidase	(Ara-f)(3)-Hyp_beta-L-arabinobiosidase_(3.2.1.187)
g1457	3.2.1.18	Exo-alpha-sialidase	Exo-alpha-sialidase_(3.2.1.18)
g1458	3.2.1.196	NO NAME	NO_NAME_(3.2.1.196)
g1459	3.2.1.199	NO NAME	NO_NAME_(3.2.1.199)
g1460	3.2.1.1	Alpha-amylase	Alpha-amylase_(3.2.1.1)
g1461	3.2.1.20	Alpha-glucosidase	Alpha-glucosidase_(3.2.1.20)
g1462	3.2.1.21	Beta-glucosidase	Beta-glucosidase_(3.2.1.21)
g1463	3.2.1.22	Alpha-galactosidase	Alpha-galactosidase_(3.2.1.22)
g1464	3.2.1.23	Beta-galactosidase	Beta-galactosidase_(3.2.1.23)
g1465	3.2.1.24	Alpha-mannosidase	Alpha-mannosidase_(3.2.1.24)
g1466	3.2.1.25	Beta-mannosidase	Beta-mannosidase_(3.2.1.25)
g1467	3.2.1.26	Beta-fructofuranosidase	Beta-fructofuranosidase_(3.2.1.26)
g1468	3.2.1.28	Alpha,alpha-trehalase	Alpha,alpha-trehalase_(3.2.1.28)
g1469	3.2.1.31	Beta-glucuronidase	Beta-glucuronidase_(3.2.1.31)
g1470	3.2.1.35	Hyaluronoglucosaminidase	Hyaluronoglucosaminidase_(3.2.1.35)
g1471	3.2.1.37	Xylan 1,4-beta-xylosidase	Xylan_1,4-beta-xylosidase_(3.2.1.37)
g1472	3.2.1.38	Beta-D-fucosidase	Beta-D-fucosidase_(3.2.1.38)
g1473	3.2.1.39	Glucan endo-1,3-beta-D-glucosidase	Glucan_endo-1,3-beta-D-glucosidase_(3.2.1.39)
g1474	3.2.1.3	Glucan 1,4-alpha-glucosidase	Glucan_1,4-alpha-glucosidase_(3.2.1.3)
g1475	3.2.1.40	Alpha-L-rhamnosidase	Alpha-L-rhamnosidase_(3.2.1.40)
g1476	3.2.1.41	Pullulanase	Pullulanase_(3.2.1.41)
g1477	3.2.1.45	Glucosylceramidase	Glucosylceramidase_(3.2.1.45)
g1478	3.2.1.49	Alpha-N-acetylgalactosaminidase	Alpha-N-acetylgalactosaminidase_(3.2.1.49)
g1479	3.2.1.4	Cellulase	Cellulase_(3.2.1.4)
g1480	3.2.1.50	Alpha-N-acetylglucosaminidase	Alpha-N-acetylglucosaminidase_(3.2.1.50)
g1481	3.2.1.51	Alpha-L-fucosidase	Alpha-L-fucosidase_(3.2.1.51)
g1482	3.2.1.52	Beta-N-acetylhexosaminidase	Beta-N-acetylhexosaminidase_(3.2.1.52)
g1483	3.2.1.54	Cyclomaltodextrinase	Cyclomaltodextrinase_(3.2.1.54)
g1484	3.2.1.55	Non-reducing end alpha-L-arabinofuranosidase	Non-reducing_end_alpha-L-arabinofuranosidase_(3.2.1.55)
g1485	3.2.1.58	Glucan 1,3-beta-glucosidase	Glucan_1,3-beta-glucosidase_(3.2.1.58)
g1486	3.2.1.64	2,6-beta-fructan 6-levanbiohydrolase	2,6-beta-fructan_6-levanbiohydrolase_(3.2.1.64)
g1487	3.2.1.65	Levanase	Levanase_(3.2.1.65)
g1488	3.2.1.67	Galacturan 1,4-alpha-galacturonidase	Galacturan_1,4-alpha-galacturonidase_(3.2.1.67)
g1489	3.2.1.68	Isoamylase	Isoamylase_(3.2.1.68)
g1490	3.2.1.6	Endo-1,3(4)-beta-glucanase	Endo-1,3(4)-beta-glucanase_(3.2.1.6)
g1491	3.2.1.70	Glucan 1,6-alpha-glucosidase	Glucan_1,6-alpha-glucosidase_(3.2.1.70)
g1492	3.2.1.72	Xylan 1,3-beta-xylosidase	Xylan_1,3-beta-xylosidase_(3.2.1.72)
g1493	3.2.1.73	Licheninase	Licheninase_(3.2.1.73)
g1494	3.2.1.75	Glucan endo-1,6-beta-glucosidase	Glucan_endo-1,6-beta-glucosidase_(3.2.1.75)
g1495	3.2.1.78	Mannan endo-1,4-beta-mannosidase	Mannan_endo-1,4-beta-mannosidase_(3.2.1.78)
g1496	3.2.1.80	Fructan beta-fructosidase	Fructan_beta-fructosidase_(3.2.1.80)
g1497	3.2.1.82	Exo-poly-alpha-galacturonosidase	Exo-poly-alpha-galacturonosidase_(3.2.1.82)
g1498	3.2.1.83	Kappa-carrageenase	Kappa-carrageenase_(3.2.1.83)
g1499	3.2.1.85	6-phospho-beta-galactosidase	6-phospho-beta-galactosidase_(3.2.1.85)
g1500	3.2.1.86	6-phospho-beta-glucosidase	6-phospho-beta-glucosidase_(3.2.1.86)
g1501	3.2.1.89	Arabinogalactan endo-beta-1,4-galactanase	Arabinogalactan_endo-beta-1,4-galactanase_(3.2.1.89)
g1502	3.2.1.8	Endo-1,4-beta-xylanase	Endo-1,4-beta-xylanase_(3.2.1.8)
g1503	3.2.1.91	Cellulose 1,4-beta-cellobiosidase (non-reducing end)	Cellulose_1,4-beta-cellobiosidase_(non-reducing_end)_(3.2.1.91)
g1504	3.2.1.92	Peptidoglycan beta-N-acetylmuramidase	Peptidoglycan_beta-N-acetylmuramidase_(3.2.1.92)
g1505	3.2.1.93	Alpha,alpha-phosphotrehalase	Alpha,alpha-phosphotrehalase_(3.2.1.93)
g1506	3.2.1.94	Glucan 1,6-alpha-isomaltosidase	Glucan_1,6-alpha-isomaltosidase_(3.2.1.94)
g1507	3.2.1.96	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	Mannosyl-glycoprotein_endo-beta-N-acetylglucosaminidase_(3.2.1.96)
g1508	3.2.1.97	Endo-alpha-N-acetylgalactosaminidase	Endo-alpha-N-acetylgalactosaminidase_(3.2.1.97)
g1509	3.2.1.98	Glucan 1,4-alpha-maltohexaosidase	Glucan_1,4-alpha-maltohexaosidase_(3.2.1.98)
g1510	3.2.1.99	Arabinan endo-1,5-alpha-L-arabinosidase	Arabinan_endo-1,5-alpha-L-arabinosidase_(3.2.1.99)
g1511	3.2.1.n1	Blood group B branched chain alpha-1,3-galactosidase	Blood_group_B_branched_chain_alpha-1,3-galactosidase_(3.2.1.n1)
g1512	3.2.1.n2	Blood group B linear chain alpha-1,3-galactosidase	Blood_group_B_linear_chain_alpha-1,3-galactosidase_(3.2.1.n2)
g1513	3.2.2.10	Pyrimidine-5'-nucleotide nucleosidase	Pyrimidine-5'-nucleotide_nucleosidase_(3.2.2.10)
g1514	3.2.2.15	DNA-deoxyinosine glycosylase	DNA-deoxyinosine_glycosylase_(3.2.2.15)
g1515	3.2.2.16	Methylthioadenosine nucleosidase	Methylthioadenosine_nucleosidase_(3.2.2.16)
g1516	3.2.2.1	Purine nucleosidase	Purine_nucleosidase_(3.2.2.1)
g1517	3.2.2.20	DNA-3-methyladenine glycosylase I	DNA-3-methyladenine_glycosylase_I_(3.2.2.20)
g1518	3.2.2.21	DNA-3-methyladenine glycosylase II	DNA-3-methyladenine_glycosylase_II_(3.2.2.21)
g1519	3.2.2.22	rRNA N-glycosylase	rRNA_N-glycosylase_(3.2.2.22)
g1520	3.2.2.23	DNA-formamidopyrimidine glycosylase	DNA-formamidopyrimidine_glycosylase_(3.2.2.23)
g1521	3.2.2.24	ADP-ribosyl-[dinitrogen reductase] hydrolase	ADP-ribosyl-[dinitrogen_reductase]_hydrolase_(3.2.2.24)
g1522	3.2.2.27	Uracil-DNA glycosylase	Uracil-DNA_glycosylase_(3.2.2.27)
g1523	3.2.2.28	Double-stranded uracil-DNA glycosylase	Double-stranded_uracil-DNA_glycosylase_(3.2.2.28)
g1524	3.2.2.30	Aminodeoxyfutalosine nucleosidase	Aminodeoxyfutalosine_nucleosidase_(3.2.2.30)
g1525	3.2.2.31	NO NAME	NO_NAME_(3.2.2.31)
g1526	3.2.2.3	Uridine nucleosidase	Uridine_nucleosidase_(3.2.2.3)
g1527	3.2.2.4	AMP nucleosidase	AMP_nucleosidase_(3.2.2.4)
g1528	3.2.2.8	Ribosylpyrimidine nucleosidase	Ribosylpyrimidine_nucleosidase_(3.2.2.8)
g1529	3.2.2.9	Adenosylhomocysteine nucleosidase	Adenosylhomocysteine_nucleosidase_(3.2.2.9)
g1530	3.2.2.n1	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	Cytokinin_riboside_5'-monophosphate_phosphoribohydrolase_(3.2.2.n1)
g1531	3.3.1.1	Adenosylhomocysteinase	Adenosylhomocysteinase_(3.3.1.1)
g1532	3.3.2.10	Soluble epoxide hydrolase	Soluble_epoxide_hydrolase_(3.3.2.10)
g1533	3.3.2.12	Oxepin-CoA hydrolase	Oxepin-CoA_hydrolase_(3.3.2.12)
g1534	3.3.2.15	NO NAME	NO_NAME_(3.3.2.15)
g1535	3.3.2.1	Isochorismatase	Isochorismatase_(3.3.2.1)
g1536	3.3.2.3	Transferred entry	Transferred_entry_(3.3.2.3)
g1537	3.3.2.9	Microsomal epoxide hydrolase	Microsomal_epoxide_hydrolase_(3.3.2.9)
g1538	3.4.11.10	Bacterial leucyl aminopeptidase	Bacterial_leucyl_aminopeptidase_(3.4.11.10)
g1539	3.4.11.15	Aminopeptidase Y	Aminopeptidase_Y_(3.4.11.15)
g1540	3.4.11.18	Methionyl aminopeptidase	Methionyl_aminopeptidase_(3.4.11.18)
g1541	3.4.11.19	D-stereospecific aminopeptidase	D-stereospecific_aminopeptidase_(3.4.11.19)
g1542	3.4.11.1	Leucyl aminopeptidase	Leucyl_aminopeptidase_(3.4.11.1)
g1543	3.4.11.23	PepB aminopeptidase	PepB_aminopeptidase_(3.4.11.23)
g1544	3.4.11.24	Aminopeptidase S	Aminopeptidase_S_(3.4.11.24)
g1545	3.4.11.2	Membrane alanyl aminopeptidase	Membrane_alanyl_aminopeptidase_(3.4.11.2)
g1546	3.4.11.4	Tripeptide aminopeptidase	Tripeptide_aminopeptidase_(3.4.11.4)
g1547	3.4.11.5	Prolyl aminopeptidase	Prolyl_aminopeptidase_(3.4.11.5)
g1548	3.4.11.6	Aminopeptidase B	Aminopeptidase_B_(3.4.11.6)
g1549	3.4.11.7	Glutamyl aminopeptidase	Glutamyl_aminopeptidase_(3.4.11.7)
g1550	3.4.11.9	Xaa-Pro aminopeptidase	Xaa-Pro_aminopeptidase_(3.4.11.9)
g1551	3.4.13.18	Cytosol nonspecific dipeptidase	Cytosol_nonspecific_dipeptidase_(3.4.13.18)
g1552	3.4.13.19	Membrane dipeptidase	Membrane_dipeptidase_(3.4.13.19)
g1553	3.4.13.20	Beta-Ala-His dipeptidase	Beta-Ala-His_dipeptidase_(3.4.13.20)
g1554	3.4.13.21	Dipeptidase E	Dipeptidase_E_(3.4.13.21)
g1555	3.4.13.22	D-Ala-D-Ala dipeptidase	D-Ala-D-Ala_dipeptidase_(3.4.13.22)
g1556	3.4.13.3	Transferred entry	Transferred_entry_(3.4.13.3)
g1557	3.4.13.9	Xaa-Pro dipeptidase	Xaa-Pro_dipeptidase_(3.4.13.9)
g1558	3.4.14.11	Xaa-Pro dipeptidyl-peptidase	Xaa-Pro_dipeptidyl-peptidase_(3.4.14.11)
g1559	3.4.14.12	Xaa-Xaa-Pro tripeptidyl-peptidase	Xaa-Xaa-Pro_tripeptidyl-peptidase_(3.4.14.12)
g1560	3.4.14.4	Dipeptidyl-peptidase III	Dipeptidyl-peptidase_III_(3.4.14.4)
g1561	3.4.14.5	Dipeptidyl-peptidase IV	Dipeptidyl-peptidase_IV_(3.4.14.5)
g1562	3.4.15.5	Peptidyl-dipeptidase Dcp	Peptidyl-dipeptidase_Dcp_(3.4.15.5)
g1563	3.4.15.6	Cyanophycinase	Cyanophycinase_(3.4.15.6)
g1564	3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	Serine-type_D-Ala-D-Ala_carboxypeptidase_(3.4.16.4)
g1565	3.4.17.11	Glutamate carboxypeptidase	Glutamate_carboxypeptidase_(3.4.17.11)
g1566	3.4.17.13	Muramoyltetrapeptide carboxypeptidase	Muramoyltetrapeptide_carboxypeptidase_(3.4.17.13)
g1567	3.4.17.14	Zinc D-Ala-D-Ala carboxypeptidase	Zinc_D-Ala-D-Ala_carboxypeptidase_(3.4.17.14)
g1568	3.4.17.19	Carboxypeptidase Taq	Carboxypeptidase_Taq_(3.4.17.19)
g1569	3.4.17.4	Gly-Xaa carboxypeptidase	Gly-Xaa_carboxypeptidase_(3.4.17.4)
g1570	3.4.19.11	Gamma-D-glutamyl-meso-diaminopimelate peptidase	Gamma-D-glutamyl-meso-diaminopimelate_peptidase_(3.4.19.11)
g1571	3.4.19.13	Glutathione hydrolase	Glutathione_hydrolase_(3.4.19.13)
g1572	3.4.19.1	Acylaminoacyl-peptidase	Acylaminoacyl-peptidase_(3.4.19.1)
g1573	3.4.19.3	Pyroglutamyl-peptidase I	Pyroglutamyl-peptidase_I_(3.4.19.3)
g1574	3.4.19.5	Beta-aspartyl-peptidase	Beta-aspartyl-peptidase_(3.4.19.5)
g1575	3.4.21.100	Sedolisin	Sedolisin_(3.4.21.100)
g1576	3.4.21.102	C-terminal processing peptidase	C-terminal_processing_peptidase_(3.4.21.102)
g1577	3.4.21.105	Rhomboid protease	Rhomboid_protease_(3.4.21.105)
g1578	3.4.21.107	Peptidase Do	Peptidase_Do_(3.4.21.107)
g1579	3.4.21.108	HtrA2 peptidase	HtrA2_peptidase_(3.4.21.108)
g1580	3.4.21.110	C5a peptidase	C5a_peptidase_(3.4.21.110)
g1581	3.4.21.116	SpoIVB peptidase	SpoIVB_peptidase_(3.4.21.116)
g1582	3.4.21.19	Glutamyl endopeptidase	Glutamyl_endopeptidase_(3.4.21.19)
g1583	3.4.21.26	Prolyl oligopeptidase	Prolyl_oligopeptidase_(3.4.21.26)
g1584	3.4.21.48	Cerevisin	Cerevisin_(3.4.21.48)
g1585	3.4.21.4	Trypsin	Trypsin_(3.4.21.4)
g1586	3.4.21.50	Lysyl endopeptidase	Lysyl_endopeptidase_(3.4.21.50)
g1587	3.4.21.53	Endopeptidase La	Endopeptidase_La_(3.4.21.53)
g1588	3.4.21.62	Subtilisin	Subtilisin_(3.4.21.62)
g1589	3.4.21.66	Thermitase	Thermitase_(3.4.21.66)
g1590	3.4.21.69	Protein C (activated)	Protein_C_(activated)_(3.4.21.69)
g1591	3.4.21.72	IgA-specific serine endopeptidase	IgA-specific_serine_endopeptidase_(3.4.21.72)
g1592	3.4.21.83	Oligopeptidase B	Oligopeptidase_B_(3.4.21.83)
g1593	3.4.21.88	Repressor LexA	Repressor_LexA_(3.4.21.88)
g1594	3.4.21.89	Signal peptidase I	Signal_peptidase_I_(3.4.21.89)
g1595	3.4.21.92	Endopeptidase Clp	Endopeptidase_Clp_(3.4.21.92)
g1596	3.4.21.96	Lactocepin	Lactocepin_(3.4.21.96)
g1597	3.4.22.10	Streptopain	Streptopain_(3.4.22.10)
g1598	3.4.22.15	Cathepsin L	Cathepsin_L_(3.4.22.15)
g1599	3.4.22.34	Legumain	Legumain_(3.4.22.34)
g1600	3.4.22.37	Gingipain R	Gingipain_R_(3.4.22.37)
g1601	3.4.22.39	Adenain	Adenain_(3.4.22.39)
