"","taxonomy","prev_I","p_I","prev_M","p_M","prev_U","p_U","pmin","contaminant"
"X6874aee2fe020d281d2660ff4c6de652","Prevotella_9 (RSV1203)",4,NA,4,NA,0,NA,NA,FALSE
"X33702ac2f20c944d2fa15358fb40c02e","Blautia (RSV1204)",4,NA,3,NA,0,NA,NA,FALSE
"X44eb603ac11f6bad4a83878080a29a69","Ezakiella (RSV1208)",20,0.84855717735285,52,0.651711333834082,29,0.951451407992437,0.651711333834082,FALSE
"Xf9da05408ca7c4c29565cbc7f11fa2fb","unassigned Firmicutes (RSV1212)",0,NA,2,NA,0,NA,NA,FALSE
"X9c56ef00debbb4020b660358049fd6cc","Christensenellaceae_R-7_group (RSV1213)",2,NA,5,NA,0,NA,NA,FALSE
"X3aef8bb7f47464bd8c11e5692ab3975f","Ruminiclostridium_5 (RSV1214)",5,NA,5,NA,2,NA,NA,FALSE
"X63ae69e5112e904373fa2c6a38d8a5b9","unassigned Actinobacteria (RSV1215)",1,NA,0,NA,0,NA,NA,FALSE
"X4fd73537157a4c8970279d3eb43303d1","Oribacterium (RSV1216)",4,NA,3,NA,0,NA,NA,FALSE
"X02e02275f7cd2ec044d73754b893587a","Lachnoclostridium (RSV1217)",23,0.702131783748907,4,NA,0,NA,0.702131783748907,FALSE
"X4290feefabcb9fa250f8eb0be2759c2d","Ruminococcaceae_UCG-002 (RSV1218)",0,NA,6,NA,0,NA,NA,FALSE
"X032acbe2a9ebf3e7cd08ff3bbe5cb5c3","Phascolarctobacterium (RSV1220)",1,NA,13,0.981643247261114,0,NA,0.981643247261114,FALSE
"X714b0378efe0b8744e24aa04b48008d3","Bacillus (RSV1221)",2,NA,0,NA,0,NA,NA,FALSE
"X3efbc4ad0134e63d59a6feea192d971b","CAG-352 (RSV1222)",0,NA,5,NA,0,NA,NA,FALSE
"X9ae4a24f8afe2d11c1c619180d04e01d","Haematobacter (RSV1223)",0,NA,6,NA,0,NA,NA,FALSE
"X9d0540a98b73eb1bd9cd91a21b1c9593","Streptococcus (RSV1224)",3,NA,0,NA,0,NA,NA,FALSE
"X4fa36d65aef43cf33e970092da5b9ad9","Eubacterium (RSV1225)",3,NA,8,NA,11,0.997746995227438,0.997746995227438,FALSE
"X9d8b9025e8a5de6093404cc4c0163909","Bacteroides (RSV1226)",4,NA,0,NA,9,NA,NA,FALSE
"Xa305c261e6a32ed12ec74ce511aeed38","Flavobacterium (RSV1227)",2,NA,0,NA,0,NA,NA,FALSE
"Xb17b0c708069207e114ebcf8946a7421","Eggerthella (RSV1228)",34,0.697544123733492,19,0.895008406880372,30,0.994478699671729,0.697544123733492,FALSE
"Xc107ba656c24bc5852d6ccfbe57b792d","Klebsiella (RSV1229)",4,NA,0,NA,0,NA,NA,FALSE
"X88ff6394990a36773bbb799bbe5e2373","Gardnerella (RSV1230)",0,NA,11,0.315393591960965,2,NA,0.315393591960965,FALSE
"X77c40f52ef7968ba8fa93eb2000a051a","Ruminococcaceae_UCG-010 (RSV1232)",4,NA,5,NA,1,NA,NA,FALSE
"X4d2f015243e4668db76aaad2f6471f2a","Escherichia/Shigella (RSV1233)",10,0.50425031542786,6,NA,0,NA,0.50425031542786,FALSE
"Xd555464f3bed488d208554400b6d216d","Haemophilus (RSV1234)",6,NA,0,NA,16,0.999890708625873,0.999890708625873,FALSE
"X4aedeae35fc2ad8892950eee2c3704c8","Lactobacillus (RSV1236)",28,0.76513223832392,1,NA,2,NA,0.76513223832392,FALSE
"Xb1ca45fa41adf455f96bdfab7f330c4b","Rubrobacter (RSV1237)",0,NA,5,NA,0,NA,NA,FALSE
"X858239ae0480d03a1c4022da23ebc160","unassigned Firmicutes (RSV1238)",4,NA,11,0.89138589165184,4,NA,0.89138589165184,FALSE
"Xf9576a4b1663a17a72772a5b889e5c3c","Lactobacillus (RSV1239)",6,NA,0,NA,0,NA,NA,FALSE
"X073e41ffbb61c3bf0918bc5efb6865c1","Ruminococcaceae_UCG-014 (RSV1240)",2,NA,6,NA,0,NA,NA,FALSE
"X96310a3f55cc185849d7f94fcd1352d9","Ellin6055 (RSV1241)",1,NA,0,NA,0,NA,NA,FALSE
"Xd486760d6f805ff543544452ff88b539","Stenotrophomonas (RSV1242)",0,NA,0,NA,1,NA,NA,FALSE
"X7931ef4ba7852a196ef9674b8fc64631","Ruminococcaceae_UCG-004 (RSV1243)",2,NA,0,NA,5,NA,NA,FALSE
"X6fcf8619d368a4b7981019acb9208311","Streptococcus (RSV1244)",5,NA,0,NA,0,NA,NA,FALSE
"X59daf99c76975fa31e1c7d05f90d94a6","Saccharopolyspora (RSV1245)",1,NA,0,NA,0,NA,NA,FALSE
"X3b8b7979ac216590f75b65260d26a65a","Prevotella_9 (RSV1246)",0,NA,2,NA,0,NA,NA,FALSE
"X9a96bb54f1481ef1f339d11271eadfaa","Sutterella (RSV1247)",1,NA,13,0.742622533117077,0,NA,0.742622533117077,FALSE
"X2ab9fc1e88800a5b0369d756e24103e2","Veillonella (RSV1248)",4,NA,0,NA,0,NA,NA,FALSE
"X3f1281f6d69ae7f14086a2c3d916fabd","Bifidobacterium (RSV1249)",2,NA,4,NA,0,NA,NA,FALSE
"Xbe5c286f82ee84993fe311ee78c65564","Bifidobacterium (RSV1250)",0,NA,0,NA,6,NA,NA,FALSE
"X0121ea922454d4c27811b0cbc930342a","Prevotella_9 (RSV1252)",0,NA,6,NA,0,NA,NA,FALSE
"X9ee236147e5e417153684eee89da598b","Ruminococcaceae_UCG-005 (RSV1253)",2,NA,5,NA,0,NA,NA,FALSE
"X2887dfea814ed3471abe25d248f1e2be","Empedobacter (RSV1254)",4,NA,14,0.584994801702315,0,NA,0.584994801702315,FALSE
"X0f3b30ecd91dace50f5f9f54f48488d1","Veillonella (RSV1256)",14,0.568218380293159,0,NA,0,NA,0.568218380293159,FALSE
"X05d429713db038fa66aa06f0a08f84d9","Ruminococcus_1 (RSV1257)",0,NA,5,NA,0,NA,NA,FALSE
"X747cfe642f680b43b14d17ba99e8afc3","Veillonella (RSV1258)",0,NA,23,0.446546743465311,0,NA,0.446546743465311,FALSE
"X758940f0d7322acf885d4a8b48dea009","Prevotella_9 (RSV1259)",0,NA,7,NA,0,NA,NA,FALSE
"X4d4093e2fc1402de5b4614d2fd6ea06f","Caulobacter (RSV1261)",0,NA,4,NA,0,NA,NA,FALSE
"X1173e633f70e49758910b500b223efc8","Negativicoccus (RSV1262)",17,0.775368810267384,31,0.882717291594699,0,NA,0.775368810267384,FALSE
"X78acd13fef5eef67e47e5e5020b957bf","Providencia (RSV1263)",4,NA,0,NA,0,NA,NA,FALSE
"Xe63eb1425d8eb15d70973bfb7a34b9b5","Lactobacillus (RSV1264)",23,0.785566994126572,5,NA,0,NA,0.785566994126572,FALSE
"Xd9dc94eda8cf1d2c283009f6a3e4532e","Parabacteroides (RSV1265)",21,0.973237385230703,22,0.771697375118111,0,NA,0.771697375118111,FALSE
"X0d920a849bcecde10471a0286add008d","Turicibacter (RSV1266)",0,NA,1,NA,0,NA,NA,FALSE
"X2168501a62fa4d68098a72b49bc79c8a","Moraxella (RSV1267)",1,NA,2,NA,0,NA,NA,FALSE
"X896d40b40b03d3405808f24a938f95a5","Lachnoclostridium (RSV1268)",5,NA,0,NA,2,NA,NA,FALSE
"X02c204944c2b1ea9346bb3705a12bfee","Prevotella_7 (RSV1269)",1,NA,1,NA,0,NA,NA,FALSE
"Xf74e649e59df0451068808d46ee4b96e","Dietzia (RSV1270)",1,NA,7,NA,0,NA,NA,FALSE
"X18bb604fa35310b8db58db415cb04d79","Dialister (RSV1271)",0,NA,2,NA,0,NA,NA,FALSE
"X38ff07c6cb38d27d5a8d5a2ee73f74d8","Mitsuokella (RSV1272)",0,NA,2,NA,0,NA,NA,FALSE
"X659fd0d4ba3933fdd05705e768e5a7b6","Staphylococcus (RSV1274)",0,NA,1,NA,0,NA,NA,FALSE
"Xb89e5ec05f076f9b7934ce741a3f14ca","Staphylococcus (RSV1275)",8,NA,3,NA,1,NA,NA,FALSE
"X14803adbabe5a8cfe096b81d5beef579","Escherichia/Shigella (RSV1276)",5,NA,5,NA,0,NA,NA,FALSE
"X45a44824c4535a0dd0a7f4e18a5aa25d","Christensenellaceae_R-7_group (RSV1279)",6,NA,5,NA,1,NA,NA,FALSE
"X630fe85119a4e93f03d0f4b4fa44b5b5","Brevibacterium (RSV1285)",0,NA,4,NA,0,NA,NA,FALSE
"X91a0abac7c735d55c0e02084d7e7e789","Acinetobacter (RSV1286)",1,NA,0,NA,0,NA,NA,FALSE
"Xb9da31b5821f66824ce5e3be2369ed0e","Collinsella (RSV1287)",6,NA,10,0.445214053855887,0,NA,0.445214053855887,FALSE
"X4659a453b0de3c4121e6a541f1cedc24","Prevotella_9 (RSV1288)",1,NA,1,NA,0,NA,NA,FALSE
"Xe679eacf03b341f4e6a02de34db9d103","Lachnoclostridium (RSV1289)",9,NA,6,NA,0,NA,NA,FALSE
"Xd3f9b5e88b00304795c58ec817dc4f7f","unassigned Patescibacteria (RSV1290)",30,0.83061348364961,5,NA,10,0.958424843749385,0.83061348364961,FALSE
"Xd74193f6d9ebffe21d6aa4e05f0e710c","unassigned Bacteroidetes (RSV1292)",2,NA,3,NA,0,NA,NA,FALSE
"X7b6cf08b6602525d23e012b949495429","Lawsonella (RSV1293)",0,NA,2,NA,0,NA,NA,FALSE
"X40972c741d954a7f13d103bcc30a73df","Veillonella (RSV1295)",4,NA,0,NA,0,NA,NA,FALSE
"Xaec198aa988c3559ec9cafab43abbf6c","unassigned Tenericutes (RSV1296)",0,NA,2,NA,0,NA,NA,FALSE
"X06c8239955703dcaaa5fd469eeec1358","Bacteroides (RSV1297)",0,NA,0,NA,1,NA,NA,FALSE
"X795367fe2f1cb7fb6a7440e989c405fb","Escherichia/Shigella (RSV1298)",16,0.773007877464883,6,NA,0,NA,0.773007877464883,FALSE
"X5aeb428feaa7fd9d8de10df4dea7da82","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium (RSV1299)",1,NA,2,NA,0,NA,NA,FALSE
"X582fae36f33acd1efdcaf7cacf00ef0a","unassigned Firmicutes (RSV1300)",3,NA,3,NA,1,NA,NA,FALSE
"Xec22719ae7da443a8e48fd3e60ba4c9b","Veillonella (RSV1301)",21,0.938779420168903,0,NA,0,NA,0.938779420168903,FALSE
"Xda08cefbe17c776cf78b0634a8377efa","Prevotella_9 (RSV1304)",10,0.559888183684281,0,NA,4,NA,0.559888183684281,FALSE
"X485823ac7e26e9659974515f98fb7874","Ruminococcaceae_UCG-005 (RSV1305)",1,NA,4,NA,0,NA,NA,FALSE
"X178225ffbb7fdb20c566754d26da7c8b","Acinetobacter (RSV1307)",1,NA,2,NA,0,NA,NA,FALSE
"X4cb29441c28915e67b2c1ef403f38a0d","Salmonella (RSV1308)",55,0.853656920115194,0,NA,0,NA,0.853656920115194,FALSE
"Xe807a965aaaefb822f5dba0bb4ecfcc4","Bacteroides (RSV1309)",7,NA,6,NA,1,NA,NA,FALSE
"X4b9aa83dd2faf0fde6d55a983598efad","Bacteroides (RSV1310)",1,NA,1,NA,4,NA,NA,FALSE
"X25b344718e0554181466345512f6b588","Enterorhabdus (RSV1312)",11,0.906812143435795,0,NA,0,NA,0.906812143435795,FALSE
"Xbff4309dc657f779c66c28e5ba6a593e","Pseudomonas (RSV1314)",3,NA,3,NA,0,NA,NA,FALSE
"Xcba11228b9fed70cc63de6447c538a49","Holdemanella (RSV1315)",0,NA,35,0.878837838877236,0,NA,0.878837838877236,FALSE
"X0117a19ee071b740b9c2b029c390e0a4","Sarcina (RSV1316)",10,0.587871667504589,5,NA,0,NA,0.587871667504589,FALSE
"Xf64256b1969b2f5459213b19bef94eaa","unassigned Tenericutes (RSV1317)",0,NA,3,NA,0,NA,NA,FALSE
"Xbb84b83fdf2c4b33c4a982f7b0eb591f","Megasphaera (RSV1318)",0,NA,3,NA,0,NA,NA,FALSE
"Xaaa27b7e082705536d13eccdced0cbe9","Ruminiclostridium_5 (RSV1319)",0,NA,0,NA,10,0.881021360155038,0.881021360155038,FALSE
"Xdb373d751ae2a85f434b3682f428adcf","Ruminococcaceae_UCG-010 (RSV1320)",2,NA,8,NA,0,NA,NA,FALSE
"Xd3829c53b66db828d6bff7f21c6dad28","Streptococcus (RSV1321)",1,NA,0,NA,0,NA,NA,FALSE
"Xde502f0367ea0976d2fd118bd53661c0","unassigned Firmicutes (RSV1322)",0,NA,5,NA,0,NA,NA,FALSE
"X58d76a0aa63b642cce4389cf16fe474d","Staphylococcus (RSV1324)",1,NA,0,NA,0,NA,NA,FALSE
"Xbcfe19eb401185bb92686a902a186fff","Prevotella_7 (RSV1325)",1,NA,0,NA,0,NA,NA,FALSE
"X5d6080ceba4113bcf922c752a9a51011","Citrobacter (RSV1326)",0,NA,0,NA,5,NA,NA,FALSE
"X74da850301219239a173f78f415d94da","Veillonella (RSV1328)",0,NA,3,NA,0,NA,NA,FALSE
"X7dfc3667610d36693ea8a56160e18d02","Clostridium_sensu_stricto_1 (RSV1329)",12,0.959129471735618,6,NA,10,0.328669144507016,0.328669144507016,FALSE
"X3de65524e06b05ffe2ce9633e4e3819f","Gemella (RSV1330)",7,NA,3,NA,3,NA,NA,FALSE
"X1a124d3ab1b5ba2f5942855433a69752","Coprococcus_2 (RSV1331)",3,NA,3,NA,0,NA,NA,FALSE
"X84c9d7a95e28fbd2339073a44ac45434","Klebsiella (RSV1332)",1,NA,0,NA,0,NA,NA,FALSE
"X668bb712982d1fe546defd84df8630b8","Klebsiella (RSV1333)",0,NA,11,0.800493992468801,4,NA,0.800493992468801,FALSE
"X970603f496a118f339146f2798d8fa95","Bacteroides (RSV1334)",12,0.635171356240227,0,NA,0,NA,0.635171356240227,FALSE
"X5f5b8aace74612bba37ddef3069e3206","Corynebacterium_1 (RSV1335)",3,NA,6,NA,0,NA,NA,FALSE
"Xfa872c3b86976d6fb407913e3c890eac","Prevotella_2 (RSV1336)",0,NA,5,NA,0,NA,NA,FALSE
"Xd0c54b93b799939b4ce0c2d85a83c6ab","Staphylococcus (RSV1337)",7,NA,3,NA,0,NA,NA,FALSE
"Xc5b27776f2781ee77299c2ff9ee5dc7e","Brevundimonas (RSV1338)",0,NA,2,NA,0,NA,NA,FALSE
"X200f1ac677a9b74ca2a09eae7d726b2c","Staphylococcus (RSV1339)",3,NA,0,NA,0,NA,NA,FALSE
"X330f9b7b89bd12909bdc481cbfb30bd0","Subdoligranulum (RSV1340)",2,NA,6,NA,0,NA,NA,FALSE
"Xc313afd2a6557dc53529f6a2a6fc15e9","Acinetobacter (RSV1341)",0,NA,0,NA,1,NA,NA,FALSE
"Xf0ccb8375d7bbaabb546fbf3213c1bc1","Pygmaiobacter (RSV1343)",0,NA,0,NA,2,NA,NA,FALSE
"Xa6c435f96bd2e992682cc3e7040ec5b2","Raoultella (RSV1344)",0,NA,0,NA,15,0.73749382491585,0.73749382491585,FALSE
"X841ea34437228d9fa66de17a4edfdaec","Neisseria (RSV1345)",7,NA,8,NA,19,0.997854228487357,0.997854228487357,FALSE
"X40f9e5bce0b394b845228b0de05d4ae3","Sphaerotilus (RSV1346)",0,NA,1,NA,0,NA,NA,FALSE
"X160fe1c30fce2666a569aa3cbc49bc43","Parabacteroides (RSV1347)",2,NA,0,NA,1,NA,NA,FALSE
"Xa5f1ef9b9c03550b338fe7b318b227e7","Bacteroides (RSV1348)",0,NA,9,NA,10,0.937095945362418,0.937095945362418,FALSE
"Xc8283809e943647ce044f5391c1fcc66","Parabacteroides (RSV1349)",16,0.935755000921874,11,0.833789040072065,0,NA,0.833789040072065,FALSE
"X59af075a1ee2de691d4fc404fc4d93ec","Flavonifractor (RSV1350)",17,0.260640857845307,10,0.897196863727851,0,NA,0.260640857845307,FALSE
"Xde27ea82f312513237f4366fe4121b20","Prevotella_9 (RSV1351)",0,NA,2,NA,0,NA,NA,FALSE
"X62fa84d7e105e85e81d81bb1319a10ed","Peptoniphilus (RSV1353)",47,0.999999999998856,55,0.836185902721112,29,0.999999989733719,0.836185902721112,FALSE
"X25b4b1b9a5c6be1df49114a1282a68e5","Parabacteroides (RSV1354)",2,NA,15,0.680153028072019,4,NA,0.680153028072019,FALSE
"X732a2f250d3cf574688817f9203b5c8f","Acinetobacter (RSV1355)",2,NA,0,NA,0,NA,NA,FALSE
"Xa5bfbceaab45f9065fdf31a1f23138ab","Erwinia (RSV1356)",1,NA,0,NA,1,NA,NA,FALSE
"Xabfc1793a4de8f8e1caf901219a2b8c8","Gemella (RSV1357)",21,0.742386018162578,5,NA,4,NA,0.742386018162578,FALSE
"X3b82cb00f7c6eb6409e6fc4008cd6452","Prevotella_7 (RSV1358)",8,NA,5,NA,1,NA,NA,FALSE
"X33c642e8183dc5b388a68b9e361a6e40","Porphyrobacter (RSV1360)",2,NA,0,NA,0,NA,NA,FALSE
"X9ba48efc95c3f9f32061e13a658fc610","Kluyvera (RSV1362)",0,NA,0,NA,6,NA,NA,FALSE
"X9be7cae2c0b1fa7c813f94794453de55","Megasphaera (RSV1363)",33,0.806398824035368,19,0.687091012753147,20,0.915369805869484,0.687091012753147,FALSE
"X65bcf2144f162bbb047c393123d43921","Negativicoccus (RSV1364)",62,0.999997491709411,29,0.609423158800805,22,0.499355174786383,0.499355174786383,FALSE
"X55c4f1416abfdf5bd0a32481202dcbbb","Qipengyuania (RSV1365)",0,NA,1,NA,0,NA,NA,FALSE
"X9cda306bfa89b41598d23c5f3b44784b","Ruminiclostridium_6 (RSV1366)",3,NA,4,NA,1,NA,NA,FALSE
"X37b37ab6a839005ce6416b9eb47b8847","Negativicoccus (RSV1367)",3,NA,74,0.980743719946183,0,NA,0.980743719946183,FALSE
"X843bd7e64aa46dba62e5d1b6fce381a8","Megamonas (RSV1368)",0,NA,10,0.624439701304485,0,NA,0.624439701304485,FALSE
"X2ab424bb8819d10f58e3059611aeb88c","Lachnoclostridium (RSV1370)",7,NA,5,NA,15,0.919086967818854,0.919086967818854,FALSE
"Xb45d5a69568a95d2c9166b9b2f5134de","Escherichia/Shigella (RSV1373)",11,0.579081539864999,1,NA,5,NA,0.579081539864999,FALSE
"X619723683856793471612cdb8559eb6d","Veillonella (RSV1375)",2,NA,0,NA,0,NA,NA,FALSE
"X119b3ba9fec0e0a01c4fb3a48abab2b8","unassigned Patescibacteria (RSV1376)",58,0.606300479156779,19,0.933315850777646,14,0.990935160239313,0.606300479156779,FALSE
"X33912d87bf459f6d72002098f6f232a9","Pseudomonas (RSV1377)",0,NA,3,NA,0,NA,NA,FALSE
"Xcfa6e473a0198e54729b5c596288d972","Clostridioides (RSV1378)",5,NA,19,0.630954955226131,0,NA,0.630954955226131,FALSE
"X7a4b03d408be56f063ae11449f3044a0","Lachnospiraceae_NK4A136_group (RSV1379)",1,NA,2,NA,0,NA,NA,FALSE
"X56a37a3a6c98538fb7620172c5cf5d35","Streptococcus (RSV1381)",0,NA,2,NA,0,NA,NA,FALSE
"Xceba9e33e00c55c997ea3e0b77557fad","Parabacteroides (RSV1382)",0,NA,0,NA,2,NA,NA,FALSE
"X3aa30bb08517d8193149043975a479b8","Lachnospiraceae_NK4A136_group (RSV1384)",0,NA,6,NA,0,NA,NA,FALSE
"Xbb6a1b70dda1452b72e0c7a5465c6c2d","Brevibacterium (RSV1385)",0,NA,4,NA,1,NA,NA,FALSE
"X5654755142700d69410db5c78bc0231f","Bifidobacterium (RSV1387)",3,NA,0,NA,0,NA,NA,FALSE
"X9d97ac95fb66be233f85abd58309eb52","Methylobacterium (RSV1388)",0,NA,5,NA,0,NA,NA,FALSE
"X5dd5c24670d9bd195f5604d431b5824c","Escherichia/Shigella (RSV1390)",14,0.534226968296046,1,NA,6,NA,0.534226968296046,FALSE
"Xdacc4cebf37fb9956ae691d67a1233c4","Tyzzerella_3 (RSV1391)",19,0.108590101459497,11,0.678291173367413,0,NA,0.108590101459497,FALSE
"X0c1dad5c586a938ece01d152ca127563","Pantoea (RSV1392)",4,NA,0,NA,0,NA,NA,FALSE
"X498cd72b5d8ac4996155764b4751d1c6","Niveispirillum (RSV1395)",0,NA,3,NA,0,NA,NA,FALSE
"X6e8b30f3440e325558ce3420274cda6b","Klebsiella (RSV1396)",3,NA,0,NA,4,NA,NA,FALSE
"Xf674778ad4f6d705a269ff2985b23f5e","Barnesiella (RSV1397)",1,NA,0,NA,5,NA,NA,FALSE
"Xac5462ab9412cd7b3df48ba0b4502a6c","Rikenellaceae_RC9_gut_group (RSV1400)",2,NA,2,NA,0,NA,NA,FALSE
"X5f0a87fd94e5eab13b32c351d9ccc59d","Butyricicoccus (RSV1403)",0,NA,7,NA,0,NA,NA,FALSE
"Xc5803e6c25e14d2f936462a55815b72c","Klebsiella (RSV1404)",6,NA,2,NA,0,NA,NA,FALSE
"X7fd57393013c4a8786cefa399e779e60","Streptococcus (RSV1405)",6,NA,0,NA,0,NA,NA,FALSE
"Xbd7cc4c7d3f8a7d3d4c6e8c68ee84ab7","Prevotella_9 (RSV1406)",0,NA,5,NA,0,NA,NA,FALSE
"Xb05d8315ee8a6a88e0a6dc29486f5a4b","Brevundimonas (RSV1410)",0,NA,1,NA,0,NA,NA,FALSE
"X286b444fb673d554ebd55837a29a398e","Blautia (RSV1411)",2,NA,9,NA,1,NA,NA,FALSE
"X0bb331a6433c10383d8ab7d12c5dc76d","Macrococcus (RSV1412)",43,0.517196890230498,14,0.929057065516344,0,NA,0.517196890230498,FALSE
"Xf4ddba285154bdd47f4dc510c2038305","Aeromonas (RSV1413)",9,NA,3,NA,0,NA,NA,FALSE
"X538f5f61b3008f08e11910a612f5c64d","Campylobacter (RSV1414)",0,NA,1,NA,0,NA,NA,FALSE
"X1d5b2007eeac5ee8f454773d4be0a797","Prevotella_9 (RSV1415)",0,NA,3,NA,0,NA,NA,FALSE
"X63d8e9a325af7493fef548aa059f93a9","unassigned Firmicutes (RSV1416)",2,NA,1,NA,0,NA,NA,FALSE
"Xaaa3c1e72b48353ff7c95279363da2b1","Mitsuokella (RSV1418)",2,NA,11,0.953555719668988,0,NA,0.953555719668988,FALSE
"Xd4848cd203e995d5512b8fb8dd42c04c","Lachnoclostridium (RSV1420)",2,NA,6,NA,13,0.82664052962125,0.82664052962125,FALSE
"X1b9836ec0faf98dc4ef08f7921293e87","Veillonella (RSV1423)",14,0.228622318402232,0,NA,0,NA,0.228622318402232,FALSE
"X3fd0c1aebeadfd9c4f8a66a6680b310f","Ruminococcaceae_UCG-005 (RSV1426)",2,NA,2,NA,1,NA,NA,FALSE
"X6235fa2b73750663b1817a9213bb8216","Paracoccus (RSV1428)",2,NA,0,NA,0,NA,NA,FALSE
"X4cd70a8021bd1c622bdb433fbe32c2ab","Leuconostoc (RSV1429)",1,NA,2,NA,0,NA,NA,FALSE
"X2ee657e8d73105fdb87313a047117230","Lachnospiraceae_UCG-004 (RSV1430)",6,NA,5,NA,0,NA,NA,FALSE
"X6b53fb7afd966187bb33b32e46e63c5d","Streptococcus (RSV1431)",13,0.405775121979981,0,NA,0,NA,0.405775121979981,FALSE
"X82313bcaa2a30025dc51f6d1b2115b5d","Vibrio (RSV1432)",2,NA,0,NA,0,NA,NA,FALSE
"X62c797b0115a0e52b3e8b52dba18cb97","Veillonella (RSV1433)",0,NA,0,NA,5,NA,NA,FALSE
"X481885608cc249bf8e613125042905b9","Bacteroides (RSV1434)",0,NA,0,NA,20,0.891107260848812,0.891107260848812,FALSE
"X2da4637f39754d991f72381c4ac2241f","Collinsella (RSV1435)",1,NA,0,NA,0,NA,NA,FALSE
"X5969dcaf55711b02f9a7b1aee215fff8","Veillonella (RSV1437)",15,0.974519804872446,1,NA,5,NA,0.974519804872446,FALSE
"Xc52b8b3f55d39f44d9ad7c39d15e9db3","unassigned Proteobacteria (RSV1438)",0,NA,1,NA,0,NA,NA,FALSE
"X91f866e297041be5efbf630dff767348","Alloprevotella (RSV1439)",1,NA,2,NA,0,NA,NA,FALSE
"X512da3b1a9d2174f9d214bfd8d4315d2","Cellvibrio (RSV1440)",0,NA,1,NA,0,NA,NA,FALSE
"X2bf7bca53d799dbf455958c68592f884","unassigned Firmicutes (RSV1441)",0,NA,6,NA,0,NA,NA,FALSE
"X42ffc0bcc1abe35dc61ba62accf417ae","Erysipelatoclostridium (RSV1443)",0,NA,0,NA,4,NA,NA,FALSE
"Xa16ae2c5067d3dde4307f0d5cc189b4e","Ruminococcus_1 (RSV1445)",3,NA,3,NA,1,NA,NA,FALSE
"X546bf5fa46b1e57f8a320f83d893c34d","Helicobacter (RSV1446)",0,NA,2,NA,0,NA,NA,FALSE
"X6ea2380a528d39aca995e17b561e6580","Veillonella (RSV1447)",11,0.695330514143135,3,NA,1,NA,0.695330514143135,FALSE
"X7e9e43675a5c0579ed0640cd8eceefdf","Escherichia/Shigella (RSV1448)",0,NA,0,NA,2,NA,NA,FALSE
"X1d4af3f1ef47b66dae2adb1b122468be","Corynebacterium_1 (RSV1453)",0,NA,1,NA,0,NA,NA,FALSE
"Xa00b4fdac316fe32b233507d015a5712","CAG-56 (RSV1454)",4,NA,4,NA,3,NA,NA,FALSE
"X540f7fd75c1a93d0a9070cfb4a111f8f","Prevotella_9 (RSV1456)",3,NA,4,NA,0,NA,NA,FALSE
"Xba4d6821c742754445632310da42c0d4","Prevotella_9 (RSV1457)",0,NA,1,NA,0,NA,NA,FALSE
"Xd9c258bac872860aaefaa1142cee7d06","Collinsella (RSV1458)",0,NA,7,NA,0,NA,NA,FALSE
"Xb5f89422e3f1d55bcff2dd3edd041c11","Ruminococcaceae_UCG-002 (RSV1459)",0,NA,3,NA,0,NA,NA,FALSE
"Xa09c0e8c314bd987a8c6f60a358f141d","Lachnoclostridium (RSV1460)",0,NA,0,NA,5,NA,NA,FALSE
"Xeef15859fff8bb547826b1547b9b1556","Ruminococcaceae_UCG-014 (RSV1462)",0,NA,4,NA,1,NA,NA,FALSE
"X9904c544ffd7dadbdd1909ff9b04aa33","Prevotella_9 (RSV1463)",1,NA,2,NA,0,NA,NA,FALSE
"X2924faf441b078c64733f677a41f57dc","Veillonella (RSV1465)",0,NA,5,NA,0,NA,NA,FALSE
"Xf87f2bb60d68c6409cd779f80c08f7c7","Micrococcus (RSV1466)",0,NA,1,NA,0,NA,NA,FALSE
"X28861b2bb67343858fdfd34f2df619c6","unassigned Bacteroidetes (RSV1467)",1,NA,2,NA,0,NA,NA,FALSE
"X2a936780e0044c107e303d4ef683a3ce","Prevotella_9 (RSV1468)",0,NA,3,NA,0,NA,NA,FALSE
"Xfe925b5695a798bac522556825125f82","Robinsoniella (RSV1469)",26,0.746507838575964,5,NA,0,NA,0.746507838575964,FALSE
"X867b4cf607eb2f1f029c0516d6b41030","Anaeroglobus (RSV1471)",0,NA,0,NA,4,NA,NA,FALSE
"X6211c18e6759e3e78e179c7841677058","Klebsiella (RSV1472)",3,NA,0,NA,0,NA,NA,FALSE
"X04f53f4cb25a2dc23706058a639e08a3","Campylobacter (RSV1473)",4,NA,0,NA,6,NA,NA,FALSE
"Xd59e7ad5977c5e02a41be8fa9cbd88c1","Veillonella (RSV1475)",0,NA,6,NA,0,NA,NA,FALSE
"X2aeb7de49b8e28248e6ac779de58a4c8","Lapillicoccus (RSV1476)",1,NA,0,NA,0,NA,NA,FALSE
"Xeb27353eeded0765c5400ada47927afd","Ruminococcus_1 (RSV1477)",0,NA,8,NA,0,NA,NA,FALSE
"X0a809120745a8dacbc47531143b28401","Citrobacter (RSV1478)",28,0.704115375336681,10,0.793159264343675,1,NA,0.704115375336681,FALSE
"Xd2056d7ce9b69aef41f72d361c733f7b","Fusobacterium (RSV1479)",28,0.979681293459848,22,0.925035181464991,35,0.999963386565252,0.925035181464991,FALSE
