"","tax_id","mean","sd","taxonomy","nonresponder_present","nonresponder_n","nonresponder_prev","nonresponder_mean","nonresponder_sd","responder_present","responder_n","responder_prev","responder_mean","responder_sd","fisher_p","fisher_padj","prev_diff","enriched_nonresponder","rf_rank","rf_top20","rf_n","fisher_col","rab.all","rab.win.0","rab.win.1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_nonresponders","mean_rabund_responders","crossval_median","crossval_quartile_1","crossval_quartile_3"
"1","Abiotrophia",0.002319866365145,0.00635406720669931,"Abiotrophia",1,18,5.6,0,0.1,0,15,0,0,0,1,1,5.6,TRUE,123,0,15,"ns",-1.01440792459815,-1.06231808076637,-0.946871087178415,-0.0377835741388868,4.61572906216516,-0.0069753093397481,0.496357960786511,0.538883514823697,0.96326875579276,0.54707202265658,0.965589635351203,0.021,0,0.333333333333333,0.166666666666667,0.5
"2","Acholeplasma",0.00169567692197723,0.00400713125428041,"Acholeplasma",1,18,5.6,0.2,1,0,15,0,0,0,1,1,5.6,TRUE,137,0,15,"ns",-0.901019938950821,-0.910848065246698,-0.883693528162054,-0.0333001936835942,4.56113476618006,-0.00512477509697925,0.4953173781541,0.5038211614714,0.956071149644737,0.483809752476483,0.968274087544507,0.236,0,0.333333333333333,0.166666666666667,0.5
"3","Acidovorax",0.00377659005527608,0.00869195650260318,"Acidovorax",0,18,0,0,0,1,15,6.7,0,0,0.454545454545455,1,-6.7,FALSE,102,0,15,"ns",-0.960247774018118,-1.13478429169809,-0.75061405853574,0.384297451991255,4.65341958333248,0.0770471495548389,0.457856403413776,0.488257806837259,0.933081758711249,0.504895524924536,0.945785693825624,0,0.001,0.333333333333333,0.166666666666667,0.5
"4","Acinetobacter",0.0837863773282101,0.15703794811664,"Acinetobacter",13,18,72.2,3.8,6.6,10,15,66.7,4.1,9.8,1,1,5.5,TRUE,8,1,15,"ns",9.90069434397734,10.1135128171373,9.23705229251849,-0.855554987545297,11.3723959121787,-0.0759352382429601,0.444328829228029,0.709704556924867,0.96836117863186,0.60861361013994,0.973259164311155,3.848,4.127,0.333333333333333,0.166666666666667,0.5
"5","Actinomyces",0.0661741187148802,0.130632150060347,"Actinomyces",8,18,44.4,0.8,1.7,5,15,33.3,0.1,0.3,0.722106688591188,1,11.1,TRUE,13,1,15,"ns",1.11499763566291,1.81406678626284,0.593805989762194,-1.11280740786662,10.3505500741608,-0.114105370849682,0.421875007241034,0.523626194044759,0.961162044824313,0.492791128612361,0.969423084069445,0.772,0.152,0.333333333333333,0.166666666666667,0.5
"6","Aeromicrobium",0.00212210459475165,0.0056411935353145,"Aeromicrobium",1,18,5.6,0,0.1,0,15,0,0,0,1,1,5.6,TRUE,126,0,15,"ns",-0.796272768175475,-0.861945251170701,-0.751784108423585,0.0212912806059382,4.72794314752761,0.00424209819927513,0.49739854341893,0.548487591090905,0.954581910122795,0.5765920005136,0.967547978312174,0.013,0,0.333333333333333,0.166666666666667,0.5
"7","Aeromonas",0.00464541646824033,0.0119050161758053,"Aeromonas",2,18,11.1,0.2,0.9,0,15,0,0,0,0.488636363636364,1,11.1,TRUE,90,0,15,"ns",-0.791798461908133,-0.664323413801675,-0.954868970649651,-0.447737603649578,4.90004613023362,-0.0661930272107922,0.459375003697822,0.501617540687426,0.95277851768053,0.526238009400532,0.961460962795344,0.222,0,0.333333333333333,0.166666666666667,0.5
"8","Alicyclobacillus",0.038193833782892,0.0736842407985525,"Alicyclobacillus",1,18,5.6,0,0,4,15,26.7,0.1,0.2,0.152277783395692,1,-21.1,FALSE,23,0,15,"ns",-0.454414224207316,-0.799749435455311,0.186127014235732,1.54340954553588,6.6403137741901,0.206416380779135,0.396462028491736,0.286477361098884,0.931218326382253,0.348093723847411,0.933491032701693,0.003,0.064,0.333333333333333,0.166666666666667,0.5
"9","Alishewanella",0.00802475528840672,0.0170887018358152,"Alishewanella",1,18,5.6,0,0.1,0,15,0,0,0,1,1,5.6,TRUE,71,0,15,"ns",-0.962315228429105,-0.952961913981824,-0.97919065035064,-0.241765551702313,4.61305057320867,-0.0443776643636101,0.479166668553743,0.540299560860968,0.96310824462684,0.560576816954161,0.967956781186254,0.016,0,0.333333333333333,0.166666666666667,0.5
"10","Alloprevotella",0.0211112818814201,0.0419641591887658,"Alloprevotella",3,18,16.7,0.2,0.8,1,15,6.7,0,0.1,0.607404692082111,1,10,TRUE,38,0,15,"ns",-0.610162026838736,-0.425579425071088,-0.813381116711218,-0.577149924988481,6.65765477735005,-0.0806821908469633,0.447916671427829,0.481211276376946,0.95534235942684,0.537104390632594,0.951528670830741,0.235,0.03,0.333333333333333,0.166666666666667,0.5
"11","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0.0139908421603747,0.0284899799445193,"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",4,18,22.2,0.1,0.2,3,15,20,0.1,0.2,1,1,2.2,TRUE,54,0,15,"ns",-0.169092574550872,-0.162697743862985,-0.185632587678187,-0.00971829424320347,7.49106778736152,-0.00160853627956649,0.499479708683785,0.667568236917478,0.96574940982905,0.614435623844776,0.975142043899032,0.072,0.054,0.333333333333333,0.166666666666667,0.5
"12","Anaerococcus",0.0103074821722974,0.0218946038494834,"Anaerococcus",2,18,11.1,0.1,0.5,1,15,6.7,0,0.1,1,1,4.4,TRUE,65,0,15,"ns",-0.598381776296371,-0.643161464637931,-0.532093205587564,0.104115690031696,6.40488395465639,0.0141930600397959,0.490625000848008,0.644041859227524,0.963960015199962,0.602885932924638,0.973402066141396,0.118,0.025,0.333333333333333,0.166666666666667,0.5
"13","Anaerostipes",0.003973943434327,0.00908703245067045,"Anaerostipes",1,18,5.6,0,0.1,0,15,0,0,0,1,1,5.6,TRUE,97,0,15,"ns",-0.933395493984428,-0.874931983493587,-0.98139707581921,-0.0967411441635138,4.68927858591559,-0.0145286948381263,0.496357960786511,0.502564795672456,0.955632186728834,0.531303447767622,0.958029605349064,0.014,0,0.333333333333333,0.166666666666667,0.5
"14","Atopobium",0.0437118801643384,0.0834903940075689,"Atopobium",6,18,33.3,0.5,1.5,3,15,20,0,0.1,0.458489230458085,1,13.3,TRUE,19,1,15,"ns",0.166209403117467,0.455006928346608,-0.0858745649259802,-1.12536588939657,8.83280010082743,-0.127883456711823,0.419354846181003,0.38552095264217,0.957335390468127,0.509258275926717,0.969402580050822,0.536,0.028,0.333333333333333,0.166666666666667,0.5
"15","Bacillus",0.0120317006244455,0.0255033474795767,"Bacillus",2,18,11.1,2.8,12,2,15,13.3,6.1,22.8,1,1,-2.2,FALSE,58,0,15,"ns",-0.633541684164143,-0.809758164630759,-0.440309937942647,0.343713847041492,6.95736237837869,0.0352102479959937,0.471383977616648,0.606229924288307,0.961604207645388,0.543218236033747,0.972916410300251,2.867,6.055,0.333333333333333,0.166666666666667,0.5
"16","Bacteroides",0.0318399756738528,0.0622988005170282,"Bacteroides",4,18,22.2,0.3,0.8,1,15,6.7,0,0.1,0.345674486803519,1,15.5,TRUE,29,0,15,"ns",-0.401291827245592,-0.144560482285371,-0.632115829652792,-0.811677009694778,7.19095423651426,-0.0912563907222238,0.433333339470602,0.405517148383599,0.9562993093415,0.488438896496053,0.968124663629092,0.252,0.025,0.333333333333333,0.166666666666667,0.5
"17","Bergeyella",0.0440203926377761,0.0857245345627924,"Bergeyella",5,18,27.8,0.1,0.2,4,15,26.7,0,0.1,1,1,1.1,TRUE,18,1,15,"ns",0.165973130581261,0.119061806563522,0.204990164890074,-0.492387738113576,8.1479327528771,-0.0642159449758656,0.468750002836782,0.640373185880408,0.96650366328836,0.628391983226823,0.976418189278033,0.105,0.032,0.333333333333333,0.166666666666667,0.5
"18","Bifidobacterium",0.0710910996411121,0.135139967726585,"Bifidobacterium",11,18,61.1,0.8,2.1,8,15,53.3,0.8,2.1,0.732527687769019,1,7.8,TRUE,10,1,15,"ns",4.84499376034333,5.53230793963297,2.53683805900579,0.0463835101084067,10.0504499561437,0.00466528944632996,0.49739854341893,0.75785781264303,0.970345036801105,0.807624815689904,0.982010383434123,0.801,0.83,0.333333333333333,0.166666666666667,0.5
"19","Blastococcus",0.00475446523582309,0.0104209110116832,"Blastococcus",0,18,0,0,0,1,15,6.7,0,0.1,0.454545454545455,1,-6.7,FALSE,89,0,15,"ns",-0.967086314467839,-1.17961285292896,-0.73801577931939,0.434649275388828,4.884471467095,0.083672858940578,0.448958337997247,0.445477128301704,0.939938966924669,0.476802323634761,0.948580493685953,0,0.03,0.333333333333333,0.166666666666667,0.5
"20","Blautia",0.00281679734682541,0.00605063130578299,"Blautia",1,18,5.6,0.1,0.2,1,15,6.7,0,0,1,1,-1.1,FALSE,119,0,15,"ns",-0.887842162677982,-1.13875298069709,-0.6338118652868,0.42758918990886,5.10002394924619,0.0645514019311693,0.466181064460035,0.548589044251413,0.960993140188785,0.513742882360766,0.965129333315809,0.057,0.001,0.333333333333333,0.166666666666667,0.5
"21","Brevibacterium",0.00759589024454255,0.0160202023606635,"Brevibacterium",0,18,0,0,0,1,15,6.7,0,0.1,0.454545454545455,1,-6.7,FALSE,74,0,15,"ns",-0.994661924876509,-1.19343343385222,-0.721058105118836,0.707420767197231,4.80634733713374,0.123944410977192,0.428125006636243,0.40094623577191,0.943452441700884,0.443236260207603,0.954404396706409,0,0.02,0.333333333333333,0.166666666666667,0.5
"22","Brevundimonas",0.00770896968751922,0.0163069943798769,"Brevundimonas",2,18,11.1,0.1,0.3,2,15,13.3,0.3,1.1,1,1,-2.2,FALSE,72,0,15,"ns",-0.41100854210733,-0.691042026780932,-0.15034607590857,0.586952053165239,6.66967815456751,0.0666403874216143,0.458896986044232,0.586202799011862,0.962062338582664,0.562653228745974,0.960999181722671,0.074,0.28,0.333333333333333,0.166666666666667,0.5
