"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n"
"B1.F1",0,-0.0163101410509859,106,0.0882,0.257174594312143,26
"B1.F2",0.0111,0.0546466425701781,105,0.0131,0.0748821601730485,27
"B1.F3",0.0019,0.0431253867836804,105,0.0112,0.0543202555353672,27
"B1.F4",0.0165,0.110543168624208,106,6e-04,-0.225000329858579,26
"B1.F5",0.0287,0.138218882330592,106,0.2025,-0.469722997399218,26
"B2.F1",0.0041,0.0597558792195958,105,0.0734,0.253522315139248,27
"B2.F2",0.1176,0.291779461470044,106,0.3006,-0.507790373467332,26
"B2.F3",0.0074,0.132202063273924,106,0.0059,0.140995683862077,26
"B2.F4",0.0131,0.0900112958578343,105,0.0429,0.240293768961749,27
"B2.F5",1e-04,-0.00148194230080518,106,0.1202,0.276159429462218,26
"B3.F1",0.0142,0.150975294105753,106,0.0041,-0.0638621475808678,26
"B3.F2",0.0147,0.159552412011716,106,0.0075,0.0657535210545618,26
"B3.F3",0.0024,0.0344004344628213,105,0.0817,0.321308843738929,27
"B3.F4",2e-04,-0.000434532878062202,106,0.001,0.0127724295161736,26
"B3.F5",0.002,0.00613439567029114,105,0.0029,0.115866842794533,27
"B4.F1",0.0029,-0.0671579516260628,106,0.1341,0.318012162871399,26
"B4.F2",0.0203,0.155240172409907,106,5e-04,0.0222985874721046,26
"B4.F3",0.0011,0.0255600897010296,105,0.0612,0.191808811918669,27
"B4.F4",0.0133,0.0842672247339993,105,0.0043,0.0724549914044969,27
"B4.F5",0.0496,0.209378925665865,106,0.0096,0.0643175880825155,26
"B5.F1",0.0176,0.148756026154099,106,0.0148,-0.0113208213319916,26
"B5.F2",0.0036,0.0973627268604842,105,0.0657,0.277404852072656,27
"B5.F3",0.0055,0.0722128863215105,106,0.0181,0.0460885390537811,26
"B5.F4",0.0086,0.0497223713901943,106,1e-04,0.0308738972575056,26
"B5.F5",0.0153,0.0459673489248871,105,0.0266,0.129751184537194,27
"B6.F1",0.0042,0.0414135643857661,106,0.069,0.278951887502896,26
"B6.F2",0.0048,-0.031626731259157,106,0.1341,0.311837169417586,26
"B6.F3",0.0478,0.227122448306521,105,0.3489,-0.62278307849424,27
"B6.F4",0.0041,0.00663187409832259,105,0.103,0.332724537888364,27
"B6.F5",6e-04,-0.0465524443481979,106,0.1611,0.383878759712077,26
"B7.F1",7e-04,0.0306297659632255,105,0.0825,0.221747139724947,27
"B7.F2",0.0035,0.0604561649198783,106,0.0132,0.165009547293574,26
"B7.F3",0.0016,0.0203881902615803,106,7e-04,0.0716985351026132,26
"B7.F4",0.0018,0.069062680013245,105,0.0432,0.0572095248162109,27
"B7.F5",0.015,0.0753263574007345,106,0.0725,0.207548391086512,26
"B8.F1",0.0038,0.0313384338528285,106,0.0293,0.25008723487945,26
"B8.F2",0.0226,0.154298167947383,105,0.0086,-0.121249802892684,27
"B8.F3",1e-04,-0.0139475488859534,105,0.2008,0.482549720603207,27
"B8.F4",0.0039,0.0475991774500941,106,0.0038,-0.0250430290071328,26
"B8.F5",0.0077,0.0996927078156463,106,0.0848,0.139297450125234,26
"B9.F1",0.0085,-0.0674186583978844,105,0.1463,0.328650030776918,27
"B9.F2",0.0026,0.0505242833227933,106,0.006,-0.0509750375910295,26
"B9.F3",0.0014,-0.00910257229181531,105,0.0323,0.177998577460525,27
"B9.F4",0.0312,0.167149053022504,106,0.0115,0.0321036741893011,26
"B9.F5",0.0124,0.0830058851256495,106,0.0381,0.175016804451351,26
"B10.F1",0.0151,0.131803276378892,106,8e-04,-0.105479606691693,26
"B10.F2",0.0109,0.0920575904014022,105,5e-04,0.197604791121939,27
"B10.F3",0.0087,0.0337575395279322,105,0.0169,0.0362135036902448,27
"B10.F4",0.0074,0.100354788273809,106,0.0844,0.233664098487739,26
"B10.F5",0.0162,0.162690365416775,106,0,-0.114923489279308,26
"B11.F1",1e-04,0.0347621136330968,105,0.143,0.341478377703155,27
"B11.F2",0.0056,0.0605660733575068,105,0.005,0.00982061117023587,27
